"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"    Estimate","776,940","538,815","353,489","128,135","2,468","36,608","84","2,135","15,896","848","15,048","238,125","201,743","12,025","709","240","179","11,314","11,915","3,735","8,180"
"Congressional District 15 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","804,652","620,189","448,402","124,618","2,419","25,315","859","3,552","15,024","1,460","13,564","184,463","142,655","9,215","725","82","42","24,424","7,320","2,632","4,688"
"Congressional District 16 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","814,209","671,247","570,186","69,155","1,798","17,352","68","873","11,815","780","11,035","142,962","114,922","3,289","199","122","1,177","19,697","3,556","1,552","2,004"
"Congressional District 17 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","778,091","662,380","577,499","57,266","2,185","11,455","533","878","12,564","268","12,296","115,711","96,877","1,551","99","77","0","14,673","2,434","1,178","1,256"
"Congressional District 18 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","772,184","639,732","509,503","96,750","1,657","16,938","1,795","1,208","11,881","1,951","9,930","132,452","110,879","3,912","2,092","583","256","9,379","5,351","3,556","1,795"
"Congressional District 19 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","814,074","646,615","559,750","56,612","903","14,916","178","2,893","11,363","337","11,026","167,459","136,480","2,650","91","0","77","25,327","2,834","1,658","1,176"
"Congressional District 20 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","776,092","582,633","142,199","404,470","1,666","18,876","45","3,761","11,616","1,828","9,788","193,459","157,352","12,543","361","276","0","15,365","7,562","2,864","4,698"
"Congressional District 21 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,240","598,310","434,642","129,210","887","21,242","0","1,855","10,474","907","9,567","189,930","163,357","3,367","1,509","308","82","17,154","4,153","959","3,194"
"Congressional District 22 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","757,352","590,926","435,989","109,146","62","25,367","32","4,379","15,951","2,522","13,429","166,426","143,790","5,200","484","362","0","11,140","5,450","921","4,529"
"Congressional District 23 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","753,950","468,105","298,875","111,305","1,772","31,785","648","3,822","19,898","1,204","18,694","285,845","244,840","6,687","207","1,213","127","22,969","9,802","3,995","5,807"
"Congressional District 24 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","770,480","469,873","90,022","361,585","363","8,176","88","4,217","5,422","645","4,777","300,607","246,643","15,170","1,184","727","0","30,871","6,012","3,747","2,265"
"Congressional District 25 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","780,826","193,008","148,341","29,318","1,526","11,065","0","498","2,260","0","2,260","587,818","557,601","5,843","92","626","0","16,233","7,423","1,765","5,658"
"Congressional District 26 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","797,160","220,472","125,638","67,000","119","19,678","0","1,827","6,210","1,569","4,641","576,688","526,357","10,384","1,132","1,502","0","29,470","7,843","2,310","5,533"
"Congressional District 27 (115th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,809","202,450","152,145","31,971","602","10,818","0","1,420","5,494","1,019","4,475","553,359","497,731","9,768","1,771","204","108","33,214","10,563","4,024","6,539"
"Congressional District 1 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,334","696,024","440,928","216,152","3,458","12,245","4,625","1,962","16,654","2,032","14,622","51,310","32,855","2,836","952","124","132","10,449","3,962","2,143","1,819"
"Congressional District 2 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","674,100","637,731","265,522","349,537","733","7,723","426","663","13,127","1,188","11,939","36,369","19,857","1,730","139","14","0","11,459","3,170","1,924","1,246"
"Congressional District 3 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,066","692,699","480,605","179,288","1,363","15,224","170","1,510","14,539","601","13,938","45,367","30,939","1,141","1,079","270","0","9,573","2,365","1,382","983"
"Congressional District 4 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","765,854","693,904","170,094","454,752","2,978","37,825","1,403","3,932","22,920","1,323","21,597","71,950","33,070","6,664","626","0","0","27,059","4,531","2,397","2,134"
"Congressional District 5 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","784,370","732,819","222,163","452,132","833","35,058","51","3,503","19,079","144","18,935","51,551","28,591","4,931","760","122","0","13,551","3,596","1,783","1,813"
"Congressional District 6 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","756,389","655,326","447,207","96,560","1,132","85,414","51","2,779","22,183","599","21,584","101,063","65,012","4,554","9,671","373","0","15,048","6,405","2,233","4,172"
"Congressional District 7 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","807,492","645,636","349,653","158,037","1,475","113,720","0","3,435","19,316","2,226","17,090","161,856","89,331","7,432","2,588","471","176","54,815","7,043","4,638","2,405"
"Congressional District 8 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,262","657,885","414,444","219,107","1,750","10,040","268","296","11,980","233","11,747","44,377","23,970","591","118","124","0","16,303","3,271","1,482","1,789"
"Congressional District 9 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,181","656,512","579,968","51,404","800","11,363","52","1,176","11,749","488","11,261","98,669","82,982","507","549","8","0","12,989","1,634","1,025","609"
"Congressional District 10 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,838","697,294","481,487","180,172","832","16,644","40","1,236","16,883","864","16,019","39,544","25,575","918","38","0","0","8,850","4,163","1,473","2,690"
"Congressional District 11 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","768,968","682,694","511,792","122,503","503","24,932","83","3,282","19,599","539","19,060","86,274","61,890","3,973","562","56","143","15,791","3,859","617","3,242"
"Congressional District 12 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,937","676,904","392,026","251,699","1,170","11,602","259","1,965","18,183","1,014","17,169","46,033","26,020","2,779","732","65","0","13,546","2,891","1,709","1,182"
"Congressional District 13 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","752,631","670,319","185,513","448,172","637","20,013","515","1,394","14,075","453","13,622","82,312","48,944","7,798","22","443","0","22,482","2,623","453","2,170"
"Congressional District 14 (115th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,957","632,160","545,646","65,856","671","6,264","24","340","13,359","0","13,359","84,797","66,872","836","684","778","176","12,445","3,006","904","2,102"
"Congressional District 1 (115th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,328","654,702","111,944","12,461","704","355,195","49,026","770","124,602","1,458","123,144","59,626","14,226","628","267","9,524","1,848","8,800","24,333","4,214","20,119"
"Congressional District 2 (115th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,210","622,711","198,640","10,168","955","177,686","83,714","1,498","150,050","783","149,267","90,499","32,303","129","735","3,234","10,683","10,408","33,007","2,393","30,614"
"Congressional District 1 (115th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","890,052","795,907","744,288","5,535","10,953","10,295","1,326","561","22,949","899","22,050","94,145","54,865","150","725","218","195","31,297","6,695","3,300","3,395"
"Congressional District 2 (115th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","826,891","707,417","663,014","5,412","8,183","12,403","987","1,163","16,255","539","15,716","119,474","83,844","250","1,728","197","571","26,072","6,812","1,498","5,314"
"Congressional District 1 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,977","642,624","254,237","360,622","461","14,293","0","1,453","11,558","279","11,279","78,353","47,126","1,856","978","177","0","23,995","4,221","2,404","1,817"
"Congressional District 2 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,756","597,816","181,656","403,920","669","4,275","0","676","6,620","361","6,259","104,940","73,633","2,229","323","43","31","23,283","5,398","4,441","957"
"Congressional District 3 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,538","492,280","413,273","33,195","464","37,346","168","206","7,628","172","7,456","233,258","132,914","1,321","1,254","176","0","89,672","7,921","5,921","2,000"
"Congressional District 4 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","700,585","221,295","157,082","26,744","578","27,749","0","983","8,159","113","8,046","479,290","237,899","4,145","2,238","901","90","219,713","14,304","8,838","5,466"
"Congressional District 5 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,300","587,552","492,075","20,654","810","54,592","270","1,893","17,258","1,639","15,619","141,748","91,146","1,639","455","990","0","41,553","5,965","3,399","2,566"
"Congressional District 6 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,542","643,345","531,042","20,954","219","74,213","5","881","16,031","485","15,546","77,197","49,253","1,171","862","255","0","20,955","4,701","3,521","1,180"
"Congressional District 7 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","697,263","589,587","213,844","315,520","692","43,768","0","3,101","12,662","1,105","11,557","107,676","55,422","3,443","403","281","0","44,040","4,087","2,927","1,160"
"Congressional District 8 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,012","501,539","358,305","35,574","419","92,536","150","870","13,685","1,753","11,932","211,473","109,441","641","3,322","209","122","89,424","8,314","5,016","3,298"
"Congressional District 9 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","732,614","639,780","460,151","64,034","453","90,545","519","2,011","22,067","1,320","20,747","92,834","66,956","1,742","1,444","249","0","18,608","3,835","2,106","1,729"
"Congressional District 10 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,681","549,405","405,252","48,358","899","78,313","245","2,348","13,990","2,514","11,476","165,276","89,969","1,195","1,850","331","384","66,150","5,397","4,000","1,397"
"Congressional District 11 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,823","521,926","368,312","78,873","504","57,528","957","978","14,774","123","14,651","199,897","104,885","1,821","1,790","540","169","79,119","11,573","6,057","5,516"
"Congressional District 12 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","695,178","669,378","523,562","116,820","620","6,910","27","1,889","19,550","219","19,331","25,800","15,024","1,089","193","123","58","7,277","2,036","796","1,240"
"Congressional District 13 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","698,295","675,359","547,408","81,859","1,047","25,791","229","512","18,513","48","18,465","22,936","18,757","431","284","334","35","1,930","1,165","333","832"
"Congressional District 14 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,748","653,093","582,358","21,819","439","35,908","209","806","11,554","305","11,249","93,655","64,430","1,209","225","195","30","24,241","3,325","2,493","832"
"Congressional District 15 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,482","681,894","634,928","28,072","1,041","5,747","209","392","11,505","292","11,213","19,588","14,396","594","528","76","82","2,404","1,508","766","742"
"Congressional District 16 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","690,420","621,800","572,286","25,735","848","9,214","185","450","13,082","201","12,881","68,620","49,183","1,189","157","94","0","15,040","2,957","1,340","1,617"
"Congressional District 17 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","689,744","625,570","519,126","80,564","938","9,895","500","387","14,160","86","14,074","64,174","49,413","2,669","665","0","37","8,113","3,277","1,439","1,838"
"Congressional District 18 (115th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,065","680,853","619,375","27,195","1,683","21,078","149","139","11,234","38","11,196","20,212","15,793","90","155","293","0","2,424","1,457","642","815"
"Congressional District 1 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,257","601,228","446,460","129,959","1,312","9,773","130","310","13,284","434","12,850","113,029","51,513","1,537","509","0","0","48,182","11,288","9,177","2,111"
"Congressional District 2 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,928","652,474","573,817","51,370","935","8,527","395","800","16,630","97","16,533","70,454","50,867","995","127","12","42","13,162","5,249","2,922","2,327"
"Congressional District 3 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,914","698,945","617,541","44,178","1,031","17,435","60","477","18,223","220","18,003","45,969","34,326","440","229","163","0","7,735","3,076","883","2,193"
"Congressional District 4 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","758,815","711,249","642,896","30,075","685","22,182","147","1,446","13,818","153","13,665","47,566","30,506","1,077","578","282","0","13,345","1,778","775","1,003"
"Congressional District 5 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","781,441","749,255","631,650","69,589","1,277","27,628","85","1,264","17,762","675","17,087","32,186","22,384","1,719","168","555","75","4,886","2,399","999","1,400"
"Congressional District 6 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,147","700,719","658,028","18,908","1,177","10,046","0","738","11,822","603","11,219","19,428","12,749","2,502","141","0","0","3,021","1,015","619","396"
"Congressional District 7 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,875","665,348","393,095","218,499","1,195","24,499","198","2,672","25,190","611","24,579","90,527","69,259","1,934","276","459","22","15,845","2,732","1,283","1,449"
"Congressional District 8 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,623","698,149","646,111","28,518","1,066","8,633","157","253","13,411","136","13,275","16,474","8,530","378","215","68","0","5,654","1,629","1,315","314"
"Congressional District 9 (115th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","753,818","727,833","669,187","21,984","1,016","17,888","130","1,322","16,306","374","15,932","25,985","18,978","299","460","216","0","4,613","1,419","122","1,297"
"Congressional District 1 (115th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,043","743,378","681,428","29,978","1,948","13,045","2,423","1,683","12,873","91","12,782","30,665","23,210","485","398","41","50","5,449","1,032","526","506"
"Congressional District 2 (115th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","780,802","737,646","666,199","30,173","1,471","21,852","887","311","16,753","272","16,481","43,156","32,918","467","191","84","0","6,551","2,945","1,111","1,834"
"Congressional District 3 (115th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","835,190","776,823","693,178","33,307","1,648","28,401","1,335","452","18,502","202","18,300","58,367","39,335","891","543","606","222","13,611","3,159","1,822","1,337"
"Congressional District 4 (115th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,676","702,118","660,445","10,531","2,758","17,639","959","86","9,700","192","9,508","53,558","34,353","1,244","1,834","46","0","13,316","2,765","1,299","1,466"
"Congressional District 1 (115th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,327","589,913","538,040","18,128","3,261","10,887","1,848","562","17,187","60","17,127","112,414","92,084","714","982","81","59","14,267","4,227","2,571","1,656"
"Congressional District 2 (115th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,120","666,867","588,389","31,275","8,211","11,873","647","363","26,109","252","25,857","48,253","35,645","1,805","1,176","126","15","6,797","2,689","939","1,750"
"Congressional District 3 (115th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","770,493","677,336","553,340","65,115","2,588","37,713","280","1,011","17,289","141","17,148","93,157","67,199","1,283","773","140","0","19,721","4,041","2,295","1,746"
"Congressional District 4 (115th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,183","633,497","530,970","46,630","3,557","24,913","86","1,347","25,994","319","25,675","91,686","56,548","2,257","878","107","777","27,317","3,802","1,696","2,106"
"Congressional District 1 (115th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,177","696,242","625,155","51,235","1,224","5,145","423","953","12,107","60","12,047","19,935","11,349","593","168","120","0","5,113","2,592","2,064","528"
"Congressional District 2 (115th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,681","733,342","659,757","40,378","1,192","10,146","2,042","815","19,012","0","19,012","27,339","18,438","847","90","0","0","5,399","2,565","1,578","987"
"Congressional District 3 (115th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,559","705,669","500,252","163,877","891","22,230","338","2,606","15,475","644","14,831","40,890","29,969","2,145","254","321","0","6,680","1,521","201","1,320"
"Congressional District 4 (115th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,043","734,612","680,718","26,575","606","8,722","522","256","17,213","41","17,172","25,431","15,829","253","125","56","57","8,416","695","100","595"
"Congressional District 5 (115th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,337","690,551","669,225","9,329","1,785","3,118","0","158","6,936","328","6,608","5,786","2,928","595","107","0","0","1,747","409","355","54"
"Congressional District 6 (115th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,392","738,610","634,888","64,435","1,184","15,020","145","2,257","20,681","516","20,165","35,782","24,162","1,375","151","0","0","7,777","2,317","1,775","542"
"Congressional District 1 (115th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","808,968","734,055","572,410","116,872","7,368","19,399","167","2,626","15,213","938","14,275","74,913","50,007","3,064","748","227","0","17,744","3,123","1,435","1,688"
"Congressional District 2 (115th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","797,298","744,236","218,926","491,996","1,151","19,735","28","2,457","9,943","289","9,654","53,062","26,688","5,652","111","123","0","19,117","1,371","599","772"
"Congressional District 3 (115th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,118","756,318","529,464","194,108","1,584","12,518","23","2,372","16,249","284","15,965","31,800","22,601","1,569","66","136","0","6,738","690","430","260"
"Congressional District 4 (115th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","753,143","722,943","437,548","254,609","5,799","7,013","333","2,427","15,214","283","14,931","30,200","19,109","2,683","278","371","0","5,803","1,956","820","1,136"
"Congressional District 5 (115th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,217","722,551","439,495","264,987","1,991","6,443","345","502","8,788","289","8,499","17,666","10,964","1,488","71","0","290","3,831","1,022","808","214"
"Congressional District 6 (115th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","796,589","760,610","541,243","183,419","4,049","18,851","331","631","12,086","278","11,808","35,979","22,363","892","632","0","0","11,338","754","238","516"
"Congressional District 1 (115th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","683,279","670,351","633,656","11,143","2,247","11,088","168","144","11,905","216","11,689","12,928","9,874","452","180","0","0","1,356","1,066","317","749"
"Congressional District 2 (115th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","652,628","643,657","613,434","4,618","5,978","4,053","60","689","14,825","334","14,491","8,971","4,647","159","935","16","0","432","2,782","807","1,975"
"Congressional District 1 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,002","703,713","583,370","86,951","963","13,450","0","224","18,755","289","18,466","30,289","19,005","1,367","435","99","0","7,965","1,418","490","928"
"Congressional District 2 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","765,155","704,136","368,355","262,533","1,749","44,173","437","2,672","24,217","2,170","22,047","61,019","32,887","8,069","0","480","0","14,380","5,203","3,285","1,918"
"Congressional District 3 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","763,763","697,858","425,516","176,281","1,506","67,045","228","3,920","23,362","857","22,505","65,905","35,319","3,324","538","173","0","23,665","2,886","1,874","1,012"
"Congressional District 4 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,353","634,758","200,342","388,554","1,386","24,547","272","2,610","17,047","684","16,363","126,595","24,298","2,823","1,495","188","0","92,690","5,101","2,885","2,216"
"Congressional District 5 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","768,507","694,035","342,303","290,991","2,225","30,918","440","1,318","25,840","568","25,272","74,472","29,063","5,704","227","319","185","35,091","3,883","1,436","2,447"
"Congressional District 6 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","779,616","661,815","445,101","94,961","1,494","92,350","371","1,937","25,601","2,406","23,195","117,801","58,646","3,716","935","289","0","47,704","6,511","3,582","2,929"
"Congressional District 7 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","718,158","692,824","243,276","375,783","1,471","53,107","63","1,856","17,268","339","16,929","25,334","14,809","2,514","1,900","157","0","3,556","2,398","571","1,827"
"Congressional District 8 (115th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,623","650,329","457,883","100,638","1,085","63,707","147","6,240","20,629","889","19,740","111,294","42,310","2,464","1,522","326","0","59,475","5,197","2,341","2,856"
"Congressional District 1 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,460","602,526","527,827","41,635","395","17,783","56","2,245","12,585","279","12,306","133,934","96,010","6,102","1,744","334","0","22,550","7,194","3,140","4,054"
"Congressional District 2 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,124","670,425","569,221","37,261","1,589","42,577","129","1,767","17,881","1,732","16,149","73,699","46,947","3,473","1,193","196","0","11,976","9,914","1,844","8,070"
"Congressional District 3 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","769,115","614,688","510,489","20,154","871","64,489","67","3,995","14,623","791","13,832","154,427","109,773","6,317","791","60","0","28,815","8,671","2,466","6,205"
"Congressional District 4 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","752,077","711,284","617,943","23,961","328","44,801","0","4,982","19,269","2,584","16,685","40,793","24,445","2,448","0","41","0","10,430","3,429","2,198","1,231"
"Congressional District 5 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","766,210","695,386","535,764","41,931","427","94,364","87","6,057","16,756","1,189","15,567","70,824","44,295","4,440","860","273","0","16,540","4,416","405","4,011"
"Congressional District 6 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,450","701,996","631,603","25,274","1,351","28,933","0","1,739","13,096","915","12,181","72,454","34,097","5,383","258","331","0","26,711","5,674","643","5,031"
"Congressional District 7 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","806,820","625,366","325,882","188,776","1,658","83,736","94","7,146","18,074","1,454","16,620","181,454","84,505","18,809","489","441","40","52,515","24,655","2,883","21,772"
"Congressional District 8 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","762,640","720,626","543,678","76,033","1,297","64,951","365","19,987","14,315","4,149","10,166","42,014","24,678","5,095","237","278","0","9,603","2,123","588","1,535"
"Congressional District 9 (115th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,923","706,230","644,157","22,821","1,523","8,677","155","13,838","15,059","3,550","11,509","41,693","16,097","1,974","86","452","0","20,945","2,139","1,261","878"
"Congressional District 1 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","698,974","685,857","635,235","10,595","15,222","4,414","299","345","19,747","394","19,353","13,117","7,902","59","952","81","178","2,183","1,762","806","956"
"Congressional District 2 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,365","668,916","581,196","47,054","3,562","15,940","155","493","20,516","163","20,353","68,449","42,438","1,321","592","138","36","17,850","6,074","3,745","2,329"
"Congressional District 3 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,830","684,263","585,749","60,363","1,560","15,801","105","757","19,928","1,373","18,555","59,567","38,380","1,414","644","163","0","14,309","4,657","2,423","2,234"
"Congressional District 4 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,994","680,407","642,275","13,326","4,393","7,042","288","140","12,943","575","12,368","22,587","17,883","173","506","17","0","1,782","2,226","1,312","914"
"Congressional District 5 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","677,788","644,402","501,146","114,341","2,707","5,862","0","1,060","19,286","230","19,056","33,386","21,286","2,849","698","45","155","3,766","4,587","1,889","2,698"
"Congressional District 6 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","718,436","673,518","577,510","56,066","2,579","11,461","404","1,248","24,250","538","23,712","44,918","30,871","1,538","693","156","0","8,301","3,359","2,031","1,328"
"Congressional District 7 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,645","668,855","614,070","28,788","3,106","6,992","67","1,440","14,392","109","14,283","32,790","25,565","885","438","111","14","2,745","3,032","1,487","1,545"
"Congressional District 8 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,333","698,110","600,275","40,477","1,736","32,232","135","1,149","22,106","1,084","21,022","38,223","26,724","1,957","368","186","126","5,854","3,008","1,959","1,049"
"Congressional District 9 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,890","702,767","547,080","102,437","2,456","33,995","516","2,670","13,613","441","13,172","18,123","12,717","179","108","210","0","3,327","1,582","915","667"
"Congressional District 10 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,703","694,318","646,763","19,100","1,649","12,441","146","825","13,394","450","12,944","23,385","16,538","766","390","14","15","4,216","1,446","1,005","441"
"Congressional District 11 (115th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,901","706,383","572,655","39,716","1,903","75,564","43","488","16,014","693","15,321","21,518","17,211","208","238","385","0","2,029","1,447","460","987"
