"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"Congressional District 6 (118th Congress), Alabama","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,381","672,616","492,087","141,083","647","12,829","271","3,378","22,321","6,807","15,514","49,765","13,824","368","1,220","259","225","13,949","19,920","19,252","668"
"Congressional District 7 (118th Congress), Alabama","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,132","683,275","257,205","394,648","1,202","9,147","244","1,367","19,462","2,447","17,015","31,857","6,324","911","488","0","0","11,794","12,340","10,092","2,248"
"Congressional District (at Large) (118th Congress), Alaska","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","733,406","678,546","422,881","20,276","95,480","42,909","10,646","4,149","82,205","6,650","75,555","54,860","13,979","746","3,265","421","0","15,283","21,166","14,045","7,121"
"Congressional District 1 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","804,256","668,480","554,885","30,645","8,839","40,468","965","4,607","28,071","6,740","21,331","135,776","19,158","1,265","5,471","287","54","40,594","68,947","61,371","7,576"
"Congressional District 2 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","833,298","682,338","454,245","24,296","144,448","11,008","2,190","4,091","42,060","8,916","33,144","150,960","32,268","775","7,743","2,090","0","35,827","72,257","62,856","9,401"
"Congressional District 3 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","814,391","304,580","158,329","89,817","9,399","17,582","1,414","2,163","25,876","1,988","23,888","509,811","70,393","4,516","16,225","882","196","141,811","275,788","258,743","17,045"
"Congressional District 4 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","814,381","576,315","429,120","40,131","14,516","47,140","3,871","4,612","36,925","4,356","32,569","238,066","58,339","3,526","4,938","1,586","525","54,531","114,621","104,963","9,658"
"Congressional District 5 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","857,744","689,506","552,267","25,925","8,957","53,572","660","2,297","45,828","8,534","37,294","168,238","44,258","1,478","3,879","1,499","128","44,025","72,971","63,419","9,552"
"Congressional District 6 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","813,933","599,807","495,062","27,609","9,246","23,087","1,477","5,490","37,836","9,840","27,996","214,126","50,777","2,498","4,127","878","1,373","47,294","107,179","94,585","12,594"
"Congressional District 7 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","811,832","322,569","232,457","28,599","20,197","14,976","526","3,772","22,042","3,071","18,971","489,263","76,765","2,363","7,754","722","0","116,848","284,811","271,040","13,771"
"Congressional District 8 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","800,203","631,343","510,888","28,150","9,936","34,195","1,935","3,098","43,141","5,501","37,640","168,860","40,546","3,714","5,111","1,224","126","53,153","64,986","52,744","12,242"
"Congressional District 9 (118th Congress), Arizona","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","881,306","609,598","497,317","39,760","7,873","17,233","1,355","5,782","40,278","10,619","29,659","271,708","52,429","1,765","5,924","1,566","62","112,792","97,170","87,809","9,361"
"Congressional District 1 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","752,628","719,911","554,794","119,051","2,155","5,533","985","2,690","34,703","5,575","29,128","32,717","7,323","394","548","90","0","8,512","15,850","14,453","1,397"
"Congressional District 2 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,027","724,452","516,449","162,380","1,831","12,431","338","1,278","29,745","5,844","23,901","49,575","11,186","296","462","512","0","13,810","23,309","21,397","1,912"
"Congressional District 3 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","797,092","657,703","481,088","19,510","5,452","27,347","10,483","2,618","111,205","75,544","35,661","139,389","13,983","42","2,538","518","0","38,370","83,938","80,155","3,783"
"Congressional District 4 (118th Congress), Arkansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,985","685,767","506,521","138,077","2,182","5,046","2,282","1,212","30,447","5,691","24,756","58,218","20,799","1,066","2,445","226","216","10,272","23,194","21,875","1,319"
"Congressional District 1 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,464","572,399","452,726","12,940","9,413","45,318","954","6,787","44,261","9,017","35,244","183,065","32,826","969","4,241","737","759","83,771","59,762","48,806","10,956"
"Congressional District 2 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,918","584,945","478,709","12,201","8,258","31,097","1,125","5,062","48,493","11,522","36,971","158,973","18,687","275","6,644","831","5","61,403","71,128","61,595","9,533"
"Congressional District 3 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,130","668,672","524,345","13,015","3,414","70,431","1,321","6,685","49,461","16,054","33,407","119,458","24,133","1,378","2,981","1,565","0","30,388","59,013","49,375","9,638"
"Congressional District 4 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,543","511,027","372,004","22,372","3,250","68,389","1,789","5,084","38,139","7,600","30,539","250,516","48,914","2,954","6,829","3,525","91","113,047","75,156","63,320","11,836"
"Congressional District 5 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","782,849","553,484","436,966","19,122","3,909","46,345","2,199","4,519","40,424","11,987","28,437","229,365","37,364","2,224","8,260","1,284","779","75,476","103,978","86,629","17,349"
"Congressional District 6 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,786","566,033","338,781","67,342","2,170","86,865","5,861","6,591","58,423","9,525","48,898","181,753","22,545","1,997","4,413","2,006","155","87,841","62,796","49,040","13,756"
"Congressional District 7 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","762,568","555,316","235,231","72,992","1,800","176,796","13,333","3,697","51,467","6,112","45,355","207,252","27,405","2,270","11,108","5,002","556","99,543","61,368","48,639","12,729"
"Congressional District 8 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","752,009","467,387","170,144","97,661","1,028","141,667","7,046","5,735","44,106","8,254","35,852","284,622","25,077","3,513","8,377","2,159","401","149,322","95,773","84,214","11,559"
"Congressional District 9 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","770,568","442,981","206,993","53,293","1,770","137,466","4,375","3,809","35,275","7,708","27,567","327,587","43,454","2,953","11,965","2,055","113","166,972","100,075","83,113","16,962"
"Congressional District 10 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,449","615,215","350,172","35,535","1,813","170,657","975","3,250","52,813","6,392","46,421","131,234","15,640","1,145","3,838","728","257","52,658","56,968","48,305","8,663"
"Congressional District 11 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,735","595,005","284,646","32,232","635","227,100","2,063","5,349","42,980","5,583","37,397","106,730","16,083","1,267","5,149","1,921","65","41,168","41,077","34,369","6,708"
"Congressional District 12 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,171","551,796","235,103","104,469","930","150,422","2,780","6,721","51,371","5,540","45,831","182,375","15,656","4,510","7,410","1,979","313","99,737","52,770","41,637","11,133"
"Congressional District 13 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","784,322","265,598","159,187","18,928","1,176","55,675","5,157","4,849","20,626","4,441","16,185","518,724","46,377","1,059","12,695","999","1,143","276,279","180,172","169,284","10,888"
"Congressional District 14 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,962","555,459","179,810","38,076","1,100","291,434","8,165","1,929","34,945","4,165","30,780","170,503","17,383","1,328","5,842","2,077","675","97,869","45,329","38,764","6,565"
"Congressional District 15 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,009","536,173","193,408","17,517","1,217","275,498","7,810","6,425","34,298","6,441","27,857","184,836","23,866","1,948","8,422","2,983","729","92,610","54,278","45,595","8,683"
"Congressional District 16 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","748,899","602,990","304,812","11,304","1,350","236,324","6,179","3,877","39,144","7,999","31,145","145,909","18,493","602","4,773","663","80","65,295","56,003","47,557","8,446"
"Congressional District 17 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,019","632,468","147,736","18,319","1,635","434,520","385","3,256","26,617","3,966","22,651","111,551","12,062","785","2,504","1,438","98","60,630","34,034","29,793","4,241"
"Congressional District 18 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,048","246,709","129,647","13,848","622","78,053","1,528","3,372","19,639","3,212","16,427","496,339","48,493","633","14,706","2,070","1,588","267,391","161,458","150,414","11,044"
"Congressional District 19 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,878","536,309","333,895","15,171","1,472","143,485","2,258","8,198","31,830","6,890","24,940","189,569","28,846","966","4,210","1,695","1,040","75,219","77,593","65,647","11,946"
"Congressional District 20 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","794,847","507,257","365,347","25,984","2,977","66,047","1,230","6,338","39,334","10,419","28,915","287,590","54,487","1,332","7,507","2,360","172","103,723","118,009","102,386","15,623"
"Congressional District 21 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,912","258,428","130,912","28,463","3,535","70,208","498","4,232","20,580","2,387","18,193","491,484","76,842","1,718","11,835","990","119","234,196","165,784","158,208","7,576"
"Congressional District 22 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,942","186,258","108,484","32,236","3,587","25,491","1,137","3,496","11,827","1,955","9,872","588,684","96,631","3,510","12,253","820","97","270,169","205,204","197,939","7,265"
"Congressional District 23 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","768,047","433,576","287,628","68,801","2,615","32,488","2,478","5,165","34,401","5,520","28,881","334,471","53,810","3,018","10,121","2,641","0","122,877","142,004","128,960","13,044"
"Congressional District 24 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,285","462,916","377,783","10,769","1,450","38,459","500","2,654","31,301","6,369","24,932","298,369","46,174","1,147","15,174","1,644","224","88,817","145,189","130,780","14,409"
"Congressional District 25 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","779,900","247,489","168,156","23,796","5,017","24,164","1,956","5,576","18,824","2,346","16,478","532,411","50,514","2,635","10,897","1,013","142","228,275","238,935","219,180","19,755"
"Congressional District 26 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,517","408,120","298,933","13,340","947","56,519","1,477","4,513","32,391","5,054","27,337","331,397","73,468","1,762","9,327","1,573","107","87,841","157,319","145,915","11,404"
"Congressional District 27 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,850","409,295","226,757","68,628","519","80,905","2,506","3,747","26,233","4,452","21,781","327,555","57,032","1,463","11,133","2,234","319","121,422","133,952","123,878","10,074"
"Congressional District 28 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,863","530,643","187,443","23,911","3,795","282,959","1,473","3,477","27,585","5,990","21,595","216,220","23,896","1,521","7,430","3,081","53","105,440","74,799","65,058","9,741"
"Congressional District 29 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,359","246,454","144,146","28,927","910","52,324","1,432","3,930","14,785","1,490","13,295","472,905","36,245","2,302","8,899","1,200","467","227,155","196,637","188,629","8,008"
"Congressional District 30 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","745,825","569,053","401,253","30,123","821","93,434","512","6,411","36,499","5,505","30,994","176,772","22,109","2,175","6,220","1,345","0","79,758","65,165","58,275","6,890"
"Congressional District 31 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,084","278,772","97,226","19,674","1,097","138,598","1,914","5,081","15,182","2,797","12,385","438,312","52,611","593","13,039","1,227","73","219,480","151,289","139,570","11,719"
"Congressional District 32 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,602","562,082","375,324","33,563","1,507","107,173","395","4,748","39,372","10,037","29,335","198,520","20,991","1,620","3,578","1,569","464","111,892","58,406","49,732","8,674"
"Congressional District 33 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","763,598","272,539","121,310","64,090","1,797","54,752","3,413","5,108","22,069","3,060","19,009","491,059","53,787","3,132","7,162","1,818","461","304,095","120,604","110,885","9,719"
"Congressional District 34 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,948","257,831","80,488","29,669","1,377","125,791","412","2,325","17,769","3,220","14,549","457,117","39,470","1,412","17,338","2,611","305","279,318","116,663","102,714","13,949"
"Congressional District 35 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,769","258,610","94,798","44,490","1,459","95,595","1,648","3,619","17,001","2,236","14,765","491,159","49,017","2,949","10,673","4,969","640","288,321","134,590","127,055","7,535"
"Congressional District 36 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,266","625,459","401,139","30,959","615","130,446","669","6,375","55,256","7,166","48,090","116,807","16,405","416","1,675","1,862","0","43,977","52,472","43,451","9,021"
"Congressional District 37 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,660","340,398","93,080","155,874","599","52,801","902","7,378","29,764","8,696","21,068","395,262","27,065","5,113","12,229","655","113","225,227","124,860","119,661","5,199"
"Congressional District 38 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","723,495","277,099","87,011","17,653","1,652","155,079","1,111","3,866","10,727","1,817","8,910","446,396","57,266","954","11,947","3,901","525","251,128","120,675","109,556","11,119"
"Congressional District 39 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","767,217","280,377","143,389","60,026","966","45,205","2,771","8,627","19,393","2,631","16,762","486,840","51,904","4,279","13,496","1,928","359","286,505","128,369","117,301","11,068"
"Congressional District 40 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,867","558,966","345,241","18,499","285","150,912","630","4,482","38,917","8,013","30,904","196,901","28,442","489","2,804","1,985","413","77,228","85,540","77,685","7,855"
"Congressional District 41 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","811,664","471,141","318,972","44,226","1,972","63,017","2,288","7,143","33,523","3,903","29,620","340,523","46,155","1,925","10,787","1,097","71","137,700","142,788","122,081","20,707"
"Congressional District 42 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,011","248,849","135,407","38,340","1,299","49,842","1,986","2,855","19,120","3,306","15,814","462,162","68,321","1,857","14,259","2,320","243","192,058","183,104","172,296","10,808"
"Congressional District 43 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,670","282,558","50,157","148,201","1,136","60,657","2,399","4,642","15,366","5,284","10,082","434,112","35,240","2,112","12,864","1,673","126","230,496","151,601","140,770","10,831"
"Congressional District 44 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,874","266,825","82,988","70,175","894","82,364","2,452","4,351","23,601","3,570","20,031","471,049","76,807","1,713","12,345","1,920","171","251,862","126,231","114,350","11,881"
"Congressional District 45 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,224","503,879","176,113","12,555","1,356","284,793","1,136","4,121","23,805","3,041","20,764","233,345","34,536","1,962","6,777","3,344","0","90,505","96,221","87,652","8,569"
"Congressional District 46 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,079","258,405","107,296","10,348","848","119,598","2,616","2,294","15,405","2,092","13,313","487,674","59,883","1,353","12,841","1,080","0","234,038","178,479","171,608","6,871"
"Congressional District 47 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","754,022","627,846","369,310","14,101","1,339","195,248","4,577","5,627","37,644","5,426","32,218","126,176","21,887","43","2,793","1,377","80","37,848","62,148","56,974","5,174"
"Congressional District 48 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,583","533,057","390,020","29,054","4,035","58,486","2,177","10,046","39,239","6,782","32,457","207,526","31,894","2,360","5,047","2,514","282","69,498","95,931","81,582","14,349"
"Congressional District 49 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","751,418","548,561","430,975","16,013","842","50,210","1,587","5,592","43,342","9,714","33,628","202,857","32,479","962","5,829","1,224","397","65,843","96,123","85,006","11,117"
"Congressional District 50 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","781,251","591,813","403,121","18,748","907","109,744","2,528","5,782","50,983","11,382","39,601","189,438","33,604","1,516","5,374","2,979","1,017","73,502","71,446","62,268","9,178"
"Congressional District 51 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","748,700","552,614","328,027","41,465","1,698","123,439","3,132","6,586","48,267","7,082","41,185","196,086","30,685","3,250","5,214","2,846","345","61,940","91,806","78,586","13,220"
"Congressional District 52 (118th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,517","287,620","100,096","55,794","1,733","98,436","2,191","4,126","25,244","1,771","23,473","452,897","53,646","3,588","11,170","4,608","713","161,034","218,138","202,825","15,313"
"Congressional District 1 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,087","520,488","390,893","58,302","1,392","26,660","1,332","3,408","38,501","7,044","31,457","201,599","39,237","1,648","7,596","664","451","51,860","100,143","90,383","9,760"
"Congressional District 2 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,783","618,096","547,092","7,040","1,464","24,938","790","2,448","34,324","13,633","20,691","103,687","21,079","862","2,453","596","36","16,664","61,997","57,073","4,924"
"Congressional District 3 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,686","541,338","487,418","5,598","8,309","6,382","697","4,170","28,764","9,380","19,384","189,348","69,556","934","7,916","300","101","42,715","67,826","56,505","11,321"
"Congressional District 4 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","767,791","648,637","568,433","13,409","1,370","26,421","629","4,049","34,326","8,292","26,034","119,154","34,365","228","3,610","175","0","26,351","54,425","46,296","8,129"
"Congressional District 5 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,347","596,013","479,208","41,775","1,648","22,799","1,910","4,298","44,375","7,358","37,017","141,334","40,935","2,947","6,923","698","428","35,926","53,477","42,761","10,716"
"Congressional District 6 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,351","550,694","394,496","67,227","1,017","40,290","1,719","5,108","40,837","5,839","34,998","179,657","29,644","2,445","7,909","367","356","70,866","68,070","57,642","10,428"
"Congressional District 7 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,989","612,955","542,635","8,858","2,581","22,994","276","2,859","32,752","9,717","23,035","114,034","35,852","182","4,758","532","290","16,441","55,979","49,901","6,078"
"Congressional District 8 (118th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,576","453,065","379,162","14,480","1,613","22,328","734","7,197","27,551","4,505","23,046","287,511","76,416","2,853","10,355","611","139","75,616","121,521","102,195","19,326"
"Congressional District 1 (118th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,454","585,040","405,941","101,781","136","45,741","425","6,635","24,381","7,767","16,614","131,414","26,888","9,301","936","710","409","43,553","49,617","37,110","12,507"
"Congressional District 2 (118th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,400","651,456","561,982","28,127","1,321","23,110","1,306","3,415","32,195","7,230","24,965","78,944","17,986","3,086","1,612","33","0","26,884","29,343","23,120","6,223"
"Congressional District 3 (118th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,058","600,369","434,659","96,668","488","34,919","26","4,796","28,813","8,483","20,330","125,689","15,520","6,183","1,033","388","81","61,228","41,256","35,268","5,988"
"Congressional District 4 (118th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,814","558,098","399,199","73,592","643","46,837","330","9,677","27,820","12,269","15,551","163,716","22,734","8,026","4,261","502","0","68,948","59,245","55,311","3,934"
"Congressional District 5 (118th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,450","548,964","417,630","59,127","478","23,578","33","7,920","40,198","18,346","21,852","173,486","31,362","7,140","1,463","200","1,611","72,256","59,454","52,458","6,996"
"Congressional District (at Large) (118th Congress), Delaware","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,031,890","917,267","598,827","223,984","1,127","44,352","70","4,095","44,812","9,823","34,989","114,623","13,541","8,177","4,120","112","217","48,955","39,501","36,273","3,228"
"Delegate District (at Large) (118th Congress), District of Columbia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","678,972","597,514","252,213","272,706","668","27,977","538","4,895","38,517","5,317","33,200","81,458","11,186","4,726","968","247","186","29,949","34,196","26,621","7,575"
"Congressional District 1 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","803,679","735,724","551,920","100,456","2,312","22,524","920","5,090","52,502","13,278","39,224","67,955","15,806","1,180","3,527","259","0","18,633","28,550","24,478","4,072"
"Congressional District 2 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","799,012","737,071","502,023","171,185","2,231","16,671","202","4,050","40,709","10,031","30,678","61,941","15,168","2,065","1,171","435","0","15,478","27,624","24,191","3,433"
"Congressional District 3 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","807,523","707,606","520,890","115,351","1,429","24,979","542","6,114","38,301","7,635","30,666","99,917","24,826","1,601","1,820","226","61","22,793","48,590","44,256","4,334"
"Congressional District 4 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","811,996","726,501","418,636","240,596","782","22,155","500","4,828","39,004","5,230","33,774","85,495","16,283","4,894","1,344","925","0","27,083","34,966","30,341","4,625"
"Congressional District 5 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","837,211","731,702","538,206","90,995","551","51,769","342","5,053","44,786","12,184","32,602","105,509","20,506","3,826","834","151","0","22,387","57,805","51,556","6,249"
"Congressional District 6 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","821,498","703,471","564,091","91,545","1,022","12,035","463","4,573","29,742","7,175","22,567","118,027","22,087","3,091","1,640","285","0","26,964","63,960","58,574","5,386"
"Congressional District 7 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","802,027","621,856","477,925","75,459","635","29,470","367","4,888","33,112","10,834","22,278","180,171","30,854","3,181","781","573","95","58,402","86,285","74,471","11,814"
"Congressional District 8 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","817,216","712,480","577,195","72,778","362","18,257","545","5,196","38,147","10,419","27,728","104,736","26,245","3,436","1,515","804","0","19,625","53,111","49,382","3,729"
"Congressional District 9 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","842,005","392,509","231,066","81,021","452","34,313","1,293","9,435","34,929","16,397","18,532","449,496","75,737","10,402","3,507","3,233","155","182,477","173,985","161,599","12,386"
"Congressional District 10 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","784,303","545,709","260,889","195,275","585","36,344","609","9,175","42,832","17,831","25,001","238,594","47,418","6,659","2,309","659","61","69,403","112,085","104,095","7,990"
"Congressional District 11 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","843,676","678,631","495,138","102,643","626","29,519","1,467","7,155","42,083","17,574","24,509","165,045","35,433","2,421","1,164","726","0","38,668","86,633","76,795","9,838"
"Congressional District 12 (118th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
