"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"    Estimate","718,325","584,809","448,084","94,852","2,095","25,639","139","1,333","12,667","490","12,177","133,516","101,794","5,717","174","93","0","19,114","6,624","2,717","3,907"
"Congressional District 16 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,073","642,615","570,741","48,769","1,505","12,118","88","1,635","7,759","391","7,368","84,458","74,181","1,663","148","203","0","5,379","2,884","1,244","1,640"
"Congressional District 17 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,297","588,981","500,907","66,587","1,258","10,353","67","1,434","8,375","373","8,002","132,316","108,235","2,455","108","201","0","15,858","5,459","2,999","2,460"
"Congressional District 18 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","705,469","603,028","487,840","90,398","570","13,053","0","1,337","9,830","41","9,789","102,441","75,711","2,213","326","83","0","17,976","6,132","2,797","3,335"
"Congressional District 19 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,554","608,116","533,173","54,842","1,685","8,890","131","1,129","8,266","330","7,936","130,438","104,951","2,422","226","311","37","19,682","2,809","1,472","1,337"
"Congressional District 20 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","728,883","580,713","176,585","379,962","959","11,427","240","1,692","9,848","723","9,125","148,170","119,063","9,134","839","210","152","14,407","4,365","928","3,437"
"Congressional District 21 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,875","570,155","432,499","92,185","651","27,893","200","4,130","12,597","1,406","11,191","168,720","140,465","3,749","541","648","0","17,376","5,941","1,884","4,057"
"Congressional District 22 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,319","573,570","456,133","84,865","1,272","19,113","58","2,569","9,560","613","8,947","160,749","139,808","1,933","373","115","0","11,211","7,309","1,923","5,386"
"Congressional District 23 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,732","451,609","337,470","70,196","1,268","23,889","457","6,248","12,081","712","11,369","268,123","218,720","6,636","307","288","63","33,345","8,764","4,471","4,293"
"Congressional District 24 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,282","484,531","83,084","377,333","719","15,152","0","3,856","4,387","501","3,886","240,751","199,904","18,738","341","161","46","17,696","3,865","1,961","1,904"
"Congressional District 25 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,305","206,522","136,868","51,756","862","12,967","0","2,302","1,767","204","1,563","533,783","502,657","6,953","165","794","0","17,147","6,067","2,747","3,320"
"Congressional District 26 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","741,247","243,591","148,332","70,420","588","15,937","200","1,171","6,943","244","6,699","497,656","473,058","6,949","260","349","0","11,904","5,136","2,395","2,741"
"Congressional District 27 (113th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,632","177,159","118,652","42,272","678","9,577","0","835","5,145","390","4,755","542,473","510,955","11,893","511","1,471","0","9,711","7,932","3,398","4,534"
"Congressional District 1 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,388","676,222","431,112","213,973","2,161","10,732","328","471","17,445","1,347","16,098","45,166","27,921","1,530","187","49","141","11,819","3,519","2,277","1,242"
"Congressional District 2 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,006","660,339","283,814","355,323","874","8,375","51","1,474","10,428","480","9,948","35,667","17,225","1,718","154","0","39","14,150","2,381","1,799","582"
"Congressional District 3 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,143","674,525","473,218","168,783","1,321","13,203","263","3,052","14,685","122","14,563","38,618","23,774","2,732","85","14","30","8,239","3,744","2,645","1,099"
"Congressional District 4 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,682","659,065","182,840","418,727","1,464","38,591","37","3,632","13,774","1,500","12,274","62,617","33,696","4,555","72","32","117","23,265","880","551","329"
"Congressional District 5 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,920","664,774","208,151","412,865","1,328","28,065","77","1,478","12,810","601","12,209","55,146","34,796","4,725","385","55","15","12,974","2,196","1,817","379"
"Congressional District 6 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,129","635,990","440,817","103,148","2,071","70,662","225","2,338","16,729","1,177","15,552","90,139","71,641","5,764","387","51","0","10,121","2,175","770","1,405"
"Congressional District 7 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,051","594,100","355,296","130,767","1,621","89,850","226","3,255","13,085","1,315","11,770","140,951","82,740","3,547","39","301","0","49,129","5,195","2,478","2,717"
"Congressional District 8 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,584","654,295","422,689","207,768","920","10,737","0","1,869","10,312","365","9,947","42,289","22,667","3,510","155","29","0","13,519","2,409","1,186","1,223"
"Congressional District 9 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,655","624,439","554,816","50,529","1,255","8,693","333","1,938","6,875","220","6,655","87,216","61,463","1,315","329","0","0","22,880","1,229","469","760"
"Congressional District 10 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","699,534","665,156","461,112","173,396","1,066","16,911","382","1,323","10,966","368","10,598","34,378","25,469","713","1,150","0","0","5,202","1,844","1,243","601"
"Congressional District 11 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,150","641,063","492,717","107,400","823","22,012","363","4,061","13,687","1,132","12,555","89,087","50,892","6,254","259","406","0","29,260","2,016","1,344","672"
"Congressional District 12 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","706,182","666,210","392,198","248,772","1,083","11,440","499","967","11,251","296","10,955","39,972","23,550","949","220","579","0","11,707","2,967","2,093","874"
"Congressional District 13 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","718,624","647,202","213,787","398,044","739","19,483","247","1,798","13,104","732","12,372","71,422","47,660","7,362","0","0","0","14,297","2,103","1,166","937"
"Congressional District 14 (113th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,119","621,387","542,364","60,509","762","5,630","266","1,215","10,641","111","10,530","74,732","56,734","1,298","782","0","0","13,525","2,393","2,041","352"
"Congressional District 1 (113th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,026","643,077","114,945","17,580","458","345,325","52,620","373","111,776","1,280","110,496","58,949","12,777","1,507","136","7,040","3,283","6,368","27,838","6,068","21,770"
"Congressional District 2 (113th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,028","622,913","207,781","10,254","1,269","173,651","73,216","326","156,416","1,325","155,091","79,115","23,474","965","409","5,202","8,137","6,941","33,987","4,205","29,782"
"Congressional District 1 (113th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","812,462","729,670","689,289","3,548","9,250","10,886","697","193","15,807","925","14,882","82,792","64,259","446","925","111","0","14,087","2,964","1,187","1,777"
"Congressional District 2 (113th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","799,674","692,216","651,581","4,984","7,328","13,457","861","237","13,768","112","13,656","107,458","70,502","119","2,297","391","260","27,682","6,207","4,093","2,114"
"Congressional District 1 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","718,967","651,597","254,913","366,976","1,320","16,446","128","1,189","10,625","891","9,734","67,370","35,376","1,307","621","82","51","26,080","3,853","2,177","1,676"
"Congressional District 2 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","699,363","613,590","212,642","384,743","530","4,585","35","454","10,601","300","10,301","85,773","61,945","4,905","742","0","0","15,405","2,776","1,370","1,406"
"Congressional District 3 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,806","507,725","435,760","38,429","101","25,526","0","851","7,058","484","6,574","230,081","128,057","534","1,472","143","44","92,621","7,210","4,637","2,573"
"Congressional District 4 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","712,077","209,851","148,301","29,395","1,289","23,235","358","832","6,441","436","6,005","502,226","291,283","2,392","2,501","51","233","197,963","7,803","5,692","2,111"
"Congressional District 5 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,664","589,015","500,195","19,151","356","54,924","34","1,119","13,236","271","12,965","145,649","99,736","2,293","1,216","533","91","35,605","6,175","3,634","2,541"
"Congressional District 6 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,718","654,647","564,031","15,032","217","64,823","0","635","9,909","547","9,362","73,071","52,864","1,924","827","282","0","13,984","3,190","1,991","1,199"
"Congressional District 7 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,325","629,256","204,418","365,667","138","44,491","122","2,125","12,295","1,490","10,805","91,069","43,692","3,047","172","91","45","39,721","4,301","2,345","1,956"
"Congressional District 8 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,255","515,275","387,266","33,801","482","81,771","258","1,147","10,550","758","9,792","199,980","97,862","1,319","1,450","949","62","92,456","5,882","4,347","1,535"
"Congressional District 9 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","709,590","625,996","453,344","60,878","1,150","90,870","383","2,782","16,589","1,310","15,279","83,594","61,348","988","878","801","0","17,206","2,373","897","1,476"
"Congressional District 10 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,308","553,665","420,937","46,456","1,213","69,417","239","1,694","13,709","681","13,028","162,643","115,154","2,020","812","442","0","39,304","4,911","1,970","2,941"
"Congressional District 11 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","709,493","518,577","373,876","74,979","726","51,518","331","1,427","15,720","478","15,242","190,916","94,139","1,610","423","115","0","88,083","6,546","4,687","1,859"
"Congressional District 12 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,625","681,840","541,339","116,546","1,101","7,378","301","226","14,949","0","14,949","20,785","15,163","1,101","329","0","0","2,782","1,410","1,032","378"
"Congressional District 13 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,907","693,775","569,658","77,576","1,427","23,772","111","631","20,600","667","19,933","22,132","16,526","284","108","50","0","3,327","1,837","800","1,037"
"Congressional District 14 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,162","649,638","584,395","20,705","698","31,637","31","1,422","10,750","727","10,023","79,524","59,040","252","323","272","166","16,135","3,336","1,608","1,728"
"Congressional District 15 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","705,563","686,807","646,111","25,932","772","3,600","120","517","9,755","225","9,530","18,756","14,584","253","76","79","0","1,904","1,860","1,395","465"
"Congressional District 16 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","697,856","635,136","590,232","26,004","500","8,093","77","571","9,659","502","9,157","62,720","48,576","1,056","159","191","0","10,110","2,628","2,000","628"
"Congressional District 17 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","710,667","649,069","544,951","78,108","897","10,670","164","755","13,524","94","13,430","61,598","38,252","693","111","90","57","16,975","5,420","2,926","2,494"
"Congressional District 18 (113th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","718,789","698,162","640,842","26,511","438","18,458","219","704","10,990","949","10,041","20,627","15,608","693","0","0","0","3,435","891","428","463"
"Congressional District 1 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,164","614,291","455,422","137,702","1,458","8,935","997","536","9,241","257","8,984","104,873","48,559","3,337","1,061","284","208","44,323","7,101","4,701","2,400"
"Congressional District 2 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,730","655,186","581,893","44,541","2,567","7,738","192","727","17,528","400","17,128","64,544","43,807","1,918","359","0","105","15,086","3,269","2,047","1,222"
"Congressional District 3 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,747","687,708","615,798","43,481","825","12,009","80","2,239","13,276","0","13,276","42,039","25,932","382","210","17","0","12,419","3,079","2,043","1,036"
"Congressional District 4 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,647","695,853","639,664","24,623","1,206","18,137","0","393","11,830","118","11,712","42,794","31,519","823","501","494","86","7,193","2,178","1,618","560"
"Congressional District 5 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,062","713,931","613,679","56,938","678","25,293","304","2,806","14,233","327","13,906","29,131","16,267","621","50","0","0","10,709","1,484","1,027","457"
"Congressional District 6 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","724,638","707,813","667,783","19,117","712","7,674","177","991","11,359","260","11,099","16,825","7,870","24","23","0","0","8,265","643","581","62"
"Congressional District 7 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","743,136","662,774","406,733","218,806","1,245","15,213","0","2,572","18,205","351","17,854","80,362","30,805","1,778","552","0","0","44,210","3,017","1,846","1,171"
"Congressional District 8 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","",""
"Congressional District 9 (113th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","731,802","708,016","659,373","20,127","787","14,763","127","75","12,764","1,133","11,631","23,786","17,770","130","391","124","0","4,600","771","526","245"
"Congressional District 1 (113th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","766,821","739,222","687,305","27,878","1,886","9,747","106","374","11,926","496","11,430","27,599","17,552","468","82","117","0","8,132","1,248","915","333"
"Congressional District 2 (113th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,072","733,452","672,680","31,266","946","17,156","359","1,082","9,963","102","9,861","40,620","28,452","110","471","0","48","9,106","2,433","910","1,523"
"Congressional District 3 (113th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,588","737,038","666,521","31,356","1,582","21,857","101","2,177","13,444","656","12,788","51,550","39,596","770","116","0","0","8,072","2,996","2,150","846"
"Congressional District 4 (113th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,935","713,779","677,918","10,038","2,356","14,050","976","106","8,335","51","8,284","47,156","33,884","544","191","504","50","9,492","2,491","1,557","934"
"Congressional District 1 (113th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,463","614,618","562,041","21,048","3,125","11,167","742","250","16,245","459","15,786","107,845","74,873","495","1,544","27","0","25,611","5,295","2,732","2,563"
"Congressional District 2 (113th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,785","671,326","596,053","30,886","9,185","9,184","361","443","25,214","465","24,749","44,459","32,637","907","708","0","0","6,417","3,790","1,337","2,453"
"Congressional District 3 (113th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,508","653,141","537,403","63,772","2,612","30,750","268","703","17,633","721","16,912","85,367","65,183","1,017","454","79","45","14,707","3,882","2,049","1,833"
"Congressional District 4 (113th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,201","632,448","534,437","49,703","4,805","21,795","0","571","21,137","484","20,653","84,753","73,403","418","1,805","217","0","6,538","2,372","1,146","1,226"
"Congressional District 1 (113th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","723,347","704,761","638,151","48,618","941","3,595","756","421","12,279","470","11,809","18,586","12,699","1,170","94","55","0","2,675","1,893","956","937"
"Congressional District 2 (113th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,296","713,069","647,339","41,266","1,548","8,327","54","121","14,414","104","14,310","24,227","13,628","399","522","0","162","7,696","1,820","1,070","750"
"Congressional District 3 (113th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,047","703,962","511,866","155,709","588","16,625","394","459","18,321","1,214","17,107","35,085","27,609","650","183","0","0","3,085","3,558","1,087","2,471"
"Congressional District 4 (113th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,293","714,128","665,785","24,897","482","8,731","421","512","13,300","470","12,830","22,165","13,057","278","55","90","0","7,405","1,280","676","604"
"Congressional District 5 (113th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,729","706,001","686,448","8,864","1,388","3,000","46","128","6,127","257","5,870","8,728","6,262","466","0","0","68","1,195","737","232","505"
"Congressional District 6 (113th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,583","710,283","615,934","66,564","1,362","12,764","229","957","12,473","347","12,126","34,300","15,796","1,283","271","0","0","15,423","1,527","1,131","396"
"Congressional District 1 (113th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","781,134","712,497","578,879","97,906","8,959","15,756","25","1,197","9,775","153","9,622","68,637","54,443","1,044","895","457","0","9,823","1,975","741","1,234"
"Congressional District 2 (113th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","784,928","739,212","218,459","487,030","1,042","22,000","338","970","9,373","564","8,809","45,716","28,244","2,470","245","98","0","12,328","2,331","672","1,659"
"Congressional District 3 (113th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","769,331","743,330","526,880","189,304","1,659","9,272","0","154","16,061","0","16,061","26,001","16,788","1,405","149","0","0","5,000","2,659","1,195","1,464"
"Congressional District 4 (113th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","762,517","732,776","452,403","255,710","6,256","6,366","310","595","11,136","789","10,347","29,741","18,348","1,366","924","0","0","6,780","2,323","844","1,479"
"Congressional District 5 (113th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","754,131","736,414","451,949","268,411","3,319","4,730","0","927","7,078","298","6,780","17,717","13,280","601","142","0","0","1,953","1,741","917","824"
"Congressional District 6 (113th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","773,429","742,621","524,922","186,570","3,429","15,548","0","560","11,592","79","11,513","30,808","22,701","1,098","393","0","0","4,739","1,877","980","897"
"Congressional District 1 (113th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","670,714","660,715","626,467","9,670","2,838","8,823","45","854","12,018","38","11,980","9,999","7,283","361","25","226","0","1,220","884","171","713"
"Congressional District 2 (113th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","657,588","649,155","620,958","3,386","5,285","4,656","220","238","14,412","140","14,272","8,433","5,762","200","94","354","4","1,499","520","119","401"
"Congressional District 1 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","723,716","696,845","582,972","85,198","1,345","14,639","71","251","12,369","22","12,347","26,871","16,832","694","0","1,195","123","5,783","2,244","1,392","852"
"Congressional District 2 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","745,135","697,711","391,503","242,817","1,992","40,418","371","2,321","18,289","541","17,748","47,424","23,750","4,684","609","283","308","12,822","4,968","1,974","2,994"
"Congressional District 3 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,451","682,656","452,083","157,670","1,105","46,913","739","2,103","22,043","614","21,429","57,795","29,631","3,718","588","655","0","17,803","5,400","1,863","3,537"
"Congressional District 4 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,293","623,509","198,529","386,311","1,463","22,800","98","1,518","12,790","601","12,189","115,784","42,294","4,297","435","353","0","65,814","2,591","937","1,654"
"Congressional District 5 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","752,393","697,046","359,567","283,856","3,278","30,714","978","1,851","16,802","361","16,441","55,347","30,997","4,678","184","328","34","15,770","3,356","1,591","1,765"
"Congressional District 6 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,058","653,524","454,681","95,332","1,613","79,151","331","1,296","21,120","1,264","19,856","93,534","54,357","4,479","550","672","0","26,417","7,059","1,788","5,271"
"Congressional District 7 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","724,692","698,422","244,574","391,218","2,476","45,325","0","1,929","12,900","176","12,724","26,270","15,542","2,658","291","283","0","4,845","2,651","507","2,144"
"Congressional District 8 (113th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","756,076","647,352","468,191","84,998","875","70,216","0","2,434","20,638","782","19,856","108,724","50,832","2,356","426","485","0","50,385","4,240","2,458","1,782"
"Congressional District 1 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,965","611,098","543,377","41,972","865","12,184","418","1,277","11,005","1,176","9,829","118,867","64,027","5,635","1,240","69","0","41,682","6,214","2,162","4,052"
"Congressional District 2 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,642","671,917","586,553","34,100","1,297","38,267","213","905","10,582","1,612","8,970","66,725","40,891","3,876","175","423","0","12,336","9,024","2,313","6,711"
"Congressional District 3 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,932","609,935","516,716","22,431","848","53,502","0","1,537","14,901","1,335","13,566","132,997","49,408","7,927","118","628","0","67,162","7,754","2,088","5,666"
"Congressional District 4 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,358","719,327","634,833","18,556","350","43,882","308","2,299","19,099","1,358","17,741","27,031","17,681","1,198","329","213","0","5,968","1,642","750","892"
"Congressional District 5 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","754,065","687,959","561,185","33,328","1,001","73,186","63","2,702","16,494","2,081","14,413","66,106","41,194","4,220","614","318","63","14,703","4,994","940","4,054"
"Congressional District 6 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","750,623","692,054","622,047","22,647","106","33,889","285","1,644","11,436","1,113","10,323","58,569","21,572","2,976","64","151","165","27,928","5,713","1,775","3,938"
"Congressional District 7 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","751,062","599,340","323,567","171,891","1,895","68,945","42","11,018","21,982","2,974","19,008","151,722","60,899","14,538","1,573","493","0","50,986","23,233","2,835","20,398"
"Congressional District 8 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","759,336","716,736","574,481","69,177","873","52,349","0","5,581","14,275","1,321","12,954","42,600","23,057","2,520","92","4","0","13,259","3,668","1,790","1,878"
"Congressional District 9 (113th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,841","680,779","632,502","15,658","1,455","9,814","0","7,239","14,111","3,116","10,995","39,062","16,391","1,777","1,063","0","0","17,343","2,488","1,290","1,198"
"Congressional District 1 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","704,991","693,463","641,837","11,108","17,806","4,768","342","210","17,392","294","17,098","11,528","6,714","309","1,026","39","0","853","2,587","1,275","1,312"
"Congressional District 2 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,114","649,661","576,546","38,961","2,214","14,383","0","280","17,277","366","16,911","67,453","47,748","915","1,453","50","0","12,727","4,560","2,187","2,373"
"Congressional District 3 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,731","672,235","574,626","61,812","2,733","13,171","89","665","19,139","630","18,509","48,496","30,824","4,023","1,401","46","0","7,765","4,437","2,645","1,792"
"Congressional District 4 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","709,423","688,446","648,520","15,171","3,785","7,223","65","976","12,706","278","12,428","20,977","16,106","164","383","0","95","2,439","1,790","1,215","575"
"Congressional District 5 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","682,848","650,069","507,420","117,881","2,123","5,597","88","471","16,489","776","15,713","32,779","23,909","1,674","230","77","0","5,190","1,699","524","1,175"
"Congressional District 6 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","709,976","670,561","577,640","58,898","2,097","10,957","70","942","19,957","287","19,670","39,415","26,279","1,028","398","0","23","8,510","3,177","1,221","1,956"
"Congressional District 7 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","703,537","674,450","621,601","31,668","2,194","6,083","280","611","12,013","449","11,564","29,087","21,180","1,200","226","0","0","4,112","2,369","1,727","642"
"Congressional District 8 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,867","677,017","592,478","34,146","1,637","26,703","576","602","20,875","431","20,444","36,850","24,026","1,875","513","50","58","5,168","5,160","1,852","3,308"
"Congressional District 9 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,212","698,183","563,962","83,015","2,252","29,767","0","900","18,287","387","17,900","15,029","10,895","1,042","58","400","0","1,436","1,198","273","925"
"Congressional District 10 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,342","689,919","645,058","19,745","1,665","10,249","334","126","12,742","434","12,308","21,423","17,391","199","521","16","0","2,284","1,012","371","641"
"Congressional District 11 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,393","694,175","576,538","35,748","1,248","67,087","55","1,071","12,428","299","12,129","23,218","18,153","177","138","230","0","2,799","1,721","598","1,123"
"Congressional District 12 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,313","672,776","540,813","71,591","2,147","36,474","0","1,288","20,463","813","19,650","38,537","25,762","1,090","524","43","0","8,495","2,623","1,178","1,445"
"Congressional District 13 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","673,446","625,691","225,762","376,427","2,545","6,936","192","1,168","12,661","477","12,184","47,755","22,255","1,761","916","0","0","21,462","1,361","814","547"
"Congressional District 14 (113th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
