"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"Congressional District 9 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","653,676","512,440","227,832","130,205","1,391","121,737","3,404","1,997","25,874","2,317","23,557","141,236","91,331","2,870","2,036","641","87","34,959","9,312","4,830","4,482"
"Congressional District 10 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,592","575,493","384,177","55,038","2,041","95,278","3,779","3,571","31,609","630","30,979","150,099","96,621","2,560","1,684","1,918","233","35,770","11,313","6,262","5,051"
"Congressional District 11 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","796,102","587,531","400,977","33,379","3,392","117,615","3,670","2,001","26,497","973","25,524","208,571","143,604","1,519","2,912","2,908","117","44,542","12,969","5,437","7,532"
"Congressional District 12 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","654,689","533,230","269,206","14,061","646","217,146","7,927","2,060","22,184","1,074","21,110","121,459","72,976","412","314","2,626","202","35,319","9,610","4,403","5,207"
"Congressional District 13 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","678,312","496,974","169,026","48,634","1,399","241,951","9,049","1,147","25,768","1,182","24,586","181,338","84,832","1,190","1,302","2,015","268","75,715","16,016","11,570","4,446"
"Congressional District 14 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","665,921","521,649","336,209","15,949","901","143,335","2,838","1,546","20,871","1,156","19,715","144,272","106,468","333","1,492","1,180","216","29,135","5,448","2,410","3,038"
"Congressional District 15 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,695","544,599","244,845","15,414","2,589","255,743","2,756","766","22,486","1,741","20,745","152,096","91,491","1,533","1,731","1,480","363","46,453","9,045","4,370","4,675"
"Congressional District 16 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","675,185","407,987","172,271","20,367","1,924","191,697","2,644","1,216","17,868","1,263","16,605","267,198","161,559","2,118","3,603","2,888","151","84,822","12,057","5,490","6,567"
"Congressional District 17 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","672,672","328,357","259,186","14,466","2,248","35,660","2,235","490","14,072","867","13,205","344,315","254,445","1,239","1,874","1,168","268","76,962","8,359","4,232","4,127"
"Congressional District 18 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,984","343,475","211,330","40,915","2,876","67,408","1,560","669","18,717","1,958","16,759","397,509","270,590","5,911","4,803","1,376","767","96,996","17,066","7,668","9,398"
"Congressional District 19 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","767,195","466,607","369,307","22,473","6,501","43,700","5,640","1,867","17,119","1,854","15,265","300,588","210,791","1,430","2,937","1,556","122","70,598","13,154","7,818","5,336"
"Congressional District 20 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,267","227,071","126,614","39,480","3,318","43,680","1,405","191","12,383","1,581","10,802","515,196","329,718","2,475","5,770","1,955","344","161,312","13,622","8,277","5,345"
"Congressional District 21 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","798,337","378,945","286,846","18,475","7,102","53,297","132","1,207","11,886","634","11,252","419,392","269,413","4,435","5,225","1,715","127","122,801","15,676","8,502","7,174"
"Congressional District 22 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","801,041","540,922","429,670","54,176","5,705","29,725","968","1,967","18,711","517","18,194","260,119","184,806","1,881","2,823","652","0","56,289","13,668","5,117","8,551"
"Congressional District 23 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","697,463","347,122","279,188","11,559","2,639","40,425","460","444","12,407","195","12,212","350,341","255,330","1,668","2,788","1,464","108","73,739","15,244","6,523","8,721"
"Congressional District 24 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","694,489","489,954","412,417","11,466","2,160","43,179","1,554","407","18,771","936","17,835","204,535","125,546","1,295","3,476","1,573","85","60,633","11,927","6,173","5,754"
"Congressional District 25 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","854,447","499,965","337,628","71,957","3,556","57,930","2,289","1,550","25,055","209","24,846","354,482","189,768","5,040","1,901","696","0","140,273","16,804","9,250","7,554"
"Congressional District 26 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","699,167","493,743","302,311","28,480","938","135,619","1,344","1,313","23,738","1,327","22,411","205,424","108,758","814","2,863","1,460","0","80,375","11,154","3,982","7,172"
"Congressional District 27 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","703,110","401,215","259,616","24,590","2,482","96,005","566","789","17,167","2,335","14,832","301,895","177,064","1,746","2,692","577","50","109,826","9,940","6,374","3,566"
"Congressional District 28 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","644,752","278,379","197,382","25,666","687","42,875","217","1,240","10,312","975","9,337","366,373","239,983","1,658","1,790","750","34","114,055","8,103","4,611","3,492"
"Congressional District 29 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","647,037","485,840","265,343","26,468","874","177,456","498","2,036","13,165","449","12,716","161,197","116,930","748","1,209","1,673","0","34,800","5,837","3,159","2,678"
"Congressional District 30 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","685,737","604,324","475,977","21,766","706","81,264","1,387","1,156","22,068","976","21,092","81,413","49,901","588","871","363","0","23,994","5,696","2,803","2,893"
"Congressional District 31 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","614,639","195,305","71,640","23,181","674","89,769","1,628","2,234","6,179","254","5,925","419,334","158,983","1,914","1,936","814","0","245,593","10,094","6,725","3,369"
"Congressional District 32 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","634,455","223,202","65,923","12,027","334","138,925","308","149","5,536","495","5,041","411,253","221,223","1,643","3,128","1,289","295","170,847","12,828","7,731","5,097"
"Congressional District 33 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","644,532","395,980","138,441","153,307","1,821","83,208","505","2,833","15,865","2,892","12,973","248,552","87,456","2,245","2,029","921","156","149,824","5,921","3,541","2,380"
"Congressional District 34 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","653,918","131,214","57,484","30,387","772","37,371","1,601","264","3,335","939","2,396","522,704","328,159","2,440","2,292","383","65","178,647","10,718","6,897","3,821"
"Congressional District 35 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","657,373","300,199","61,976","185,174","799","39,938","1,821","744","9,747","1,186","8,561","357,174","195,852","2,844","1,975","873","56","148,519","7,055","4,306","2,749"
"Congressional District 36 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","668,270","445,912","280,602","27,187","955","107,628","4,610","1,347","23,583","774","22,809","222,358","158,222","1,183","1,046","1,620","1,120","46,844","12,323","4,828","7,495"
"Congressional District 37 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","664,264","327,549","89,071","135,420","911","69,215","7,831","1,242","23,859","75","23,784","336,715","198,437","1,773","1,565","752","906","108,294","24,988","8,153","16,835"
"Congressional District 38 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","646,263","170,125","67,452","20,800","1,118","74,892","944","304","4,615","333","4,282","476,138","303,877","1,818","2,833","1,129","0","151,632","14,849","10,683","4,166"
"Congressional District 39 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","645,865","205,881","94,870","32,054","1,131","67,947","1,495","1,072","7,312","765","6,547","439,984","187,911","1,510","3,257","1,053","262","235,615","10,376","7,472","2,904"
"Congressional District 40 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","694,328","437,273","256,685","18,238","900","142,489","2,390","737","15,834","687","15,147","257,055","152,927","1,249","1,298","1,317","0","89,468","10,796","6,492","4,304"
"Congressional District 41 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","787,838","518,039","396,987","55,067","6,152","36,965","2,554","1,604","18,710","105","18,605","269,799","158,261","958","4,547","1,571","29","91,154","13,279","8,963","4,316"
"Congressional District 42 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","672,041","467,981","299,942","15,088","2,033","134,346","960","588","15,024","1,429","13,595","204,060","127,190","715","1,198","802","0","63,859","10,296","5,593","4,703"
"Congressional District 43 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","759,934","217,018","102,439","64,425","1,681","28,835","1,886","1,280","16,472","629","15,843","542,916","340,852","4,118","3,220","502","315","177,650","16,259","9,551","6,708"
"Congressional District 44 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","868,555","488,027","334,835","45,595","3,320","78,194","3,019","919","22,145","1,225","20,920","380,528","250,624","2,478","3,654","1,443","191","107,608","14,530","8,635","5,895"
"Congressional District 45 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","936,555","507,365","376,706","64,662","4,467","43,333","957","1,530","15,710","725","14,985","429,190","263,422","2,661","4,763","728","143","147,212","10,261","5,609","4,652"
"Congressional District 46 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","656,732","525,783","367,880","13,120","2,934","123,936","1,301","1,111","15,501","2,348","13,153","130,949","65,843","711","766","341","193","57,730","5,365","3,247","2,118"
"Congressional District 47 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","637,759","205,643","76,711","9,702","1,316","110,836","2,515","428","4,135","41","4,094","432,116","259,748","1,234","1,929","533","0","161,947","6,725","4,645","2,080"
"Congressional District 48 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,274","608,051","425,665","8,624","1,296","146,753","1,903","1,634","22,176","473","21,703","128,223","79,628","231","779","756","214","41,821","4,794","3,092","1,702"
"Congressional District 49 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","812,538","495,874","389,661","30,854","7,260","41,141","6,777","1,215","18,966","165","18,801","316,664","170,271","4,764","4,308","363","633","118,776","17,549","10,415","7,134"
"Congressional District 50 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,700","606,147","447,785","14,456","1,868","114,601","2,089","1,155","24,193","576","23,617","168,553","128,729","1,691","1,278","1,639","82","27,129","8,005","5,327","2,678"
"Congressional District 51 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,308","285,746","114,313","53,505","2,651","94,915","1,623","624","18,115","253","17,862","488,562","354,354","4,091","4,431","2,847","84","105,571","17,184","8,611","8,573"
"Congressional District 52 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","671,425","540,739","432,494","25,977","3,502","45,554","2,261","1,175","29,776","2,225","27,551","130,686","101,411","942","1,886","361","221","16,584","9,281","2,932","6,349"
"Congressional District 53 (112th Congress), California","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","665,515","438,529","310,758","45,188","1,100","62,622","567","1,253","17,041","351","16,690","226,986","152,745","2,911","2,388","1,060","264","55,389","12,229","2,858","9,371"
"Congressional District 1 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","680,107","471,046","365,193","62,051","3,931","24,209","833","839","13,990","553","13,437","209,061","126,232","1,972","4,679","316","0","64,646","11,216","5,547","5,669"
"Congressional District 2 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,269","593,096","538,993","8,422","2,366","26,541","100","634","16,040","190","15,850","147,173","107,670","479","1,638","1,378","0","27,294","8,714","3,103","5,611"
"Congressional District 3 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","705,110","531,582","500,732","5,470","9,052","4,587","272","950","10,519","352","10,167","173,528","122,491","825","7,745","403","17","32,442","9,605","5,844","3,761"
"Congressional District 4 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","740,121","586,958","549,577","8,473","3,593","13,018","266","646","11,385","267","11,118","153,163","119,930","477","3,311","215","0","23,121","6,109","4,208","1,901"
"Congressional District 5 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,236","628,668","537,405","40,245","3,822","18,084","2,450","946","25,716","453","25,263","109,568","73,724","1,162","1,411","272","345","25,524","7,130","3,504","3,626"
"Congressional District 6 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","816,759","740,139","663,271","25,603","1,893","30,451","141","464","18,316","431","17,885","76,620","55,286","509","1,813","349","58","10,284","8,321","4,953","3,368"
"Congressional District 7 (112th Congress), Colorado","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,194","494,748","405,481","46,190","3,274","23,232","1,432","369","14,770","519","14,251","201,446","152,202","1,365","3,149","705","35","33,048","10,942","6,090","4,852"
"Congressional District 1 (112th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","712,871","602,381","459,569","95,996","1,132","33,925","376","1,305","10,078","676","9,402","110,490","57,278","6,314","611","435","118","36,513","9,221","3,747","5,474"
"Congressional District 2 (112th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,192","675,648","606,580","27,911","1,393","21,924","0","673","17,167","1,800","15,367","49,544","27,729","2,334","235","88","216","14,252","4,690","2,155","2,535"
"Congressional District 3 (112th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,225","618,866","487,117","89,060","224","28,203","102","3,271","10,889","1,208","9,681","95,359","55,173","4,073","531","89","249","31,360","3,884","2,564","1,320"
"Congressional District 4 (112th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,739","593,778","463,932","81,722","789","35,622","85","2,288","9,340","2,070","7,270","125,961","69,119","5,392","473","565","0","47,542","2,870","1,806","1,064"
"Congressional District 5 (112th Congress), Connecticut","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","708,682","595,747","514,414","43,981","835","19,822","190","2,594","13,911","653","13,258","112,935","46,260","2,900","1,258","408","80","55,495","6,534","4,471","2,063"
"Congressional District (at Large) (112th Congress), Delaware","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","907,135","830,982","589,845","189,472","2,130","29,818","22","935","18,760","834","17,926","76,153","46,835","4,427","664","112","0","18,747","5,368","1,714","3,654"
"Delegate District (at Large) (112th Congress), District of Columbia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","617,996","559,252","217,819","305,776","1,485","22,302","0","1,421","10,449","76","10,373","58,744","28,686","4,069","471","208","0","22,999","2,311","1,239","1,072"
"Congressional District 1 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","699,207","661,876","520,692","94,224","4,150","15,723","1,050","1,176","24,861","1,124","23,737","37,331","21,776","1,090","40","743","139","9,035","4,508","2,944","1,564"
"Congressional District 2 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,899","701,640","500,368","165,487","2,709","13,060","4","1,019","18,993","450","18,543","43,259","29,821","1,948","166","472","0","8,273","2,579","1,503","1,076"
"Congressional District 3 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","666,695","593,495","210,347","352,564","2,684","13,286","1,520","2,226","10,868","1,268","9,600","73,200","39,372","5,452","115","0","0","23,973","4,288","2,001","2,287"
"Congressional District 4 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,076","689,015","533,193","110,220","2,139","30,213","208","870","12,172","644","11,528","53,061","38,066","1,782","82","410","0","7,220","5,501","3,326","2,175"
"Congressional District 5 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","958,669","848,401","754,090","61,644","3,229","12,046","136","1,343","15,913","3,118","12,795","110,268","92,470","2,120","407","12","0","9,924","5,335","4,210","1,125"
"Congressional District 6 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","822,600","742,505","578,577","118,457","2,280","23,447","668","932","18,144","953","17,191","80,095","59,622","3,676","206","91","0","9,977","6,523","2,962","3,561"
"Congressional District 7 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","821,830","727,256","608,798","83,614","1,063","18,470","1,972","1,133","12,206","642","11,564","94,574","63,935","2,268","1,690","510","0","23,201","2,970","1,629","1,341"
"Congressional District 8 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","815,476","599,632","457,720","76,548","1,632","46,519","348","2,668","14,197","1,202","12,995","215,844","167,770","4,912","85","312","0","37,234","5,531","3,121","2,410"
"Congressional District 9 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","768,718","663,597","576,829","43,594","1,074","23,269","1,169","1,710","15,952","1,177","14,775","105,121","82,430","2,405","2,592","65","246","13,168","4,215","3,079","1,136"
"Congressional District 10 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","624,011","571,741","501,060","34,732","1,035","22,280","341","2,531","9,762","459","9,303","52,270","42,170","943","119","60","256","6,016","2,706","1,191","1,515"
"Congressional District 11 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","690,906","505,945","283,354","187,319","673","21,509","802","1,638","10,650","751","9,899","184,961","141,466","8,842","5,120","184","0","24,503","4,846","2,549","2,297"
"Congressional District 12 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","846,004","662,267","495,982","132,298","1,889","14,514","282","2,233","15,069","275","14,794","183,737","140,821","5,119","261","352","701","30,583","5,900","3,786","2,114"
"Congressional District 13 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","764,425","670,233","607,385","38,786","1,419","10,412","222","703","11,306","583","10,723","94,192","69,081","1,626","413","234","0","21,708","1,130","993","137"
"Congressional District 14 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","875,767","729,093","644,789","57,248","2,134","14,084","0","1,251","9,587","884","8,703","146,674","108,143","1,717","1,978","97","0","31,540","3,199","1,632","1,567"
"Congressional District 15 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","843,723","666,179","550,974","74,769","1,085","17,528","515","1,242","20,066","2,916","17,150","177,544","143,872","4,620","593","53","0","22,347","6,059","2,739","3,320"
"Congressional District 16 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","794,835","666,667","562,862","73,249","1,055","13,750","258","968","14,525","1,239","13,286","128,168","91,338","848","1,116","0","0","30,403","4,463","2,136","2,327"
