"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"Congressional District 17 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","661,558","489,829","92,835","375,180","378","12,106","0","976","8,354","2,076","6,278","171,729","135,769","15,535","523","109","0","13,272","6,521","3,417","3,104"
"Congressional District 18 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,502","239,780","175,909","45,398","1,923","10,536","153","1,885","3,976","547","3,429","487,722","434,642","15,121","153","478","0","30,877","6,451","2,799","3,652"
"Congressional District 19 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,894","602,755","473,640","94,013","1,725","19,208","303","1,912","11,954","1,337","10,617","158,139","138,889","2,683","342","122","0","12,070","4,033","1,315","2,718"
"Congressional District 20 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","700,307","473,157","354,431","85,178","1,218","22,845","51","1,994","7,440","560","6,880","227,150","182,206","6,495","460","614","0","29,485","7,890","3,811","4,079"
"Congressional District 21 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,854","159,406","92,220","43,080","1,587","18,832","0","259","3,428","276","3,152","542,448","511,814","10,600","537","764","0","13,143","5,590","2,606","2,984"
"Congressional District 22 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","695,449","580,605","504,697","45,704","546","17,742","308","1,948","9,660","1,334","8,326","114,844","103,940","2,431","663","241","0","5,776","1,793","853","940"
"Congressional District 23 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","689,070","554,111","145,819","385,348","2,023","11,358","123","501","8,939","825","8,114","134,959","106,804","5,792","676","682","91","17,615","3,299","2,096","1,203"
"Congressional District 24 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","789,790","652,782","551,309","63,000","2,216","22,405","0","1,789","12,063","1,589","10,474","137,008","99,857","3,177","995","440","135","24,377","8,027","1,827","6,200"
"Congressional District 25 (112th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","851,277","250,524","149,579","81,315","657","10,799","498","1,590","6,086","229","5,857","600,753","562,364","12,457","1,561","178","46","20,194","3,953","2,435","1,518"
"Congressional District 1 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,383","682,214","474,165","183,511","2,047","9,145","394","1,052","11,900","386","11,514","53,169","27,452","1,486","0","614","73","21,779","1,765","1,328","437"
"Congressional District 2 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","632,258","601,830","281,441","303,750","696","5,658","413","931","8,941","247","8,694","30,428","11,793","2,609","51","50","301","13,481","2,143","1,164","979"
"Congressional District 3 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","829,671","783,159","544,677","205,216","969","16,861","0","523","14,913","873","14,040","46,512","33,676","2,269","44","34","0","8,453","2,036","1,237","799"
"Congressional District 4 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","685,281","569,720","148,784","370,129","1,338","36,628","1,493","1,783","9,565","749","8,816","115,561","47,723","3,920","785","0","85","59,935","3,113","1,749","1,364"
"Congressional District 5 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","644,292","586,366","233,065","319,030","902","24,088","240","747","8,294","340","7,954","57,926","37,096","4,104","517","68","0","14,101","2,040","867","1,173"
"Congressional District 6 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","780,376","709,921","553,047","80,999","1,096","59,274","983","666","13,856","600","13,256","70,455","48,571","3,932","480","481","225","15,467","1,299","973","326"
"Congressional District 7 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","916,989","798,611","485,374","203,283","846","82,880","180","2,730","23,318","3,524","19,794","118,378","57,248","8,594","2,829","309","0","43,915","5,483","1,390","4,093"
"Congressional District 8 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,489","679,321","408,912","249,188","354","8,351","235","671","11,610","12","11,598","34,168","18,075","289","1,049","0","0","14,074","681","291","390"
"Congressional District 9 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","836,056","721,582","667,858","33,189","1,320","11,105","194","557","7,359","0","7,359","114,474","85,439","975","1,145","31","0","22,971","3,913","1,988","1,925"
"Congressional District 10 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,206","701,303","522,822","149,523","1,158","16,849","73","217","10,661","206","10,455","40,903","28,222","1,350","138","65","0","8,789","2,339","1,534","805"
"Congressional District 11 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,188","721,494","564,189","131,876","3,477","9,681","145","854","11,272","75","11,197","66,694","43,350","3,043","781","58","0","16,196","3,266","1,882","1,384"
"Congressional District 12 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","704,835","672,352","346,462","305,270","968","9,611","554","1,449","8,038","148","7,890","32,483","18,329","1,917","16","17","13","10,103","2,088","1,768","320"
"Congressional District 13 (112th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","806,186","707,270","210,643","441,780","1,843","30,983","0","4,346","17,675","719","16,956","98,916","63,548","10,695","131","0","58","21,818","2,666","2,029","637"
"Congressional District 1 (112th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","667,617","615,556","105,929","14,229","663","338,001","47,548","662","108,524","1,063","107,461","52,061","10,316","597","338","7,003","2,487","5,003","26,317","3,684","22,633"
"Congressional District 2 (112th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","707,193","632,835","208,881","10,740","2,212","174,080","74,276","409","162,237","1,493","160,744","74,358","18,226","715","729","4,740","3,776","11,698","34,474","3,096","31,378"
"Congressional District 1 (112th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","851,403","766,741","724,798","2,599","10,855","10,423","537","2,193","15,336","229","15,107","84,662","69,998","617","996","292","336","8,489","3,934","2,449","1,485"
"Congressional District 2 (112th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","733,582","636,504","598,295","4,897","7,154","9,773","414","217","15,754","270","15,484","97,078","72,393","279","1,506","425","0","18,039","4,436","1,987","2,449"
"Congressional District 1 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","583,816","527,746","152,052","354,905","1,240","12,919","0","114","6,516","743","5,773","56,070","27,896","1,399","597","86","0","24,399","1,693","1,594","99"
"Congressional District 2 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","608,841","527,442","93,341","418,899","390","4,265","0","589","9,958","649","9,309","81,399","46,338","3,505","240","103","46","27,993","3,174","2,490","684"
"Congressional District 3 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","666,107","429,008","356,154","39,762","706","23,253","0","626","8,507","286","8,221","237,099","125,929","493","831","45","0","102,622","7,179","5,973","1,206"
"Congressional District 4 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","614,968","166,244","120,220","23,618","388","15,037","0","196","6,785","327","6,458","448,724","245,416","2,491","1,536","89","0","193,189","6,003","4,297","1,706"
"Congressional District 5 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","653,260","460,327","392,377","14,336","1,161","41,069","96","1,109","10,179","757","9,422","192,933","91,680","1,535","228","560","0","92,075","6,855","5,439","1,416"
"Congressional District 6 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","660,925","543,730","435,028","27,857","448","69,566","96","1,013","9,722","720","9,002","117,195","75,753","597","546","241","0","36,741","3,317","2,057","1,260"
"Congressional District 7 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","628,811","569,711","197,340","326,096","565","36,216","224","1,630","7,640","615","7,025","59,100","26,093","3,466","358","271","0","26,567","2,345","1,878","467"
"Congressional District 8 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,203","609,384","499,398","36,185","53","62,845","290","447","10,166","988","9,178","127,819","81,453","405","862","470","0","38,747","5,882","3,051","2,831"
"Congressional District 9 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","631,864","554,139","379,849","64,953","529","93,349","0","660","14,799","968","13,831","77,725","55,830","1,465","527","352","0","16,121","3,430","1,649","1,781"
"Congressional District 10 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","650,130","547,179","453,009","27,725","636","57,309","0","548","7,952","995","6,957","102,951","75,454","1,602","387","23","0","22,877","2,608","1,931","677"
"Congressional District 11 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","762,753","670,489","581,075","67,068","1,366","8,495","0","461","12,024","695","11,329","92,264","57,154","282","366","71","48","32,241","2,102","1,855","247"
"Congressional District 12 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","666,076","646,073","505,345","117,870","1,033","7,591","27","980","13,227","570","12,657","20,003","16,210","626","70","0","0","2,363","734","456","278"
"Congressional District 13 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","781,761","698,169","560,291","48,794","353","70,997","37","1,638","16,059","1,087","14,972","83,592","62,633","1,088","638","251","0","13,488","5,494","3,995","1,499"
"Congressional District 14 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","845,843","633,826","546,160","41,804","1,148","28,436","116","2,789","13,373","329","13,044","212,017","105,195","1,668","1,516","364","0","97,870","5,404","2,515","2,889"
"Congressional District 15 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","677,007","651,968","564,606","47,895","545","28,210","43","353","10,316","300","10,016","25,039","18,781","1,006","497","0","0","3,114","1,641","769","872"
"Congressional District 16 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,004","646,165","571,700","46,888","723","15,112","86","528","11,128","695","10,433","74,839","48,393","701","486","0","59","21,780","3,420","1,232","2,188"
"Congressional District 17 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","643,777","608,871","530,280","59,064","1,269","5,668","132","592","11,866","297","11,569","34,906","20,298","691","725","0","0","10,473","2,719","1,600","1,119"
"Congressional District 18 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","653,506","634,570","561,765","52,071","1,425","10,994","78","612","7,625","221","7,404","18,936","14,379","719","0","149","0","2,919","770","362","408"
"Congressional District 19 (112th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","681,607","667,188","623,900","27,527","919","4,641","0","569","9,632","359","9,273","14,419","9,663","248","511","68","0","2,614","1,315","1,075","240"
"Congressional District 1 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","705,758","604,526","456,635","129,995","1,306","6,969","177","164","9,280","364","8,916","101,232","46,916","2,383","1,366","84","0","43,330","7,153","5,666","1,487"
"Congressional District 2 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","686,072","628,182","546,125","59,847","1,043","7,920","28","221","12,998","727","12,271","57,890","30,659","750","184","167","0","22,517","3,613","1,610","2,003"
"Congressional District 3 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","718,604","669,896","596,743","44,381","1,736","12,306","99","571","14,060","364","13,696","48,708","28,853","725","511","64","0","15,914","2,641","1,391","1,250"
"Congressional District 4 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","804,045","770,070","702,566","32,095","811","20,381","232","1,864","12,121","307","11,814","33,975","22,640","1,209","9","92","0","8,240","1,785","1,618","167"
"Congressional District 5 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","825,246","794,698","720,793","34,355","1,422","21,368","35","2,472","14,253","2,894","11,359","30,548","18,209","251","353","85","0","8,414","3,236","2,059","1,177"
"Congressional District 6 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","680,697","662,298","619,602","20,238","772","4,421","0","750","16,515","224","16,291","18,399","11,853","626","96","181","0","4,714","929","668","261"
"Congressional District 7 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","671,536","596,789","354,370","212,358","625","9,203","101","1,316","18,816","130","18,686","74,747","37,068","2,739","318","44","0","33,415","1,163","809","354"
"Congressional District 8 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","695,733","683,821","635,060","28,908","905","6,860","0","286","11,802","181","11,621","11,912","6,777","116","130","57","114","4,332","386","320","66"
"Congressional District 9 (112th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","","","","","","","","","","","","","","","","","","","",""
"Congressional District 1 (112th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","597,898","578,405","531,739","28,489","1,546","7,681","488","139","8,323","288","8,035","19,493","13,147","727","89","195","0","2,738","2,597","1,712","885"
"Congressional District 2 (112th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","626,228","596,548","548,187","18,645","972","14,389","0","548","13,807","255","13,552","29,680","17,576","354","573","77","0","8,954","2,146","899","1,247"
"Congressional District 3 (112th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","649,031","612,227","552,925","27,301","3,382","17,831","155","574","10,059","0","10,059","36,804","23,622","475","753","174","0","8,885","2,895","522","2,373"
"Congressional District 4 (112th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","612,554","584,919","558,017","6,379","1,159","10,100","95","195","8,974","180","8,794","27,635","17,988","516","208","0","0","7,699","1,224","672","552"
"Congressional District 5 (112th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","576,598","536,969","515,656","5,328","2,772","5,554","272","3","7,384","60","7,324","39,629","21,955","44","555","39","0","13,557","3,479","1,662","1,817"
"Congressional District 1 (112th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","658,771","560,466","521,301","17,359","3,095","7,527","584","367","10,233","161","10,072","98,305","66,469","321","1,420","259","0","23,978","5,858","3,058","2,800"
"Congressional District 2 (112th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,748","672,423","598,265","34,112","6,767","10,262","421","1,313","21,283","45","21,238","42,325","30,171","1,839","720","353","92","5,728","3,422","1,971","1,451"
"Congressional District 3 (112th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","776,317","690,020","571,272","65,582","3,975","28,670","32","670","19,819","169","19,650","86,297","61,162","1,062","701","84","0","20,155","3,133","1,255","1,878"
"Congressional District 4 (112th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,402","641,523","540,520","46,815","6,130","20,080","513","537","26,928","275","26,653","79,879","53,371","579","1,022","0","0","19,044","5,863","3,396","2,467"
"Congressional District 1 (112th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","686,014","669,406","605,941","49,067","1,038","3,370","47","654","9,289","0","9,289","16,608","12,869","96","76","6","0","2,219","1,342","419","923"
"Congressional District 2 (112th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","773,234","745,827","676,188","44,729","2,215","7,573","288","642","14,192","96","14,096","27,407","13,701","1,524","409","752","85","8,211","2,725","1,853","872"
"Congressional District 3 (112th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","724,376","693,429","509,115","147,896","1,593","16,480","88","1,092","17,165","279","16,886","30,947","19,416","2,608","65","143","0","7,072","1,643","527","1,116"
"Congressional District 4 (112th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,978","728,285","685,843","24,165","1,835","6,759","0","1,709","7,974","215","7,759","18,693","9,303","135","810","0","0","7,121","1,324","1,037","287"
"Congressional District 5 (112th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","670,805","664,458","645,558","9,198","502","1,582","177","694","6,747","7","6,740","6,347","3,139","64","29","0","0","1,477","1,638","283","1,355"
"Congressional District 6 (112th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","767,949","736,443","638,394","68,060","526","13,627","44","783","15,009","322","14,687","31,506","18,138","1,236","564","132","0","10,237","1,199","1,103","96"
"Congressional District 1 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","693,096","639,029","505,792","107,852","1,695","13,257","82","1,792","8,559","372","8,187","54,067","39,421","859","435","461","0","10,215","2,676","1,855","821"
"Congressional District 2 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","511,371","473,624","144,474","301,042","1,142","18,879","319","778","6,990","363","6,627","37,747","20,503","4,664","38","202","0","11,008","1,332","541","791"
"Congressional District 3 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","638,003","612,352","408,018","172,576","11,246","7,449","945","1,112","11,006","608","10,398","25,651","16,931","843","1,501","0","0","4,758","1,618","854","764"
"Congressional District 4 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","673,825","649,700","397,713","227,290","5,917","5,706","298","1,305","11,471","385","11,086","24,125","11,851","478","362","137","0","8,669","2,628","1,332","1,296"
"Congressional District 5 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","643,773","632,080","392,002","224,499","2,332","3,615","30","225","9,377","336","9,041","11,693","7,657","529","246","0","0","1,756","1,505","668","837"
"Congressional District 6 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,876","709,066","428,121","253,481","1,241","15,351","805","1,182","8,885","662","8,223","25,810","23,021","345","0","0","0","984","1,460","483","977"
"Congressional District 7 (112th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","679,892","661,119","467,301","174,045","2,675","7,427","647","976","8,048","164","7,884","18,773","12,034","1,373","0","0","0","3,260","2,106","636","1,470"
"Congressional District 1 (112th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","673,209","662,959","632,051","8,396","2,593","8,873","134","342","10,570","261","10,309","10,250","6,678","583","0","364","0","1,276","1,349","324","1,025"
"Congressional District 2 (112th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","654,979","647,416","619,941","4,493","5,534","4,261","0","281","12,906","412","12,494","7,563","5,824","126","21","0","0","1,350","242","143","99"
"Congressional District 1 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","751,406","724,861","601,046","90,345","559","16,975","216","971","14,749","483","14,266","26,545","18,474","1,266","68","0","0","5,339","1,398","1,283","115"
"Congressional District 2 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","694,751","656,055","385,302","225,682","1,207","24,690","242","2,060","16,872","641","16,231","38,696","21,916","5,237","40","121","0","9,125","2,257","834","1,423"
"Congressional District 3 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,625","686,131","464,029","157,551","1,574","43,395","813","2,815","15,954","645","15,309","49,494","26,356","2,839","304","38","66","17,534","2,357","964","1,393"
"Congressional District 4 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,128","610,466","147,433","395,587","1,139","51,620","97","1,264","13,326","354","12,972","108,662","48,891","6,998","366","426","0","46,628","5,353","2,845","2,508"
"Congressional District 5 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","775,536","725,150","378,812","291,582","2,705","32,360","0","2,113","17,578","1,810","15,768","50,386","30,675","2,907","321","0","90","12,982","3,411","1,423","1,988"
"Congressional District 6 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,136","707,314","622,373","51,729","1,885","18,992","176","815","11,344","140","11,204","31,822","20,174","2,729","455","445","0","4,909","3,110","1,453","1,657"
"Congressional District 7 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","658,937","637,205","215,010","359,957","1,882","42,018","137","1,652","16,549","851","15,698","21,732","9,493","2,388","168","136","0","6,714","2,833","680","2,153"
"Congressional District 8 (112th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","753,770","591,602","347,057","124,165","1,587","97,974","0","2,440","18,379","2,215","16,164","162,168","77,259","4,961","270","580","87","72,536","6,475","3,173","3,302"
"Congressional District 1 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","648,063","590,400","542,909","16,414","1,563","16,402","33","1,291","11,788","1,728","10,060","57,663","32,058","924","213","75","0","21,443","2,950","1,043","1,907"
"Congressional District 2 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","655,658","563,410","503,808","35,010","945","13,308","9","3,016","7,314","612","6,702","92,248","43,796","4,578","682","0","0","38,709","4,483","3,309","1,174"
"Congressional District 3 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","672,598","618,676","539,590","27,176","652","32,434","389","3,539","14,896","1,534","13,362","53,922","35,400","3,249","619","85","0","11,098","3,471","1,009","2,462"
"Congressional District 4 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","661,996","624,823","549,035","20,119","145","35,720","99","6,763","12,942","3,539","9,403","37,173","23,901","1,719","454","152","0","9,293","1,654","524","1,130"
"Congressional District 5 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","667,862","564,183","488,456","16,741","644","45,782","57","4,427","8,076","1,538","6,538","103,679","33,749","2,366","751","0","31","59,734","7,048","4,016","3,032"
"Congressional District 6 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","652,842","596,973","544,383","18,174","628","24,311","13","1,231","8,233","350","7,883","55,869","21,165","1,810","369","439","28","26,924","5,134","613","4,521"
"Congressional District 7 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","657,928","597,637","481,072","33,427","618","63,507","50","2,544","16,419","2,178","14,241","60,291","35,022","5,354","194","225","0","14,389","5,107","1,211","3,896"
"Congressional District 8 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","655,956","530,992","306,213","132,219","1,229","65,465","104","9,276","16,486","2,653","13,833","124,964","54,835","15,942","540","200","0","35,326","18,121","2,982","15,139"
"Congressional District 9 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","657,358","606,450","452,331","92,146","139","39,249","45","11,108","11,432","1,190","10,242","50,908","23,762","8,316","448","201","0","15,559","2,622","1,691","931"
"Congressional District 10 (112th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","657,275","644,720","586,037","14,731","2,146","28,306","0","4,215","9,285","1,584","7,701","12,555","8,426","712","181","107","0","2,532","597","388","209"
"Congressional District 1 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","646,517","638,738","595,970","8,907","17,109","4,051","138","220","12,343","206","12,137","7,779","4,196","167","384","73","0","1,583","1,376","877","499"
"Congressional District 2 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","697,415","648,506","591,429","31,551","3,273","8,791","40","701","12,721","71","12,650","48,909","29,426","2,489","496","0","0","13,078","3,420","2,357","1,063"
"Congressional District 3 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","698,502","638,748","545,655","58,284","2,178","14,021","224","557","17,829","1,408","16,421","59,754","39,000","2,119","323","0","0","13,097","5,215","3,188","2,027"
"Congressional District 4 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","692,584","669,254","628,086","18,319","6,001","6,522","92","764","9,470","262","9,208","23,330","15,862","701","451","0","0","3,080","3,236","1,121","2,115"
"Congressional District 5 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","631,658","604,828","464,320","117,258","2,971","4,458","195","206","15,420","348","15,072","26,830","18,438","639","464","0","0","3,333","3,956","1,654","2,302"
"Congressional District 6 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","673,706","637,717","548,552","60,110","2,578","8,730","185","809","16,753","410","16,343","35,989","21,989","1,355","77","51","0","10,408","2,109","1,422","687"
"Congressional District 7 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","673,032","645,267","580,819","41,410","2,461","7,965","0","148","12,464","733","11,731","27,765","19,979","765","814","63","0","3,509","2,635","766","1,869"
"Congressional District 8 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","706,174","675,094","602,791","34,131","1,654","17,627","732","754","17,405","393","17,012","31,080","19,676","809","309","577","0","6,619","3,090","1,599","1,491"
"Congressional District 9 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","664,940","634,000","483,509","77,660","1,128","54,055","187","374","17,087","1,079","16,008","30,940","24,505","988","746","38","67","2,988","1,608","338","1,270"
"Congressional District 10 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,353","691,786","646,600","19,664","1,242","13,945","0","0","10,335","130","10,205","23,567","14,925","35","186","151","0","6,380","1,890","1,360","530"
"Congressional District 11 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","696,264","677,463","562,546","65,907","1,380","33,864","125","344","13,297","317","12,980","18,801","14,753","318","220","45","0","2,354","1,111","673","438"
"Congressional District 12 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","639,945","630,353","452,344","136,359","2,782","18,383","57","2,192","18,236","869","17,367","9,592","5,935","820","294","0","0","2,033","510","400","110"
"Congressional District 13 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","506,036","449,456","142,794","290,245","1,566","6,054","76","393","8,328","263","8,065","56,580","35,732","1,716","147","100","0","16,845","2,040","1,398","642"
"Congressional District 14 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","553,362","538,335","193,280","319,219","1,008","10,802","0","309","13,717","703","13,014","15,027","8,617","1,617","78","67","0","3,421","1,227","627","600"
"Congressional District 15 (112th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
