"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"    Estimate","779,662","689,435","562,209","40,782","680","42,830","481","11,155","31,298","13,353","17,945","90,227","10,468","5,035","604","144","74","28,315","45,587","39,397","6,190"
"Congressional District 3 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","790,963","619,709","488,669","26,904","397","61,923","99","6,560","35,157","14,634","20,523","171,254","22,401","4,612","1,883","205","0","73,857","68,296","63,355","4,941"
"Congressional District 4 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","767,979","726,420","603,542","18,610","562","53,053","71","9,608","40,974","20,666","20,308","41,559","6,302","869","792","266","169","10,790","22,371","18,642","3,729"
"Congressional District 5 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","781,372","698,837","495,146","38,983","381","108,529","149","12,904","42,745","20,913","21,832","82,535","11,732","646","721","224","0","28,543","40,669","36,132","4,537"
"Congressional District 6 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,905","693,178","596,813","26,171","261","34,629","33","6,364","28,907","13,724","15,183","81,727","15,433","1,751","1,575","598","0","35,139","27,231","23,286","3,945"
"Congressional District 7 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","779,197","600,338","296,336","154,620","460","87,302","342","7,896","53,382","26,280","27,102","178,859","15,752","6,032","1,789","714","400","55,244","98,928","68,305","30,623"
"Congressional District 8 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","792,652","742,669","535,038","70,019","561","73,025","119","16,856","47,051","27,621","19,430","49,983","6,462","3,804","375","567","0","11,451","27,324","23,216","4,108"
"Congressional District 9 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","787,195","731,299","636,442","19,671","1,449","11,145","130","17,937","44,525","25,117","19,408","55,896","7,567","1,593","1,452","0","0","22,973","22,311","18,713","3,598"
"Congressional District 1 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","707,596","692,161","628,786","9,338","15,367","3,846","370","2,061","32,393","9,631","22,762","15,435","3,680","97","814","25","66","2,777","7,976","6,522","1,454"
"Congressional District 2 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,672","678,587","579,832","47,670","2,178","15,918","281","4,496","28,212","8,526","19,686","83,085","14,345","1,177","2,235","383","0","24,306","40,639","36,739","3,900"
"Congressional District 3 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","756,944","701,886","585,835","59,347","1,781","18,083","96","3,779","32,965","6,969","25,996","55,058","9,685","1,725","466","265","41","13,563","29,313","25,084","4,229"
"Congressional District 4 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","698,588","671,842","620,861","11,543","2,927","7,292","137","3,100","25,982","8,103","17,879","26,746","9,439","691","1,713","9","0","5,040","9,854","7,960","1,894"
"Congressional District 5 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","664,225","629,031","479,922","113,935","1,389","4,997","154","1,959","26,675","5,752","20,923","35,194","12,166","2,595","422","31","0","6,276","13,704","11,957","1,747"
"Congressional District 6 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,214","670,091","564,544","55,944","1,742","11,313","292","2,488","33,768","8,149","25,619","50,123","9,667","756","2,071","223","0","16,181","21,225","19,546","1,679"
"Congressional District 7 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,356","678,889","609,934","29,766","846","6,036","26","2,647","29,634","8,905","20,729","36,467","8,564","733","498","56","0","6,694","19,922","18,678","1,244"
"Congressional District 8 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,257","703,438","587,259","38,483","1,531","34,009","64","4,897","37,195","10,744","26,451","38,819","8,505","967","1,564","275","0","8,487","19,021","14,576","4,445"
"Congressional District 9 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,987","690,715","509,248","98,147","689","41,838","88","2,511","38,194","13,510","24,684","21,272","5,841","1,111","1,382","48","105","4,258","8,527","6,666","1,861"
"Congressional District 10 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,418","698,530","632,146","29,628","1,299","11,033","69","2,377","21,978","5,753","16,225","26,888","6,249","467","1,138","362","51","7,030","11,591","9,806","1,785"
"Congressional District 11 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","757,991","722,599","550,668","41,444","913","90,456","0","2,914","36,204","9,834","26,370","35,392","5,764","841","897","182","0","5,149","22,559","20,480","2,079"
"Congressional District 12 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","741,026","686,785","528,338","77,088","845","39,177","204","2,680","38,453","6,865","31,588","54,241","10,522","791","807","96","0","14,406","27,619","24,796","2,823"
"Congressional District 13 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","674,738","624,294","220,307","360,900","960","7,112","252","4,179","30,584","3,138","27,446","50,444","8,022","1,077","2,897","0","0","21,156","17,292","14,559","2,733"
"Congressional District 14 (116th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","672,799","642,247","225,112","356,150","1,257","29,190","216","4,344","25,978","6,493","19,485","30,552","2,772","2,639","560","0","0","12,544","12,037","10,844","1,193"
"Congressional District 1 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","691,635","641,481","570,894","24,613","1,365","19,177","10","3,580","21,842","5,450","16,392","50,154","9,446","140","2,966","253","0","15,912","21,437","20,043","1,394"
"Congressional District 2 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,835","686,841","567,147","46,260","2,381","37,102","218","3,010","30,723","6,884","23,839","51,994","6,231","555","1,088","367","0","20,973","22,780","19,898","2,882"
"Congressional District 3 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,894","697,045","530,329","69,354","1,307","58,227","43","3,866","33,919","7,098","26,821","37,849","5,139","233","542","235","0","12,720","18,980","15,779","3,201"
"Congressional District 4 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,132","670,984","457,339","77,257","1,589","98,714","153","3,846","32,086","4,930","27,156","50,148","6,215","1,088","768","699","0","19,713","21,665","18,645","3,020"
"Congressional District 5 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,716","659,912","449,632","119,426","3,323","39,565","184","4,348","43,434","6,404","37,030","67,804","9,176","735","1,369","730","0","30,118","25,676","20,128","5,548"
"Congressional District 6 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,738","720,452","630,304","31,570","1,331","20,821","171","2,833","33,422","8,337","25,085","24,286","4,236","653","984","221","0","8,836","9,356","7,448","1,908"
"Congressional District 7 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","666,533","630,383","571,060","9,732","15,053","7,679","980","2,555","23,324","5,390","17,934","36,150","6,286","576","1,040","134","11","11,895","16,208","14,422","1,786"
"Congressional District 8 (116th Congress), Minnesota","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","681,907","668,253","610,062","6,336","12,584","5,859","127","3,825","29,460","8,311","21,149","13,654","3,361","47","619","0","7","2,509","7,111","5,995","1,116"
"Congressional District 1 (116th Congress), Mississippi","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","764,049","736,594","488,600","211,318","1,390","4,270","145","2,473","28,398","3,853","24,545","27,455","5,538","266","425","54","0","13,532","7,640","7,021","619"
"Congressional District 2 (116th Congress), Mississippi","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","660,002","647,150","193,793","430,456","1,513","2,443","0","1,317","17,628","2,919","14,709","12,852","2,016","192","188","139","0","2,853","7,464","4,420","3,044"
"Congressional District 3 (116th Congress), Mississippi","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","745,609","727,560","431,347","256,698","6,297","7,303","171","3,988","21,756","3,054","18,702","18,049","5,436","247","1,695","0","0","5,278","5,393","4,894","499"
"Congressional District 4 (116th Congress), Mississippi","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","780,305","744,793","521,581","164,629","2,804","10,439","261","1,892","43,187","3,980","39,207","35,512","5,700","1,144","1,336","261","0","9,071","18,000","15,595","2,405"
"Congressional District 1 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","710,566","681,597","278,166","339,475","363","24,766","340","4,681","33,806","7,546","26,260","28,969","3,796","965","196","101","0","9,203","14,708","13,543","1,165"
"Congressional District 2 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","763,765","741,261","619,404","32,325","357","37,529","266","3,286","48,094","28,812","19,282","22,504","3,230","133","307","48","0","4,636","14,150","13,113","1,037"
"Congressional District 3 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","817,915","795,430","708,049","22,335","1,380","9,594","525","3,096","50,451","23,341","27,110","22,485","3,669","95","806","354","0","3,365","14,196","12,213","1,983"
"Congressional District 4 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,543","750,148","657,850","32,460","2,998","12,281","801","6,061","37,697","6,855","30,842","33,395","10,494","1,026","422","190","0","7,189","14,074","12,593","1,481"
"Congressional District 5 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,027","706,107","487,675","166,687","1,207","12,404","1,834","4,191","32,109","4,922","27,187","76,920","10,981","1,939","4,437","118","138","27,574","31,733","29,298","2,435"
"Congressional District 6 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,813","751,979","666,929","37,532","1,811","11,468","580","3,010","30,649","8,627","22,022","36,834","8,032","1,157","1,287","134","20","7,800","18,404","15,970","2,434"
"Congressional District 7 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","799,499","755,460","678,652","8,433","3,463","10,931","2,311","3,926","47,744","12,705","35,039","44,039","9,124","250","1,111","0","235","9,447","23,872","20,540","3,332"
"Congressional District 8 (116th Congress), Missouri","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,059","704,760","625,619","21,942","1,734","3,899","36","2,561","48,969","17,443","31,526","16,299","4,290","61","167","347","71","3,318","8,045","6,681","1,364"
"Congressional District (at Large) (116th Congress), Montana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,104,271","1,056,851","925,450","5,601","61,082","9,862","397","4,901","49,558","14,165","35,393","47,420","13,739","102","2,814","447","0","9,832","20,486","17,028","3,458"
"Congressional District 1 (116th Congress), Nebraska","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","662,804","592,314","522,946","17,915","5,137","14,345","366","2,320","29,285","4,921","24,364","70,490","12,595","505","4,324","334","0","21,243","31,489","28,016","3,473"
"Congressional District 2 (116th Congress), Nebraska","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","706,307","620,253","495,044","63,273","1,563","25,163","89","4,438","30,683","4,538","26,145","86,054","15,283","998","3,785","146","0","29,522","36,320","33,444","2,876"
"Congressional District 3 (116th Congress), Nebraska","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","594,581","517,325","482,757","8,762","5,856","4,730","139","1,423","13,658","4,004","9,654","77,256","11,895","182","2,882","567","0","32,069","29,661","28,202","1,459"
"Congressional District 1 (116th Congress), Nevada","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","686,299","363,014","178,280","79,376","1,843","60,826","3,646","4,146","34,897","5,641","29,256","323,285","41,108","3,890","12,599","3,032","247","150,809","111,600","103,438","8,162"
"Congressional District 2 (116th Congress), Nevada","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","766,406","581,832","476,709","13,962","8,636","32,131","3,694","5,137","41,563","11,692","29,871","184,574","25,154","554","3,052","1,077","0","82,726","72,011","64,963","7,048"
"Congressional District 3 (116th Congress), Nevada","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","883,132","712,537","443,735","64,476","4,505","127,641","9,819","6,773","55,588","9,313","46,275","170,595","36,758","4,141","4,644","1,888","459","53,682","69,023","58,096","10,927"
"Congressional District 4 (116th Congress), Nevada","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","808,154","545,849","321,532","116,189","3,728","42,071","4,931","3,680","53,718","12,621","41,097","262,305","36,734","5,529","5,654","1,185","229","99,761","113,213","102,142","11,071"
"Congressional District 1 (116th Congress), New Hampshire","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","708,467","677,834","615,739","11,818","306","14,591","0","4,673","30,707","13,685","17,022","30,633","4,712","875","309","32","0","7,054","17,651","14,716","2,935"
"Congressional District 2 (116th Congress), New Hampshire","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","680,525","650,835","596,171","6,260","388","21,593","23","1,712","24,688","6,773","17,915","29,690","4,809","1,338","547","206","16","6,544","16,230","14,584","1,646"
"Congressional District 1 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,827","633,863","443,375","115,206","295","40,692","329","6,512","27,454","5,648","21,806","115,964","8,786","6,656","2,250","340","14","67,435","30,483","26,455","4,028"
"Congressional District 2 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,987","610,670","466,391","84,131","604","28,839","682","4,634","25,389","5,605","19,784","129,317","13,908","8,523","2,096","237","0","45,929","58,624","56,335","2,289"
"Congressional District 3 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,771","687,406","539,967","85,227","200","27,921","44","3,115","30,932","9,031","21,901","74,365","15,868","3,762","877","448","85","21,014","32,311","29,827","2,484"
"Congressional District 4 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","804,956","719,425","614,150","40,081","246","39,415","134","3,293","22,106","9,582","12,524","85,531","14,457","828","3,424","410","0","21,452","44,960","38,096","6,864"
"Congressional District 5 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","757,022","641,139","482,060","39,084","904","90,569","185","5,253","23,084","6,864","16,220","115,883","18,690","2,894","1,377","66","0","35,097","57,759","51,827","5,932"
"Congressional District 6 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","762,208","587,195","334,045","70,356","528","151,356","233","4,929","25,748","10,386","15,362","175,013","22,971","4,113","8,323","630","0","80,948","58,028","52,199","5,829"
"Congressional District 7 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,486","656,547","497,117","41,287","264","87,212","302","5,570","24,795","8,877","15,918","104,939","13,073","2,373","646","758","243","41,564","46,282","41,782","4,500"
"Congressional District 8 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","797,874","367,304","189,908","59,786","1,330","77,821","0","16,757","21,702","9,796","11,906","430,570","45,627","7,707","3,177","1,189","0","215,209","157,661","147,044","10,617"
"Congressional District 9 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","778,948","457,861","268,678","66,733","238","103,509","53","4,561","14,089","5,029","9,060","321,087","31,912","2,986","3,658","807","274","126,894","154,556","142,320","12,236"
"Congressional District 10 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","808,433","628,735","146,752","381,860","971","52,980","0","11,339","34,833","20,931","13,902","179,698","14,327","7,549","1,647","546","71","74,736","80,822","73,943","6,879"
"Congressional District 11 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,290","664,215","524,731","27,401","193","78,799","239","5,775","27,077","7,924","19,153","97,075","11,480","3,038","478","1,061","257","29,831","50,930","47,803","3,127"
"Congressional District 12 (116th Congress), New Jersey","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,328","621,135","321,626","130,373","235","139,261","519","5,410","23,711","6,518","17,193","162,193","22,989","2,131","1,766","189","0","88,222","46,896","41,035","5,861"
"Congressional District 1 (116th Congress), New Mexico","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","698,553","346,777","257,853","17,010","24,174","17,797","102","4,474","25,367","5,926","19,441","351,776","70,328","4,210","12,446","1,903","281","72,051","190,557","175,086","15,471"
"Congressional District 2 (116th Congress), New Mexico","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","712,769","304,603","237,687","10,546","29,277","6,467","590","2,239","17,797","4,319","13,478","408,166","73,252","1,345","4,894","993","151","120,180","207,351","195,049","12,302"
"Congressional District 3 (116th Congress), New Mexico","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","704,555","405,261","243,176","7,588","118,797","7,434","162","2,181","25,923","4,989","20,934","299,294","72,728","2,125","7,443","145","64","101,259","115,530","101,038","14,492"
"Congressional District 1 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","738,887","611,400","523,785","30,789","650","30,032","0","3,690","22,454","3,576","18,878","127,487","27,903","3,102","1,334","381","0","39,651","55,116","51,019","4,097"
"Congressional District 2 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,149","544,631","421,578","73,768","698","26,573","158","5,857","15,999","6,729","9,270","185,518","26,977","2,479","1,396","588","96","74,737","79,245","73,896","5,349"
"Congressional District 3 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,449","666,655","478,326","20,721","322","141,613","0","6,132","19,541","5,990","13,551","79,794","10,649","243","1,151","668","25","21,294","45,764","42,257","3,507"
"Congressional District 4 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","741,844","580,623","393,259","102,575","458","53,920","174","7,229","23,008","8,307","14,701","161,221","16,311","4,605","1,733","990","0","78,945","58,637","55,099","3,538"
"Congressional District 5 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","819,686","645,401","81,446","348,544","3,390","122,191","0","48,758","41,072","27,262","13,810","174,285","10,021","7,422","3,347","676","0","100,336","52,483","48,390","4,093"
"Congressional District 6 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","733,056","585,674","233,410","28,522","720","293,489","653","7,243","21,637","4,501","17,136","147,382","13,359","1,795","4,570","1,570","0","74,860","51,228","47,041","4,187"
"Congressional District 7 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","680,802","420,994","216,327","58,241","1,019","116,880","0","7,364","21,163","5,753","15,410","259,808","18,390","6,111","9,666","372","204","142,815","82,250","71,962","10,288"
"Congressional District 8 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","779,894","637,265","191,537","336,810","910","52,698","1,005","5,054","49,251","28,320","20,931","142,629","10,721","13,045","2,358","100","0","66,208","50,197","42,287","7,910"
"Congressional District 9 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","776,441","682,090","250,739","310,241","884","62,982","88","9,180","47,976","25,751","22,225","94,351","8,367","9,292","2,369","347","0","37,387","36,589","33,684","2,905"
"Congressional District 10 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","757,587","645,161","436,763","31,210","1,364","137,122","83","11,227","27,392","6,746","20,646","112,426","9,662","2,132","2,199","374","0","55,626","42,433","37,319","5,114"
"Congressional District 11 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,691","613,558","417,547","51,571","1,176","116,779","0","4,558","21,927","3,667","18,260","136,133","18,128","4,609","6,831","359","484","48,309","57,413","51,877","5,536"
"Congressional District 12 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,858","612,700","432,075","35,395","808","104,308","553","6,682","32,879","6,775","26,104","99,158","17,816","1,779","1,840","495","0","31,566","45,662","41,675","3,987"
"Congressional District 13 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","748,859","334,957","106,832","162,691","2,017","37,245","26","3,900","22,246","5,927","16,319","413,902","20,441","26,680","13,234","66","366","247,902","105,213","88,163","17,050"
"Congressional District 14 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","689,682","346,879","149,718","61,511","1,051","115,405","472","5,283","13,439","3,806","9,633","342,803","35,180","10,179","2,451","1,628","1,386","181,347","110,632","101,286","9,346"
"Congressional District 15 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","732,872","262,460","17,830","202,887","1,149","12,829","197","6,118","21,450","7,354","14,096","470,412","31,721","26,652","10,104","1,022","935","268,583","131,395","105,379","26,016"
"Congressional District 16 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","753,052","530,429","250,916","207,210","431","37,905","0","8,403","25,564","10,338","15,226","222,623","26,974","10,127","3,599","877","0","102,082","78,964","67,853","11,111"
"Congressional District 17 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","763,172","592,697","442,898","72,152","175","45,323","174","8,382","23,593","10,363","13,230","170,475","18,580","4,449","3,265","1,264","0","76,668","66,249","56,131","10,118"
"Congressional District 18 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","748,718","607,768","478,280","67,556","990","24,194","152","6,609","29,987","11,494","18,493","140,950","21,716","6,110","5,475","665","306","59,311","47,367","37,845","9,522"
"Congressional District 19 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","704,391","640,106","558,560","27,653","1,401","11,619","230","6,717","33,926","15,922","18,004","64,285","11,268","1,389","2,526","494","0","19,141","29,467","25,486","3,981"
"Congressional District 20 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,207","690,328","540,837","66,336","1,279","37,920","369","4,401","39,186","13,925","25,261","51,879","9,246","2,464","1,126","255","150","16,375","22,263","19,050","3,213"
"Congressional District 21 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","707,234","682,057","617,866","20,545","4,323","5,880","53","3,564","29,826","10,365","19,461","25,177","6,141","1,104","282","105","0","7,075","10,470","8,690","1,780"
"Congressional District 22 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","689,366","658,283","580,450","22,618","2,018","19,051","239","3,355","30,552","9,128","21,424","31,083","5,656","1,731","436","0","0","5,726","17,534","15,478","2,056"
"Congressional District 23 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","687,238","658,127","593,012","18,814","2,390","17,125","324","2,306","24,156","8,181","15,975","29,111","6,093","2,402","714","59","0","9,760","10,083","6,716","3,367"
"Congressional District 24 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,194","679,623","564,630","52,196","1,366","19,723","96","4,623","36,989","10,587","26,402","35,571","5,476","2,253","213","0","207","12,834","14,588","12,334","2,254"
"Congressional District 25 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","728,525","657,284","492,138","103,877","499","25,951","95","2,551","32,173","9,543","22,630","71,241","14,867","5,081","1,420","521","0","24,568","24,784","20,982","3,802"
"Congressional District 26 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,798","681,496","483,504","122,117","1,761","39,659","207","2,989","31,259","5,986","25,273","53,302","12,329","2,560","327","142","0","18,887","19,057","14,539","4,518"
"Congressional District 27 (116th Congress), New York","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","724,261","702,930","649,394","15,378","2,477","5,243","308","3,869","26,261","11,750","14,511","21,331","5,187","641","0","149","0","5,138","10,216","8,952","1,264"
"Congressional District 1 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","732,511","664,561","306,026","304,997","5,025","17,304","285","3,319","27,605","4,033","23,572","67,950","5,945","2,246","1,345","54","0","33,412","24,948","22,794","2,154"
"Congressional District 2 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","938,080","845,033","593,195","178,314","1,873","25,084","1,732","6,455","38,380","6,732","31,648","93,047","15,704","1,542","4,166","316","0","38,445","32,874","29,871","3,003"
"Congressional District 3 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,997","693,151","500,124","137,250","2,377","11,861","436","3,128","37,975","4,832","33,143","67,846","15,172","1,507","1,134","167","0","26,102","23,764","17,292","6,472"
"Congressional District 4 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","885,785","789,276","466,699","184,064","1,425","84,849","255","6,768","45,216","9,347","35,869","96,509","13,652","2,840","2,426","97","0","40,798","36,696","32,234","4,462"
"Congressional District 5 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,703","681,423","533,484","104,407","2,221","11,411","326","2,619","26,955","3,746","23,209","79,280","13,260","1,475","3,133","8","0","29,385","32,019","28,859","3,160"
"Congressional District 6 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","814,959","721,495","502,094","158,590","1,038","14,296","583","5,302","39,592","5,787","33,805","93,464","15,629","3,322","1,050","70","0","39,990","33,403","31,117","2,286"
"Congressional District 7 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","795,070","707,732","529,501","120,959","5,285","5,567","424","2,930","43,066","7,934","35,132","87,338","10,002","470","1,857","268","0","52,638","22,103","21,457","646"
"Congressional District 8 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","831,474","735,719","470,738","183,550","5,949","22,167","1,030","3,881","48,404","6,588","41,816","95,755","18,410","2,729","1,522","74","85","34,939","37,996","31,274","6,722"
"Congressional District 9 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","770,733","703,250","447,645","137,101","55,221","28,449","115","3,795","30,924","4,844","26,080","67,483","9,080","1,102","2,177","305","0","31,965","22,854","21,386","1,468"
"Congressional District 10 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,974","729,933","586,640","82,325","1,091","12,949","192","3,226","43,510","6,188","37,322","54,041","8,275","649","1,813","120","0","17,003","26,181","24,948","1,233"
"Congressional District 11 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","775,259","718,480","651,932","19,276","7,961","8,545","171","1,788","28,807","3,932","24,875","56,779","7,219","270","1,389","201","0","16,899","30,801","27,302","3,499"
"Congressional District 12 (116th Congress), North Carolina","","","","","","","","","","","","","","","","","","","","",""
