"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"Congressional District (at Large) (116th Congress), Delaware","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,003,384","902,171","595,212","205,217","2,149","40,932","235","4,482","53,944","10,354","43,590","101,213","14,547","3,152","1,236","134","180","41,261","40,703","37,795","2,908"
"Delegate District (at Large) (116th Congress), District of Columbia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","670,050","593,131","244,063","285,945","277","26,908","86","4,324","31,528","5,187","26,341","76,919","9,779","3,357","1,004","784","67","28,836","33,092","27,811","5,281"
"Congressional District 1 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","821,362","760,361","579,596","99,251","733","21,224","1,116","6,829","51,612","10,674","40,938","61,001","15,535","1,244","977","1,130","165","15,237","26,713","22,138","4,575"
"Congressional District 2 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,149","693,658","548,856","90,122","1,608","10,734","803","4,034","37,501","7,129","30,372","55,491","13,054","604","2,427","301","44","12,918","26,143","23,719","2,424"
"Congressional District 3 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,718","688,160","498,308","113,023","892","28,116","122","6,538","41,161","7,692","33,469","86,558","18,061","2,525","583","129","0","16,446","48,814","44,938","3,876"
"Congressional District 4 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","893,302","801,066","621,978","82,280","548","42,366","724","6,594","46,576","14,557","32,019","92,236","18,294","1,521","1,245","716","0","22,825","47,635","44,523","3,112"
"Congressional District 5 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,582","678,911","287,283","331,601","808","22,556","131","3,750","32,782","3,093","29,689","68,671","11,738","3,079","3,060","255","19","21,214","29,306","26,086","3,220"
"Congressional District 6 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","814,531","696,068","575,958","74,491","580","14,493","269","3,730","26,547","6,363","20,184","118,463","20,174","3,159","339","336","0","57,030","37,425","34,728","2,697"
"Congressional District 7 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","787,989","584,634","420,262","83,272","338","40,729","149","4,319","35,565","9,511","26,054","203,355","35,213","5,636","1,213","292","0","49,223","111,778","103,986","7,792"
"Congressional District 8 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","793,922","698,020","562,541","70,811","522","17,967","228","7,844","38,107","13,026","25,081","95,902","18,209","3,821","1,174","236","0","27,973","44,489","37,998","6,491"
"Congressional District 9 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,002,804","540,330","358,589","109,531","441","27,438","336","12,561","31,434","12,202","19,232","462,474","55,495","8,728","1,190","2,253","218","203,558","191,032","182,376","8,656"
"Congressional District 10 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","859,992","603,062","278,925","217,919","706","41,050","1,539","11,941","50,982","23,518","27,464","256,930","43,691","10,130","3,144","431","0","67,122","132,412","122,307","10,105"
"Congressional District 11 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","850,097","738,088","635,599","57,338","1,728","11,876","0","5,147","26,400","7,901","18,499","112,009","23,285","1,190","451","0","0","24,011","63,072","60,777","2,295"
"Congressional District 12 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","829,889","698,060","599,362","42,381","1,238","24,889","543","4,363","25,284","7,065","18,219","131,829","30,902","2,206","1,865","701","127","31,392","64,636","58,436","6,200"
"Congressional District 13 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","723,346","646,927","498,160","87,592","797","27,372","586","4,460","27,960","7,899","20,061","76,419","14,765","783","706","592","0","12,696","46,877","43,741","3,136"
"Congressional District 14 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","810,520","546,814","344,781","127,552","1,002","37,311","997","5,103","30,068","8,566","21,502","263,706","46,537","6,057","1,483","1,578","0","59,826","148,225","136,007","12,218"
"Congressional District 15 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","820,172","605,236","421,745","115,453","1,381","28,216","394","4,817","33,230","9,160","24,070","214,936","37,157","2,915","2,762","496","0","74,808","96,798","91,129","5,669"
"Congressional District 16 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","907,070","742,718","596,016","90,835","680","17,647","599","5,922","31,019","8,824","22,195","164,352","27,657","1,437","2,759","147","524","45,998","85,830","80,970","4,860"
"Congressional District 17 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","802,733","668,870","575,925","49,989","1,594","13,406","254","2,491","25,211","9,233","15,978","133,863","26,755","2,645","2,544","30","62","44,304","57,523","54,905","2,618"
"Congressional District 18 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","809,802","663,775","511,007","103,388","340","15,654","45","6,615","26,726","9,148","17,578","146,027","36,847","5,200","778","423","0","27,988","74,791","70,836","3,955"
"Congressional District 19 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","864,808","663,302","559,619","58,139","366","14,718","285","4,797","25,378","9,566","15,812","201,506","35,959","1,737","706","117","0","38,496","124,491","120,262","4,229"
"Congressional District 20 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,114","556,433","114,686","392,265","459","24,909","0","4,366","19,748","4,761","14,987","204,681","46,333","6,846","2,361","1,023","0","41,700","106,418","101,207","5,211"
"Congressional District 21 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","797,947","588,753","393,202","130,638","140","22,079","44","5,438","37,212","20,275","16,937","209,194","25,070","1,522","2,885","49","44","70,454","109,170","102,879","6,291"
"Congressional District 22 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,681","588,911","394,851","118,163","640","20,457","206","6,900","47,694","26,596","21,098","194,770","33,781","3,833","1,162","814","156","33,482","121,542","109,755","11,787"
"Congressional District 23 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","765,245","456,782","277,078","104,247","1,168","35,878","854","6,596","30,961","11,603","19,358","308,463","85,101","3,966","413","441","0","39,759","178,783","166,346","12,437"
"Congressional District 24 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,549","400,491","70,709","304,501","0","8,317","0","3,597","13,367","6,052","7,315","335,058","56,559","6,861","233","177","162","55,955","215,111","209,565","5,546"
"Congressional District 25 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,486","197,394","149,346","27,836","548","9,564","51","3,200","6,849","2,274","4,575","564,092","115,498","4,221","308","486","386","67,781","375,412","368,944","6,468"
"Congressional District 26 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","784,436","223,881","115,325","76,801","237","11,968","225","2,559","16,766","4,031","12,735","560,555","97,990","6,376","2,605","882","46","61,767","390,889","383,355","7,534"
"Congressional District 27 (116th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,882","219,508","150,124","26,916","860","14,679","0","4,269","22,660","12,615","10,045","508,374","81,248","1,041","3,813","612","0","50,735","370,925","362,606","8,319"
"Congressional District 1 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","765,267","710,209","435,739","220,837","2,707","15,568","741","2,053","32,564","6,301","26,263","55,058","4,919","4,267","533","239","39","11,680","33,381","31,169","2,212"
"Congressional District 2 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","672,932","633,948","260,152","335,774","1,082","8,814","387","2,731","25,008","3,111","21,897","38,984","7,260","3,098","825","51","188","14,436","13,126","11,322","1,804"
"Congressional District 3 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","773,330","723,579","470,662","183,917","2,135","16,453","51","7,790","42,571","4,574","37,997","49,751","13,155","3,386","617","208","0","12,060","20,325","19,387","938"
"Congressional District 4 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","775,516","701,456","175,862","450,532","1,141","35,944","416","4,859","32,702","4,362","28,340","74,060","9,364","3,734","2,489","106","287","29,231","28,849","27,191","1,658"
"Congressional District 5 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","789,610","732,172","235,469","411,722","1,008","42,185","427","2,547","38,814","4,990","33,824","57,438","8,853","2,036","780","777","229","19,040","25,723","22,619","3,104"
"Congressional District 6 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,368","666,089","419,383","98,344","2,146","92,937","99","7,753","45,427","9,765","35,662","94,279","16,067","1,350","3,003","856","0","22,474","50,529","46,512","4,017"
"Congressional District 7 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","856,376","685,780","321,881","185,088","1,008","143,358","0","2,349","32,096","4,948","27,148","170,596","15,036","3,231","4,997","538","36","66,741","80,017","73,884","6,133"
"Congressional District 8 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,457","665,598","407,884","218,382","1,150","11,882","221","2,638","23,441","1,808","21,633","51,859","14,045","934","2,344","323","0","13,510","20,703","17,032","3,671"
"Congressional District 9 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","805,448","699,487","602,377","51,631","1,158","11,805","40","2,371","30,105","5,624","24,481","105,961","18,331","648","1,757","87","49","24,274","60,815","56,487","4,328"
"Congressional District 10 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","800,510","744,570","485,988","201,287","1,193","19,832","83","2,569","33,618","4,984","28,634","55,940","9,682","1,272","1,913","0","0","21,289","21,784","16,135","5,649"
"Congressional District 11 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","807,381","703,940","510,155","120,493","2,026","24,946","649","4,258","41,413","10,637","30,776","103,441","13,966","3,364","7,361","62","61","40,853","37,774","34,686","3,088"
"Congressional District 12 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,856","694,881","390,980","250,138","759","12,132","97","4,411","36,364","5,715","30,649","47,975","7,605","1,329","1,151","479","55","18,386","18,970","16,284","2,686"
"Congressional District 13 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","795,514","710,423","168,467","486,802","405","18,998","1,153","7,209","27,389","2,852","24,537","85,091","14,169","9,945","501","146","0","28,207","32,123","27,906","4,217"
"Congressional District 14 (116th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","737,001","643,910","539,227","68,752","562","7,154","145","1,522","26,548","3,869","22,679","93,091","25,650","1,607","6,891","0","0","25,601","33,342","31,963","1,379"
"Congressional District 1 (116th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,138","650,487","109,884","12,089","677","346,400","49,751","1,331","130,355","3,004","127,351","64,651","8,461","1,451","727","4,094","2,322","11,564","36,032","9,428","26,604"
"Congressional District 2 (116th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,415","630,932","189,662","14,056","743","179,098","88,850","3,274","155,249","4,876","150,373","95,483","11,670","888","2,690","6,569","4,633","11,208","57,825","17,113","40,712"
"Congressional District 1 (116th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","1,007,769","888,927","805,867","6,145","7,079","10,484","589","10,753","48,010","20,501","27,509","118,842","24,222","210","4,252","113","0","42,498","47,547","39,191","8,356"
"Congressional District 2 (116th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","893,154","760,080","689,609","7,530","6,475","15,365","1,140","3,879","36,082","12,328","23,754","133,074","28,387","350","6,184","39","0","51,822","46,292","39,737","6,555"
"Congressional District 1 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","676,454","603,498","225,896","335,408","215","15,318","714","5,360","20,587","4,422","16,165","72,956","8,797","2,008","4,708","52","110","25,713","31,568","29,019","2,549"
"Congressional District 2 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","681,277","567,838","168,623","374,872","216","5,053","246","1,911","16,917","2,829","14,088","113,439","14,748","2,157","3,631","65","88","61,874","30,876","29,109","1,767"
"Congressional District 3 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,714","471,088","390,703","33,968","188","30,229","0","2,183","13,817","3,688","10,129","251,626","25,376","1,230","6,367","449","418","108,628","109,158","103,495","5,663"
"Congressional District 4 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","640,957","218,703","150,697","28,658","121","26,043","258","1,934","10,992","3,057","7,935","422,254","43,365","3,917","13,670","746","193","200,118","160,245","148,958","11,287"
"Congressional District 5 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","750,823","595,239","473,765","23,072","454","66,495","33","4,949","26,471","8,846","17,625","155,584","22,878","1,050","4,013","1,143","0","59,356","67,144","62,062","5,082"
"Congressional District 6 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","754,166","665,917","531,431","22,072","440","75,308","140","4,253","32,273","9,416","22,857","88,249","12,486","427","2,740","709","0","34,571","37,316","34,154","3,162"
"Congressional District 7 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,262","600,868","214,380","311,984","782","50,786","0","3,633","19,303","4,096","15,207","146,394","14,067","4,436","4,815","61","151","71,762","51,102","46,300","4,802"
"Congressional District 8 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,275","485,225","331,779","33,793","463","93,117","186","4,431","21,456","6,659","14,797","216,050","25,992","1,473","8,160","318","677","86,727","92,703","86,424","6,279"
"Congressional District 9 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,119","639,095","449,953","59,733","709","91,631","327","6,659","30,083","5,788","24,295","96,024","14,853","2,476","4,169","211","0","32,371","41,944","38,438","3,506"
"Congressional District 10 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,131","543,348","374,522","44,563","1,079","92,124","175","5,689","25,196","6,846","18,350","175,783","25,593","881","6,766","1,022","203","58,737","82,581","76,638","5,943"
"Congressional District 11 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,925","517,271","348,778","82,299","441","58,196","0","7,024","20,533","4,309","16,224","200,654","22,691","1,235","6,346","1,309","15","63,500","105,558","99,389","6,169"
"Congressional District 12 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","667,669","641,906","493,668","100,637","1,779","6,844","100","2,087","36,791","5,380","31,411","25,763","6,383","700","524","80","0","5,872","12,204","10,187","2,017"
"Congressional District 13 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","690,804","664,568","531,212","74,178","622","28,709","291","2,247","27,309","4,399","22,910","26,236","5,636","698","263","112","38","4,488","15,001","13,798","1,203"
"Congressional District 14 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,577","635,203","546,436","22,786","1,053","38,864","94","3,219","22,751","6,071","16,680","101,374","21,469","265","1,948","729","0","17,222","59,741","53,755","5,986"
"Congressional District 15 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","675,647","654,218","598,834","27,433","861","3,612","126","1,241","22,111","3,763","18,348","21,429","4,743","326","325","94","0","4,582","11,359","9,682","1,677"
"Congressional District 16 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","686,140","610,513","545,134","25,938","1,341","10,866","216","1,182","25,836","6,508","19,328","75,627","15,811","533","1,212","66","21","28,526","29,458","26,109","3,349"
"Congressional District 17 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","665,076","597,310","484,432","65,400","954","9,532","318","2,806","33,868","5,471","28,397","67,766","12,869","2,196","2,074","88","432","21,950","28,157","24,980","3,177"
"Congressional District 18 (116th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,453","682,331","607,612","29,659","993","18,488","68","1,295","24,216","4,690","19,526","20,122","5,350","143","271","62","142","4,309","9,845","8,989","856"
"Congressional District 1 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,140","609,917","443,486","124,427","2,358","10,527","70","2,036","27,013","6,157","20,856","125,223","19,340","1,571","813","201","66","48,146","55,086","47,859","7,227"
"Congressional District 2 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,230","650,553","560,658","46,037","851","9,595","268","2,251","30,893","5,441","25,452","78,677","12,560","526","1,061","0","0","30,577","33,953","31,221","2,732"
"Congressional District 3 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,500","710,476","613,931","39,368","1,040","21,982","129","2,779","31,247","5,815","25,432","51,024","9,253","329","708","145","0","13,972","26,617","24,400","2,217"
"Congressional District 4 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","769,259","715,626","628,764","30,509","2,069","20,778","0","1,911","31,595","6,007","25,588","53,633","9,119","906","632","45","0","18,337","24,594","22,452","2,142"
"Congressional District 5 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","822,535","777,546","635,303","70,737","1,877","30,230","146","4,067","35,186","7,778","27,408","44,989","10,599","267","690","275","173","11,412","21,573","19,985","1,588"
"Congressional District 6 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,123","698,066","645,101","11,901","344","10,527","0","2,230","27,963","3,700","24,263","23,057","5,583","142","336","7","23","8,994","7,972","6,715","1,257"
"Congressional District 7 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","775,837","683,070","383,380","222,206","234","31,926","0","5,740","39,584","4,435","35,149","92,767","18,167","1,554","2,936","0","0","40,716","29,394","25,168","4,226"
"Congressional District 8 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,065","697,773","630,558","27,818","506","5,847","530","3,701","28,813","5,630","23,183","19,292","4,486","0","1,293","0","0","4,834","8,679","7,383","1,296"
"Congressional District 9 (116th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,296","744,957","673,975","22,403","23","20,022","282","1,205","27,047","2,527","24,520","29,339","4,257","727","1,403","214","0","7,928","14,810","13,676","1,134"
"Congressional District 1 (116th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","776,069","739,839","661,272","30,120","3,363","11,287","1,768","2,803","29,226","6,499","22,727","36,230","7,346","631","2,013","259","0","9,534","16,447","15,136","1,311"
"Congressional District 2 (116th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","785,047","736,014","650,590","27,034","1,083","17,964","385","2,755","36,203","7,940","28,263","49,033","12,184","708","1,332","168","0","16,616","18,025","15,375","2,650"
"Congressional District 3 (116th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","867,614","802,121","694,274","43,186","1,291","29,994","187","3,284","29,905","8,457","21,448","65,493","16,393","1,334","1,024","716","120","16,027","29,879","27,741","2,138"
"Congressional District 4 (116th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","764,349","702,799","643,334","11,870","2,813","14,769","2,399","1,415","26,199","8,364","17,835","61,550","11,307","290","2,369","216","0","17,150","30,218","28,465","1,753"
"Congressional District 1 (116th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","697,903","579,092","519,186","21,927","1,498","8,359","111","2,144","25,867","3,901","21,966","118,811","24,147","454","3,876","776","0","33,971","55,587","48,740","6,847"
"Congressional District 2 (116th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","711,743","657,981","570,832","28,162","5,447","9,310","780","1,362","42,088","6,822","35,266","53,762","13,332","1,905","1,217","622","0","14,273","22,413","17,597","4,816"
"Congressional District 3 (116th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","794,125","692,476","547,936","59,058","898","41,555","208","4,119","38,702","10,797","27,905","101,649","17,975","671","2,516","15","0","39,567","40,905","36,748","4,157"
"Congressional District 4 (116th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,811","631,310","514,997","41,884","2,849","24,642","668","4,810","41,460","7,673","33,787","99,501","22,421","671","3,369","143","0","29,015","43,882","38,561","5,321"
"Congressional District 1 (116th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,098","689,974","611,504","44,561","1,788","2,795","2,039","1,782","25,505","3,388","22,117","23,124","6,885","667","460","487","0","5,816","8,809","6,527","2,282"
"Congressional District 2 (116th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","786,202","757,269","667,599","37,330","1,291","13,527","1,099","4,139","32,284","4,262","28,022","28,933","6,057","547","523","265","161","8,105","13,275","10,691","2,584"
"Congressional District 3 (116th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","751,181","701,062","479,880","154,190","835","18,858","179","2,200","44,920","3,395","41,525","50,119","4,654","3,001","248","266","0","7,872","34,078","29,854","4,224"
"Congressional District 4 (116th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","783,484","756,582","686,730","18,051","1,206","10,369","914","2,639","36,673","7,136","29,537","26,902","2,997","136","938","255","369","10,136","12,071","10,863","1,208"
"Congressional District 5 (116th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","689,987","682,148","649,973","8,894","1,058","1,564","201","812","19,646","5,515","14,131","7,839","2,599","85","75","0","0","1,848","3,232","3,080","152"
"Congressional District 6 (116th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","785,442","745,612","631,594","57,104","1,124","15,928","26","2,445","37,391","4,151","33,240","39,830","5,967","68","811","0","0","14,871","18,113","16,878","1,235"
"Congressional District 1 (116th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","816,893","744,402","563,306","113,034","6,491","16,176","2,114","5,556","37,725","9,708","28,017","72,491","11,009","1,437","3,065","107","46","10,276","46,551","42,897","3,654"
"Congressional District 2 (116th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","756,483","701,320","204,890","443,450","844","21,028","360","5,003","25,745","5,052","20,693","55,163","9,257","2,115","1,641","125","0","20,985","21,040","19,441","1,599"
"Congressional District 3 (116th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","771,394","739,267","508,084","187,784","1,331","11,611","85","2,081","28,291","7,597","20,694","32,127","2,329","105","100","21","0","8,953","20,619","19,445","1,174"
"Congressional District 4 (116th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,852","690,960","409,844","241,786","2,686","7,841","517","653","27,633","5,733","21,900","31,892","10,118","1,926","257","281","52","5,589","13,669","11,430","2,239"
"Congressional District 5 (116th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","728,573","710,198","422,827","246,188","2,982","6,233","478","2,377","29,113","6,915","22,198","18,375","4,668","387","706","100","0","6,124","6,390","4,910","1,480"
"Congressional District 6 (116th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","827,852","781,814","521,714","202,092","3,159","16,535","0","3,825","34,489","8,326","26,163","46,038","7,154","1,341","664","448","0","15,807","20,624","19,527","1,097"
"Congressional District 1 (116th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,258","701,226","635,574","13,541","1,084","11,465","191","3,355","36,016","20,139","15,877","15,032","3,253","91","136","16","0","3,376","8,160","6,786","1,374"
"Congressional District 2 (116th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","655,989","644,794","599,980","6,931","3,498","5,346","108","2,147","26,784","9,310","17,474","11,195","2,678","506","52","0","66","2,976","4,917","3,990","927"
"Congressional District 1 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,031","700,732","564,084","82,893","620","16,046","477","3,240","33,372","10,329","23,043","38,299","7,234","1,215","1,717","294","0","12,992","14,847","12,925","1,922"
"Congressional District 2 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","766,679","705,181","346,715","280,366","906","39,010","301","3,061","34,822","4,567","30,255","61,498","5,409","2,085","3,350","123","167","31,099","19,265","16,279","2,986"
"Congressional District 3 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","752,494","682,418","408,406","176,444","1,084","53,577","312","5,104","37,491","8,475","29,016","70,076","8,655","3,532","4,407","161","0","30,421","22,900","19,688","3,212"
"Congressional District 4 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","788,525","641,682","194,482","385,198","821","22,989","571","3,188","34,433","6,863","27,570","146,843","7,861","3,030","2,455","0","0","108,434","25,063","23,021","2,042"
"Congressional District 5 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","804,124","717,971","323,828","307,517","1,736","33,505","0","4,380","47,005","11,809","35,196","86,153","9,211","4,794","983","260","0","47,469","23,436","18,544","4,892"
"Congressional District 6 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","791,771","674,973","422,993","113,717","1,420","97,068","538","5,852","33,385","7,606","25,779","116,798","12,346","1,452","1,503","983","0","55,488","45,026","38,385","6,641"
"Congressional District 7 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,949","686,771","236,094","349,496","588","66,707","713","3,800","29,373","4,842","24,531","40,178","6,129","2,799","392","143","384","17,648","12,683","10,982","1,701"
"Congressional District 8 (116th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","795,556","671,078","452,698","94,435","697","76,275","51","6,585","40,337","10,377","29,960","124,478","12,699","1,372","2,529","841","31","67,277","39,729","34,873","4,856"
"Congressional District 1 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,798","585,488","499,018","41,829","365","17,372","39","2,910","23,955","6,318","17,637","145,310","22,865","4,804","1,528","1,121","0","36,585","78,407","66,788","11,619"
"Congressional District 2 (116th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
