"Label (Grouping)","Total:","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!White alone","Total:!!Not Hispanic or Latino:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Asian alone","Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Some other race alone","Total:!!Not Hispanic or Latino:!!Two or more races:","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Total:!!Hispanic or Latino:","Total:!!Hispanic or Latino:!!White alone","Total:!!Hispanic or Latino:!!Black or African American alone","Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Total:!!Hispanic or Latino:!!Asian alone","Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Hispanic or Latino:!!Some other race alone","Total:!!Hispanic or Latino:!!Two or more races:","Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"    Estimate","728,456","597,433","454,893","91,286","901","32,693","330","717","16,613","782","15,831","131,023","96,148","3,797","571","485","0","25,589","4,433","1,867","2,566"
"Congressional District 16 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","764,808","671,196","595,625","52,159","522","12,846","70","378","9,596","14","9,582","93,612","85,505","1,132","70","444","56","4,680","1,725","558","1,167"
"Congressional District 17 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,648","616,027","520,681","70,537","1,739","9,324","156","893","12,697","1,202","11,495","131,621","96,781","2,590","530","154","48","27,840","3,678","2,522","1,156"
"Congressional District 18 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","748,028","636,521","508,435","96,324","1,706","19,400","42","952","9,662","106","9,556","111,507","91,119","1,752","1,190","156","0","13,807","3,483","2,190","1,293"
"Congressional District 19 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","774,346","617,572","534,899","59,504","417","12,349","0","1,121","9,282","440","8,842","156,774","136,078","2,431","68","100","280","13,517","4,300","1,934","2,366"
"Congressional District 20 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","767,766","600,055","163,076","404,385","1,115","14,575","108","3,698","13,098","2,446","10,652","167,711","134,913","8,086","995","81","0","16,659","6,977","1,417","5,560"
"Congressional District 21 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","758,192","579,783","437,082","100,047","1,213","22,412","118","6,220","12,691","2,585","10,106","178,409","149,498","3,651","98","345","125","16,947","7,745","3,473","4,272"
"Congressional District 22 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,302","558,162","445,494","80,399","580","16,343","394","2,236","12,716","1,684","11,032","172,140","136,141","3,229","534","673","0","24,235","7,328","2,755","4,573"
"Congressional District 23 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","734,951","442,991","319,246","80,055","1,266","28,906","540","2,694","10,284","1,004","9,280","291,960","235,681","6,261","137","328","36","40,944","8,573","3,047","5,526"
"Congressional District 24 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","745,862","504,098","88,230","392,155","123","13,993","0","2,062","7,535","1,300","6,235","241,764","191,746","19,232","453","354","224","23,843","5,912","2,563","3,349"
"Congressional District 25 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","765,164","222,407","161,872","38,212","917","15,705","25","1,884","3,792","872","2,920","542,757","504,916","9,443","1,032","343","0","22,595","4,428","2,401","2,027"
"Congressional District 26 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","776,959","235,773","144,948","71,134","360","13,476","0","1,457","4,398","753","3,645","541,186","517,043","9,004","51","216","0","8,542","6,330","2,811","3,519"
"Congressional District 27 (114th Congress), Florida","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","751,091","184,534","113,746","51,402","242","11,751","25","2,397","4,971","981","3,990","566,557","533,320","13,610","457","535","0","8,965","9,670","3,170","6,500"
"Congressional District 1 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","724,348","679,458","430,591","210,221","3,215","14,610","749","1,614","18,458","521","17,937","44,890","29,107","2,780","911","208","60","8,103","3,721","2,031","1,690"
"Congressional District 2 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","683,888","648,476","272,671","356,532","1,280","6,816","672","541","9,964","343","9,621","35,412","16,336","3,352","133","165","0","12,777","2,649","1,252","1,397"
"Congressional District 3 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","723,259","684,349","481,530","173,346","969","11,638","53","1,830","14,983","918","14,065","38,910","26,155","1,230","250","104","0","7,093","4,078","1,816","2,262"
"Congressional District 4 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,519","674,357","183,608","437,903","565","36,149","0","3,519","12,613","661","11,952","72,162","44,989","5,570","292","0","0","17,586","3,725","793","2,932"
"Congressional District 5 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,978","690,554","216,234","423,800","1,331","33,654","217","3,278","12,040","470","11,570","46,424","28,865","2,141","1,728","81","316","9,931","3,362","1,330","2,032"
"Congressional District 6 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,643","633,489","441,308","91,353","3,093","80,192","116","3,782","13,645","48","13,597","96,154","67,856","4,621","3,811","459","0","15,953","3,454","1,315","2,139"
"Congressional District 7 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","804,318","657,103","366,915","161,014","916","104,266","625","3,171","20,196","928","19,268","147,215","90,942","4,559","1,397","120","0","45,903","4,294","2,846","1,448"
"Congressional District 8 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,584","655,897","423,837","205,572","911","12,239","41","1,792","11,505","283","11,222","46,687","27,735","3,832","329","318","0","10,954","3,519","1,774","1,745"
"Congressional District 9 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","719,802","629,558","554,538","52,891","1,427","9,094","532","2,069","9,007","19","8,988","90,244","69,592","562","67","91","0","18,488","1,444","1,385","59"
"Congressional District 10 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,265","686,815","473,231","186,165","908","12,261","39","1,558","12,653","1,543","11,110","39,450","28,185","387","76","201","257","7,927","2,417","1,681","736"
"Congressional District 11 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,746","666,827","503,594","116,894","972","27,387","396","2,493","15,091","1,926","13,165","77,919","42,536","1,362","1,163","363","0","28,314","4,181","2,223","1,958"
"Congressional District 12 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,146","668,738","394,350","248,923","845","9,875","0","2,514","12,231","244","11,987","44,408","24,518","948","389","1,169","0","13,904","3,480","2,212","1,268"
"Congressional District 13 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,256","664,945","200,482","434,464","153","17,980","2","1,215","10,649","462","10,187","90,311","44,638","6,665","51","60","78","34,472","4,347","3,459","888"
"Congressional District 14 (114th Congress), Georgia","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","704,108","624,201","539,822","60,776","1,142","7,833","133","2,057","12,438","391","12,047","79,907","53,273","66","167","1,124","51","21,246","3,980","3,274","706"
"Congressional District 1 (114th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","705,773","646,428","118,369","16,231","508","340,784","47,960","923","121,653","687","120,966","59,345","15,912","984","393","7,298","2,665","3,295","28,798","3,500","25,298"
"Congressional District 2 (114th Congress), Hawaii","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,830","636,470","207,783","11,299","1,731","176,635","77,492","771","160,759","276","160,483","89,360","30,188","1,130","1,267","6,551","6,115","5,146","38,963","3,023","35,940"
"Congressional District 1 (114th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","849,601","760,029","714,522","3,730","10,322","8,421","1,111","195","21,728","120","21,608","89,572","63,444","0","3,564","183","194","17,139","5,048","2,526","2,522"
"Congressional District 2 (114th Congress), Idaho","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","805,329","695,061","652,512","5,098","8,515","11,994","564","273","16,105","253","15,852","110,268","83,926","0","1,115","547","62","20,075","4,543","2,022","2,521"
"Congressional District 1 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,447","646,455","255,718","363,186","981","12,425","153","1,368","12,624","405","12,219","70,992","37,244","2,814","1,316","102","0","26,430","3,086","2,000","1,086"
"Congressional District 2 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","702,674","609,515","200,179","393,793","361","5,254","0","1,312","8,616","891","7,725","93,159","59,100","3,061","414","243","85","27,489","2,767","1,872","895"
"Congressional District 3 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","727,484","487,650","412,835","36,617","233","29,406","28","944","7,587","736","6,851","239,834","116,586","603","1,713","257","98","111,066","9,511","6,986","2,525"
"Congressional District 4 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","708,172","211,808","154,976","24,609","764","24,090","180","1,006","6,183","17","6,166","496,364","265,663","5,012","3,712","932","0","211,658","9,387","5,395","3,992"
"Congressional District 5 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,985","586,682","500,432","20,806","784","46,171","82","609","17,798","331","17,467","149,303","105,288","1,983","1,470","242","52","34,385","5,883","4,047","1,836"
"Congressional District 6 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","726,447","640,125","542,050","20,945","340","63,183","149","715","12,743","597","12,146","86,322","63,524","895","1,195","119","180","17,640","2,769","1,427","1,342"
"Congressional District 7 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,321","619,478","202,381","349,860","983","55,151","9","716","10,378","497","9,881","101,843","51,988","2,941","263","487","264","43,182","2,718","1,022","1,696"
"Congressional District 8 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","710,467","512,732","364,821","31,195","374","98,193","943","1,417","15,789","2,845","12,944","197,735","101,117","1,397","1,921","460","289","86,772","5,779","3,980","1,799"
"Congressional District 9 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","722,268","640,620","462,579","60,784","1,015","96,380","372","1,364","18,126","946","17,180","81,648","59,657","1,058","139","212","66","15,954","4,562","2,547","2,015"
"Congressional District 10 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","714,251","553,830","415,200","49,871","380","73,770","8","1,533","13,068","294","12,774","160,421","132,567","571","683","1,090","72","20,937","4,501","1,829","2,672"
"Congressional District 11 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,611","531,421","383,318","79,176","640","54,296","74","785","13,132","1,586","11,546","198,190","96,483","1,782","632","244","56","92,848","6,145","4,453","1,692"
"Congressional District 12 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","699,369","676,250","532,978","118,805","1,352","8,126","162","829","13,998","555","13,443","23,119","16,065","1,522","412","0","0","3,645","1,475","934","541"
"Congressional District 13 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","706,596","684,963","556,094","78,683","952","28,225","500","1,311","19,198","88","19,110","21,633","13,029","1,348","0","61","0","5,297","1,898","979","919"
"Congressional District 14 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","728,436","646,146","579,442","21,875","174","34,281","147","533","9,694","383","9,311","82,290","58,400","2,781","167","74","146","17,575","3,147","778","2,369"
"Congressional District 15 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","703,653","684,239","640,158","31,716","769","4,294","123","218","6,961","66","6,895","19,414","14,818","72","0","0","0","2,785","1,739","1,038","701"
"Congressional District 16 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,275","634,706","584,431","27,593","1,362","9,544","83","1,548","10,145","549","9,596","66,569","42,698","701","913","0","15","19,490","2,752","1,968","784"
"Congressional District 17 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","691,375","627,890","524,001","79,828","811","8,857","81","508","13,804","316","13,488","63,485","43,486","1,880","297","52","0","14,602","3,168","1,266","1,902"
"Congressional District 18 (114th Congress), Illinois","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,164","693,497","636,838","24,105","807","17,949","97","1,148","12,553","448","12,105","19,667","12,535","756","463","66","0","4,066","1,781","867","914"
"Congressional District 1 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","716,495","608,252","450,837","130,509","828","9,844","583","1,140","14,511","206","14,305","108,243","47,937","3,530","339","313","0","49,898","6,226","3,810","2,416"
"Congressional District 2 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,415","657,005","580,675","48,504","1,900","10,849","343","852","13,882","373","13,509","68,410","47,043","60","89","298","47","16,768","4,105","2,915","1,190"
"Congressional District 3 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","735,864","691,296","613,290","42,177","2,226","14,260","769","158","18,416","808","17,608","44,568","33,588","482","35","53","47","7,543","2,820","1,376","1,444"
"Congressional District 4 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,601","702,655","640,033","26,520","1,862","21,269","85","762","12,124","342","11,782","44,946","27,489","850","72","15","185","14,652","1,683","1,418","265"
"Congressional District 5 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,212","726,578","618,067","63,229","467","24,571","63","609","19,572","1,308","18,264","33,634","24,966","1,569","143","490","0","5,654","812","444","368"
"Congressional District 6 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","721,380","703,768","661,955","18,783","1,694","10,112","421","595","10,208","426","9,782","17,612","10,484","403","351","5","9","4,775","1,585","459","1,126"
"Congressional District 7 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","749,776","668,802","406,883","216,631","2,322","22,448","0","1,487","19,031","625","18,406","80,974","54,866","1,547","277","16","0","22,452","1,816","563","1,253"
"Congressional District 8 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,955","704,928","653,629","28,826","1,201","6,896","0","389","13,987","183","13,804","16,027","9,609","293","0","7","0","5,034","1,084","693","391"
"Congressional District 9 (114th Congress), Indiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","741,982","717,302","663,513","21,096","1,575","17,143","50","1,012","12,913","128","12,785","24,680","14,830","651","323","75","0","6,837","1,964","1,557","407"
"Congressional District 1 (114th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","771,888","743,238","686,402","28,499","2,441","10,272","1,294","1,070","13,260","446","12,814","28,650","14,385","318","403","0","40","10,959","2,545","1,059","1,486"
"Congressional District 2 (114th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","778,329","735,867","668,746","30,867","868","18,050","435","1,994","14,907","218","14,689","42,462","30,297","494","239","87","32","9,060","2,253","935","1,318"
"Congressional District 3 (114th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","812,464","757,980","683,018","32,698","1,997","24,442","884","216","14,725","180","14,545","54,484","40,531","1,034","1,680","73","119","9,685","1,362","967","395"
"Congressional District 4 (114th Congress), Iowa","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,218","712,496","672,311","12,284","3,513","15,370","408","7","8,603","125","8,478","48,722","30,982","416","413","211","70","14,413","2,217","1,096","1,121"
"Congressional District 1 (114th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,330","602,372","549,876","20,796","3,626","12,362","919","691","14,102","349","13,753","112,958","73,356","963","1,273","0","106","33,091","4,169","2,461","1,708"
"Congressional District 2 (114th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,752","668,136","590,642","30,698","10,007","11,459","61","400","24,869","228","24,641","47,616","35,221","771","1,633","0","268","6,713","3,010","882","2,128"
"Congressional District 3 (114th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","755,396","666,798","547,130","63,876","1,642","34,175","126","85","19,764","144","19,620","88,598","65,592","832","619","232","443","15,547","5,333","2,098","3,235"
"Congressional District 4 (114th Congress), Kansas","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,163","638,014","536,011","52,923","5,933","24,816","274","296","17,761","167","17,594","87,149","67,971","1,250","2,308","1,177","0","10,452","3,991","2,051","1,940"
"Congressional District 1 (114th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","723,466","704,103","634,021","51,734","1,429","3,409","607","500","12,403","47","12,356","19,363","13,169","822","257","0","0","2,690","2,425","1,669","756"
"Congressional District 2 (114th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","747,645","724,379","652,961","41,385","1,768","10,428","946","866","16,025","442","15,583","23,266","13,493","739","45","0","53","7,299","1,637","566","1,071"
"Congressional District 3 (114th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","742,828","705,989","507,061","156,545","1,340","18,851","424","1,080","20,688","472","20,216","36,839","30,171","1,385","375","146","0","4,258","504","399","105"
"Congressional District 4 (114th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","750,449","725,272","676,382","25,749","571","9,385","158","187","12,840","312","12,528","25,177","16,400","639","0","0","44","7,500","594","391","203"
"Congressional District 5 (114th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","707,534","700,000","679,386","10,512","1,385","2,235","240","172","6,070","18","6,052","7,534","5,350","135","71","0","49","1,284","645","393","252"
"Congressional District 6 (114th Congress), Kentucky","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","753,170","719,222","618,309","65,267","981","15,070","226","1,030","18,339","471","17,868","33,948","19,009","806","692","102","18","11,256","2,065","1,046","1,019"
"Congressional District 1 (114th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","806,140","735,842","580,890","112,594","8,597","16,405","142","1,789","15,425","430","14,995","70,298","58,208","1,083","85","81","37","7,678","3,126","1,916","1,210"
"Congressional District 2 (114th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","791,393","741,520","227,928","473,888","1,499","23,989","0","2,024","12,192","444","11,748","49,873","29,233","4,897","200","85","133","11,545","3,780","1,284","2,496"
"Congressional District 3 (114th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","782,417","752,924","529,174","190,132","2,824","12,491","80","1,785","16,438","259","16,179","29,493","21,309","630","470","53","0","5,390","1,641","642","999"
"Congressional District 4 (114th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","758,913","730,755","444,504","257,420","4,402","7,546","408","2,232","14,243","182","14,061","28,158","16,941","1,904","755","150","89","4,673","3,646","3,132","514"
"Congressional District 5 (114th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","746,021","729,136","447,896","268,521","1,548","3,113","70","573","7,415","397","7,018","16,885","11,847","1,063","310","16","0","2,790","859","533","326"
"Congressional District 6 (114th Congress), Louisiana","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","785,840","751,969","524,584","189,276","1,955","17,021","187","1,498","17,448","63","17,385","33,871","22,179","967","0","89","0","9,176","1,460","265","1,195"
"Congressional District 1 (114th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","672,009","660,795","626,135","8,952","1,961","9,216","121","299","14,111","99","14,012","11,214","7,563","699","437","135","0","1,260","1,120","533","587"
"Congressional District 2 (114th Congress), Maine","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","657,319","648,381","617,867","4,902","6,529","3,870","448","124","14,641","40","14,601","8,938","6,509","242","39","70","83","1,274","721","333","388"
"Congressional District 1 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","725,499","698,038","580,553","84,033","1,071","16,105","163","786","15,327","1,152","14,175","27,461","21,097","1,184","117","0","249","3,958","856","258","598"
"Congressional District 2 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","763,156","709,408","387,116","258,806","2,137","39,666","341","1,698","19,644","638","19,006","53,748","35,910","3,777","456","41","0","9,339","4,225","2,227","1,998"
"Congressional District 3 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","758,683","688,116","453,320","147,393","1,311","59,918","349","3,255","22,570","829","21,741","70,567","40,883","3,765","450","176","118","20,517","4,658","2,118","2,540"
"Congressional District 4 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","745,629","630,444","196,899","388,400","1,379","25,861","110","2,067","15,728","330","15,398","115,185","19,291","6,313","1,028","181","0","85,013","3,359","2,333","1,026"
"Congressional District 5 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","760,734","694,723","349,965","281,826","1,223","31,729","289","3,648","26,043","323","25,720","66,011","28,921","4,392","595","33","65","28,897","3,108","894","2,214"
"Congressional District 6 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,921","661,182","450,495","102,141","684","82,774","565","2,550","21,973","714","21,259","100,739","69,724","2,877","672","525","47","23,026","3,868","1,948","1,920"
"Congressional District 7 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","729,001","704,523","238,845","390,965","1,372","53,184","446","2,164","17,547","46","17,501","24,478","15,846","2,492","0","142","0","4,614","1,384","575","809"
"Congressional District 8 (114th Congress), Maryland","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,778","647,704","457,839","90,265","1,169","73,300","132","4,289","20,710","1,043","19,667","114,074","48,344","1,532","1,739","1,532","37","54,596","6,294","4,436","1,858"
"Congressional District 1 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","736,190","607,233","535,716","42,631","1,213","14,205","100","854","12,514","92","12,422","128,957","91,252","3,541","679","450","75","27,193","5,767","2,997","2,770"
"Congressional District 2 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","744,886","675,766","581,762","36,385","1,435","39,097","118","3,893","13,076","338","12,738","69,120","43,885","3,309","331","466","47","16,011","5,071","3,183","1,888"
"Congressional District 3 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","754,068","611,174","509,562","21,471","836","65,072","0","3,248","10,985","778","10,207","142,894","77,636","4,265","555","385","0","50,992","9,061","3,219","5,842"
"Congressional District 4 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","750,331","714,529","631,139","20,379","256","44,168","92","3,652","14,843","1,458","13,385","35,802","21,768","1,027","0","28","0","11,671","1,308","513","795"
"Congressional District 5 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","765,922","702,563","556,196","35,669","965","83,586","323","5,641","20,183","2,045","18,138","63,359","41,894","2,219","645","195","0","14,859","3,547","1,739","1,808"
"Congressional District 6 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","761,166","695,497","624,787","23,653","896","31,181","0","3,221","11,759","603","11,156","65,669","25,181","2,267","255","100","256","29,697","7,913","2,165","5,748"
"Congressional District 7 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","777,588","607,287","314,589","190,074","712","78,082","47","6,528","17,255","1,825","15,430","170,301","75,247","16,298","514","451","106","47,547","30,138","4,257","25,881"
"Congressional District 8 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","764,789","719,841","565,172","68,296","190","60,196","0","10,671","15,316","1,575","13,741","44,948","24,629","4,803","239","44","0","13,523","1,710","723","987"
"Congressional District 9 (114th Congress), Massachusetts","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","739,482","702,584","639,675","21,326","659","13,005","0","11,640","16,279","2,333","13,946","36,898","13,148","1,744","283","28","246","19,790","1,659","905","754"
"Congressional District 1 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","700,136","686,234","636,985","11,232","17,380","4,619","386","359","15,273","374","14,899","13,902","8,010","358","773","18","0","2,296","2,447","1,168","1,279"
"Congressional District 2 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","731,188","662,957","578,546","47,273","3,095","15,259","0","1,624","17,160","55","17,105","68,231","40,078","904","1,327","150","293","19,979","5,500","3,511","1,989"
"Congressional District 3 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","730,423","676,985","580,627","57,289","2,611","15,325","278","708","20,147","389","19,758","53,438","31,843","2,707","539","0","40","12,814","5,495","1,532","3,963"
"Congressional District 4 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","701,635","678,776","641,244","13,364","5,478","6,620","741","453","10,876","285","10,591","22,859","17,389","240","558","106","24","2,571","1,971","1,224","747"
"Congressional District 5 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","682,716","650,570","506,729","113,760","1,263","7,143","0","360","21,315","33","21,282","32,146","22,600","1,014","278","0","0","5,084","3,170","1,430","1,740"
"Congressional District 6 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","713,644","671,161","577,519","57,357","2,354","10,623","112","614","22,582","328","22,254","42,483","24,856","2,297","409","125","0","10,264","4,532","1,891","2,641"
"Congressional District 7 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","697,627","667,947","613,946","29,461","2,177","6,971","290","768","14,334","502","13,832","29,680","21,096","1,242","489","66","0","5,408","1,379","683","696"
"Congressional District 8 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","728,781","693,656","603,939","37,576","1,061","30,685","410","376","19,609","945","18,664","35,125","20,455","1,003","572","139","0","8,324","4,632","2,655","1,977"
"Congressional District 9 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","717,641","702,101","555,443","95,603","2,789","29,744","175","2,197","16,150","145","16,005","15,540","12,752","258","313","0","0","1,265","952","339","613"
"Congressional District 10 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","715,535","691,783","644,244","19,356","947","12,587","81","500","14,068","234","13,834","23,752","17,825","304","104","48","0","2,338","3,133","1,921","1,212"
"Congressional District 11 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","720,585","694,759","559,802","43,852","2,105","72,723","0","1,874","14,403","1,059","13,344","25,826","17,860","107","1,149","207","0","5,433","1,070","560","510"
"Congressional District 12 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","708,020","666,936","533,181","72,960","1,557","39,045","206","1,243","18,744","126","18,618","41,084","29,889","1,527","659","0","165","4,444","4,400","2,576","1,824"
"Congressional District 13 (114th Congress), Michigan","","","","","","","","","","","","","","","","","","","","",""
