Education<9th,HSNoDiploma,HSGraduate,SomeCollege,Associates,Bachelors,Graduate,MedianEarnings,year,state_po,district
3.13,5.08,29.69,22.87,10.95,18.89,9.39,50566.16,2016,HI,2
3.0,6.48,28.96,27.59,9.29,17.0,7.68,43350.0,2016,ID,1
4.53,6.02,25.78,26.29,9.94,18.66,8.77,41386.16,2016,ID,2
4.26,7.15,28.01,25.45,8.2,15.98,10.94,50613.76,2016,IL,1
4.31,7.55,30.49,26.96,8.65,14.5,7.55,48490.8,2016,IL,2
7.71,6.4,31.67,20.21,7.86,17.09,9.07,52388.560000000005,2016,IL,3
18.24,9.54,26.88,15.63,6.27,15.85,7.59,41413.36,2016,IL,4
4.49,4.43,18.5,14.92,5.66,30.81,21.19,70185.52,2016,IL,5
2.89,2.67,17.75,19.35,7.81,29.49,20.04,70434.40000000001,2016,IL,6
5.52,8.57,23.13,16.9,5.25,21.72,18.92,57125.44,2016,IL,7
8.46,6.9,22.65,21.08,7.61,23.28,10.01,54274.880000000005,2016,IL,8
4.81,4.57,17.51,15.5,6.2,29.75,21.66,61805.200000000004,2016,IL,9
5.98,4.7,20.42,19.0,5.55,25.99,18.36,59532.64000000001,2016,IL,10
7.42,6.46,24.31,20.67,7.73,21.27,12.14,55035.12,2016,IL,11
3.37,6.74,31.71,25.15,10.58,13.77,8.68,46979.840000000004,2016,IL,12
2.05,6.0,31.28,21.35,8.57,18.09,12.66,49814.08,2016,IL,13
2.81,3.11,23.75,21.79,8.53,25.03,14.97,65183.44,2016,IL,14
4.25,6.78,35.17,22.65,12.13,13.19,5.83,47084.560000000005,2016,IL,15
3.44,6.82,34.7,23.79,9.55,14.02,7.68,48829.44,2016,IL,16
3.83,8.72,35.16,24.3,9.61,12.18,6.2,42762.48,2016,IL,17
1.96,4.73,30.17,21.46,9.66,20.34,11.68,54978.00000000001,2016,IL,18
3.43,7.82,35.17,22.04,8.86,14.86,7.82,50568.880000000005,2016,IN,1
5.5,9.58,36.11,20.73,7.12,13.05,7.91,44363.200000000004,2016,IN,2
5.25,7.26,35.2,20.54,9.36,14.83,7.56,45583.12,2016,IN,3
3.0,6.58,34.55,21.92,8.19,16.6,9.15,49472.72,2016,IN,4
1.85,5.36,23.79,17.91,7.12,27.5,16.47,57446.4,2016,IN,5
3.19,8.08,39.95,20.37,8.65,12.44,7.32,47620.4,2016,IN,6
5.67,12.14,31.05,21.19,7.78,15.16,7.01,41482.72,2016,IN,7
3.59,8.34,38.31,20.63,9.46,12.41,7.26,43767.520000000004,2016,IN,8
2.73,7.08,35.21,20.57,8.6,16.19,9.62,49188.48,2016,IN,9
2.9,4.79,33.81,21.42,11.51,17.35,8.22,49671.280000000006,2016,IA,1
3.38,4.63,33.35,21.23,11.18,16.4,9.84,48690.72,2016,IA,2
3.02,5.72,28.35,20.62,11.01,21.98,9.28,53552.72,2016,IA,3
3.53,5.1,32.89,22.53,11.98,16.76,7.21,47613.600000000006,2016,IA,4
5.6,6.56,28.47,25.78,9.89,16.02,7.68,43772.96000000001,2016,KS,1
2.87,6.15,30.38,24.69,8.19,17.17,10.56,47945.44,2016,KS,2
3.04,4.42,19.59,18.66,7.28,29.93,17.07,57721.12,2016,KS,3
3.82,6.66,28.25,25.72,8.28,17.58,9.68,49400.64000000001,2016,KS,4
6.21,9.43,39.2,20.1,8.19,9.65,7.22,41485.44,2016,KY,1
6.37,8.26,35.71,21.56,8.32,11.76,8.02,43582.560000000005,2016,KY,2
3.17,6.71,27.63,21.47,8.31,19.4,13.29,48859.36,2016,KY,3
4.07,7.64,32.56,20.77,8.44,16.57,9.96,50655.920000000006,2016,KY,4
11.64,12.67,37.95,18.06,6.45,6.75,6.48,37043.68,2016,KY,5
5.68,7.64,28.54,20.62,7.44,17.17,12.91,46539.200000000004,2016,KY,6
4.73,7.82,30.19,22.16,5.71,19.37,10.02,50753.840000000004,2016,LA,1
5.79,12.35,31.7,22.29,5.12,14.52,8.23,42104.240000000005,2016,LA,2
6.29,10.58,36.13,20.48,6.35,13.91,6.27,48844.4,2016,LA,3
4.8,10.48,36.38,21.28,7.74,12.58,6.73,43377.200000000004,2016,LA,4
5.66,13.23,38.91,19.45,5.16,11.23,6.36,41250.16,2016,LA,5
3.73,7.15,32.07,20.99,6.77,19.18,10.1,56873.840000000004,2016,LA,6
2.16,4.08,29.09,18.29,9.06,24.05,13.27,49276.880000000005,2016,ME,1
3.51,6.86,36.4,20.11,10.38,14.85,7.9,42347.68,2016,ME,2
2.6,6.9,32.37,20.22,6.91,18.14,12.86,58452.8,2016,MD,1
3.76,7.81,28.78,21.63,6.94,18.66,12.42,57698.00000000001,2016,MD,2
3.87,5.24,20.81,16.68,6.07,24.88,22.45,69014.56000000001,2016,MD,3
7.06,6.06,25.46,21.34,7.03,19.47,13.57,61210.880000000005,2016,MD,4
3.79,4.76,26.86,22.33,7.32,19.98,14.95,72818.48000000001,2016,MD,5
4.65,5.83,24.35,17.49,6.73,21.83,19.12,63846.560000000005,2016,MD,6
3.4,7.93,25.84,19.75,6.04,20.31,16.73,57551.12,2016,MD,7
4.74,4.68,16.85,14.8,5.0,25.3,28.63,73010.24,2016,MD,8
4.54,7.5,30.82,18.54,9.54,17.3,11.76,53789.36,2016,MA,1
3.09,6.72,27.61,16.89,8.99,21.03,15.67,57555.200000000004,2016,MA,2
5.83,5.54,27.8,15.78,7.64,21.07,16.34,62357.36000000001,2016,MA,3
2.99,4.18,20.21,14.3,8.43,26.05,23.83,73590.96,2016,MA,4
3.61,3.23,19.5,12.69,5.08,26.66,29.22,71008.32,2016,MA,5
3.6,3.9,25.41,16.2,8.44,24.92,17.52,68998.24,2016,MA,6
9.05,6.86,23.07,13.76,5.03,22.5,19.72,55694.72,2016,MA,7
3.39,3.99,23.58,15.82,7.88,27.28,18.06,68976.48000000001,2016,MA,8
4.77,5.38,28.96,19.33,8.49,20.37,12.69,56332.560000000005,2016,MA,9
1.94,6.13,33.45,24.13,9.45,15.47,9.43,39498.48,2016,MI,1
3.36,6.91,31.78,23.34,9.55,17.24,7.81,44520.96000000001,2016,MI,2
2.92,6.47,28.67,22.7,9.06,20.09,10.09,47915.520000000004,2016,MI,3
2.74,7.08,35.84,24.07,9.59,12.96,7.72,43521.36,2016,MI,4
2.87,7.85,33.57,25.64,10.56,12.64,6.87,41854.0,2016,MI,5
2.73,6.26,29.58,23.47,9.88,17.08,10.99,47636.72,2016,MI,6
2.3,6.52,33.55,24.29,9.97,14.86,8.5,48942.32000000001,2016,MI,7
1.65,4.25,22.11,23.59,9.37,23.23,15.79,57451.840000000004,2016,MI,8
3.63,7.04,27.58,23.73,9.19,17.53,11.3,49963.68,2016,MI,9
2.94,6.29,32.74,24.15,11.07,14.47,8.34,51920.72,2016,MI,10
1.77,3.59,18.97,21.44,8.21,26.3,19.72,68285.6,2016,MI,11
3.57,6.99,25.55,21.4,8.21,18.36,15.91,52160.08,2016,MI,12
5.68,12.5,33.6,25.07,7.85,10.26,5.03,38063.68,2016,MI,13
4.09,8.93,25.32,24.67,7.28,16.96,12.76,42917.520000000004,2016,MI,14
3.24,4.56,30.45,21.54,11.99,18.38,9.83,50498.16,2016,MN,1
2.21,2.92,23.14,21.65,12.26,26.82,11.0,62516.48,2016,MN,2
1.5,2.9,18.29,19.5,9.82,31.66,16.32,66588.32,2016,MN,3
4.46,3.86,21.05,19.07,8.37,26.4,16.79,55429.520000000004,2016,MN,4
5.73,4.85,18.04,18.32,7.92,27.78,17.35,55041.920000000006,2016,MN,5
1.89,3.78,27.05,24.19,13.83,20.52,8.74,57587.840000000004,2016,MN,6
3.32,5.25,33.23,23.12,13.43,15.38,6.27,48934.16,2016,MN,7
1.82,5.47,33.37,24.74,12.29,15.14,7.17,47545.600000000006,2016,MN,8
6.25,11.06,31.48,22.76,8.6,13.13,6.72,43158.240000000005,2016,MS,1
7.26,12.36,32.22,21.97,8.5,10.89,6.8,37459.840000000004,2016,MS,2
4.65,9.38,29.3,21.82,9.61,15.3,9.93,44102.08,2016,MS,3
5.06,10.32,31.18,23.14,9.94,12.4,7.96,41994.08,2016,MS,4
3.33,8.76,26.3,23.72,7.35,17.4,13.15,43282.0,2016,MO,1
1.54,3.63,19.66,20.4,7.55,27.79,19.43,64310.32000000001,2016,MO,2
2.78,7.25,34.47,21.93,9.07,16.25,8.25,49861.68,2016,MO,3
3.81,7.88,33.91,21.41,7.8,15.6,9.59,42684.96000000001,2016,MO,4
4.36,7.45,30.99,22.76,7.2,17.1,10.14,47730.560000000005,2016,MO,5
3.25,6.06,33.95,21.71,7.72,17.94,9.38,50589.280000000006,2016,MO,6
3.43,7.7,32.86,25.01,7.03,15.28,8.69,42634.64000000001,2016,MO,7
6.07,11.72,36.46,22.06,8.11,9.96,5.61,40081.920000000006,2016,MO,8
2.04,4.41,31.49,22.85,8.61,20.41,10.2,43313.280000000006,2016,MT,0
3.36,4.89,27.06,22.99,11.79,19.3,10.6,48969.520000000004,2016,NE,1
3.84,4.76,21.32,23.56,8.06,25.05,13.42,55347.920000000006,2016,NE,2
4.44,5.65,32.65,24.71,10.68,14.94,6.93,43813.76,2016,NE,3
12.26,12.04,31.19,22.89,6.25,10.74,4.62,38090.880000000005,2016,NV,1
5.4,7.78,25.52,26.71,8.59,16.29,9.71,48338.48,2016,NV,2
2.68,4.33,25.12,27.23,8.81,20.89,10.94,55058.240000000005,2016,NV,3
5.76,8.41,30.21,27.1,8.67,13.29,6.55,45995.200000000004,2016,NV,4
2.0,4.75,28.18,19.24,9.57,23.25,13.01,57643.600000000006,2016,NH,1
1.9,5.15,28.82,19.17,9.89,20.6,14.48,57042.48,2016,NH,2
3.87,6.31,31.58,19.43,7.87,20.11,10.82,58320.880000000005,2016,NJ,1
5.44,8.49,35.47,17.81,7.44,17.22,8.12,48602.32000000001,2016,NJ,2
2.41,4.73,31.85,19.93,8.75,21.6,10.74,62445.76,2016,NJ,3
2.66,4.86,27.74,18.75,7.32,24.09,14.58,67379.84000000001,2016,NJ,4
3.04,4.16,24.52,16.05,6.17,29.43,16.63,71289.84000000001,2016,NJ,5
6.1,6.14,27.49,15.97,5.81,23.54,14.95,63226.4,2016,NJ,6
2.56,2.9,21.49,14.69,6.13,30.08,22.15,81971.28,2016,NJ,7
12.55,8.37,28.78,13.48,4.94,20.73,11.16,48810.4,2016,NJ,8
8.11,7.02,32.4,15.34,5.07,21.23,10.82,55376.48,2016,NJ,9
7.03,8.06,32.49,18.8,5.84,17.7,10.08,46948.560000000005,2016,NJ,10
2.51,3.06,22.67,14.11,5.65,30.58,21.41,82464.96,2016,NJ,11
5.59,5.02,25.56,15.13,5.4,23.34,19.95,65282.72,2016,NJ,12
5.64,7.41,24.33,23.61,7.44,16.41,15.16,43343.200000000004,2016,NM,1
8.49,10.5,29.64,23.48,7.81,11.89,8.19,37496.560000000005,2016,NM,2
6.16,8.05,26.72,23.76,7.92,14.72,12.67,43718.560000000005,2016,NM,3
3.1,5.01,28.3,19.23,10.08,18.47,15.81,68361.76000000001,2016,NY,1
6.01,5.95,30.81,18.55,8.7,17.51,12.48,61563.12,2016,NY,2
3.74,3.09,20.65,13.81,6.92,27.89,23.9,77948.40000000001,2016,NY,3
5.95,4.94,25.28,15.66,7.47,22.63,18.07,69293.36,2016,NY,4
9.93,9.81,28.97,18.79,8.17,16.39,7.93,49252.4,2016,NY,5
9.32,6.84,26.16,13.57,7.91,22.37,13.83,53336.48,2016,NY,6
15.22,12.69,24.13,10.86,4.12,20.17,12.81,48414.64000000001,2016,NY,7
7.78,9.26,28.25,16.51,7.26,19.45,11.5,50805.520000000004,2016,NY,8
7.09,7.75,26.22,14.91,6.69,21.79,15.55,51994.16,2016,NY,9
7.07,5.79,14.07,9.01,3.77,31.54,28.75,82815.84000000001,2016,NY,10
6.44,6.7,28.97,15.97,7.55,20.38,13.99,62821.12,2016,NY,11
3.64,2.96,9.72,8.7,3.48,40.05,31.45,96098.96,2016,NY,12
13.2,13.49,21.12,15.34,5.31,18.35,13.19,42693.12,2016,NY,13
14.04,10.49,29.68,13.44,6.81,17.06,8.5,45978.880000000005,2016,NY,14
19.87,16.23,27.38,16.95,5.7,10.45,3.41,34686.8,2016,NY,15
6.79,8.32,23.62,15.78,6.82,20.52,18.15,61030.00000000001,2016,NY,16
7.52,5.47,20.98,14.47,7.2,22.75,21.62,68217.6,2016,NY,17
3.56,5.31,28.0,19.16,9.39,19.92,14.66,62901.36000000001,2016,NY,18
2.95,7.42,32.56,17.38,11.41,15.07,13.21,50344.48,2016,NY,19
3.11,5.14,26.37,16.42,12.58,19.81,16.58,57528.00000000001,2016,NY,20
3.02,7.85,35.94,19.09,11.52,12.63,9.95,44268.0,2016,NY,21
3.58,6.88,34.39,19.08,12.64,13.45,9.98,48092.32000000001,2016,NY,22
3.19,6.76,34.95,16.65,12.17,13.89,12.39,46430.4,2016,NY,23
3.09,6.76,28.93,19.0,11.71,17.84,12.68,52712.240000000005,2016,NY,24
3.53,6.95,24.78,16.91,11.58,20.36,15.9,50808.240000000005,2016,NY,25
3.66,7.73,29.18,18.93,10.74,16.7,13.06,48921.920000000006,2016,NY,26
2.23,5.54,30.99,19.08,12.87,16.77,12.52,55794.00000000001,2016,NY,27
7.3,12.6,30.39,20.52,8.53,12.92,7.75,36696.880000000005,2016,NC,1
4.95,7.79,24.85,21.68,9.74,19.31,11.68,49233.36,2016,NC,2
3.49,6.61,29.43,24.84,11.09,16.7,7.84,43068.48,2016,NC,3
4.81,6.09,19.66,20.17,7.47,23.26,18.54,47610.880000000005,2016,NC,4
5.07,9.44,28.49,20.87,9.29,17.4,9.44,43597.520000000004,2016,NC,5
3.78,8.71,26.09,22.18,9.34,19.3,10.6,47757.76,2016,NC,6
6.36,8.38,27.87,22.49,10.76,15.81,8.32,42406.16,2016,NC,7
6.58,10.46,32.51,22.88,9.57,12.93,5.07,43156.880000000005,2016,NC,8
2.49,3.71,16.88,18.94,8.47,32.32,17.2,62424.00000000001,2016,NC,9
5.03,10.53,30.69,21.27,9.26,15.07,8.14,42442.880000000005,2016,NC,10
4.94,9.91,29.48,22.03,10.26,14.48,8.91,40556.560000000005,2016,NC,11
7.22,10.58,26.89,22.44,7.32,17.19,8.36,41052.96000000001,2016,NC,12
3.8,5.2,21.42,19.43,8.81,27.11,14.23,55519.280000000006,2016,NC,13
3.69,3.83,27.57,22.71,13.06,21.47,7.68,55407.76,2016,ND,0
2.33,6.34,28.72,19.66,8.76,21.89,12.29,53994.72,2016,OH,1
2.98,7.34,30.56,19.64,8.97,19.63,10.88,52021.36,2016,OH,2
3.7,8.93,30.82,22.28,7.07,17.84,9.36,42723.04,2016,OH,3
2.29,7.95,42.09,21.73,8.96,10.65,6.33,45993.840000000004,2016,OH,4
2.16,5.37,36.49,20.68,10.12,15.45,9.73,50045.280000000006,2016,OH,5
3.04,9.22,42.58,19.69,9.69,10.03,5.74,42572.08,2016,OH,6
5.41,7.13,39.97,19.79,8.19,13.04,6.47,44306.08,2016,OH,7
2.94,8.48,36.45,19.62,8.82,15.17,8.52,49017.12,2016,OH,8
3.3,10.31,34.08,21.87,8.87,14.26,7.32,42815.520000000004,2016,OH,9
2.77,6.5,28.9,23.34,9.43,16.72,12.33,48994.0,2016,OH,10
3.58,10.62,29.06,22.78,7.99,14.05,11.92,42750.240000000005,2016,OH,11
1.6,5.26,25.82,19.11,8.21,25.73,14.27,61186.4,2016,OH,12
2.75,7.62,39.2,20.75,8.27,13.7,7.72,42724.4,2016,OH,13
3.22,4.85,30.77,19.68,7.94,20.78,12.75,56116.32000000001,2016,OH,14
2.88,7.01,32.54,18.7,8.11,19.14,11.62,54591.76,2016,OH,15
2.41,4.84,32.14,20.04,8.32,20.48,11.78,55152.08,2016,OH,16
3.87,6.51,27.51,24.19,8.56,20.16,9.21,48692.08,2016,OK,1
4.33,11.37,36.56,22.77,7.64,12.29,5.03,41626.880000000005,2016,OK,2
4.52,8.25,35.46,22.44,7.23,14.95,7.15,43929.36,2016,OK,3
2.86,7.56,31.87,26.17,7.47,15.89,8.18,47821.68,2016,OK,4
5.67,8.54,26.95,22.92,6.02,18.93,10.97,44255.76,2016,OK,5
3.64,5.15,18.85,23.01,8.94,25.29,15.13,55228.240000000005,2016,OR,1
3.83,6.72,28.58,27.77,9.1,15.26,8.75,40330.8,2016,OR,2
4.09,6.16,18.76,23.56,7.56,24.68,15.18,47799.920000000006,2016,OR,3
2.72,7.22,25.88,28.83,9.45,16.17,9.73,41708.48,2016,OR,4
4.11,6.22,25.05,25.94,8.79,19.15,10.74,48044.72,2016,OR,5
6.13,10.96,35.5,15.73,5.69,15.76,10.22,48520.72,2016,PA,1
3.59,10.13,28.35,17.39,4.92,19.32,16.31,48504.4,2016,PA,2
2.78,6.71,41.24,15.36,8.81,16.17,8.94,46513.36,2016,PA,3
3.48,7.13,38.14,17.29,8.49,16.59,8.89,50562.08,2016,PA,4
2.58,6.59,43.34,14.7,9.02,14.88,8.89,44667.840000000004,2016,PA,5
2.28,4.79,28.46,14.43,7.52,25.91,16.6,67148.64,2016,PA,6
2.7,4.63,28.56,14.73,7.0,24.24,18.14,68068.0,2016,PA,7
1.73,4.98,29.05,16.6,8.57,23.59,15.48,67979.6,2016,PA,8
3.58,7.74,47.46,14.11,8.67,11.64,6.79,46148.880000000005,2016,PA,9
3.81,8.25,41.92,16.41,8.3,13.99,7.32,45642.96000000001,2016,PA,10
3.02,7.42,40.95,16.64,9.15,14.31,8.5,48730.16,2016,PA,11
1.97,4.88,35.59,15.76,9.37,19.34,13.1,53657.44,2016,PA,12
5.13,6.89,29.71,16.11,7.86,21.29,13.03,54812.08,2016,PA,13
2.05,6.08,32.41,17.23,9.32,18.78,14.13,48210.64000000001,2016,PA,14
3.63,7.57,34.33,16.58,9.32,16.89,11.68,51591.600000000006,2016,PA,15
6.7,8.98,35.46,15.95,7.34,16.18,9.37,47636.72,2016,PA,16
3.32,8.1,40.19,17.32,9.41,13.94,7.73,47265.44,2016,PA,17
1.94,4.1,32.36,15.61,10.64,22.57,12.79,56569.200000000004,2016,PA,18
6.42,7.35,28.14,17.86,7.51,18.98,13.73,54530.560000000005,2016,RI,1
4.62,6.26,27.82,19.06,9.52,19.68,13.03,57159.44,2016,RI,2
2.18,4.68,23.49,21.17,8.87,25.7,13.9,52780.240000000005,2016,SC,1
3.74,6.85,26.01,20.57,9.37,20.86,12.6,49873.920000000006,2016,SC,2
5.5,11.04,31.96,21.13,10.56,12.88,6.93,42044.4,2016,SC,3
5.71,9.44,25.73,20.23,8.74,19.52,10.63,43949.76,2016,SC,4
4.44,10.94,31.22,20.45,9.82,15.6,7.54,44413.520000000004,2016,SC,5
5.06,11.96,34.42,20.25,9.16,12.27,6.88,36986.560000000005,2016,SC,6
4.66,10.47,34.09,20.75,9.48,13.37,7.18,37842.0,2016,SC,7
3.45,5.44,31.25,21.3,11.06,19.63,7.87,46577.280000000006,2016,SD,0
6.65,10.15,37.52,19.06,7.41,12.41,6.8,38632.16,2016,TN,1
4.52,6.84,30.65,20.87,7.21,17.61,12.31,45720.48,2016,TN,2
5.99,10.45,34.84,19.18,7.08,13.91,8.55,43022.240000000005,2016,TN,3
5.78,9.2,35.14,20.92,7.33,14.24,7.38,45215.920000000006,2016,TN,4
5.14,7.17,25.48,19.34,6.44,22.45,13.97,48270.48,2016,TN,5
5.27,8.79,37.42,20.58,6.38,14.75,6.8,44799.76,2016,TN,6
4.24,7.41,32.68,20.42,6.86,17.92,10.47,48519.36,2016,TN,7
4.68,7.74,32.83,20.4,5.86,17.38,11.1,50919.76,2016,TN,8
5.42,10.09,31.56,23.93,5.76,13.91,9.34,39151.68,2016,TN,9
6.47,11.28,29.86,24.24,7.87,13.65,6.62,43125.600000000006,2016,TX,1
6.19,5.76,20.07,21.53,6.35,25.34,14.76,63431.76,2016,TX,2
3.83,2.89,14.25,19.31,7.17,33.9,18.65,70989.28,2016,TX,3
5.35,8.83,34.13,24.58,7.62,13.09,6.38,47114.48,2016,TX,4
8.65,11.6,30.1,22.66,7.0,13.46,6.52,42970.560000000005,2016,TX,5
5.51,7.17,24.18,25.22,8.09,20.87,8.95,54791.68000000001,2016,TX,6
7.04,3.97,16.88,18.09,5.4,28.7,19.92,64269.520000000004,2016,TX,7
6.49,8.04,27.0,21.25,7.61,19.33,10.27,56280.880000000005,2016,TX,8
13.51,8.64,25.06,22.09,5.56,16.37,8.77,41277.36,2016,TX,9
6.9,6.17,21.63,20.59,6.43,25.39,12.9,56537.920000000006,2016,TX,10
7.52,10.42,29.72,24.83,6.51,14.67,6.32,50106.48,2016,TX,11
4.82,6.87,26.35,24.79,7.03,20.4,9.74,54972.560000000005,2016,TX,12
7.53,9.82,30.18,24.33,7.59,14.35,6.2,45262.16,2016,TX,13
6.76,8.37,28.46,24.03,8.17,16.35,7.85,56082.32000000001,2016,TX,14
18.39,13.25,24.36,19.53,5.8,12.75,5.92,34776.560000000005,2016,TX,15
11.29,8.87,25.04,23.53,6.98,17.16,7.12,41743.840000000004,2016,TX,16
6.09,7.49,25.08,22.02,8.66,19.86,10.79,48681.200000000004,2016,TX,17
12.91,12.01,27.48,20.98,5.61,13.58,7.43,42034.880000000005,2016,TX,18
8.12,9.64,30.83,24.17,6.77,13.42,7.05,43364.96000000001,2016,TX,19
9.1,10.12,26.37,23.39,7.76,15.72,7.54,43483.280000000006,2016,TX,20
3.55,4.08,18.41,22.35,7.06,28.85,15.7,56450.880000000005,2016,TX,21
4.81,4.53,19.52,19.37,7.07,27.48,17.23,70865.52,2016,TX,22
13.3,10.96,27.52,20.76,6.38,13.71,7.39,43838.240000000005,2016,TX,23
4.92,4.81,18.09,20.55,6.98,28.3,16.35,60479.200000000004,2016,TX,24
4.24,5.7,23.03,22.26,7.71,24.08,12.96,55648.48,2016,TX,25
3.37,4.13,19.32,23.86,7.76,28.09,13.46,63165.200000000004,2016,TX,26
8.57,10.52,30.85,23.07,7.7,13.11,6.18,44042.240000000005,2016,TX,27
16.79,12.57,27.42,18.31,6.52,12.46,5.93,39157.12,2016,TX,28
23.71,15.26,30.01,17.08,4.88,6.88,2.18,37005.600000000006,2016,TX,29
11.71,12.73,27.34,22.42,5.79,13.48,6.52,42600.64000000001,2016,TX,30
3.65,4.3,22.99,24.5,9.36,23.32,11.87,55010.64000000001,2016,TX,31
6.9,6.25,17.48,20.38,6.03,27.39,15.58,56664.4,2016,TX,32
25.06,17.35,28.11,15.39,3.66,7.75,2.68,34983.280000000006,2016,TX,33
19.54,13.69,27.9,18.12,6.17,10.45,4.12,33080.64,2016,TX,34
12.31,10.57,30.88,21.3,6.04,13.12,5.78,38874.240000000005,2016,TX,35
6.31,9.81,33.09,24.34,8.22,12.58,5.64,56313.520000000004,2016,TX,36
2.91,5.11,27.5,26.9,8.83,19.78,8.96,50466.880000000005,2016,UT,1
3.08,6.36,25.06,25.53,8.77,19.03,12.17,47239.600000000006,2016,UT,2
2.04,4.59,17.55,26.48,9.77,26.82,12.74,50581.12,2016,UT,3
3.34,6.23,26.12,26.34,9.34,19.58,9.05,50026.240000000005,2016,UT,4
2.8,5.51,28.98,17.11,8.64,22.3,14.65,49679.44,2016,VT,0
3.42,5.57,25.44,22.07,8.55,20.23,14.73,61735.840000000004,2016,VA,1
2.86,5.77,24.81,25.55,10.11,19.67,11.24,52816.96000000001,2016,VA,2
4.73,9.41,29.2,23.57,8.47,15.88,8.74,42383.04,2016,VA,3
4.01,7.22,28.53,24.32,8.61,17.25,10.05,54570.00000000001,2016,VA,4
5.42,8.69,30.26,21.2,7.95,14.86,11.61,45424.0,2016,VA,5
5.55,7.83,32.92,19.68,7.8,16.53,9.69,44032.72,2016,VA,6
2.94,5.71,23.95,19.36,6.89,25.23,15.92,57780.96000000001,2016,VA,7
5.89,4.11,12.89,12.61,4.87,29.0,30.63,81668.0,2016,VA,8
6.82,10.26,32.88,21.06,8.26,12.83,7.89,43521.36,2016,VA,9
3.48,4.19,16.81,14.79,5.98,30.96,23.79,78522.32,2016,VA,10
4.48,4.18,15.47,15.44,5.69,29.36,25.38,76052.56000000001,2016,VA,11
2.48,3.84,19.87,20.67,10.0,27.51,15.62,69899.92,2016,WA,1
2.79,5.25,23.77,27.18,10.03,21.01,9.97,55488.00000000001,2016,WA,2
3.44,6.67,26.67,28.43,10.52,15.7,8.57,51908.48,2016,WA,3
12.89,8.0,27.36,21.98,9.19,13.11,7.47,43182.72,2016,WA,4
2.39,5.29,25.92,26.9,11.29,17.32,10.9,43630.16,2016,WA,5
2.13,5.33,25.89,27.96,9.88,18.06,10.76,50710.32000000001,2016,WA,6
1.93,3.28,11.72,16.94,6.78,35.31,24.04,70941.68000000001,2016,WA,7
3.66,5.71,24.75,23.02,9.55,22.17,11.13,63310.72,2016,WA,8
5.57,4.02,20.06,20.83,8.23,26.12,15.17,59138.240000000005,2016,WA,9
3.04,5.68,26.92,26.67,11.41,17.19,9.09,52455.200000000004,2016,WA,10
3.1,8.24,39.57,19.2,7.36,13.75,8.79,43415.280000000006,2016,WV,1
4.18,8.74,40.49,18.12,6.97,12.41,9.09,46325.68,2016,WV,2
6.14,11.7,42.07,19.12,6.43,8.92,5.63,38942.240000000005,2016,WV,3
2.59,6.27,31.19,22.89,10.2,17.8,9.06,53537.76,2016,WI,1
2.41,4.1,24.07,19.42,9.97,24.54,15.5,54605.36,2016,WI,2
2.77,5.07,33.81,21.72,12.18,16.17,8.28,47420.48,2016,WI,3
5.54,9.74,27.4,23.33,6.84,17.82,9.33,43779.76,2016,WI,4
2.1,3.81,26.86,21.64,9.73,24.16,11.72,58592.880000000005,2016,WI,5
3.0,5.67,35.25,20.69,10.83,17.28,7.27,50194.880000000005,2016,WI,6
3.07,5.47,35.76,21.29,12.14,15.2,7.07,47175.68,2016,WI,7
2.48,4.99,35.19,19.86,11.82,18.4,7.26,51397.12,2016,WI,8
2.0,5.83,28.77,26.3,10.86,17.26,8.98,51422.96000000001,2016,WY,0
3.26,8.98,33.52,21.19,8.08,16.42,8.56,46583.6,2018,AL,1
4.54,10.73,32.62,20.19,8.82,14.47,8.64,42079.82,2018,AL,2
4.88,9.55,31.46,23.54,8.88,12.66,9.03,45062.69,2018,AL,3
6.04,11.79,34.39,21.64,8.27,10.73,7.14,45099.37,2018,AL,4
3.47,7.56,27.0,21.57,8.46,20.14,11.8,48500.130000000005,2018,AL,5
2.66,5.82,25.73,20.0,8.17,23.42,14.21,59325.97,2018,AL,6
4.32,11.37,33.49,21.82,8.32,13.35,7.32,39423.14,2018,AL,7
2.96,5.36,27.65,26.37,8.87,17.95,10.85,58973.58,2018,AK,0
4.86,8.88,26.84,26.49,7.6,15.07,10.26,44386.73,2018,AZ,1
2.65,5.26,19.84,26.49,10.34,20.02,15.4,46819.4,2018,AZ,2
9.93,13.13,27.96,24.52,7.7,11.14,5.62,39852.82,2018,AZ,3
4.1,8.25,30.36,29.41,8.63,11.92,7.34,43684.57,2018,AZ,4
2.21,3.75,22.72,26.17,9.11,23.94,12.1,58935.590000000004,2018,AZ,5
2.72,3.82,18.13,22.6,8.28,27.17,17.27,60152.58,2018,AZ,6
16.9,14.28,28.2,20.1,6.76,9.42,4.34,38849.36,2018,AZ,7
2.74,5.53,25.04,25.73,10.31,19.98,10.68,54659.75,2018,AZ,8
4.32,5.56,18.47,23.08,8.92,24.36,15.3,52765.490000000005,2018,AZ,9
5.46,9.77,39.23,20.76,8.35,10.85,5.58,40796.020000000004,2018,AR,1
2.81,6.81,30.3,22.23,7.36,18.44,12.05,48827.630000000005,2018,AR,2
5.44,8.53,29.12,21.63,6.52,19.09,9.66,45894.54,2018,AR,3
4.78,9.82,37.97,23.86,6.36,11.16,6.06,41557.130000000005,2018,AR,4
