year,state_po,district,republican_victory,republican_president,midterm,pvi
2014,OH,8,True,False,True,14.93
2014,OH,9,False,False,True,-16.06
2014,OH,10,True,False,True,3.12
2014,OH,11,False,False,True,-31.13
2014,OH,12,True,False,True,7.52
2014,OH,13,False,False,True,-11.25
2014,OH,14,True,False,True,3.74
2014,OH,15,True,False,True,5.3
2014,OH,16,True,False,True,6.03
2014,OK,1,True,False,True,17.77
2014,OK,2,True,False,True,19.68
2014,OK,3,True,False,True,26.06
2014,OK,4,True,False,True,19.24
2014,OK,5,True,False,True,11.64
2014,OR,1,False,False,True,-7.07
2014,OR,2,True,False,True,10.07
2014,OR,3,False,False,True,-22.24
2014,OR,4,False,False,True,-1.71
2014,OR,5,False,False,True,-0.02
2014,PA,1,False,False,True,-29.4
2014,PA,2,False,False,True,-38.65
2014,PA,3,True,False,True,7.92
2014,PA,4,True,False,True,9.42
2014,PA,5,True,False,True,8.93
2014,PA,6,True,False,True,2.42
2014,PA,7,True,False,True,2.31
2014,PA,8,True,False,True,1.48
2014,PA,9,True,False,True,14.78
2014,PA,10,True,False,True,12.42
2014,PA,11,True,False,True,6.54
2014,PA,12,True,False,True,9.97
2014,PA,13,False,False,True,-13.99
2014,PA,14,False,False,True,-16.23
2014,PA,15,True,False,True,2.81
2014,PA,16,True,False,True,4.63
2014,PA,17,False,False,True,-4.11
2014,PA,18,True,False,True,10.24
2014,RI,1,False,False,True,-14.98
2014,RI,2,False,False,True,-8.61
2014,SC,1,True,False,True,11.03
2014,SC,2,True,False,True,15.34
2014,SC,3,True,False,True,17.65
2014,SC,4,True,False,True,15.2
2014,SC,5,True,False,True,8.34
2014,SC,6,False,False,True,-21.19
2014,SC,7,True,False,True,7.23
2014,SD,0,True,False,True,10.38
2014,TN,1,True,False,True,25.56
2014,TN,2,True,False,True,20.04
2014,TN,3,True,False,True,16.28
2014,TN,4,True,False,True,17.97
2014,TN,5,False,False,True,-4.76
2014,TN,6,True,False,True,21.44
2014,TN,7,True,False,True,18.18
2014,TN,8,True,False,True,18.85
2014,TN,9,False,False,True,-26.28
2014,TX,1,True,False,True,23.91
2014,TX,2,True,False,True,15.9
2014,TX,3,True,False,True,16.9
2014,TX,4,True,False,True,26.17
2014,TX,5,True,False,True,16.92
2014,TX,6,True,False,True,10.79
2014,TX,7,True,False,True,12.82
2014,TX,8,True,False,True,29.29
2014,TX,9,False,False,True,-25.73
2014,TX,10,True,False,True,11.89
2014,TX,11,True,False,True,31.69
2014,TX,12,True,False,True,19.33
2014,TX,13,True,False,True,32.71
2014,TX,14,True,False,True,11.81
2014,TX,15,False,False,True,-5.58
2014,TX,16,False,False,True,-12.64
2014,TX,17,True,False,True,13.21
2014,TX,18,False,False,True,-24.56
2014,TX,19,True,False,True,26.31
2014,TX,20,False,False,True,-7.14
2014,TX,21,True,False,True,12.61
2014,TX,22,True,False,True,14.78
2014,TX,23,True,False,True,3.33
2014,TX,24,True,False,True,13.2
2014,TX,25,True,False,True,12.56
2014,TX,26,True,False,True,20.16
2014,TX,27,True,False,True,13.26
2014,TX,28,False,False,True,-7.96
2014,TX,29,False,False,True,-13.25
2014,TX,30,False,False,True,-27.46
2014,TX,31,True,False,True,12.26
2014,TX,32,True,False,True,9.72
2014,TX,33,False,False,True,-19.37
2014,TX,34,False,False,True,-8.75
2014,TX,35,False,False,True,-12.02
2014,TX,36,True,False,True,25.44
2014,UT,1,True,False,True,29.11
2014,UT,2,True,False,True,20.0
2014,UT,3,True,False,True,29.84
2014,UT,4,True,False,True,18.59
2014,VT,0,False,False,True,-16.02
2014,VA,1,True,False,True,5.9
2014,VA,2,True,False,True,1.61
2014,VA,3,False,False,True,-27.2
2014,VA,4,True,False,True,3.11
2014,VA,5,True,False,True,5.33
2014,VA,6,True,False,True,11.68
2014,VA,7,True,False,True,9.68
2014,VA,8,False,False,True,-16.34
2014,VA,9,True,False,True,15.48
2014,VA,10,True,False,True,2.47
2014,VA,11,False,False,True,-10.72
2014,WA,1,False,False,True,-3.58
2014,WA,2,False,False,True,-8.71
2014,WA,3,True,False,True,2.54
2014,WA,4,True,False,True,13.29
2014,WA,5,True,False,True,6.81
2014,WA,6,False,False,True,-5.43
2014,WA,7,False,False,True,-29.08
2014,WA,8,True,False,True,1.2
2014,WA,9,False,False,True,-17.34
2014,WA,10,False,False,True,-5.52
2014,WV,1,True,False,True,14.55
2014,WV,2,True,False,True,12.2
2014,WV,3,True,False,True,16.46
2014,WI,1,True,False,True,3.65
2014,WI,2,False,False,True,-17.23
2014,WI,3,False,False,True,-4.36
2014,WI,4,False,False,True,-23.39
2014,WI,5,True,False,True,13.27
2014,WI,6,True,False,True,5.15
2014,WI,7,True,False,True,2.57
2014,WI,8,True,False,True,2.71
2014,WY,0,True,False,True,22.41
2016,AL,1,True,False,False,14.46
2016,AL,2,True,False,False,16.06
2016,AL,3,True,False,False,15.34
2016,AL,4,True,False,False,27.71
2016,AL,5,True,False,False,16.73
2016,AL,6,True,False,False,27.43
2016,AL,7,False,False,False,-20.25
2016,AK,0,True,False,False,10.65
2016,AZ,1,False,False,False,3.76
2016,AZ,2,True,False,False,3.11
2016,AZ,3,False,False,False,-9.15
2016,AZ,4,True,False,False,19.99
2016,AZ,5,True,False,False,16.86
2016,AZ,6,True,False,False,12.38
2016,AZ,7,False,False,False,-18.73
2016,AZ,8,True,False,False,14.64
2016,AZ,9,False,False,False,0.17
2016,AR,1,True,False,False,14.3
2016,AR,2,True,False,False,8.15
2016,AR,3,True,False,False,19.32
2016,AR,4,True,False,False,15.26
2016,CA,1,True,False,False,10.19
2016,CA,2,False,False,False,-19.94
2016,CA,3,False,False,False,-3.53
2016,CA,4,True,False,False,10.91
2016,CA,5,False,False,False,-19.54
2016,CA,6,False,False,False,-18.26
2016,CA,7,False,False,False,0.19
2016,CA,8,True,False,False,9.46
2016,CA,9,False,False,False,-6.36
2016,CA,10,True,False,False,0.68
2016,CA,11,False,False,False,-17.27
2016,CA,12,False,False,False,-34.6
2016,CA,13,False,False,False,-38.07
2016,CA,14,False,False,False,-23.48
2016,CA,15,False,False,False,-16.96
2016,CA,16,False,False,False,-7.18
2016,CA,17,False,False,False,-20.76
2016,CA,18,False,False,False,-18.28
2016,CA,19,False,False,False,-19.79
2016,CA,20,False,False,False,-20.78
2016,CA,21,True,False,False,-2.6
2016,CA,22,True,False,False,9.78
2016,CA,23,True,False,False,15.31
2016,CA,24,False,False,False,-3.83
2016,CA,25,True,False,False,3.04
2016,CA,26,False,False,False,-3.47
2016,CA,27,False,False,False,-11.46
2016,CA,28,False,False,False,-20.2
2016,CA,29,False,False,False,-26.07
2016,CA,30,False,False,False,-14.7
2016,CA,31,False,False,False,-5.93
2016,CA,32,False,False,False,-13.59
2016,CA,33,False,False,False,-10.55
2016,CA,34,False,False,False,-31.98
2016,CA,35,False,False,False,-15.86
2016,CA,36,False,False,False,0.8
2016,CA,37,False,False,False,-34.51
2016,CA,38,False,False,False,-13.05
2016,CA,39,True,False,False,4.17
2016,CA,40,False,False,False,-29.97
2016,CA,41,False,False,False,-9.92
2016,CA,42,True,False,False,9.62
2016,CA,43,False,False,False,-26.68
2016,CA,44,False,False,False,-33.18
2016,CA,45,True,False,False,7.46
2016,CA,46,False,False,False,-9.79
2016,CA,47,False,False,False,-8.73
2016,CA,48,True,False,False,7.52
2016,CA,49,True,False,False,4.78
2016,CA,50,True,False,False,13.58
2016,CA,51,False,False,False,-17.36
2016,CA,52,False,False,False,-1.61
2016,CA,53,False,False,False,-10.35
2016,CO,1,False,False,False,-18.49
2016,CO,2,False,False,False,-7.75
2016,CO,3,True,False,False,4.9
2016,CO,4,True,False,False,11.62
2016,CO,5,True,False,False,12.83
2016,CO,6,True,False,False,-0.66
2016,CO,7,False,False,False,-5.45
2016,CT,1,False,False,False,-12.28
2016,CT,2,False,False,False,-5.04
2016,CT,3,False,False,False,-10.94
2016,CT,4,False,False,False,-4.28
2016,CT,5,False,False,False,-2.5
2016,DE,0,False,False,False,-7.85
2016,FL,1,True,False,False,21.4
2016,FL,2,True,False,False,5.27
2016,FL,3,True,False,False,13.98
2016,FL,4,True,False,False,19.13
2016,FL,5,False,False,False,-21.33
2016,FL,6,True,False,False,9.6
2016,FL,7,False,False,False,4.44
2016,FL,8,True,False,False,9.33
2016,FL,9,False,False,False,-9.17
2016,FL,10,False,False,False,6.06
2016,FL,11,True,False,False,11.05
2016,FL,12,True,False,False,6.6
2016,FL,13,False,False,False,1.36
2016,FL,14,False,False,False,-13.32
2016,FL,15,True,False,False,5.96
2016,FL,16,True,False,False,6.27
2016,FL,17,True,False,False,10.0
2016,FL,18,True,False,False,3.59
2016,FL,19,True,False,False,12.46
2016,FL,20,False,False,False,-30.17
2016,FL,21,False,False,False,-9.28
2016,FL,22,False,False,False,-2.95
2016,FL,23,False,False,False,-9.27
2016,FL,24,False,False,False,-34.94
2016,FL,25,True,False,False,3.89
2016,FL,26,True,False,False,-0.32
2016,FL,27,True,False,False,0.13
2016,GA,1,True,False,False,8.62
2016,GA,2,False,False,False,-6.33
2016,GA,3,True,False,False,18.73
2016,GA,4,False,False,False,-21.53
2016,GA,5,False,False,False,-31.87
2016,GA,6,True,False,False,13.85
2016,GA,7,True,False,False,13.33
2016,GA,8,True,False,False,14.5
2016,GA,9,True,False,False,30.75
2016,GA,10,True,False,False,14.56
2016,GA,11,True,False,False,19.69
2016,GA,12,True,False,False,8.29
2016,GA,13,False,False,False,-17.03
2016,GA,14,True,False,False,26.1
2016,HI,1,False,False,False,-18.38
2016,HI,2,False,False,False,-20.87
2016,ID,1,True,False,False,18.54
2016,ID,2,True,False,False,17.38
2016,IL,1,False,False,False,-27.55
2016,IL,2,False,False,False,-29.03
2016,IL,3,False,False,False,-5.0
2016,IL,4,False,False,False,-29.93
2016,IL,5,False,False,False,-15.92
2016,IL,6,True,False,False,5.08
2016,IL,7,False,False,False,-36.2
2016,IL,8,False,False,False,-7.04
2016,IL,9,False,False,False,-14.55
2016,IL,10,False,False,False,-7.25
2016,IL,11,False,False,False,-7.4
2016,IL,12,True,False,False,0.42
2016,IL,13,True,False,False,1.03
2016,IL,14,True,False,False,6.0
2016,IL,15,True,False,False,15.45
2016,IL,16,True,False,False,5.01
2016,IL,17,False,False,False,-6.71
2016,IL,18,True,False,False,12.62
2016,IN,1,False,False,False,-10.13
2016,IN,2,True,False,False,7.69
2016,IN,3,True,False,False,14.28
2016,IN,4,True,False,False,12.82
2016,IN,5,True,False,False,9.57
2016,IN,6,True,False,False,12.72
2016,IN,7,False,False,False,-12.34
2016,IN,8,True,False,False,9.89
2016,IN,9,True,False,False,9.52
2016,IA,1,True,False,False,-5.08
2016,IA,2,False,False,False,-4.53
2016,IA,3,True,False,False,-0.02
2016,IA,4,True,False,False,5.72
2016,KS,1,True,False,False,23.29
2016,KS,2,True,False,False,8.41
2016,KS,3,True,False,False,6.18
2016,KS,4,True,False,False,14.62
2016,KY,1,True,False,False,18.59
2016,KY,2,True,False,False,16.2
2016,KY,3,False,False,False,-4.22
2016,KY,4,True,False,False,16.4
2016,KY,5,True,False,False,26.62
2016,KY,6,True,False,False,8.73
2016,LA,1,True,False,False,25.35
2016,LA,2,False,False,False,-23.77
2016,LA,3,True,False,False,19.14
2016,LA,4,True,False,False,12.14
2016,LA,5,True,False,False,14.37
2016,LA,6,True,False,False,20.08
2016,ME,1,False,False,False,-8.82
2016,ME,2,True,False,False,-2.26
2016,MD,1,True,False,False,14.03
2016,MD,2,False,False,False,-11.22
2016,MD,3,False,False,False,-9.94
2016,MD,4,False,False,False,-26.09
2016,MD,5,False,False,False,-14.5
2016,MD,6,False,False,False,-3.93
2016,MD,7,False,False,False,-24.75
2016,MD,8,False,False,False,-11.21
2016,MA,1,False,False,False,-12.83
2016,MA,2,False,False,False,-8.04
2016,MA,3,False,False,False,-5.95
2016,MA,4,False,False,False,-6.06
2016,MA,5,False,False,False,-14.25
2016,MA,6,False,False,False,-3.61
2016,MA,7,False,False,False,-31.67
2016,MA,8,False,False,False,-6.5
2016,MA,9,False,False,False,-4.47
2016,MI,1,True,False,False,5.36
2016,MI,2,True,False,False,7.58
2016,MI,3,True,False,False,5.06
2016,MI,4,True,False,False,5.3
2016,MI,5,False,False,False,-9.6
2016,MI,6,True,False,False,1.9
2016,MI,7,True,False,False,3.14
2016,MI,8,True,False,False,2.88
2016,MI,9,False,False,False,-5.67
2016,MI,10,True,False,False,7.03
2016,MI,11,True,False,False,4.17
2016,MI,12,False,False,False,-14.79
2016,MI,13,False,False,False,-33.59
2016,MI,14,False,False,False,-29.01
2016,MN,1,False,False,False,1.33
2016,MN,2,True,False,False,2.02
2016,MN,3,True,False,False,1.62
2016,MN,4,False,False,False,-11.4
2016,MN,5,False,False,False,-22.88
2016,MN,6,True,False,False,9.58
2016,MN,7,False,False,False,6.54
2016,MN,8,False,False,False,-0.79
2016,MS,1,True,False,False,15.09
2016,MS,2,False,False,False,-13.83
2016,MS,3,True,False,False,13.12
2016,MS,4,True,False,False,20.84
2016,MO,1,False,False,False,-28.54
2016,MO,2,True,False,False,9.13
2016,MO,3,True,False,False,14.01
2016,MO,4,True,False,False,13.79
2016,MO,5,False,False,False,-8.3
2016,MO,6,True,False,False,12.36
2016,MO,7,True,False,False,20.17
2016,MO,8,True,False,False,18.1
2016,MT,0,True,False,False,7.96
2016,NE,1,True,False,False,9.96
2016,NE,2,True,False,False,5.03
2016,NE,3,True,False,False,23.2
2016,NV,1,False,False,False,-14.36
2016,NV,2,True,False,False,5.33
2016,NV,3,False,False,False,0.96
2016,NV,4,False,False,False,-3.62
2016,NH,1,False,False,False,0.98
2016,NH,2,False,False,False,-2.9
2016,NJ,1,False,False,False,-13.29
2016,NJ,2,True,False,False,-1.7
2016,NJ,3,True,False,False,0.24
2016,NJ,4,True,False,False,7.08
2016,NJ,5,False,False,False,3.81
2016,NJ,6,False,False,False,-8.98
2016,NJ,7,True,False,False,5.34
2016,NJ,8,False,False,False,-25.36
2016,NJ,9,False,False,False,-15.45
2016,NJ,10,False,False,False,-35.22
2016,NJ,11,True,False,False,5.23
2016,NJ,12,False,False,False,-14.63
2016,NM,1,False,False,False,-6.42
2016,NM,2,True,False,False,5.26
2016,NM,3,False,False,False,-7.95
2016,NY,1,True,False,False,1.72
2016,NY,2,True,False,False,0.3
2016,NY,3,False,False,False,0.44
2016,NY,4,False,False,False,-3.72
2016,NY,5,False,False,False,-36.76
2016,NY,6,False,False,False,-15.04
2016,NY,7,False,False,False,-35.98
2016,NY,8,False,False,False,-36.52
2016,NY,9,False,False,False,-33.2
2016,NY,10,False,False,False,-22.67
2016,NY,11,True,False,False,1.08
2016,NY,12,False,False,False,-26.46
2016,NY,13,False,False,False,-42.62
2016,NY,14,False,False,False,-27.91
2016,NY,15,False,False,False,-44.05
2016,NY,16,False,False,False,-21.66
2016,NY,17,False,False,False,-5.49
2016,NY,18,False,False,False,0.1
2016,NY,19,True,False,False,-0.98
2016,NY,20,False,False,False,-7.77
2016,NY,21,True,False,False,-0.59
2016,NY,22,True,False,False,2.58
2016,NY,23,True,False,False,2.76
2016,NY,24,True,False,False,-5.51
2016,NY,25,False,False,False,-7.39
2016,NY,26,False,False,False,-12.52
2016,NY,27,True,False,False,8.33
2016,NC,1,False,False,False,-20.51
2016,NC,2,True,False,False,10.12
2016,NC,3,True,False,False,11.35
2016,NC,4,False,False,False,-20.68
2016,NC,5,True,False,False,11.58
2016,NC,6,True,False,False,10.45
2016,NC,7,True,False,False,11.72
2016,NC,8,True,False,False,10.88
2016,NC,9,True,False,False,8.61
2016,NC,10,True,False,False,10.81
2016,NC,11,True,False,False,13.38
2016,NC,12,False,False,False,-26.58
2016,NC,13,True,False,False,8.59
2016,ND,0,True,False,False,11.08
2016,OH,1,True,False,False,5.3
2016,OH,2,True,False,False,7.87
2016,OH,3,False,False,False,-17.68
2016,OH,4,True,False,False,9.12
2016,OH,5,True,False,False,6.92
2016,OH,6,True,False,False,8.27
2016,OH,7,True,False,False,6.56
2016,OH,8,True,False,False,14.93
2016,OH,9,False,False,False,-16.06
2016,OH,10,True,False,False,3.12
2016,OH,11,False,False,False,-31.13
2016,OH,12,True,False,False,7.52
2016,OH,13,False,False,False,-11.25
2016,OH,14,True,False,False,3.74
2016,OH,15,True,False,False,5.3
2016,OH,16,True,False,False,6.03
2016,OK,1,True,False,False,17.77
2016,OK,2,True,False,False,19.68
2016,OK,3,True,False,False,26.06
2016,OK,4,True,False,False,19.24
2016,OK,5,True,False,False,11.64
2016,OR,1,False,False,False,-7.07
2016,OR,2,True,False,False,10.07
2016,OR,3,False,False,False,-22.24
2016,OR,4,False,False,False,-1.71
2016,OR,5,False,False,False,-0.02
2016,PA,1,False,False,False,-29.4
2016,PA,2,False,False,False,-38.65
2016,PA,3,True,False,False,7.92
2016,PA,4,True,False,False,9.42
2016,PA,5,True,False,False,8.93
2016,PA,6,True,False,False,2.42
2016,PA,7,True,False,False,2.31
2016,PA,8,True,False,False,1.48
2016,PA,9,True,False,False,14.78
2016,PA,10,True,False,False,12.42
2016,PA,11,True,False,False,6.54
2016,PA,12,True,False,False,9.97
2016,PA,13,False,False,False,-13.99
2016,PA,14,False,False,False,-16.23
2016,PA,15,True,False,False,2.81
2016,PA,16,True,False,False,4.63
2016,PA,17,False,False,False,-4.11
2016,PA,18,True,False,False,10.24
2016,RI,1,False,False,False,-14.98
2016,RI,2,False,False,False,-8.61
2016,SC,1,True,False,False,11.03
2016,SC,2,True,False,False,15.34
2016,SC,3,True,False,False,17.65
2016,SC,4,True,False,False,15.2
2016,SC,5,True,False,False,8.34
2016,SC,6,False,False,False,-21.19
2016,SC,7,True,False,False,7.23
2016,SD,0,True,False,False,10.38
2016,TN,1,True,False,False,25.56
2016,TN,2,True,False,False,20.04
2016,TN,3,True,False,False,16.28
2016,TN,4,True,False,False,17.97
2016,TN,5,False,False,False,-4.76
2016,TN,6,True,False,False,21.44
2016,TN,7,True,False,False,18.18
2016,TN,8,True,False,False,18.85
2016,TN,9,False,False,False,-26.28
2016,TX,1,True,False,False,23.91
2016,TX,2,True,False,False,15.9
2016,TX,3,True,False,False,16.9
2016,TX,4,True,False,False,26.17
2016,TX,5,True,False,False,16.92
2016,TX,6,True,False,False,10.79
2016,TX,7,True,False,False,12.82
2016,TX,8,True,False,False,29.29
2016,TX,9,False,False,False,-25.73
2016,TX,10,True,False,False,11.89
2016,TX,11,True,False,False,31.69
2016,TX,12,True,False,False,19.33
2016,TX,13,True,False,False,32.71
2016,TX,14,True,False,False,11.81
2016,TX,15,False,False,False,-5.58
2016,TX,16,False,False,False,-12.64
2016,TX,17,True,False,False,13.21
2016,TX,18,False,False,False,-24.56
2016,TX,19,True,False,False,26.31
2016,TX,20,False,False,False,-7.14
2016,TX,21,True,False,False,12.61
2016,TX,22,True,False,False,14.78
2016,TX,23,True,False,False,3.33
2016,TX,24,True,False,False,13.2
2016,TX,25,True,False,False,12.56
2016,TX,26,True,False,False,20.16
2016,TX,27,True,False,False,13.26
2016,TX,28,False,False,False,-7.96
2016,TX,29,False,False,False,-13.25
2016,TX,30,False,False,False,-27.46
2016,TX,31,True,False,False,12.26
2016,TX,32,True,False,False,9.72
2016,TX,33,False,False,False,-19.37
2016,TX,34,False,False,False,-8.75
2016,TX,35,False,False,False,-12.02
2016,TX,36,True,False,False,25.44
2016,UT,1,True,False,False,29.11
2016,UT,2,True,False,False,20.0
2016,UT,3,True,False,False,29.84
2016,UT,4,True,False,False,18.59
2016,VT,0,False,False,False,-16.02
2016,VA,1,True,False,False,5.9
2016,VA,2,True,False,False,1.61
2016,VA,3,False,False,False,-27.2
2016,VA,4,False,False,False,3.11
2016,VA,5,True,False,False,5.33
2016,VA,6,True,False,False,11.68
2016,VA,7,True,False,False,9.68
2016,VA,8,False,False,False,-16.34
2016,VA,9,True,False,False,15.48
2016,VA,10,True,False,False,2.47
2016,VA,11,False,False,False,-10.72
2016,WA,1,False,False,False,-3.58
2016,WA,2,False,False,False,-8.71
2016,WA,3,True,False,False,2.54
2016,WA,4,True,False,False,13.29
2016,WA,5,True,False,False,6.81
2016,WA,6,False,False,False,-5.43
2016,WA,7,False,False,False,-29.08
2016,WA,8,True,False,False,1.2
2016,WA,9,False,False,False,-17.34
2016,WA,10,False,False,False,-5.52
2016,WV,1,True,False,False,14.55
2016,WV,2,True,False,False,12.2
2016,WV,3,True,False,False,16.46
2016,WI,1,True,False,False,3.65
2016,WI,2,False,False,False,-17.23
2016,WI,3,False,False,False,-4.36
2016,WI,4,False,False,False,-23.39
2016,WI,5,True,False,False,13.27
2016,WI,6,True,False,False,5.15
2016,WI,7,True,False,False,2.57
2016,WI,8,True,False,False,2.71
2016,WY,0,True,False,False,22.41
2018,AL,1,True,True,True,15.72
2018,AL,2,True,True,True,16.88
2018,AL,3,True,True,True,17.32
2018,AL,4,True,True,True,31.9
2018,AL,5,True,True,True,18.02
2018,AL,6,True,True,True,24.82
2018,AL,7,False,True,True,-20.17
2018,AK,0,True,True,True,9.44
2018,AZ,1,False,True,True,2.07
2018,AZ,2,False,True,True,-0.42
2018,AZ,3,False,True,True,-13.6
2018,AZ,4,True,True,True,21.74
2018,AZ,5,True,True,True,13.45
2018,AZ,6,True,True,True,7.9
2018,AZ,7,False,True,True,-23.93
2018,AZ,8,True,True,True,12.81
2018,AZ,9,False,True,True,-5.79
2018,AR,1,True,True,True,18.21
2018,AR,2,True,True,True,7.11
2018,AR,3,True,True,True,18.44
2018,AR,4,True,True,True,17.54
2018,CA,1,True,True,True,11.37
2018,CA,2,False,True,True,-22.7
2018,CA,3,False,True,True,-5.17
2018,CA,4,True,True,True,9.61
2018,CA,5,False,True,True,-22.12
2018,CA,6,False,True,True,-21.85
2018,CA,7,False,True,True,-3.79
2018,CA,8,True,True,True,9.13
2018,CA,9,False,True,True,-8.3
2018,CA,10,False,True,True,-0.33
2018,CA,11,False,True,True,-22.95
2018,CA,12,False,True,True,-38.58
2018,CA,13,False,True,True,-40.93
2018,CA,14,False,True,True,-28.29
2018,CA,15,False,True,True,-21.78
2018,CA,16,False,True,True,-9.71
2018,CA,17,False,True,True,-25.85
2018,CA,18,False,True,True,-25.03
2018,CA,19,False,True,True,-24.81
2018,CA,20,False,True,True,-23.32
2018,CA,21,False,True,True,-6.24
2018,CA,22,True,True,True,7.0
2018,CA,23,True,True,True,13.36
2018,CA,24,False,True,True,-8.22
2018,CA,25,False,True,True,-1.11
2018,CA,26,False,True,True,-8.71
2018,CA,27,False,True,True,-17.17
2018,CA,28,False,True,True,-24.09
2018,CA,29,False,True,True,-30.09
2018,CA,30,False,True,True,-20.11
2018,CA,31,False,True,True,-9.18
2018,CA,32,False,True,True,-18.33
2018,CA,33,False,True,True,-18.17
2018,CA,34,False,True,True,-36.51
2018,CA,35,False,True,True,-19.53
2018,CA,36,False,True,True,-2.51
2018,CA,37,False,True,True,-37.84
2018,CA,38,False,True,True,-18.47
2018,CA,39,False,True,True,-1.63
2018,CA,40,False,True,True,-34.36
2018,CA,41,False,True,True,-13.0
2018,CA,42,True,True,True,7.99
2018,CA,43,False,True,True,-30.41
2018,CA,44,False,True,True,-35.56
2018,CA,45,False,True,True,0.66
2018,CA,46,False,True,True,-17.19
2018,CA,47,False,True,True,-14.21
2018,CA,48,False,True,True,2.14
2018,CA,49,False,True,True,-0.82
2018,CA,50,True,True,True,10.22
2018,CA,51,False,True,True,-23.27
2018,CA,52,False,True,True,-8.53
2018,CA,53,False,True,True,-15.79
2018,CO,1,False,True,True,-22.42
2018,CO,2,False,True,True,-9.78
2018,CO,3,True,True,True,6.95
2018,CO,4,True,True,True,13.26
2018,CO,5,True,True,True,13.93
2018,CO,6,False,True,True,-2.98
2018,CO,7,False,True,True,-5.54
2018,CT,1,False,True,True,-11.22
2018,CT,2,False,True,True,-1.51
2018,CT,3,False,True,True,-8.03
2018,CT,4,False,True,True,-9.05
2018,CT,5,False,True,True,-1.32
2018,DE,0,False,True,True,-5.53
2018,FL,1,True,True,True,21.61
2018,FL,2,True,True,True,19.05
2018,FL,3,True,True,True,9.4
2018,FL,4,True,True,True,16.41
2018,FL,5,False,True,True,-12.03
2018,FL,6,True,True,True,8.69
2018,FL,7,False,True,True,-1.54
2018,FL,8,True,True,True,11.25
2018,FL,9,False,True,True,-5.14
2018,FL,10,False,True,True,-11.92
2018,FL,11,True,True,True,16.24
2018,FL,12,True,True,True,9.52
2018,FL,13,False,True,True,-1.28
2018,FL,14,False,True,True,-7.83
2018,FL,15,True,True,True,5.87
2018,FL,16,True,True,True,6.58
2018,FL,17,True,True,True,13.83
2018,FL,18,True,True,True,5.34
2018,FL,19,True,True,True,12.59
2018,FL,20,False,True,True,-30.57
2018,FL,21,False,True,True,-8.88
2018,FL,22,False,True,True,-6.38
2018,FL,23,False,True,True,-11.65
2018,FL,24,False,True,True,-33.33
2018,FL,25,True,True,True,3.28
2018,FL,26,False,True,True,-6.39
2018,FL,27,False,True,True,-7.1
2018,GA,1,True,True,True,8.94
2018,GA,2,False,True,True,-5.39
2018,GA,3,True,True,True,17.68
2018,GA,4,False,True,True,-25.12
2018,GA,5,False,True,True,-35.47
2018,GA,6,False,True,True,4.92
2018,GA,7,True,True,True,6.59
2018,GA,8,True,True,True,15.47
2018,GA,9,True,True,True,31.21
2018,GA,10,True,True,True,14.49
2018,GA,11,True,True,True,15.65
2018,GA,12,True,True,True,9.02
2018,GA,13,False,True,True,-20.7
2018,GA,14,True,True,True,27.84
2018,HI,1,False,True,True,-16.86
2018,HI,2,False,True,True,-17.5
2018,ID,1,True,True,True,21.67
2018,ID,2,True,True,True,16.3
2018,IL,1,False,True,True,-26.81
2018,IL,2,False,True,True,-29.24
2018,IL,3,False,True,True,-6.53
2018,IL,4,False,True,True,-33.95
2018,IL,5,False,True,True,-21.56
2018,IL,6,False,True,True,-0.39
2018,IL,7,False,True,True,-38.53
2018,IL,8,False,True,True,-9.41
2018,IL,9,False,True,True,-20.54
2018,IL,10,False,True,True,-12.4
2018,IL,11,False,True,True,-10.18
2018,IL,12,True,True,True,6.99
2018,IL,13,True,True,True,3.47
2018,IL,14,False,True,True,4.19
2018,IL,15,True,True,True,23.37
2018,IL,16,True,True,True,9.14
2018,IL,17,False,True,True,-0.53
2018,IL,18,True,True,True,15.27
2018,IN,1,False,True,True,-6.61
2018,IN,2,True,True,True,12.19
2018,IN,3,True,True,True,18.52
2018,IN,4,True,True,True,17.93
2018,IN,5,True,True,True,8.15
2018,IN,6,True,True,True,20.2
2018,IN,7,False,True,True,-11.18
2018,IN,8,True,True,True,16.96
2018,IN,9,True,True,True,14.02
2018,IA,1,False,True,True,1.01
2018,IA,2,False,True,True,1.31
2018,IA,3,False,True,True,2.2
2018,IA,4,True,True,True,13.22
2018,KS,1,True,True,True,24.77
2018,KS,2,True,True,True,10.41
2018,KS,3,False,True,True,2.05
2018,KS,4,True,True,True,15.54
2018,KY,1,True,True,True,24.56
2018,KY,2,True,True,True,20.64
2018,KY,3,False,True,True,-6.23
2018,KY,4,True,True,True,19.22
2018,KY,5,True,True,True,31.92
2018,KY,6,True,True,True,9.15
2018,LA,1,True,True,True,23.46
2018,LA,2,False,True,True,-25.66
2018,LA,3,True,True,True,20.43
2018,LA,4,True,True,True,13.03
2018,LA,5,True,True,True,15.58
2018,LA,6,True,True,True,18.91
2018,ME,1,False,True,True,-7.37
2018,ME,2,False,True,True,4.4
2018,MD,1,True,True,True,14.2
2018,MD,2,False,True,True,-10.48
2018,MD,3,False,True,True,-14.07
2018,MD,4,False,True,True,-28.02
2018,MD,5,False,True,True,-16.18
2018,MD,6,False,True,True,-6.27
2018,MD,7,False,True,True,-26.05
2018,MD,8,False,True,True,-15.21
2018,MA,1,False,True,True,-10.72
2018,MA,2,False,True,True,-8.97
