MedianEarnings,year,state_po,district,CollegeGrad,NonCollegeGrad,MedianAge,Hispanic,White,Black,NativeAmerican,Asian,republican_victory,republican_president,midterm,pvi
39446.72,2018,MO,8,16.34,83.66,40.9,2.2,90.6,4.5,0.3,0.8,True,True,True,26.75
43505.1,2018,MT,0,32.31,67.69,40.0,3.7,86.3,0.4,5.9,0.7,True,True,True,11.42
52620.08,2018,NE,1,31.9,68.1,35.6,9.3,81.8,2.7,1.0,2.8,True,True,True,11.92
55436.58,2018,NE,2,39.98,60.010000000000005,34.9,11.6,72.1,9.3,0.3,3.7,True,True,True,3.15
46449.98,2018,NE,3,22.54,77.44999999999999,39.9,12.0,83.8,1.2,0.7,0.6,True,True,True,28.43
39496.5,2018,NV,1,15.71,84.28999999999999,36.5,46.3,28.7,11.5,0.8,8.3,False,True,True,-14.45
51054.630000000005,2018,NV,2,27.58,72.41,39.7,23.0,65.8,1.8,2.2,3.9,True,True,True,7.41
54858.87,2018,NV,3,32.77,67.22999999999999,39.3,16.8,56.2,7.5,0.1,14.4,False,True,True,1.62
48738.55,2018,NV,4,22.21,77.78999999999999,36.7,30.5,43.9,14.5,0.8,6.2,False,True,True,-2.01
60342.53,2018,NH,1,37.75,62.25,42.0,3.5,90.9,1.4,0.1,2.4,False,True,True,1.75
57738.25,2018,NH,2,36.13,63.870000000000005,44.3,4.1,89.8,1.3,0.1,2.9,False,True,True,-0.85
60201.05,2018,NJ,1,32.76,67.24,39.4,14.1,61.8,16.1,0.1,5.5,False,True,True,-12.11
51239.34,2018,NJ,2,28.03,71.97,42.2,16.5,64.9,12.2,0.3,4.0,False,True,True,2.09
65965.05,2018,NJ,3,33.79,66.22,43.5,8.4,74.6,10.9,0.0,3.5,False,True,True,3.15
67178.11,2018,NJ,4,41.92,58.080000000000005,40.7,10.8,76.4,6.4,0.0,4.7,True,True,True,8.26
78489.96,2018,NJ,5,48.17,51.830000000000005,42.6,15.2,66.9,4.6,0.1,11.7,False,True,True,2.14
65923.13,2018,NJ,6,41.71,58.3,37.7,22.5,46.1,9.2,0.2,20.0,False,True,True,-7.75
82641.35,2018,NJ,7,52.44,47.56,43.1,12.0,70.5,4.7,0.0,10.7,False,True,True,1.67
52138.0,2018,NJ,8,34.43,65.57,35.0,54.5,25.8,7.8,0.1,9.0,False,True,True,-26.84
54738.350000000006,2018,NJ,9,33.910000000000004,66.07000000000001,37.8,37.9,38.1,9.2,0.1,13.1,False,True,True,-15.41
52468.12,2018,NJ,10,30.59,69.4,35.9,21.1,18.1,50.5,0.1,7.6,False,True,True,-35.99
81725.66,2018,NJ,11,54.22,45.78,43.3,11.4,72.6,3.3,0.1,10.7,False,True,True,2.4
67531.81,2018,NJ,12,44.69,55.32000000000001,39.5,18.5,46.3,16.6,0.1,16.7,False,True,True,-15.86
45802.84,2018,NM,1,33.99,66.00999999999999,38.6,49.9,39.9,2.4,3.7,2.1,False,True,True,-7.88
40197.35,2018,NM,2,19.47,80.52,35.6,55.3,36.1,1.8,4.6,0.6,False,True,True,6.46
43305.98,2018,NM,3,27.04,72.97,38.4,41.1,36.2,1.3,18.0,1.3,False,True,True,-7.55
67539.67,2018,NY,1,36.7,63.3,42.7,14.8,74.8,4.7,0.2,3.8,False,True,True,6.02
64093.060000000005,2018,NY,2,32.18,67.83000000000001,39.2,25.0,59.8,9.5,0.1,3.5,True,True,True,4.26
80206.06,2018,NY,3,52.58,47.42,45.4,10.6,66.7,3.8,0.1,16.4,False,True,True,-1.39
69588.51000000001,2018,NY,4,41.75,58.25,40.6,21.3,55.6,14.0,0.2,7.0,False,True,True,-3.94
52586.02,2018,NY,5,26.12,73.88,37.5,19.5,10.5,46.6,0.3,15.1,False,True,True,-36.53
54178.98,2018,NY,6,34.14,65.86,40.9,20.4,33.1,3.3,0.3,40.5,False,True,True,-16.07
49037.23,2018,NY,7,32.77,67.23,33.5,40.5,29.6,8.0,0.2,19.3,False,True,True,-38.06
54133.130000000005,2018,NY,8,32.62,67.38,36.1,19.1,24.2,49.4,0.1,5.1,False,True,True,-35.81
55323.920000000006,2018,NY,9,38.57,61.43,36.8,10.3,33.6,45.2,0.1,8.0,False,True,True,-34.11
85850.85,2018,NY,10,61.45,38.540000000000006,37.0,12.8,61.8,4.0,0.1,18.7,False,True,True,-27.83
63605.740000000005,2018,NY,11,35.55,64.44,40.0,16.7,58.5,7.4,0.1,15.2,False,True,True,4.56
105451.07,2018,NY,12,74.09,25.9,35.7,14.7,63.8,4.5,0.1,14.1,False,True,True,-32.76
45094.130000000005,2018,NY,13,31.6,68.4,34.9,54.8,14.3,23.3,0.3,5.1,False,True,True,-43.35
47027.69,2018,NY,14,26.74,73.25,38.8,47.7,23.7,9.2,0.0,17.5,False,True,True,-28.83
31679.73,2018,NY,15,13.72,86.27,31.4,66.6,2.5,27.8,0.2,1.7,False,True,True,-44.2
61491.4,2018,NY,16,39.56,60.44,40.5,25.2,35.8,31.2,0.1,5.2,False,True,True,-24.98
67598.62000000001,2018,NY,17,45.9,54.1,38.8,23.0,59.0,9.7,0.1,5.9,False,True,True,-8.38
66092.12000000001,2018,NY,18,36.5,63.50000000000001,39.5,17.2,67.9,8.5,0.2,3.2,False,True,True,1.59
53208.27,2018,NY,19,29.590000000000003,70.41,44.9,7.7,83.8,4.3,0.1,1.8,False,True,True,3.24
61277.87,2018,NY,20,38.16,61.84,39.3,6.5,75.7,9.1,0.1,5.3,False,True,True,-6.63
48257.78,2018,NY,21,24.13,75.86999999999999,40.6,3.5,89.9,3.2,0.7,0.9,True,True,True,6.08
47663.04,2018,NY,22,24.36,75.63,41.1,3.9,87.3,4.0,0.2,3.0,False,True,True,7.56
45802.84,2018,NY,23,26.47,73.52999999999999,40.5,4.1,87.8,2.7,0.4,2.7,True,True,True,7.4
53113.95,2018,NY,24,30.88,69.11999999999999,40.0,4.5,81.3,8.2,0.2,3.0,False,True,True,-2.16
52286.03,2018,NY,25,37.14,62.85,38.9,9.1,69.4,14.8,0.1,4.0,False,True,True,-7.63
48665.19,2018,NY,26,32.21,67.78,38.2,6.5,68.4,17.6,0.4,4.5,False,True,True,-10.15
54464.560000000005,2018,NY,27,30.43,69.57,44.2,2.8,91.7,2.6,0.7,0.7,False,True,True,12.57
44420.79,2018,NC,1,28.840000000000003,71.16,38.0,8.1,43.2,43.3,0.7,2.2,False,True,True,-17.7
54937.47,2018,NC,2,35.36,64.64999999999999,38.7,9.6,65.9,19.3,0.5,1.6,True,True,True,7.23
42564.52,2018,NC,3,24.34,75.67,37.0,8.2,66.6,20.4,0.2,1.6,True,True,True,12.83
59635.130000000005,2018,NC,4,54.66,45.34,34.9,10.8,55.3,21.9,0.2,9.2,False,True,True,-18.36
46153.92,2018,NC,5,27.270000000000003,72.72,40.8,9.8,72.2,14.2,0.3,1.8,True,True,True,9.91
45984.93,2018,NC,6,24.700000000000003,75.29,41.1,10.7,65.0,20.1,0.4,2.1,True,True,True,8.59
42280.25,2018,NC,7,26.74,73.25,41.7,9.8,67.7,18.5,0.7,0.8,True,True,True,9.89
46553.47,2018,NC,8,27.6,72.41,36.2,10.5,59.4,23.1,1.0,2.5,True,True,True,8.38
54182.91,2018,NC,9,34.22,65.78,39.1,8.6,60.5,18.0,7.5,3.0,True,True,True,7.5
42231.78,2018,NC,10,24.11,75.89,41.9,6.6,76.9,11.9,0.2,1.8,True,True,True,12.98
40915.23,2018,NC,11,26.69,73.32000000000001,45.5,5.9,86.4,3.4,1.6,1.1,True,True,True,15.34
52865.05,2018,NC,12,41.2,58.81,34.1,14.7,39.1,37.3,0.2,5.5,False,True,True,-18.91
45920.740000000005,2018,NC,13,28.76,71.24,39.5,7.5,64.8,22.0,0.5,3.0,True,True,True,5.77
54400.37,2018,ND,0,30.74,69.27,35.4,3.5,84.4,3.0,5.4,1.7,True,True,True,18.71
54853.630000000005,2018,OH,1,35.14,64.87,36.8,3.3,68.9,21.3,0.1,3.7,True,True,True,4.71
53144.08,2018,OH,2,31.21,68.81,40.1,2.0,84.8,8.8,0.2,1.5,True,True,True,9.05
42741.37,2018,OH,3,27.39,72.61,32.6,7.0,50.0,34.1,0.1,4.6,False,True,True,-19.1
47478.33,2018,OH,4,19.08,80.92,40.8,3.8,87.4,5.0,0.2,0.8,True,True,True,16.38
51235.41,2018,OH,5,26.94,73.06,39.5,5.4,88.3,2.7,0.2,1.2,True,True,True,12.56
42341.82,2018,OH,6,15.97,84.03,43.5,1.0,94.3,2.4,0.2,0.3,True,True,True,19.56
47197.990000000005,2018,OH,7,19.51,80.5,41.2,1.9,91.1,3.8,0.1,0.7,True,True,True,14.22
50788.7,2018,OH,8,24.79,75.21000000000001,38.7,3.5,85.6,5.9,0.2,2.1,True,True,True,18.08
44331.71,2018,OH,9,22.07,77.94,38.0,11.4,67.1,15.7,0.2,1.7,False,True,True,-12.07
48809.29,2018,OH,10,30.29,69.72,39.0,2.9,74.3,16.5,0.2,2.4,True,True,True,4.43
41440.54,2018,OH,11,27.2,72.8,39.0,4.6,37.1,53.0,0.1,2.6,False,True,True,-31.54
60431.61,2018,OH,12,41.26,58.73,38.3,2.2,85.1,4.8,0.1,4.8,True,True,True,7.18
42309.07,2018,OH,13,23.1,76.91,40.6,3.2,80.1,11.5,0.2,1.6,False,True,True,-4.65
57244.380000000005,2018,OH,14,35.260000000000005,64.75,43.7,2.9,88.2,5.1,0.1,2.3,True,True,True,6.25
56360.130000000005,2018,OH,15,32.17,67.82,37.7,2.4,89.2,3.9,0.1,2.1,True,True,True,8.22
55164.100000000006,2018,OH,16,34.160000000000004,65.84,43.3,2.4,91.2,1.8,0.1,2.2,True,True,True,8.9
47914.560000000005,2018,OK,1,30.35,69.66,36.2,11.4,63.9,8.6,6.2,2.9,True,True,True,16.73
40437.08,2018,OK,2,16.759999999999998,83.25,40.3,5.3,63.9,3.2,16.7,0.8,True,True,True,25.4
46480.11,2018,OK,3,22.24,77.75999999999999,36.6,10.1,73.9,3.5,5.8,1.2,True,True,True,28.26
47025.07,2018,OK,4,26.35,73.64999999999999,35.8,8.8,69.9,6.6,5.0,2.3,True,True,True,20.41
46527.27,2018,OK,5,31.35,68.65,34.8,17.0,56.6,13.5,3.7,3.3,False,True,True,9.14
58989.3,2018,OR,1,42.400000000000006,57.60000000000001,37.8,15.1,70.4,1.7,0.4,8.0,False,True,True,-10.2
42677.18,2018,OR,2,24.97,75.02,42.3,14.0,79.3,0.6,1.9,1.1,True,True,True,11.53
52571.61,2018,OR,3,41.68,58.32,37.5,11.3,70.5,5.0,0.8,7.2,False,True,True,-24.22
41735.29,2018,OR,4,27.31,72.69,41.1,8.0,83.6,0.7,0.7,2.5,False,True,True,0.39
50518.84,2018,OR,5,31.52,68.48,39.3,16.7,74.7,0.9,0.8,2.8,False,True,True,-0.83
52491.7,2018,RI,1,32.980000000000004,67.02,38.5,18.2,66.8,6.9,0.3,3.6,False,True,True,-12.97
62390.060000000005,2018,RI,2,33.94,66.06,40.5,12.5,77.6,3.9,0.3,3.6,False,True,True,-4.16
53047.14,2018,SC,1,39.96,60.04,39.5,6.1,70.3,19.1,0.2,1.7,False,True,True,8.73
48612.79,2018,SC,2,33.74,66.27000000000001,38.7,6.0,66.0,23.6,0.3,2.0,True,True,True,11.9
41342.29,2018,SC,3,22.04,77.96000000000001,40.6,5.3,73.5,18.6,0.2,0.8,True,True,True,20.07
47373.53,2018,SC,4,31.6,68.41,38.2,8.2,68.2,17.6,0.1,2.5,True,True,True,14.82
46431.64,2018,SC,5,25.13,74.86,40.1,4.3,66.0,26.1,0.3,1.2,True,True,True,10.05
36242.46,2018,SC,6,19.23,80.77000000000001,36.0,5.4,35.4,56.3,0.2,1.2,False,True,True,-19.11
38659.41,2018,SC,7,21.91,78.10000000000001,42.9,4.3,64.0,28.5,0.4,1.0,True,True,True,9.83
47101.05,2018,SD,0,28.15,71.86,36.9,3.6,82.3,1.9,8.6,1.2,True,True,True,15.61
40194.73,2018,TN,1,19.93,80.07000000000001,43.7,3.7,91.2,2.6,0.2,0.8,True,True,True,29.49
47167.86,2018,TN,2,30.76,69.24,39.7,4.2,85.7,6.2,0.2,1.8,True,True,True,19.96
45134.740000000005,2018,TN,3,24.48,75.52,41.8,4.0,81.7,10.6,0.2,1.5,True,True,True,18.75
47852.990000000005,2018,TN,4,25.11,74.89,37.5,6.7,79.5,9.4,0.1,1.8,True,True,True,21.46
48975.66,2018,TN,5,38.88,61.11999999999999,34.9,9.4,60.1,23.9,0.2,3.2,False,True,True,-7.64
46780.1,2018,TN,6,22.29,77.72,40.7,4.5,88.1,4.4,0.4,1.0,True,True,True,25.41
49313.64,2018,TN,7,30.36,69.64,37.6,4.9,80.3,9.7,0.1,2.0,True,True,True,20.87
49791.79,2018,TN,8,29.08,70.93,40.6,3.4,72.3,19.7,0.2,2.0,True,True,True,19.34
40941.43,2018,TN,9,24.62,75.38,33.7,7.3,22.9,66.3,0.1,1.6,False,True,True,-28.21
43646.58,2018,TX,1,20.84,79.16,37.2,17.9,61.5,17.4,0.2,1.3,True,True,True,24.94
63169.51,2018,TX,2,41.32,58.68,36.1,32.1,45.2,11.7,0.2,7.9,True,True,True,8.46
74320.23,2018,TX,3,53.96,46.040000000000006,37.3,15.0,56.5,9.8,0.3,15.7,True,True,True,10.72
50702.240000000005,2018,TX,4,23.2,76.81,38.5,14.4,71.3,10.1,0.8,1.1,True,True,True,28.24
45749.130000000005,2018,TX,5,19.48,80.52,36.1,29.3,52.2,14.1,0.4,2.5,True,True,True,16.12
55040.96,2018,TX,6,29.1,70.91,35.3,23.5,47.3,21.1,0.3,4.4,True,True,True,8.28
61002.77,2018,TX,7,48.87,51.13,34.5,30.4,41.8,14.1,0.4,11.1,False,True,True,3.5
56485.89,2018,TX,8,30.6,69.39,37.1,22.8,63.2,9.0,0.2,3.1,True,True,True,27.27
41605.6,2018,TX,9,25.51,74.49,32.9,40.8,10.1,36.1,0.1,11.5,False,True,True,-29.45
62168.670000000006,2018,TX,10,40.19,59.81,35.2,29.1,52.0,10.2,0.2,6.3,True,True,True,7.52
50488.71,2018,TX,11,20.78,79.21,35.2,39.1,55.0,3.6,0.3,0.9,True,True,True,31.6
54957.12,2018,TX,12,31.590000000000003,68.39999999999999,35.1,23.7,61.5,8.5,0.4,3.3,True,True,True,17.63
44190.23,2018,TX,13,20.22,79.78999999999999,36.2,27.2,62.9,5.3,0.4,1.7,True,True,True,33.57
54562.810000000005,2018,TX,14,24.32,75.67999999999999,36.9,26.0,49.3,19.4,0.2,3.3,True,True,True,11.5
35377.86,2018,TX,15,19.22,80.79,31.2,82.3,14.4,1.7,0.1,1.0,False,True,True,-7.16
39844.96,2018,TX,16,24.57,75.42,32.8,81.0,13.1,3.3,0.3,1.3,False,True,True,-18.5
48057.35,2018,TX,17,30.380000000000003,69.61,33.2,26.2,54.1,12.6,0.2,4.8,True,True,True,11.1
42031.35,2018,TX,18,22.54,77.46000000000001,32.4,44.1,16.1,34.1,0.1,4.2,False,True,True,-27.39
43278.47,2018,TX,19,22.89,77.10999999999999,33.1,36.9,53.8,6.0,0.4,1.5,True,True,True,26.64
44353.98,2018,TX,20,24.57,75.43,32.0,69.7,20.9,4.7,0.2,2.6,False,True,True,-11.62
57060.98,2018,TX,21,46.57,53.43000000000001,37.8,30.3,60.5,3.3,0.1,3.6,True,True,True,8.07
69144.42,2018,TX,22,47.11,52.88999999999999,36.0,25.5,40.2,13.0,0.1,19.2,True,True,True,7.62
40951.91,2018,TX,23,22.38,77.62,33.3,70.3,23.2,3.3,0.6,1.3,True,True,True,0.3
64734.96,2018,TX,24,46.31,53.690000000000005,35.8,24.5,45.6,12.3,0.4,14.1,True,True,True,6.64
58651.32,2018,TX,25,39.35,60.66,36.4,18.3,68.6,6.4,0.3,3.2,True,True,True,10.0
67539.67,2018,TX,26,45.35,54.64,35.5,17.8,63.7,7.6,0.3,7.7,True,True,True,16.46
46064.84,2018,TX,27,20.49,79.52000000000001,37.1,53.0,39.0,5.1,0.2,1.6,True,True,True,13.3
40224.86,2018,TX,28,18.21,81.79,31.7,77.3,15.7,4.3,0.1,1.5,False,True,True,-9.11
39355.02,2018,TX,29,10.77,89.22999999999999,30.5,77.5,9.1,11.4,0.1,1.4,False,True,True,-20.57
46184.05,2018,TX,30,20.79,79.21,32.8,38.2,14.9,42.5,0.1,2.4,False,True,True,-29.65
56479.34,2018,TX,31,36.13,63.85,34.8,24.7,55.5,10.8,0.2,5.1,True,True,True,9.12
56193.76,2018,TX,32,43.18,56.83,36.4,25.5,48.6,14.7,0.2,8.3,False,True,True,2.56
37920.57,2018,TX,33,9.93,90.07000000000001,30.0,69.3,12.8,14.8,0.2,2.1,False,True,True,-23.41
33820.270000000004,2018,TX,34,16.14,83.86999999999999,32.0,85.0,13.0,1.0,0.1,0.6,False,True,True,-9.84
43587.630000000005,2018,TX,35,23.17,76.83,32.5,60.1,26.2,9.7,0.1,1.8,False,True,True,-15.63
53102.16,2018,TX,36,17.6,82.41,37.8,24.8,62.1,9.3,0.7,1.9,True,True,True,25.36
51091.310000000005,2018,UT,1,31.47,68.52,31.0,12.6,81.5,1.0,0.9,1.5,True,True,True,22.84
47694.48,2018,UT,2,33.07,66.94,32.7,15.7,76.3,1.1,0.9,2.5,True,True,True,13.07
52533.62,2018,UT,3,42.25,57.75,28.4,10.8,83.0,0.4,1.3,2.0,True,True,True,21.57
52849.33,2018,UT,4,32.36,67.64,31.5,16.8,72.7,2.0,0.8,3.5,False,True,True,9.59
49051.64,2018,VT,0,38.29,61.72,42.6,1.9,92.8,1.2,0.3,1.8,False,True,True,-14.63
73418.95,2018,WA,1,43.22,56.78,38.3,8.8,72.4,1.3,1.1,11.5,False,True,True,-6.74
57161.850000000006,2018,WA,2,32.51,67.5,38.7,11.2,70.8,3.0,0.9,8.3,False,True,True,-10.43
54133.130000000005,2018,WA,3,27.11,72.88,39.9,9.7,80.1,1.4,0.6,3.6,True,True,True,4.54
44741.740000000005,2018,WA,4,20.62,79.38000000000001,34.1,39.2,53.5,0.9,2.3,1.7,True,True,True,13.34
48665.19,2018,WA,5,29.79,70.2,37.9,6.8,83.3,1.3,1.4,2.3,True,True,True,7.94
54420.02,2018,WA,6,30.09,69.91,41.5,7.7,76.6,3.3,1.8,4.4,False,True,True,-5.68
78664.19,2018,WA,7,60.52,39.47,36.9,7.7,69.1,4.1,0.3,12.6,False,True,True,-34.3
65311.36,2018,WA,8,34.04,65.96,37.6,12.1,69.4,2.4,0.7,9.6,False,True,True,-0.1
61221.54,2018,WA,9,43.02,56.98,36.9,12.4,45.7,11.1,0.3,22.9,False,True,True,-22.44
53838.380000000005,2018,WA,10,28.16,71.85,36.1,11.7,66.0,6.1,0.9,6.4,False,True,True,-5.28
43252.27,2018,WV,1,23.130000000000003,76.86,41.2,1.1,93.2,2.7,0.2,0.9,True,True,True,21.27
46524.65,2018,WV,2,21.12,78.87,42.5,1.8,90.1,4.8,0.1,1.0,True,True,True,18.5
40591.66,2018,WV,3,16.21,83.79,43.2,0.8,92.7,4.3,0.1,0.4,True,True,True,24.73
57173.64,2018,WI,1,29.79,70.21000000000001,40.6,10.2,80.1,5.5,0.2,1.5,True,True,True,5.96
57049.19,2018,WI,2,42.35,57.66,36.4,6.7,81.3,4.4,0.4,4.6,False,True,True,-18.03
48942.91,2018,WI,3,25.97,74.03,38.7,2.7,91.7,1.2,0.5,2.0,False,True,True,1.72
46316.36,2018,WI,4,27.61,72.38,33.2,17.5,41.8,33.2,0.4,4.2,False,True,True,-25.6
60148.65,2018,WI,5,38.24,61.75999999999999,41.6,5.8,86.7,2.4,0.2,3.0,True,True,True,12.27
52992.12,2018,WI,6,26.76,73.24,42.1,4.6,89.1,1.7,0.3,2.5,True,True,True,8.93
48197.52,2018,WI,7,23.76,76.24,44.4,2.3,91.5,0.7,1.9,1.7,True,True,True,9.78
53597.34,2018,WI,8,27.8,72.2,40.5,5.4,86.7,1.5,2.2,2.3,True,True,True,8.75
51207.9,2018,WY,0,27.62,72.37,37.5,10.0,84.0,0.9,2.1,0.8,True,True,True,25.9
46235.7,2020,AL,1,24.97,75.02000000000001,40.4,3.3,65.0,27.2,0.9,1.4,True,True,False,15.72
44605.26,2020,AL,2,23.51,76.5,39.0,3.9,60.4,32.1,0.2,1.3,True,True,False,16.88
47084.94,2020,AL,3,23.950000000000003,76.05,38.9,2.9,67.0,26.1,0.3,1.8,True,True,False,17.32
43989.12,2020,AL,4,17.54,82.46000000000001,41.1,6.9,82.9,7.4,0.4,0.5,True,True,False,31.9
52107.3,2020,AL,5,33.45,66.55,39.7,5.5,71.8,18.1,0.5,1.7,True,True,False,18.02
59129.28,2020,AL,6,38.46,61.54,39.9,5.1,75.7,15.9,0.2,1.6,True,True,False,24.82
39420.36,2020,AL,7,21.57,78.42999999999999,36.8,3.7,31.2,62.5,0.1,1.2,False,True,False,-20.17
60239.34,2020,AK,0,30.200000000000003,69.80000000000001,35.0,7.2,59.8,3.0,15.5,5.9,True,True,False,9.44
46291.14,2020,AZ,1,25.18,74.81,39.0,23.0,48.3,2.6,22.1,1.5,False,True,False,2.07
46016.46,2020,AZ,2,35.32,64.67,41.5,29.4,60.0,3.9,0.8,2.8,False,True,False,-0.42
40621.14,2020,AZ,3,16.58,83.43,32.1,65.1,24.7,3.9,3.0,1.7,False,True,False,-13.6
44564.94,2020,AZ,4,20.96,79.05,48.7,20.5,72.6,1.6,1.9,1.0,True,True,False,21.74
63931.14,2020,AZ,5,38.25,61.76,39.3,16.6,70.4,3.8,1.0,5.2,True,True,False,13.45
59218.74,2020,AZ,6,43.55,56.45,43.2,17.9,68.8,2.9,1.8,5.6,True,True,False,7.9
39972.24,2020,AZ,7,15.84,84.16,30.6,64.0,20.2,9.0,2.0,2.4,False,True,False,-23.93
53483.22,2020,AZ,8,31.52,68.49000000000001,42.9,21.6,66.4,4.7,1.0,3.6,True,True,False,12.81
52948.98,2020,AZ,9,41.370000000000005,58.63,33.3,26.6,55.2,6.7,2.9,5.2,False,True,False,-5.79
40415.76,2020,AR,1,16.19,83.82,40.1,3.4,75.4,17.5,0.3,0.5,True,True,False,18.21
48274.38,2020,AR,2,29.52,70.47999999999999,38.0,5.4,67.3,23.1,0.3,1.6,True,True,False,7.11
46265.94,2020,AR,3,29.04,70.96000000000001,36.2,14.9,74.0,3.0,1.0,3.0,True,True,False,18.44
39764.34,2020,AR,4,17.71,82.31,41.4,6.0,71.3,19.4,0.5,0.7,True,True,False,17.54
47299.14,2020,CA,1,25.81,74.19,41.1,15.3,74.7,1.4,1.3,2.9,True,True,False,11.37
59136.84,2020,CA,2,42.67,57.330000000000005,44.9,18.2,70.1,1.7,2.0,3.9,False,True,False,-22.7
54466.02,2020,CA,3,27.23,72.77999999999999,35.5,30.2,45.9,6.2,0.9,11.0,False,True,False,-5.17
64694.7,2020,CA,4,35.22,64.77000000000001,44.9,13.1,74.9,1.6,0.9,5.9,True,True,False,9.61
59523.66,2020,CA,5,33.28,66.72,41.5,28.9,49.2,6.3,0.2,11.5,False,True,False,-22.12
52272.36,2020,CA,6,29.63,70.38,33.9,29.9,35.7,11.4,0.4,15.0,False,True,False,-21.85
60429.6,2020,CA,7,33.739999999999995,66.28,39.1,17.4,50.9,7.1,0.3,17.4,False,True,False,-3.79
48562.92,2020,CA,8,17.34,82.65,33.4,44.8,40.7,7.8,0.9,2.3,True,True,False,9.13
52669.26,2020,CA,9,22.51,77.5,35.7,38.4,31.6,9.3,0.3,15.9,False,True,False,-8.3
52788.96,2020,CA,10,18.04,81.95,34.8,45.1,39.9,3.4,0.3,7.2,False,True,False,-0.33
67466.7,2020,CA,11,44.78,55.22,39.8,29.1,43.8,7.1,0.2,14.6,False,True,False,-22.95
96951.96,2020,CA,12,60.89,39.11,38.0,15.2,41.5,5.5,0.3,32.4,False,True,False,-38.58
71575.56,2020,CA,13,53.79,46.2,37.0,22.3,34.3,17.1,0.3,20.5,False,True,False,-40.93
78639.12,2020,CA,14,49.52,50.48,40.1,23.1,32.8,2.4,0.2,35.9,False,True,False,-28.29
84325.5,2020,CA,15,48.03,51.97,39.2,21.5,30.5,4.7,0.3,36.9,False,True,False,-21.78
39116.7,2020,CA,16,13.25,86.76,31.0,62.1,20.9,5.1,0.5,9.0,False,True,False,-9.71
102668.58,2020,CA,17,60.16,39.84,36.7,16.1,21.1,2.2,0.4,55.5,False,True,False,-25.85
103680.36,2020,CA,18,65.78999999999999,34.21,39.7,15.8,52.8,2.3,0.1,24.3,False,True,False,-25.03
66015.18000000001,2020,CA,19,37.14,62.86000000000001,37.4,39.0,23.7,2.5,0.1,30.8,False,True,False,-24.81
48051.36,2020,CA,20,29.71,70.3,35.6,54.1,35.3,1.9,0.2,5.5,False,True,False,-23.32
35738.64,2020,CA,21,10.66,89.34,29.8,75.3,16.7,2.7,0.7,2.9,True,True,False,-6.24
50834.7,2020,CA,22,24.55,75.45000000000002,33.0,50.6,35.7,2.7,0.4,8.1,True,True,False,7.0
52812.9,2020,CA,23,22.11,77.89000000000001,35.1,40.7,44.3,6.4,0.5,4.9,True,True,False,13.36
51998.94,2020,CA,24,35.71,64.28,36.5,37.0,53.2,1.9,0.5,4.9,False,True,False,-8.22
59773.14,2020,CA,25,28.23,71.77,37.2,40.0,38.1,9.6,0.6,8.5,True,True,False,-1.11
54943.56,2020,CA,26,35.18,64.82000000000001,38.4,46.2,42.4,1.9,0.2,6.5,False,True,False,-8.71
62816.04,2020,CA,27,45.86,54.14,41.5,27.8,25.8,3.8,0.2,39.1,False,True,False,-17.17
61574.94,2020,CA,28,48.09,51.91,40.0,23.9,54.1,2.6,0.3,14.9,False,True,False,-24.09
40832.82,2020,CA,29,22.3,77.71000000000001,35.1,67.0,19.8,3.8,0.2,7.2,False,True,False,-30.09
61534.62,2020,CA,30,45.24,54.75,40.5,29.3,50.1,4.1,0.1,12.3,False,True,False,-20.11
49567.14,2020,CA,31,25.91,74.1,34.2,53.5,24.7,10.5,0.1,8.2,False,True,False,-9.18
45365.04,2020,CA,32,22.33,77.67000000000002,38.9,61.0,15.2,2.5,0.3,19.0,False,True,False,-18.33
91038.78,2020,CA,33,66.55,33.43,41.2,13.5,62.7,3.0,0.1,16.1,False,True,False,-18.17
40735.8,2020,CA,34,30.26,69.73,35.0,59.8,12.8,4.7,0.3,20.1,False,True,False,-36.51
45775.8,2020,CA,35,18.25,81.75,33.3,71.2,13.7,5.0,0.5,7.3,False,True,False,-19.53
45116.82,2020,CA,36,24.200000000000003,75.81,43.1,48.8,40.5,4.5,0.7,3.7,False,True,False,-2.51
53096.4,2020,CA,37,40.24,59.75999999999999,35.7,40.0,25.7,21.4,0.2,9.1,False,True,False,-37.84
51144.66,2020,CA,38,24.84,75.16,38.0,61.5,15.1,4.6,0.4,15.9,False,True,False,-18.47
63590.94,2020,CA,39,43.05,56.96,40.5,32.9,30.4,1.7,0.1,32.4,True,True,False,-1.63
36750.42,2020,CA,40,10.06,89.94,31.2,89.2,3.2,4.6,0.1,1.9,False,True,False,-34.36
46182.78,2020,CA,41,17.59,82.41,31.5,62.7,19.9,8.7,0.3,6.4,False,True,False,-13.0
59563.98,2020,CA,42,26.52,73.47,35.6,41.7,39.2,5.5,0.3,9.1,True,True,False,7.99
48657.42,2020,CA,43,29.73,70.27,35.4,49.7,14.8,19.4,0.3,11.8,False,True,False,-30.41
39781.98,2020,CA,44,14.87,85.14,33.5,71.4,6.0,14.2,0.1,5.8,False,True,False,-35.56
81810.54,2020,CA,45,56.55,43.45,39.3,18.2,49.5,1.7,0.2,26.1,False,True,False,0.66
44987.04,2020,CA,46,21.12,78.89,33.8,67.0,15.3,1.9,0.1,13.7,False,True,False,-17.19
