MedianEarnings,year,state_po,district,CollegeGrad,NonCollegeGrad,MedianAge,Hispanic,White,Black,NativeAmerican,Asian,republican_victory,republican_president,midterm,pvi
62825.88,2014,NY,11,32.8,67.3,39.3,16.2,63.0,7.1,0.2,12.0,True,False,True,1.08
90098.82,2014,NY,12,69.1,30.800000000000004,36.2,13.6,65.5,4.9,0.1,13.0,False,False,True,-26.46
41856.78,2014,NY,13,29.7,70.2,34.4,54.6,14.3,24.8,0.3,4.0,False,False,True,-42.62
43679.76,2014,NY,14,25.4,74.60000000000001,35.7,49.8,22.8,9.7,0.0,16.0,False,False,True,-27.91
31745.52,2014,NY,15,13.1,86.79999999999998,31.0,64.7,2.9,28.6,0.2,2.2,False,False,True,-44.05
63670.44,2014,NY,16,38.8,61.3,39.4,23.4,39.4,30.3,0.1,4.3,False,False,True,-21.66
65901.9,2014,NY,17,44.900000000000006,55.1,38.1,21.9,59.6,10.2,0.1,6.1,False,False,True,-5.49
58340.88,2014,NY,18,33.8,66.19999999999999,39.3,16.1,69.9,8.7,0.1,3.0,False,False,True,0.1
50353.44,2014,NY,19,26.8,73.1,43.9,6.5,85.8,3.8,0.1,1.5,True,False,True,-0.98
57039.53999999999,2014,NY,20,36.0,63.9,38.6,5.9,78.1,8.4,0.2,4.3,False,False,True,-7.77
44481.53999999999,2014,NY,21,20.9,79.10000000000001,40.4,3.2,90.2,2.8,0.7,0.8,True,False,True,-0.59
44273.16,2014,NY,22,23.3,76.7,40.8,3.5,88.6,3.6,0.2,2.4,True,False,True,2.58
43202.28,2014,NY,23,24.2,75.60000000000001,40.0,3.6,89.2,2.8,0.5,2.2,True,False,True,2.76
49715.88,2014,NY,24,29.0,71.0,39.6,4.1,82.6,7.9,0.4,2.5,True,False,True,-5.51
50447.28,2014,NY,25,36.0,64.0,38.2,8.1,70.8,15.0,0.2,3.6,False,False,True,-7.39
48689.16,2014,NY,26,29.5,70.7,38.7,6.0,70.3,18.1,0.3,3.3,False,False,True,-12.52
53317.67999999999,2014,NY,27,28.8,71.2,43.2,2.3,92.2,2.2,0.7,1.2,True,False,True,8.33
36078.72,2014,NC,1,20.0,80.0,36.2,7.4,34.0,54.1,0.7,1.5,False,False,True,-20.51
48970.67999999999,2014,NC,2,29.200000000000003,70.8,36.0,11.9,65.1,15.6,0.8,3.4,True,False,True,10.12
42778.62,2014,NC,3,21.3,78.8,34.9,7.5,70.5,17.7,0.3,1.5,True,False,True,11.35
48897.53999999999,2014,NC,4,42.3,57.7,32.7,11.7,48.5,30.9,0.3,5.5,False,False,True,-20.68
43519.67999999999,2014,NC,5,26.8,73.1,40.6,8.2,76.0,12.7,0.2,1.4,True,False,True,11.58
47812.85999999999,2014,NC,6,29.8,70.1,41.7,6.7,73.5,15.7,0.5,2.0,True,False,True,10.45
41435.88,2014,NC,7,23.6,76.3,40.3,9.6,68.7,17.5,1.6,0.7,True,False,True,11.72
42323.22,2014,NC,8,17.8,82.30000000000001,38.5,8.5,62.8,18.3,7.1,1.2,True,False,True,10.88
60420.53999999999,2014,NC,9,48.4,51.7,38.2,7.8,73.2,12.5,0.3,4.2,True,False,True,8.61
42171.42,2014,NC,10,24.2,75.9,41.2,6.2,79.0,11.0,0.3,1.3,True,False,True,10.81
38553.06,2014,NC,11,22.4,77.5,44.3,5.4,86.8,2.7,1.5,1.1,True,False,True,13.38
36612.78,2014,NC,12,23.3,76.8,32.0,14.8,27.7,50.6,0.2,4.6,False,False,True,-26.58
52687.02,2014,NC,13,37.9,62.0,39.4,8.2,69.5,16.9,0.2,2.6,True,False,True,8.59
51326.34,2014,ND,0,27.2,72.9,35.5,2.4,87.4,1.4,5.5,1.3,True,False,True,11.08
51418.8,2014,OH,1,31.8,68.3,37.3,2.9,70.0,21.8,0.1,2.9,True,False,True,5.3
50552.16,2014,OH,2,30.1,69.9,40.0,1.7,86.2,8.3,0.2,1.6,True,False,True,7.87
43660.44,2014,OH,3,26.6,73.49999999999999,32.5,5.9,54.2,32.0,0.1,3.6,False,False,True,-17.68
43953.0,2014,OH,4,17.2,82.8,40.7,3.2,88.9,4.8,0.1,0.7,True,False,True,9.12
48447.66,2014,OH,5,24.700000000000003,75.30000000000001,38.6,4.8,88.7,3.0,0.1,1.5,True,False,True,6.92
41420.7,2014,OH,6,15.1,84.8,42.6,1.0,94.9,2.0,0.1,0.5,True,False,True,8.27
43504.5,2014,OH,7,20.0,80.0,40.6,1.8,90.9,4.1,0.1,0.7,True,False,True,6.56
48207.53999999999,2014,OH,8,22.8,77.20000000000002,38.7,3.2,87.0,5.7,0.1,1.5,True,False,True,14.93
42902.82,2014,OH,9,21.4,78.7,38.4,10.2,70.8,14.8,0.2,1.0,False,False,True,-16.06
44611.26,2014,OH,10,27.4,72.6,38.9,2.5,75.6,16.8,0.1,2.0,True,False,True,3.12
44257.98,2014,OH,11,27.3,72.8,38.1,3.8,37.6,53.5,0.2,2.1,False,False,True,-31.13
56591.03999999999,2014,OH,12,38.4,61.7,37.8,2.8,86.2,4.5,0.2,3.3,True,False,True,7.52
42495.72,2014,OH,13,21.7,78.3,40.9,3.4,80.9,11.9,0.1,1.3,False,False,True,-11.25
54265.74,2014,OH,14,33.4,66.7,43.3,2.3,89.7,4.2,0.1,2.1,True,False,True,3.74
50923.38,2014,OH,15,28.9,71.1,38.1,1.6,90.5,3.8,0.1,1.8,True,False,True,5.3
55723.02,2014,OH,16,31.0,69.0,42.9,1.9,91.8,2.1,0.1,2.5,True,False,True,6.03
46615.02,2014,OK,1,28.6,71.5,36.0,10.4,65.9,8.4,5.2,2.1,True,False,True,17.77
41442.78,2014,OK,2,16.1,84.0,39.6,4.7,65.3,3.5,16.1,0.5,True,False,True,19.68
44005.44,2014,OK,3,22.1,77.9,36.2,9.3,75.1,3.6,5.7,1.4,True,False,True,26.06
44654.03999999999,2014,OK,4,23.4,76.6,35.4,7.9,72.1,6.4,5.1,2.2,True,False,True,19.24
43351.32,2014,OK,5,28.6,71.4,34.4,15.5,58.9,13.5,4.2,2.8,True,False,True,11.64
50941.31999999999,2014,OR,1,36.6,63.3,37.4,14.2,72.9,1.5,0.6,6.7,False,False,True,-7.07
37148.22,2014,OR,2,24.2,75.9,42.1,13.1,80.7,0.5,1.5,1.0,True,False,True,10.07
48159.24,2014,OR,3,37.7,62.2,36.8,11.0,72.5,5.1,0.5,6.2,False,False,True,-22.24
38754.53999999999,2014,OR,4,26.200000000000003,73.9,41.4,7.3,85.0,0.7,1.1,2.1,False,False,True,-1.71
44053.74,2014,OR,5,28.5,71.6,39.2,15.9,76.0,0.8,0.6,3.0,False,False,True,-0.02
46409.4,2014,PA,1,25.8,74.19999999999999,32.7,17.1,38.7,34.6,0.1,7.2,False,False,True,-29.4
48892.02,2014,PA,2,32.599999999999994,67.3,34.0,5.8,29.8,57.6,0.1,4.6,False,False,True,-38.65
44467.74,2014,PA,3,24.1,75.69999999999999,42.5,2.0,90.8,4.7,0.1,0.9,True,False,True,7.92
50255.46,2014,PA,4,24.6,75.39999999999999,40.9,6.5,82.0,7.4,0.1,2.2,True,False,True,9.42
42861.42,2014,PA,5,22.3,77.8,40.4,1.9,92.5,2.3,0.3,1.6,True,False,True,8.93
61201.62,2014,PA,6,42.2,57.8,40.6,6.3,84.0,4.0,0.1,3.7,True,False,True,2.42
67065.23999999999,2014,PA,7,40.6,59.4,41.4,3.0,85.7,5.0,0.0,4.7,True,False,True,2.31
61278.9,2014,PA,8,37.1,62.9,42.7,4.6,85.2,3.5,0.2,4.6,True,False,True,1.48
44260.74,2014,PA,9,17.3,82.6,42.7,1.9,93.3,2.9,0.0,0.4,True,False,True,14.78
43855.02,2014,PA,10,20.3,79.6,42.9,3.3,91.1,3.2,0.2,0.9,True,False,True,12.42
46958.64,2014,PA,11,23.2,76.8,42.1,5.9,86.1,4.8,0.2,1.4,True,False,True,6.54
52147.44,2014,PA,12,31.8,68.3,44.7,1.3,92.5,2.9,0.0,1.7,True,False,True,9.97
54240.9,2014,PA,13,32.1,68.0,39.0,10.3,61.1,18.0,0.0,8.5,False,False,True,-13.99
44187.6,2014,PA,14,32.1,67.9,38.4,1.9,70.9,21.3,0.1,2.8,False,False,True,-16.23
50841.96,2014,PA,15,27.8,72.2,41.3,14.4,77.4,3.9,0.1,2.8,True,False,True,2.81
47638.98,2014,PA,16,26.0,74.10000000000001,37.7,17.3,73.4,5.8,0.1,1.8,True,False,True,4.63
44292.48,2014,PA,17,20.7,79.3,42.0,8.1,83.0,5.6,0.1,1.4,False,False,True,-4.11
55800.3,2014,PA,18,34.7,65.3,44.5,1.6,92.5,2.4,0.0,2.1,True,False,True,10.24
50222.34,2014,RI,1,31.5,68.60000000000001,39.4,16.3,69.1,7.1,0.4,3.1,False,False,True,-14.98
57419.03999999999,2014,RI,2,33.3,66.6,40.5,10.8,80.2,3.5,0.3,3.1,False,False,True,-8.61
49893.9,2014,SC,1,38.4,61.8,37.7,6.4,70.6,19.0,0.2,1.7,True,False,True,11.03
48789.9,2014,SC,2,32.3,67.7,38.5,5.3,67.6,23.2,0.2,1.8,True,False,True,15.34
41618.03999999999,2014,SC,3,20.200000000000003,79.80000000000001,40.3,4.2,74.8,18.8,0.2,0.7,True,False,True,17.65
44524.32,2014,SC,4,29.9,70.10000000000001,37.8,8.2,68.4,19.2,0.3,2.4,True,False,True,15.2
43819.14,2014,SC,5,22.1,77.9,39.6,4.1,66.1,26.3,0.3,1.0,True,False,True,8.34
35991.78,2014,SC,6,18.0,82.0,34.6,4.4,35.3,57.3,0.2,0.9,False,False,True,-21.19
36429.24,2014,SC,7,20.4,79.6,41.5,4.2,63.7,28.8,0.7,0.8,True,False,True,7.23
43285.08,2014,SD,0,26.5,73.4,36.6,3.2,83.4,1.5,8.2,1.1,True,False,True,10.38
36906.72,2014,TN,1,18.5,81.5,42.9,3.4,91.7,2.3,0.3,0.6,True,False,True,25.56
44391.84,2014,TN,2,28.700000000000003,71.4,39.5,3.7,86.6,6.5,0.2,1.3,True,False,True,20.04
43236.78,2014,TN,3,20.7,79.39999999999999,41.1,3.2,82.7,11.1,0.2,1.1,True,False,True,16.28
44200.02,2014,TN,4,21.1,79.0,37.0,5.5,81.8,8.6,0.2,1.5,True,False,True,17.97
44776.85999999999,2014,TN,5,35.0,65.0,34.7,9.1,60.8,24.7,0.3,2.9,False,False,True,-4.76
43355.46,2014,TN,6,19.5,80.39999999999999,40.8,3.8,89.2,4.6,0.1,0.8,True,False,True,21.44
48745.74,2014,TN,7,27.8,72.1,37.1,4.7,81.6,9.4,0.2,1.6,True,False,True,18.18
48362.1,2014,TN,8,28.4,71.5,40.4,2.6,73.5,20.3,0.2,2.0,True,False,True,18.85
41064.66,2014,TN,9,23.0,77.0,32.9,6.7,25.3,64.9,0.1,1.6,False,False,True,-26.28
42123.12,2014,TX,1,19.7,80.4,36.3,16.6,63.3,17.8,0.1,0.8,True,False,True,23.91
61767.42,2014,TX,2,39.5,60.5,35.1,31.3,51.3,7.9,0.3,7.4,True,False,True,15.9
69772.79999999999,2014,TX,3,51.4,48.5,35.9,15.1,60.3,8.9,0.3,12.9,True,False,True,16.9
43824.66,2014,TX,4,19.3,80.8,39.0,12.5,73.0,10.9,0.5,1.0,True,False,True,26.17
42363.24,2014,TX,5,19.4,80.5,35.8,27.9,54.0,14.3,0.4,1.8,True,False,True,16.92
54794.28,2014,TX,6,29.4,70.6,34.9,21.1,52.6,19.1,0.3,4.8,True,False,True,10.79
64041.66,2014,TX,7,49.9,50.2,34.3,28.3,44.0,13.7,0.2,11.2,True,False,True,12.82
56499.96,2014,TX,8,27.1,72.9,36.1,22.4,65.5,8.4,0.1,2.2,True,False,True,29.29
39180.96,2014,TX,9,26.8,73.3,32.1,36.8,11.7,38.7,0.1,11.0,False,False,True,-25.73
57018.84,2014,TX,10,36.7,63.3,35.4,28.6,53.1,10.8,0.1,5.3,True,False,True,11.89
45022.5,2014,TX,11,20.1,79.8,35.6,35.6,58.2,3.4,0.3,0.9,True,False,True,31.69
55972.8,2014,TX,12,31.3,68.8,35.2,22.4,65.0,6.9,0.5,3.1,True,False,True,19.33
43598.34,2014,TX,13,20.0,80.0,35.7,25.6,65.0,5.3,0.4,1.8,True,False,True,32.71
50243.03999999999,2014,TX,14,22.1,77.7,36.6,23.9,52.1,19.5,0.3,3.0,True,False,True,11.81
35806.86,2014,TX,15,17.8,82.3,30.4,80.7,15.9,1.8,0.1,1.2,False,False,True,-5.58
37567.74,2014,TX,16,22.8,77.2,31.6,79.0,14.9,3.5,0.3,1.2,False,False,True,-12.64
43958.52,2014,TX,17,27.9,72.10000000000001,31.7,24.7,56.3,12.6,0.2,4.0,True,False,True,13.21
41520.06,2014,TX,18,20.3,79.7,32.0,40.4,17.2,37.0,0.0,3.7,False,False,True,-24.56
41957.52,2014,TX,19,21.2,78.8,33.1,35.9,55.3,5.8,0.3,1.2,True,False,True,26.31
42084.48,2014,TX,20,24.0,76.0,32.6,68.3,21.6,5.3,0.0,3.2,False,False,True,-7.14
56700.06,2014,TX,21,44.8,55.2,37.9,26.9,64.8,3.4,0.1,2.9,True,False,True,12.61
69658.26,2014,TX,22,43.5,56.6,35.4,24.3,43.2,13.9,0.1,16.7,True,False,True,14.78
40730.7,2014,TX,23,20.0,80.0,33.0,69.9,24.5,2.7,0.5,1.3,True,False,True,3.33
57454.92,2014,TX,24,42.9,57.00000000000001,35.4,23.7,50.6,10.2,0.2,12.5,True,False,True,13.2
55431.84,2014,TX,25,35.6,64.3,36.1,18.2,70.3,6.3,0.3,2.5,True,False,True,12.56
63974.03999999999,2014,TX,26,40.5,59.50000000000001,34.4,17.5,66.5,7.0,0.2,5.0,True,False,True,20.16
42726.18,2014,TX,27,17.1,83.0,36.5,50.6,41.6,5.1,0.1,1.6,True,False,True,13.26
37420.08,2014,TX,28,16.5,83.39999999999999,31.4,77.8,16.8,3.3,0.2,0.6,False,False,True,-7.96
34264.02,2014,TX,29,9.0,91.0,28.4,78.0,10.0,10.4,0.1,1.1,False,False,True,-13.25
42495.72,2014,TX,30,20.1,79.9,32.6,37.9,16.1,42.7,0.1,1.7,False,False,True,-27.46
55262.1,2014,TX,31,33.1,66.9,33.5,23.2,57.9,11.2,0.2,4.2,True,False,True,12.26
56055.6,2014,TX,32,42.7,57.2,35.7,25.6,50.5,13.2,0.3,7.5,True,False,True,9.72
33180.719999999994,2014,TX,33,9.6,90.5,28.9,64.6,15.8,16.8,0.1,2.1,False,False,True,-19.37
34236.42,2014,TX,34,14.6,85.39999999999999,32.1,83.7,14.3,0.9,0.1,0.7,False,False,True,-8.75
37054.38,2014,TX,35,18.6,81.39999999999999,30.4,63.0,24.8,9.4,0.1,1.1,False,False,True,-12.02
51380.16,2014,TX,36,18.7,81.4,37.7,23.2,64.5,8.6,0.3,1.6,True,False,True,25.44
49405.38,2014,UT,1,28.8,71.2,30.1,12.2,82.3,1.0,0.9,1.6,True,False,True,29.11
44896.92,2014,UT,2,31.9,68.19999999999999,31.9,14.3,77.7,1.1,1.1,2.1,True,False,True,20.0
49990.49999999999,2014,UT,3,38.5,61.49999999999999,27.7,10.4,83.1,0.4,1.6,1.9,True,False,True,29.84
49071.42,2014,UT,4,26.9,73.10000000000001,30.5,16.5,75.2,1.6,0.7,3.0,True,False,True,18.59
47983.98,2014,VT,0,35.7,64.2,42.5,1.5,94.0,1.1,0.3,1.2,False,False,True,-16.02
60260.45999999999,2014,VA,1,35.8,64.2,38.5,9.2,66.9,17.0,0.3,3.6,True,False,True,5.9
51893.52,2014,VA,2,32.4,67.60000000000001,35.0,7.7,62.3,20.8,0.2,5.2,True,False,True,1.61
41504.88,2014,VA,3,22.0,78.1,32.9,5.8,32.4,56.3,0.3,1.8,False,False,True,-27.2
51363.6,2014,VA,4,24.7,75.2,38.9,5.1,58.3,31.4,0.2,2.1,True,False,True,3.11
44811.35999999999,2014,VA,5,26.9,73.0,41.7,3.3,72.9,19.9,0.1,1.4,True,False,True,5.33
42962.16,2014,VA,6,25.3,74.6,39.9,4.6,80.8,10.3,0.2,1.8,True,False,True,11.68
56820.12,2014,VA,7,38.4,61.5,39.6,5.5,72.5,14.5,0.1,4.7,True,False,True,9.68
81776.04,2014,VA,8,61.400000000000006,38.7,35.6,18.8,52.6,14.3,0.1,11.1,False,False,True,-16.34
42532.98,2014,VA,9,19.0,81.0,41.9,2.2,89.7,5.2,0.1,1.2,True,False,True,15.48
80394.65999999999,2014,VA,10,53.8,46.3,36.8,12.3,64.3,6.8,0.2,12.3,True,False,True,2.47
75335.57999999999,2014,VA,11,53.5,46.5,35.6,18.5,47.4,12.6,0.1,17.9,False,False,True,-10.72
65732.15999999999,2014,WA,1,40.3,59.6,38.4,9.6,74.7,1.1,1.0,9.9,False,False,True,-3.58
51981.84,2014,WA,2,29.8,70.2,37.4,9.5,74.4,2.9,1.2,7.4,False,False,True,-8.71
49049.34,2014,WA,3,22.5,77.6,39.1,8.4,82.0,1.5,0.9,3.2,True,False,True,2.54
41485.56,2014,WA,4,19.1,81.0,33.5,37.7,55.4,1.0,2.1,1.8,True,False,True,13.29
44202.78,2014,WA,5,26.9,73.1,37.5,6.2,84.7,1.7,1.3,2.5,True,False,True,6.81
50231.99999999999,2014,WA,6,28.4,71.7,42.0,7.2,77.9,3.1,1.8,4.4,False,False,True,-5.43
66074.4,2014,WA,7,57.5,42.5,36.9,7.6,71.6,4.0,0.5,10.7,False,False,True,-29.08
60943.56,2014,WA,8,32.0,67.9,38.6,10.1,72.7,3.2,0.8,7.8,True,False,True,1.2
54926.76,2014,WA,9,39.9,60.19999999999999,36.7,12.0,48.5,10.4,0.6,21.9,False,False,True,-17.34
53405.99999999999,2014,WA,10,26.200000000000003,73.7,35.3,11.0,67.8,6.7,1.3,6.4,False,False,True,-5.52
43253.34,2014,WV,1,21.1,78.9,40.7,1.4,93.9,2.5,0.1,0.7,True,False,True,14.55
45196.38,2014,WV,2,20.5,79.5,42.0,1.9,90.7,3.7,0.1,0.6,True,False,True,12.2
41277.18,2014,WV,3,15.2,84.9,42.2,1.0,93.3,3.9,0.1,0.3,True,False,True,16.46
51442.26,2014,WI,1,26.1,73.9,39.9,9.6,81.1,5.4,0.2,1.9,True,False,True,3.65
51243.53999999999,2014,WI,2,39.2,61.0,36.4,6.1,83.2,4.2,0.3,3.9,False,False,True,-17.23
44093.76,2014,WI,3,23.5,76.5,38.7,2.3,92.7,0.9,0.6,2.0,False,False,True,-4.36
42617.16,2014,WI,4,26.8,73.2,32.5,15.9,43.8,33.4,0.5,3.5,False,False,True,-23.39
56193.6,2014,WI,5,35.2,64.7,40.7,5.6,88.5,1.7,0.2,2.4,True,False,True,13.27
48932.03999999999,2014,WI,6,24.4,75.60000000000001,41.7,4.3,90.3,1.3,0.4,2.3,True,False,True,5.15
43025.64,2014,WI,7,21.2,78.80000000000001,43.4,2.0,92.3,0.8,2.0,1.5,True,False,True,2.57
48397.98,2014,WI,8,25.3,74.6,39.8,4.7,87.9,1.2,2.4,2.2,True,False,True,2.71
50429.34,2014,WY,0,26.6,73.4,36.6,8.9,84.7,1.3,2.0,0.9,True,False,True,22.41
42785.600000000006,2016,AL,1,23.86,76.13,39.4,3.0,65.0,28.2,1.1,1.3,True,False,False,14.46
42633.280000000006,2016,AL,2,21.38,78.63,38.0,3.0,62.2,31.6,0.2,1.0,True,False,False,16.06
44744.0,2016,AL,3,20.79,79.2,38.5,3.0,68.1,25.1,0.2,1.5,True,False,False,15.34
41730.240000000005,2016,AL,4,16.07,83.92999999999999,40.5,6.3,83.9,7.1,0.4,0.4,True,False,False,27.71
48652.64000000001,2016,AL,5,31.33,68.67,39.8,5.1,72.8,17.4,0.5,1.6,True,False,False,16.73
56513.44,2016,AL,6,35.29,64.7,38.5,4.2,76.8,15.5,0.2,1.9,True,False,False,27.43
40166.240000000005,2016,AL,7,19.55,80.45,36.0,3.2,31.4,63.4,0.1,0.7,False,False,False,-20.25
57076.48,2016,AK,0,29.69,70.3,33.3,7.0,61.3,3.4,13.3,6.2,True,False,False,10.65
43555.36,2016,AZ,1,23.22,76.78,36.6,22.9,48.3,2.3,22.6,1.7,False,False,False,3.76
44141.52,2016,AZ,2,33.05,66.95,41.7,27.8,62.0,3.9,0.6,3.0,True,False,False,3.11
39121.76,2016,AZ,3,15.579999999999998,84.42,31.1,60.0,29.1,4.5,3.3,1.6,False,False,False,-9.15
41818.64,2016,AZ,4,18.56,81.44,47.9,18.1,75.6,1.5,1.5,1.0,True,False,False,19.99
56755.52,2016,AZ,5,35.15,64.85000000000001,38.6,17.2,70.6,3.1,1.3,5.1,True,False,False,16.86
57529.36,2016,AZ,6,41.97,58.03,42.2,18.2,69.8,3.0,1.5,4.9,True,False,False,12.38
36993.36,2016,AZ,7,13.82,86.18,29.9,62.8,21.5,9.6,2.4,2.1,False,False,False,-18.73
51943.84,2016,AZ,8,27.67,72.33,41.7,19.7,69.1,4.5,0.6,3.4,True,False,False,14.64
50166.32000000001,2016,AZ,9,36.93,63.06,33.3,29.3,56.1,4.7,2.4,4.8,False,False,False,0.17
39661.68,2016,AR,1,15.38,84.62,40.0,3.1,76.1,18.1,0.4,0.5,True,False,False,14.3
46569.12,2016,AR,2,29.0,71.00999999999999,36.5,5.0,68.6,22.4,0.3,1.7,True,False,False,8.15
43154.16,2016,AR,3,26.53,73.46000000000001,35.1,13.7,75.5,3.3,1.1,2.7,True,False,False,19.32
38784.48,2016,AR,4,15.91,84.1,41.2,5.6,71.9,19.5,0.6,0.6,True,False,False,15.26
43363.600000000006,2016,CA,1,24.22,75.77999999999999,42.4,13.1,77.3,1.4,1.7,3.0,True,False,False,10.19
50966.00000000001,2016,CA,2,40.68,59.32,43.5,17.7,70.9,1.5,1.7,4.0,False,False,False,-19.94
48376.560000000005,2016,CA,3,24.87,75.13000000000001,34.7,30.0,47.4,6.1,0.6,10.8,False,False,False,-3.53
60294.240000000005,2016,CA,4,32.05,67.95,44.9,13.2,76.2,1.6,0.6,4.7,True,False,False,10.91
52221.280000000006,2016,CA,5,30.33,69.66999999999999,39.8,27.9,49.6,5.7,0.3,11.5,False,False,False,-19.54
45275.76,2016,CA,6,26.65,73.37,33.9,29.5,36.6,11.9,0.4,15.1,False,False,False,-18.26
56678.00000000001,2016,CA,7,33.400000000000006,66.6,38.5,15.9,54.6,7.3,0.3,16.0,False,False,False,0.19
43488.72,2016,CA,8,17.36,82.64000000000001,34.1,39.2,46.1,7.6,0.9,2.9,True,False,False,9.46
48484.0,2016,CA,9,19.130000000000003,80.88,34.4,37.6,35.2,8.7,0.2,14.0,False,False,False,-6.36
48919.2,2016,CA,10,17.87,82.13000000000001,34.7,42.7,42.9,3.0,0.4,6.8,True,False,False,0.68
63294.4,2016,CA,11,42.96,57.05,39.8,27.2,46.1,8.3,0.2,13.7,False,False,False,-17.27
82856.64,2016,CA,12,56.57,43.43,38.3,14.9,43.3,5.1,0.1,32.2,False,False,False,-34.6
56299.920000000006,2016,CA,13,47.46,52.540000000000006,36.8,22.4,35.0,16.8,0.3,20.1,False,False,False,-38.07
68338.64,2016,CA,14,44.92,55.06,39.5,24.3,34.1,2.8,0.1,33.3,False,False,False,-23.48
73199.28,2016,CA,15,43.62,56.36,37.9,22.2,32.6,5.9,0.3,33.5,False,False,False,-16.96
33779.68,2016,CA,16,12.11,87.87,30.0,60.4,22.3,4.8,0.6,9.6,False,False,False,-7.18
86819.68000000001,2016,CA,17,55.120000000000005,44.88,36.8,16.2,24.7,2.4,0.2,52.8,False,False,False,-20.76
94802.88,2016,CA,18,61.09,38.91,39.6,15.9,55.1,1.7,0.1,22.7,False,False,False,-18.28
56902.4,2016,CA,19,34.15,65.85,36.8,41.3,25.2,2.8,0.2,26.8,False,False,False,-19.79
42109.68,2016,CA,20,26.1,73.89999999999999,34.4,52.9,36.8,1.6,0.3,5.0,False,False,False,-20.78
30326.640000000003,2016,CA,21,9.12,90.89,29.6,74.7,17.0,3.7,0.5,3.0,True,False,False,-2.6
44138.8,2016,CA,22,23.54,76.46000000000001,32.8,46.7,40.1,3.3,0.4,7.2,True,False,False,9.78
52989.68,2016,CA,23,20.46,79.55,33.3,37.7,47.1,6.7,0.4,5.2,True,False,False,15.31
48390.16,2016,CA,24,33.64,66.35,35.8,36.0,54.7,1.9,0.4,4.6,False,False,False,-3.83
57829.920000000006,2016,CA,25,27.03,72.96000000000001,36.0,37.2,42.8,8.0,0.2,9.0,True,False,False,3.04
51255.68,2016,CA,26,32.410000000000004,67.58999999999999,37.3,45.0,43.6,1.7,0.2,6.9,False,False,False,-3.47
54034.16,2016,CA,27,41.78,58.21999999999999,41.4,27.9,26.4,4.6,0.2,37.9,False,False,False,-11.46
56178.880000000005,2016,CA,28,45.06,54.94,39.5,24.2,56.2,2.9,0.1,13.2,False,False,False,-20.2
36688.72,2016,CA,29,19.66,80.34,33.8,68.8,18.4,3.8,0.1,7.6,False,False,False,-26.07
57366.16,2016,CA,30,42.73,57.29,38.6,28.9,49.9,4.2,0.2,13.1,False,False,False,-14.7
44712.72,2016,CA,31,22.19,77.82,32.3,51.8,27.1,10.2,0.3,7.8,False,False,False,-5.93
43008.64000000001,2016,CA,32,20.18,79.83000000000001,36.6,63.4,16.3,1.7,0.2,16.8,False,False,False,-13.59
83740.64,2016,CA,33,62.43,37.58,40.8,13.0,63.8,3.6,0.2,14.1,False,False,False,-10.55
33162.240000000005,2016,CA,34,24.13,75.87,34.2,64.2,10.3,4.6,0.2,19.2,False,False,False,-31.98
41126.4,2016,CA,35,14.88,85.12,31.6,71.5,13.0,5.9,0.2,7.0,False,False,False,-15.86
37348.32,2016,CA,36,19.58,80.43,39.6,49.8,40.2,4.4,0.6,3.1,False,False,False,0.8
48337.12,2016,CA,37,37.7,62.3,35.2,38.1,25.2,23.4,0.1,9.7,False,False,False,-34.51
49373.44,2016,CA,38,22.3,77.69999999999999,36.9,62.5,16.4,3.7,0.3,15.3,False,False,False,-13.05
57494.00000000001,2016,CA,39,41.07,58.940000000000005,39.2,34.9,30.0,1.7,0.2,30.8,True,False,False,4.17
33243.840000000004,2016,CA,40,9.49,90.51,30.8,87.6,4.9,4.5,0.1,2.5,False,False,False,-29.97
43196.32,2016,CA,41,16.990000000000002,83.01,30.9,58.0,25.1,9.1,0.3,5.1,False,False,False,-9.92
55758.64000000001,2016,CA,42,24.12,75.88999999999999,35.8,38.1,42.8,4.9,0.3,10.0,True,False,False,9.62
43101.12,2016,CA,43,23.99,76.01,34.7,48.3,13.5,22.3,0.1,12.5,False,False,False,-26.68
37590.4,2016,CA,44,13.41,86.6,32.3,69.4,6.8,14.8,0.3,6.6,False,False,False,-33.18
79934.0,2016,CA,45,54.73,45.28,39.5,17.9,51.3,2.2,0.0,24.4,True,False,False,7.46
37333.36,2016,CA,46,16.79,83.21,31.7,67.3,17.5,1.8,0.1,11.9,False,False,False,-9.79
50211.2,2016,CA,47,30.24,69.76,37.1,36.3,30.6,6.8,0.6,21.9,False,False,False,-8.73
63660.240000000005,2016,CA,48,44.3,55.7,42.0,20.3,56.3,1.2,0.3,18.2,True,False,False,7.52
62615.76,2016,CA,49,43.53,56.47,37.8,25.8,61.5,2.5,0.3,6.8,True,False,False,4.78
50484.560000000005,2016,CA,50,27.7,72.31,36.9,31.4,55.6,2.3,0.8,6.1,True,False,False,13.58
35334.16,2016,CA,51,13.64,86.36,32.5,70.6,13.1,5.6,0.4,8.7,False,False,False,-17.36
69808.8,2016,CA,52,57.54,42.47,36.3,15.7,57.5,2.8,0.1,19.0,False,False,False,-1.61
54737.280000000006,2016,CA,53,36.74,63.260000000000005,35.0,34.2,39.3,9.0,0.2,12.5,False,False,False,-10.35
56392.4,2016,CO,1,46.68,53.33,34.7,27.6,57.6,8.1,0.5,3.3,False,False,False,-18.49
