MedianAge,Hispanic,White,Black,NativeAmerican,Asian,year,state_po,district
43.4,2.0,92.3,0.8,2.0,1.5,2014,WI,7
39.8,4.7,87.9,1.2,2.4,2.2,2014,WI,8
36.6,8.9,84.7,1.3,2.0,0.9,2014,WY,0
39.4,3.0,65.0,28.2,1.1,1.3,2016,AL,1
38.0,3.0,62.2,31.6,0.2,1.0,2016,AL,2
38.5,3.0,68.1,25.1,0.2,1.5,2016,AL,3
40.5,6.3,83.9,7.1,0.4,0.4,2016,AL,4
39.8,5.1,72.8,17.4,0.5,1.6,2016,AL,5
38.5,4.2,76.8,15.5,0.2,1.9,2016,AL,6
36.0,3.2,31.4,63.4,0.1,0.7,2016,AL,7
33.3,7.0,61.3,3.4,13.3,6.2,2016,AK,0
36.6,22.9,48.3,2.3,22.6,1.7,2016,AZ,1
41.7,27.8,62.0,3.9,0.6,3.0,2016,AZ,2
31.1,60.0,29.1,4.5,3.3,1.6,2016,AZ,3
47.9,18.1,75.6,1.5,1.5,1.0,2016,AZ,4
38.6,17.2,70.6,3.1,1.3,5.1,2016,AZ,5
42.2,18.2,69.8,3.0,1.5,4.9,2016,AZ,6
29.9,62.8,21.5,9.6,2.4,2.1,2016,AZ,7
41.7,19.7,69.1,4.5,0.6,3.4,2016,AZ,8
33.3,29.3,56.1,4.7,2.4,4.8,2016,AZ,9
40.0,3.1,76.1,18.1,0.4,0.5,2016,AR,1
36.5,5.0,68.6,22.4,0.3,1.7,2016,AR,2
35.1,13.7,75.5,3.3,1.1,2.7,2016,AR,3
41.2,5.6,71.9,19.5,0.6,0.6,2016,AR,4
42.4,13.1,77.3,1.4,1.7,3.0,2016,CA,1
43.5,17.7,70.9,1.5,1.7,4.0,2016,CA,2
34.7,30.0,47.4,6.1,0.6,10.8,2016,CA,3
44.9,13.2,76.2,1.6,0.6,4.7,2016,CA,4
39.8,27.9,49.6,5.7,0.3,11.5,2016,CA,5
33.9,29.5,36.6,11.9,0.4,15.1,2016,CA,6
38.5,15.9,54.6,7.3,0.3,16.0,2016,CA,7
34.1,39.2,46.1,7.6,0.9,2.9,2016,CA,8
34.4,37.6,35.2,8.7,0.2,14.0,2016,CA,9
34.7,42.7,42.9,3.0,0.4,6.8,2016,CA,10
39.8,27.2,46.1,8.3,0.2,13.7,2016,CA,11
38.3,14.9,43.3,5.1,0.1,32.2,2016,CA,12
36.8,22.4,35.0,16.8,0.3,20.1,2016,CA,13
39.5,24.3,34.1,2.8,0.1,33.3,2016,CA,14
37.9,22.2,32.6,5.9,0.3,33.5,2016,CA,15
30.0,60.4,22.3,4.8,0.6,9.6,2016,CA,16
36.8,16.2,24.7,2.4,0.2,52.8,2016,CA,17
39.6,15.9,55.1,1.7,0.1,22.7,2016,CA,18
36.8,41.3,25.2,2.8,0.2,26.8,2016,CA,19
34.4,52.9,36.8,1.6,0.3,5.0,2016,CA,20
29.6,74.7,17.0,3.7,0.5,3.0,2016,CA,21
32.8,46.7,40.1,3.3,0.4,7.2,2016,CA,22
33.3,37.7,47.1,6.7,0.4,5.2,2016,CA,23
35.8,36.0,54.7,1.9,0.4,4.6,2016,CA,24
36.0,37.2,42.8,8.0,0.2,9.0,2016,CA,25
37.3,45.0,43.6,1.7,0.2,6.9,2016,CA,26
41.4,27.9,26.4,4.6,0.2,37.9,2016,CA,27
39.5,24.2,56.2,2.9,0.1,13.2,2016,CA,28
33.8,68.8,18.4,3.8,0.1,7.6,2016,CA,29
38.6,28.9,49.9,4.2,0.2,13.1,2016,CA,30
32.3,51.8,27.1,10.2,0.3,7.8,2016,CA,31
36.6,63.4,16.3,1.7,0.2,16.8,2016,CA,32
40.8,13.0,63.8,3.6,0.2,14.1,2016,CA,33
34.2,64.2,10.3,4.6,0.2,19.2,2016,CA,34
31.6,71.5,13.0,5.9,0.2,7.0,2016,CA,35
39.6,49.8,40.2,4.4,0.6,3.1,2016,CA,36
35.2,38.1,25.2,23.4,0.1,9.7,2016,CA,37
36.9,62.5,16.4,3.7,0.3,15.3,2016,CA,38
39.2,34.9,30.0,1.7,0.2,30.8,2016,CA,39
30.8,87.6,4.9,4.5,0.1,2.5,2016,CA,40
30.9,58.0,25.1,9.1,0.3,5.1,2016,CA,41
35.8,38.1,42.8,4.9,0.3,10.0,2016,CA,42
34.7,48.3,13.5,22.3,0.1,12.5,2016,CA,43
32.3,69.4,6.8,14.8,0.3,6.6,2016,CA,44
39.5,17.9,51.3,2.2,0.0,24.4,2016,CA,45
31.7,67.3,17.5,1.8,0.1,11.9,2016,CA,46
37.1,36.3,30.6,6.8,0.6,21.9,2016,CA,47
42.0,20.3,56.3,1.2,0.3,18.2,2016,CA,48
37.8,25.8,61.5,2.5,0.3,6.8,2016,CA,49
36.9,31.4,55.6,2.3,0.8,6.1,2016,CA,50
32.5,70.6,13.1,5.6,0.4,8.7,2016,CA,51
36.3,15.7,57.5,2.8,0.1,19.0,2016,CA,52
35.0,34.2,39.3,9.0,0.2,12.5,2016,CA,53
34.7,27.6,57.6,8.1,0.5,3.3,2016,CO,1
37.3,10.5,82.5,0.8,0.3,3.4,2016,CO,2
39.0,24.6,70.6,0.9,1.3,0.6,2016,CO,3
36.9,21.8,72.3,1.2,0.4,2.0,2016,CO,4
35.3,15.8,71.3,5.8,0.3,2.6,2016,CO,5
36.3,20.6,61.8,8.5,0.2,5.0,2016,CO,6
36.1,28.4,63.7,1.7,0.4,3.2,2016,CO,7
41.0,15.8,62.2,14.9,0.1,4.8,2016,CT,1
41.4,8.7,81.2,3.8,0.2,3.2,2016,CT,2
39.0,16.0,64.6,12.7,0.2,4.6,2016,CT,3
39.7,19.4,61.2,11.8,0.0,5.3,2016,CT,4
41.8,17.1,70.9,6.2,0.1,3.7,2016,CT,5
39.7,9.0,63.0,21.2,0.3,3.8,2016,DE,0
38.5,6.3,73.5,12.8,0.3,2.2,2016,FL,1
36.5,5.9,64.6,24.7,0.3,2.0,2016,FL,2
37.9,8.5,72.2,13.5,0.2,3.3,2016,FL,3
38.1,8.4,69.2,14.6,0.1,4.7,2016,FL,4
34.1,14.3,31.5,49.0,0.3,2.4,2016,FL,5
46.9,7.8,78.7,9.3,0.3,2.2,2016,FL,6
38.7,21.4,63.0,9.3,0.1,3.6,2016,FL,7
48.3,10.1,75.6,9.5,0.3,2.1,2016,FL,8
35.5,48.7,34.4,10.5,0.0,4.0,2016,FL,9
39.9,19.3,61.1,12.2,0.2,4.3,2016,FL,10
53.5,9.9,79.0,7.8,0.2,1.4,2016,FL,11
45.0,13.7,76.3,4.8,0.3,2.8,2016,FL,12
48.3,10.1,78.2,5.3,0.2,3.8,2016,FL,13
36.1,29.6,39.9,25.1,0.2,2.4,2016,FL,14
37.7,18.0,62.4,12.5,0.1,4.5,2016,FL,15
51.9,12.2,77.9,6.8,0.1,1.7,2016,FL,16
47.8,17.6,69.6,9.4,0.2,1.2,2016,FL,17
46.9,14.9,68.0,12.9,0.2,2.6,2016,FL,18
50.3,20.2,69.1,7.7,0.1,1.6,2016,FL,19
36.8,21.8,21.2,52.7,0.1,1.9,2016,FL,20
43.7,23.5,57.6,13.2,0.2,3.0,2016,FL,21
46.1,23.6,61.0,11.0,0.1,2.2,2016,FL,22
41.7,39.7,43.4,10.9,0.2,3.9,2016,FL,23
36.5,32.4,11.8,52.6,0.0,1.9,2016,FL,24
40.7,70.9,21.2,5.0,0.1,2.1,2016,FL,25
39.8,69.7,18.7,9.2,0.0,1.7,2016,FL,26
41.1,75.4,15.1,6.8,0.0,1.6,2016,FL,27
35.7,6.2,59.4,29.0,0.4,2.0,2016,GA,1
36.2,5.2,39.9,52.1,0.2,1.0,2016,GA,2
37.8,5.4,66.6,24.0,0.1,1.6,2016,GA,3
35.5,9.7,24.6,58.7,0.1,4.8,2016,GA,4
33.7,6.3,29.3,57.5,0.2,4.6,2016,GA,5
37.6,13.2,60.5,12.5,0.4,11.0,2016,GA,6
35.1,18.3,45.6,20.0,0.1,13.0,2016,GA,7
36.8,6.6,60.3,29.3,0.1,1.7,2016,GA,8
40.9,12.5,77.0,7.3,0.2,1.3,2016,GA,9
36.4,5.4,65.2,25.6,0.1,1.7,2016,GA,10
36.6,10.5,67.6,15.7,0.1,3.7,2016,GA,11
35.2,6.2,55.3,34.9,0.1,1.4,2016,GA,12
35.6,12.0,26.5,57.5,0.0,2.4,2016,GA,13
37.4,11.3,76.7,8.6,0.2,1.1,2016,GA,14
38.6,8.4,16.8,2.3,0.1,48.3,2016,HI,1
36.9,12.3,28.6,1.6,0.2,24.3,2016,HI,2
37.9,10.5,84.1,0.4,1.2,1.0,2016,ID,1
33.7,13.7,81.0,0.6,1.1,1.5,2016,ID,2
38.0,9.9,35.6,50.6,0.1,1.7,2016,IL,1
38.3,13.3,28.5,56.0,0.1,0.7,2016,IL,2
37.2,33.0,56.7,5.0,0.0,4.0,2016,IL,3
32.2,70.1,21.9,3.5,0.1,3.4,2016,IL,4
35.2,20.3,68.0,2.8,0.1,6.3,2016,IL,5
40.7,11.9,74.6,2.9,0.0,8.7,2016,IL,6
34.3,14.1,28.1,48.5,0.1,7.6,2016,IL,7
37.4,27.8,51.3,4.4,0.1,13.8,2016,IL,8
40.2,11.3,64.0,8.4,0.1,13.3,2016,IL,9
37.9,22.5,58.1,7.0,0.1,10.3,2016,IL,10
35.3,27.2,52.5,10.9,0.1,7.4,2016,IL,11
39.1,3.3,76.2,17.0,0.2,1.2,2016,IL,12
36.5,3.1,78.7,11.1,0.1,4.0,2016,IL,13
39.1,11.3,79.5,3.0,0.0,4.7,2016,IL,14
39.9,2.8,91.0,4.5,0.1,0.6,2016,IL,15
40.2,9.5,83.3,3.9,0.2,1.4,2016,IL,16
40.1,9.2,75.8,11.5,0.1,1.3,2016,IL,17
39.9,2.8,89.3,3.4,0.1,2.5,2016,IL,18
38.7,15.1,62.9,18.2,0.1,1.4,2016,IN,1
37.5,9.4,80.0,6.7,0.3,1.5,2016,IN,2
36.8,6.1,83.3,5.7,0.3,1.9,2016,IN,3
36.3,6.0,85.6,3.5,0.2,2.8,2016,IN,4
37.9,4.4,81.3,8.3,0.1,3.2,2016,IN,5
40.4,2.4,91.8,2.6,0.2,1.4,2016,IN,6
33.4,10.8,54.3,28.9,0.3,3.0,2016,IN,7
39.6,2.2,90.7,4.0,0.2,1.0,2016,IN,8
37.3,3.3,89.4,2.8,0.2,2.3,2016,IN,9
38.9,3.7,88.9,3.7,0.3,1.3,2016,IA,1
38.1,5.5,85.9,4.0,0.1,2.3,2016,IA,2
36.7,6.7,84.1,4.0,0.2,3.0,2016,IA,3
38.9,6.4,88.3,1.6,0.5,2.0,2016,IA,4
35.3,15.8,76.9,2.9,0.5,1.7,2016,KS,1
37.1,6.7,82.5,4.3,1.4,1.6,2016,KS,2
36.5,11.7,72.4,8.5,0.2,4.5,2016,KS,3
36.1,12.0,73.9,7.3,0.8,3.4,2016,KS,4
40.1,2.7,87.6,7.2,0.2,0.5,2016,KY,1
38.5,3.1,87.3,5.5,0.2,1.4,2016,KY,2
38.0,5.0,68.3,21.1,0.2,2.5,2016,KY,3
38.6,3.4,90.1,3.4,0.1,1.3,2016,KY,4
40.9,1.1,96.0,1.5,0.2,0.3,2016,KY,5
36.9,4.5,82.1,8.7,0.1,2.0,2016,KY,6
38.1,8.7,72.1,14.0,1.1,2.0,2016,LA,1
35.6,6.3,28.8,59.9,0.2,3.0,2016,LA,2
35.7,3.8,67.6,24.3,0.4,1.6,2016,LA,3
36.5,3.7,58.6,33.9,0.6,1.0,2016,LA,4
37.3,2.3,60.0,36.0,0.2,0.4,2016,LA,5
35.2,4.3,66.8,24.1,0.2,2.2,2016,LA,6
44.5,1.7,93.2,1.3,0.3,1.4,2016,ME,1
44.6,1.4,94.0,0.7,1.0,0.6,2016,ME,2
42.4,3.8,80.0,11.6,0.1,2.2,2016,MD,1
36.3,7.0,50.7,33.9,0.3,5.2,2016,MD,2
36.7,9.3,59.8,19.4,0.2,7.9,2016,MD,3
36.8,15.4,26.4,52.1,0.2,3.5,2016,MD,4
38.2,8.7,46.0,37.0,0.2,4.2,2016,MD,5
38.4,13.2,59.1,13.4,0.1,10.9,2016,MD,6
38.3,3.4,32.8,53.6,0.2,7.3,2016,MD,7
40.0,15.0,60.1,11.8,0.2,9.6,2016,MD,8
41.0,17.5,72.8,5.8,0.2,1.9,2016,MA,1
39.1,9.3,78.1,4.9,0.2,5.2,2016,MA,2
39.0,18.9,67.6,2.8,0.1,8.6,2016,MA,3
40.9,4.8,84.1,2.7,0.0,5.9,2016,MA,4
39.5,8.3,72.6,4.7,0.1,10.9,2016,MA,5
42.1,8.6,82.1,3.1,0.1,4.1,2016,MA,6
31.7,21.9,40.5,24.4,0.1,10.0,2016,MA,7
39.0,5.9,73.9,8.9,0.0,7.9,2016,MA,8
45.6,5.0,86.5,2.9,0.1,1.8,2016,MA,9
46.4,2.0,91.0,1.6,2.5,0.7,2016,MI,1
37.0,9.3,79.1,6.5,0.4,2.1,2016,MI,2
36.9,7.3,79.5,7.8,0.4,2.1,2016,MI,3
41.0,3.3,91.4,1.9,0.8,0.9,2016,MI,4
41.1,4.7,74.2,16.7,0.2,1.0,2016,MI,5
38.8,6.0,80.9,8.0,0.3,1.5,2016,MI,6
42.0,4.3,88.0,4.2,0.3,1.0,2016,MI,7
38.5,4.8,82.9,5.2,0.1,4.2,2016,MI,8
41.1,2.2,77.4,13.3,0.4,4.1,2016,MI,9
42.3,3.3,90.0,2.7,0.1,1.8,2016,MI,10
41.1,3.6,77.7,6.1,0.3,10.1,2016,MI,11
35.9,5.8,75.3,10.3,0.2,5.5,2016,MI,12
36.2,7.1,34.1,55.3,0.3,1.4,2016,MI,13
38.0,4.8,32.0,55.9,0.2,4.6,2016,MI,14
38.4,6.2,86.6,2.7,0.2,2.8,2016,MN,1
37.7,5.8,82.1,4.0,0.3,4.7,2016,MN,2
39.8,4.3,78.8,7.2,0.2,7.0,2016,MN,3
35.7,6.7,67.6,9.7,0.4,12.0,2016,MN,4
34.0,9.3,62.8,16.6,0.7,6.4,2016,MN,5
37.0,2.7,90.0,2.4,0.4,2.4,2016,MN,6
41.0,4.2,89.3,1.3,2.9,0.9,2016,MN,7
43.2,1.7,91.9,0.9,2.3,0.7,2016,MN,8
37.7,3.3,67.2,27.6,0.1,0.6,2016,MS,1
35.6,1.9,30.3,66.3,0.2,0.7,2016,MS,2
37.4,2.1,60.5,34.4,0.9,1.2,2016,MS,3
37.1,4.1,68.6,23.7,0.3,1.6,2016,MS,4
35.4,3.6,41.2,49.0,0.1,3.1,2016,MO,1
42.7,2.6,87.2,3.7,0.2,4.3,2016,MO,2
39.1,2.2,91.3,3.3,0.3,1.2,2016,MO,3
36.6,3.8,86.5,5.1,0.4,1.5,2016,MO,4
36.9,8.9,64.0,21.7,0.4,2.0,2016,MO,5
38.5,3.9,88.1,4.5,0.3,1.0,2016,MO,6
37.7,5.0,88.3,1.8,0.9,1.4,2016,MO,7
40.5,1.7,90.7,5.1,0.3,0.6,2016,MO,8
39.9,3.6,86.6,0.4,6.1,0.8,2016,MT,0
35.2,9.1,82.2,3.0,1.1,2.4,2016,NE,1
34.5,11.0,73.2,9.7,0.5,3.1,2016,NE,2
39.9,11.1,85.2,1.0,0.8,0.6,2016,NE,3
36.7,46.7,30.7,9.7,0.4,8.5,2016,NV,1
39.4,22.4,66.5,1.8,1.8,3.7,2016,NV,2
38.7,16.5,57.3,7.0,0.5,13.4,2016,NV,3
36.3,27.9,47.1,14.2,0.7,5.7,2016,NV,4
42.5,3.7,91.0,1.6,0.0,1.8,2016,NH,1
43.2,3.0,90.8,1.2,0.1,3.3,2016,NH,2
39.0,13.0,62.7,15.9,0.0,5.3,2016,NJ,1
42.3,16.1,65.7,11.5,0.2,4.0,2016,NJ,2
43.7,8.0,75.5,10.1,0.1,3.6,2016,NJ,3
41.2,10.4,77.4,6.0,0.0,4.4,2016,NJ,4
42.6,12.7,70.8,4.8,0.1,10.1,2016,NJ,5
36.9,21.5,47.4,10.1,0.2,18.8,2016,NJ,6
42.6,11.4,72.2,4.2,0.0,10.2,2016,NJ,7
34.6,55.0,25.1,9.1,0.1,8.2,2016,NJ,8
38.1,36.5,38.3,9.4,0.1,14.1,2016,NJ,9
36.0,20.8,20.3,48.7,0.1,7.5,2016,NJ,10
43.1,11.5,73.5,3.6,0.0,9.6,2016,NJ,11
39.5,17.1,47.1,17.4,0.1,16.4,2016,NJ,12
37.7,49.4,40.1,2.4,3.7,2.2,2016,NM,1
36.2,53.8,37.3,1.9,4.9,0.7,2016,NM,2
38.5,40.8,37.4,1.7,17.0,1.0,2016,NM,3
42.1,14.8,74.9,5.1,0.2,3.6,2016,NY,1
39.8,22.8,62.5,8.9,0.0,4.0,2016,NY,2
44.7,10.3,68.9,3.1,0.1,15.6,2016,NY,3
39.8,20.7,56.2,14.6,0.1,6.7,2016,NY,4
36.7,21.1,10.4,47.2,0.2,13.7,2016,NY,5
40.5,18.6,34.3,3.8,0.2,40.2,2016,NY,6
33.1,40.5,31.0,7.4,0.1,18.5,2016,NY,7
35.6,17.9,23.8,50.1,0.2,6.0,2016,NY,8
36.0,12.4,31.2,47.2,0.1,6.8,2016,NY,9
36.0,12.2,61.2,4.3,0.3,19.5,2016,NY,10
39.3,17.1,60.2,7.1,0.1,13.6,2016,NY,11
36.6,13.6,64.9,4.2,0.1,14.2,2016,NY,12
33.9,54.4,14.8,24.0,0.0,4.2,2016,NY,13
37.0,47.5,23.0,9.7,0.1,17.6,2016,NY,14
30.7,66.0,3.1,27.6,0.3,1.7,2016,NY,15
39.7,24.8,37.3,30.4,0.1,5.0,2016,NY,16
39.1,22.2,59.6,9.7,0.2,6.2,2016,NY,17
39.4,16.4,68.6,9.4,0.2,3.0,2016,NY,18
44.1,7.3,84.9,4.1,0.1,1.6,2016,NY,19
38.9,6.3,76.3,8.4,0.1,5.2,2016,NY,20
40.8,3.3,90.7,3.1,0.4,0.9,2016,NY,21
41.3,3.7,87.6,3.7,0.2,2.7,2016,NY,22
40.3,3.7,88.2,2.8,0.5,2.6,2016,NY,23
39.9,4.4,81.7,8.0,0.5,2.7,2016,NY,24
38.5,8.6,70.1,15.1,0.2,3.9,2016,NY,25
37.7,6.5,68.4,18.1,0.4,4.0,2016,NY,26
44.3,2.5,92.3,2.4,0.5,1.1,2016,NY,27
37.6,8.8,34.7,52.0,0.7,1.5,2016,NC,1
36.7,11.3,64.5,16.3,0.9,4.0,2016,NC,2
35.1,7.0,70.2,18.3,0.3,1.3,2016,NC,3
32.5,12.1,47.6,30.8,0.5,6.1,2016,NC,4
41.0,8.8,74.9,12.7,0.3,1.8,2016,NC,5
42.8,6.1,73.2,16.0,0.2,2.3,2016,NC,6
41.6,10.2,68.9,16.4,1.8,0.8,2016,NC,7
39.2,9.4,61.3,19.7,7.0,0.9,2016,NC,8
37.7,8.9,70.7,13.2,0.3,4.7,2016,NC,9
41.4,6.3,78.4,11.6,0.3,1.5,2016,NC,10
45.2,6.0,86.2,3.1,1.6,1.2,2016,NC,11
32.8,14.0,28.7,48.9,0.3,5.2,2016,NC,12
39.7,8.4,68.7,18.1,0.1,2.4,2016,NC,13
34.9,3.4,85.9,2.0,4.9,1.3,2016,ND,0
37.5,2.7,69.4,22.0,0.1,3.2,2016,OH,1
39.4,2.2,86.0,8.3,0.2,1.3,2016,OH,2
32.5,6.6,53.2,32.4,0.2,3.5,2016,OH,3
40.7,3.7,87.9,5.3,0.3,0.9,2016,OH,4
39.5,5.2,89.1,2.7,0.1,1.2,2016,OH,5
43.7,1.0,94.4,2.4,0.2,0.4,2016,OH,6
40.6,2.1,91.1,3.8,0.1,0.7,2016,OH,7
38.8,3.4,86.3,5.6,0.1,1.9,2016,OH,8
38.3,10.6,67.9,16.8,0.2,1.3,2016,OH,9
39.0,2.7,75.2,16.4,0.1,2.1,2016,OH,10
38.2,4.5,37.6,52.2,0.2,2.6,2016,OH,11
37.8,2.1,86.3,4.7,0.2,3.6,2016,OH,12
40.5,3.3,81.3,11.3,0.1,1.6,2016,OH,13
44.3,2.6,89.4,4.3,0.1,2.0,2016,OH,14
37.9,2.0,88.7,4.0,0.0,3.0,2016,OH,15
43.6,2.1,91.8,2.2,0.1,2.2,2016,OH,16
36.1,10.9,65.0,8.7,5.1,2.6,2016,OK,1
39.8,5.1,64.4,3.5,16.0,0.5,2016,OK,2
36.4,9.8,74.2,3.7,5.6,1.4,2016,OK,3
35.5,8.4,71.2,6.4,4.4,2.3,2016,OK,4
34.6,16.1,57.6,13.3,4.2,3.1,2016,OK,5
37.5,14.5,71.8,1.6,0.4,7.5,2016,OR,1
42.1,13.5,80.3,0.6,1.8,0.9,2016,OR,2
37.3,11.2,71.4,5.0,0.6,6.9,2016,OR,3
41.1,7.7,84.0,0.8,1.1,2.2,2016,OR,4
38.9,16.4,75.6,0.9,0.9,2.5,2016,OR,5
33.8,17.2,39.5,33.5,0.1,7.5,2016,PA,1
34.3,6.2,29.3,56.4,0.3,5.0,2016,PA,2
42.8,2.3,90.1,4.1,0.1,0.9,2016,PA,3
41.0,7.2,80.8,7.2,0.1,2.5,2016,PA,4
40.7,1.9,92.2,2.5,0.1,1.8,2016,PA,5
41.7,6.0,82.9,4.4,0.0,5.1,2016,PA,6
42.8,3.9,83.9,5.1,0.1,5.1,2016,PA,7
43.7,5.0,84.8,3.8,0.2,4.7,2016,PA,8
43.4,2.2,92.7,2.8,0.0,0.6,2016,PA,9
43.7,4.0,89.9,3.6,0.2,0.9,2016,PA,10
42.3,6.2,85.6,5.1,0.1,1.3,2016,PA,11
45.1,1.7,91.9,3.0,0.1,1.7,2016,PA,12
37.3,11.5,58.0,18.4,0.1,9.2,2016,PA,13
38.6,2.2,69.8,20.9,0.1,3.4,2016,PA,14
40.3,15.7,75.5,4.0,0.1,2.8,2016,PA,15
37.0,18.3,72.2,5.7,0.1,1.7,2016,PA,16
43.0,8.5,82.1,5.5,0.0,1.9,2016,PA,17
44.1,1.4,92.6,2.1,0.1,1.9,2016,PA,18
38.8,16.3,68.5,7.4,0.3,3.6,2016,RI,1
40.8,12.5,78.4,3.4,0.4,3.1,2016,RI,2
38.3,6.2,70.3,19.5,0.2,1.8,2016,SC,1
38.4,5.4,67.0,23.3,0.1,1.9,2016,SC,2
41.1,5.2,74.1,17.8,0.2,0.6,2016,SC,3
37.7,7.7,68.5,19.0,0.2,2.5,2016,SC,4
39.8,3.7,65.3,28.0,0.3,1.1,2016,SC,5
35.4,5.0,34.5,57.2,0.2,1.0,2016,SC,6
42.3,4.3,64.5,27.7,0.5,0.9,2016,SC,7
36.9,3.5,82.8,1.5,7.9,1.4,2016,SD,0
43.2,3.5,91.6,2.5,0.3,0.6,2016,TN,1
39.9,3.9,86.2,6.0,0.2,1.5,2016,TN,2
41.7,3.8,82.1,10.6,0.4,1.2,2016,TN,3
37.7,6.0,80.7,8.7,0.2,1.6,2016,TN,4
34.9,9.2,60.1,24.3,0.4,2.9,2016,TN,5
40.9,4.1,88.5,4.3,0.3,0.8,2016,TN,6
37.4,4.9,80.5,10.2,0.2,2.0,2016,TN,7
40.2,2.7,72.7,20.5,0.3,2.0,2016,TN,8
33.9,7.2,24.3,64.7,0.1,1.9,2016,TN,9
37.3,17.1,62.5,17.8,0.2,1.1,2016,TX,1
35.6,30.1,48.1,11.6,0.2,7.9,2016,TX,2
36.7,15.2,58.5,8.6,0.5,14.8,2016,TX,3
39.1,13.5,71.9,10.5,0.8,0.9,2016,TX,4
36.0,27.7,53.3,15.2,0.3,2.0,2016,TX,5
34.9,22.2,50.2,20.3,0.3,4.8,2016,TX,6
34.7,31.1,44.7,11.9,0.0,10.3,2016,TX,7
36.7,21.6,64.9,7.8,0.5,2.9,2016,TX,8
32.4,38.3,10.9,37.7,0.1,11.9,2016,TX,9
35.8,28.9,52.5,10.9,0.2,5.7,2016,TX,10
35.3,38.3,55.5,3.5,0.2,1.1,2016,TX,11
35.8,21.9,63.4,8.2,0.3,3.9,2016,TX,12
36.2,26.5,63.8,5.0,0.6,2.1,2016,TX,13
37.1,24.3,51.4,19.5,0.2,2.6,2016,TX,14
30.7,80.6,15.9,1.9,0.0,1.0,2016,TX,15
32.3,79.5,14.2,3.7,0.2,1.4,2016,TX,16
32.5,24.8,55.5,12.9,0.2,5.0,2016,TX,17
32.3,42.7,16.2,36.0,0.2,3.9,2016,TX,18
32.7,36.5,54.3,5.6,0.4,1.3,2016,TX,19
31.6,67.8,21.9,5.5,0.1,2.9,2016,TX,20
38.1,28.5,61.7,3.9,0.2,3.7,2016,TX,21
35.3,25.0,41.3,13.2,0.3,18.0,2016,TX,22
33.1,69.7,24.7,2.9,0.3,1.5,2016,TX,23
35.6,24.6,48.4,9.9,0.3,13.5,2016,TX,24
36.9,17.6,69.5,6.7,0.3,2.6,2016,TX,25
34.5,17.7,65.3,8.0,0.3,6.4,2016,TX,26
35.9,52.5,40.0,4.8,0.2,1.5,2016,TX,27
31.9,78.2,15.9,3.6,0.1,1.1,2016,TX,28
29.5,77.3,9.6,10.8,0.1,1.6,2016,TX,29
32.8,39.1,14.9,43.1,0.1,1.6,2016,TX,30
34.2,24.3,56.7,10.8,0.1,4.8,2016,TX,31
35.4,26.0,49.9,13.4,0.2,7.7,2016,TX,32
30.0,67.0,14.0,16.1,0.1,2.0,2016,TX,33
32.2,83.0,14.7,1.2,0.1,0.6,2016,TX,34
31.4,63.1,25.4,8.0,0.1,1.8,2016,TX,35
36.9,23.5,62.7,9.4,0.3,2.0,2016,TX,36
30.3,12.9,81.3,1.0,0.9,1.3,2016,UT,1
32.7,15.3,76.7,1.1,0.7,2.9,2016,UT,2
27.5,10.2,82.4,0.5,1.6,2.1,2016,UT,3
31.2,16.1,75.3,1.7,0.7,2.7,2016,UT,4
43.1,1.7,93.4,1.2,0.4,1.4,2016,VT,0
38.5,9.4,66.3,17.0,0.2,3.5,2016,VA,1
35.1,8.0,61.3,21.4,0.3,5.2,2016,VA,2
33.2,5.9,31.8,56.5,0.4,1.7,2016,VA,3
38.5,5.4,58.4,31.0,0.3,2.2,2016,VA,4
42.6,3.4,73.2,19.5,0.1,1.8,2016,VA,5
39.9,5.2,79.6,10.8,0.2,1.8,2016,VA,6
39.9,6.4,70.7,15.1,0.3,5.0,2016,VA,7
35.5,20.0,51.5,13.1,0.1,11.8,2016,VA,8
42.0,2.3,89.2,5.5,0.0,1.3,2016,VA,9
37.9,13.1,61.7,6.6,0.2,14.0,2016,VA,10
36.4,18.0,45.9,12.9,0.1,18.1,2016,VA,11
39.3,9.2,74.7,1.1,1.0,10.1,2016,WA,1
37.4,10.5,71.6,2.7,1.1,8.5,2016,WA,2
39.9,9.4,80.7,1.3,0.8,3.2,2016,WA,3
33.8,38.4,54.5,0.8,2.1,1.3,2016,WA,4
37.6,6.3,84.0,1.5,1.4,2.3,2016,WA,5
42.5,7.2,77.7,3.2,1.9,3.9,2016,WA,6
37.1,7.2,70.1,4.7,0.7,11.0,2016,WA,7
37.4,11.1,71.2,2.9,0.8,9.2,2016,WA,8
36.5,12.7,47.2,10.7,0.4,22.1,2016,WA,9
35.7,11.8,66.3,6.1,1.4,6.2,2016,WA,10
41.4,1.3,93.5,2.4,0.1,1.0,2016,WV,1
42.3,2.0,90.4,4.7,0.1,0.8,2016,WV,2
42.8,1.0,93.1,4.2,0.2,0.5,2016,WV,3
41.2,9.8,80.5,5.5,0.4,2.2,2016,WI,1
36.3,6.1,82.8,4.3,0.4,4.1,2016,WI,2
38.5,2.5,92.2,1.0,0.6,2.3,2016,WI,3
32.9,16.9,43.1,33.1,0.4,3.7,2016,WI,4
40.8,5.8,87.4,2.2,0.2,2.5,2016,WI,5
41.8,4.5,89.6,1.6,0.4,2.5,2016,WI,6
