MedianAge,Hispanic,White,Black,NativeAmerican,Asian,year,state_po,district
43.0,1.9,92.6,0.7,2.0,1.6,2012,WI,7
39.9,4.6,88.3,1.2,2.3,2.2,2012,WI,8
36.9,9.4,84.6,0.9,1.8,1.0,2012,WY,0
38.5,3.0,65.4,27.9,0.7,1.4,2014,AL,1
37.9,3.2,62.6,31.1,0.3,1.0,2014,AL,2
37.4,2.7,68.3,25.5,0.2,1.5,2014,AL,3
40.3,6.2,83.8,7.3,0.7,0.6,2014,AL,4
38.7,4.9,73.4,17.2,0.6,1.7,2014,AL,5
38.7,5.0,76.7,14.9,0.3,1.6,2014,AL,6
35.7,2.4,32.6,62.9,0.1,0.6,2014,AL,7
33.1,6.6,62.5,3.3,13.9,5.6,2014,AK,0
36.5,21.4,50.4,2.0,22.5,1.3,2014,AZ,1
40.2,26.5,62.5,4.0,0.9,3.0,2014,AZ,2
31.7,61.3,28.1,4.3,3.1,1.6,2014,AZ,3
46.1,19.1,74.4,1.9,1.5,0.9,2014,AZ,4
37.3,16.9,71.9,2.9,0.8,5.3,2014,AZ,5
41.2,15.8,73.6,2.8,1.3,3.9,2014,AZ,6
28.4,64.6,20.1,9.4,2.3,1.8,2014,AZ,7
42.0,18.4,71.4,3.4,0.9,3.1,2014,AZ,8
32.9,28.4,56.6,4.9,2.2,4.6,2014,AZ,9
39.3,3.2,76.5,18.0,0.4,0.4,2014,AR,1
36.4,5.0,69.3,21.6,0.2,1.4,2014,AR,2
34.9,13.6,76.2,3.3,1.1,2.8,2014,AR,3
40.7,5.4,72.4,19.8,0.5,0.6,2014,AR,4
42.4,12.9,78.1,1.4,1.3,2.6,2014,CA,1
43.1,17.8,71.2,1.3,1.8,3.6,2014,CA,2
34.4,28.8,48.9,6.3,0.9,10.2,2014,CA,3
43.8,12.3,77.4,1.1,0.8,4.5,2014,CA,4
40.2,27.0,52.3,5.7,0.6,10.3,2014,CA,5
33.5,27.1,38.4,11.9,0.4,15.7,2014,CA,6
37.8,17.2,55.1,7.3,0.5,14.3,2014,CA,7
33.7,39.9,46.8,7.6,0.9,2.4,2014,CA,8
34.5,37.4,35.9,8.1,0.3,14.3,2014,CA,9
33.4,41.8,44.4,3.0,0.3,6.6,2014,CA,10
39.3,26.4,47.0,8.8,0.3,12.4,2014,CA,11
38.4,15.5,42.9,5.5,0.1,31.5,2014,CA,12
36.7,21.4,33.8,18.1,0.4,20.7,2014,CA,13
39.7,24.1,35.7,3.1,0.2,31.8,2014,CA,14
37.9,23.8,35.3,5.6,0.3,29.7,2014,CA,15
29.6,59.5,23.5,5.9,0.4,9.1,2014,CA,16
36.5,15.6,26.3,2.6,0.2,51.5,2014,CA,17
40.3,17.0,56.7,1.5,0.1,20.0,2014,CA,18
35.3,41.7,25.3,3.3,0.1,26.7,2014,CA,19
33.6,52.0,37.7,1.8,0.3,5.3,2014,CA,20
28.5,72.5,18.2,4.1,0.4,3.3,2014,CA,21
32.8,45.8,40.9,2.9,0.4,7.9,2014,CA,22
33.9,38.2,48.3,5.6,0.8,4.7,2014,CA,23
35.9,35.2,55.8,1.8,0.4,4.4,2014,CA,24
35.7,36.6,44.4,7.6,0.4,7.4,2014,CA,25
36.2,44.7,43.9,1.6,0.4,6.9,2014,CA,26
41.0,27.2,27.4,4.6,0.2,38.4,2014,CA,27
39.2,25.2,55.8,2.7,0.2,12.9,2014,CA,28
33.0,68.7,17.8,3.8,0.1,8.0,2014,CA,29
38.9,30.6,49.6,3.8,0.1,12.2,2014,CA,30
31.8,51.6,28.5,10.4,0.2,7.1,2014,CA,31
35.1,61.7,16.5,3.0,0.4,16.8,2014,CA,32
40.8,12.9,66.3,2.7,0.2,13.9,2014,CA,33
33.7,65.9,9.8,4.2,0.1,18.3,2014,CA,34
31.1,67.5,15.5,7.0,0.1,7.0,2014,CA,35
38.6,47.6,43.1,3.9,0.5,2.5,2014,CA,36
34.6,38.8,26.3,22.1,0.1,9.3,2014,CA,37
36.0,60.6,17.6,4.1,0.3,14.9,2014,CA,38
37.7,33.3,32.6,2.1,0.2,29.1,2014,CA,39
29.3,87.7,4.9,4.5,0.1,2.1,2014,CA,40
30.4,59.3,24.6,8.6,0.3,4.8,2014,CA,41
34.6,36.6,44.3,5.3,0.4,9.7,2014,CA,42
34.2,47.0,14.4,22.1,0.1,12.9,2014,CA,43
31.5,69.4,6.2,16.4,0.1,5.8,2014,CA,44
39.9,18.8,53.4,1.7,0.3,22.1,2014,CA,45
31.4,66.2,18.8,1.5,0.1,12.1,2014,CA,46
35.8,35.4,32.3,7.4,0.3,20.9,2014,CA,47
40.3,21.0,55.8,1.0,0.2,18.8,2014,CA,48
37.9,24.5,62.2,3.6,0.3,5.8,2014,CA,49
36.9,30.6,57.4,2.4,0.8,5.2,2014,CA,50
30.4,69.9,13.1,6.7,0.5,7.7,2014,CA,51
35.6,13.4,59.3,2.8,0.2,20.2,2014,CA,52
35.0,33.0,41.8,6.9,0.2,13.1,2014,CA,53
34.8,28.3,57.0,8.1,0.4,3.2,2014,CO,1
36.9,10.4,83.1,0.8,0.3,2.8,2014,CO,2
40.0,24.1,71.2,0.9,1.2,0.7,2014,CO,3
37.3,21.9,72.8,1.1,0.4,1.7,2014,CO,4
35.4,15.0,72.6,5.2,0.4,2.5,2014,CO,5
35.6,20.4,61.7,8.4,0.3,5.7,2014,CO,6
35.9,27.1,66.1,1.3,0.3,2.9,2014,CO,7
40.6,15.4,63.8,14.2,0.1,4.4,2014,CT,1
41.0,7.7,82.7,3.4,0.1,3.1,2014,CT,2
39.6,13.7,66.7,13.2,0.3,4.0,2014,CT,3
39.2,18.1,63.2,11.3,0.1,4.8,2014,CT,4
41.6,18.2,70.4,5.9,0.0,3.9,2014,CT,5
39.1,8.7,64.0,20.8,0.3,3.6,2014,DE,0
38.3,6.1,73.8,13.3,0.5,2.5,2014,FL,1
36.6,5.5,65.2,24.7,0.5,2.1,2014,FL,2
37.9,8.1,72.9,13.2,0.2,3.0,2014,FL,3
38.3,8.2,72.0,12.4,0.2,4.6,2014,FL,4
34.1,12.5,30.0,51.6,0.3,2.7,2014,FL,5
46.4,7.2,80.0,8.2,0.2,2.2,2014,FL,6
37.8,21.2,64.1,9.0,0.1,3.4,2014,FL,7
47.7,9.6,76.3,9.8,0.3,2.0,2014,FL,8
35.0,46.1,37.4,9.6,0.1,4.4,2014,FL,9
40.7,17.3,64.5,11.8,0.2,3.5,2014,FL,10
52.3,9.7,79.0,8.8,0.3,1.1,2014,FL,11
44.5,13.0,78.4,4.1,0.3,2.4,2014,FL,12
48.0,9.0,78.8,5.8,0.2,3.5,2014,FL,13
35.6,28.2,41.6,24.5,0.2,3.0,2014,FL,14
37.9,18.6,62.4,13.2,0.3,3.6,2014,FL,15
50.5,11.6,78.5,6.7,0.2,1.7,2014,FL,16
46.7,18.3,69.4,9.2,0.2,1.4,2014,FL,17
46.5,14.5,69.2,12.8,0.1,1.9,2014,FL,18
49.1,17.7,72.2,7.4,0.2,1.2,2014,FL,19
36.8,20.3,24.2,52.1,0.1,1.6,2014,FL,20
43.1,22.8,58.5,12.5,0.1,3.8,2014,FL,21
45.2,21.9,62.1,11.6,0.2,2.6,2014,FL,22
41.4,37.3,46.9,9.8,0.2,3.3,2014,FL,23
35.6,33.2,11.5,52.0,0.1,2.1,2014,FL,24
39.5,72.1,18.5,7.0,0.1,1.8,2014,FL,25
40.3,67.1,20.0,9.5,0.1,2.2,2014,FL,26
39.9,75.4,16.5,5.9,0.1,1.3,2014,FL,27
34.7,6.3,59.8,29.7,0.3,1.5,2014,GA,1
35.3,5.1,40.8,51.1,0.1,1.2,2014,GA,2
37.2,5.4,66.4,23.7,0.2,1.9,2014,GA,3
35.7,8.7,25.3,58.0,0.2,5.3,2014,GA,4
33.2,7.7,28.9,57.3,0.2,3.9,2014,GA,5
37.8,12.4,60.7,14.2,0.3,9.7,2014,GA,6
35.1,19.2,48.3,17.8,0.2,12.2,2014,GA,7
36.2,6.1,60.7,29.8,0.1,1.5,2014,GA,8
39.9,12.3,78.0,7.1,0.2,1.2,2014,GA,9
36.7,4.9,65.9,24.8,0.2,2.4,2014,GA,10
35.5,12.2,67.5,14.7,0.1,3.0,2014,GA,11
35.1,5.7,55.5,35.2,0.2,1.6,2014,GA,12
35.2,9.9,29.7,55.4,0.1,2.7,2014,GA,13
37.3,10.7,77.9,8.7,0.1,0.8,2014,GA,14
39.0,8.4,16.4,2.5,0.1,49.2,2014,HI,1
37.0,11.3,29.6,1.5,0.2,24.7,2014,HI,2
37.6,10.2,84.8,0.4,1.1,1.3,2014,ID,1
34.0,13.4,81.5,0.6,0.9,1.7,2014,ID,2
38.9,9.4,35.5,51.0,0.2,2.3,2014,IL,1
38.2,12.3,30.4,55.0,0.1,0.7,2014,IL,2
36.7,31.2,59.1,5.2,0.0,3.5,2014,IL,3
31.3,70.5,20.8,4.1,0.2,3.3,2014,IL,4
34.8,19.8,68.1,2.6,0.0,7.5,2014,IL,5
40.1,10.0,77.5,2.1,0.0,8.9,2014,IL,6
33.7,12.6,28.4,50.8,0.0,6.2,2014,IL,7
36.0,28.0,54.1,4.7,0.1,11.4,2014,IL,8
39.9,11.8,63.9,8.6,0.2,12.8,2014,IL,9
37.3,22.7,58.8,6.5,0.2,9.7,2014,IL,10
34.9,26.9,52.7,10.6,0.1,7.3,2014,IL,11
38.7,3.0,77.0,16.6,0.2,1.1,2014,IL,12
34.8,3.1,79.6,10.8,0.2,3.3,2014,IL,13
38.5,10.9,80.1,2.8,0.1,4.3,2014,IL,14
41.1,2.7,91.6,3.7,0.1,0.5,2014,IL,15
40.2,9.0,84.6,3.7,0.1,1.2,2014,IL,16
39.3,8.7,76.7,11.0,0.1,1.5,2014,IL,17
40.4,2.9,89.2,3.7,0.1,2.6,2014,IL,18
38.4,14.6,63.3,19.1,0.2,1.2,2014,IN,1
37.5,9.0,80.8,6.2,0.4,1.1,2014,IN,2
36.9,5.8,84.4,6.0,0.1,1.6,2014,IN,3
36.5,5.8,86.6,3.3,0.2,2.5,2014,IN,4
37.6,3.9,82.6,7.7,0.1,3.4,2014,IN,5
40.2,2.3,92.2,2.6,0.1,1.1,2014,IN,6
33.2,10.8,54.7,29.4,0.2,2.0,2014,IN,7
39.7,2.3,90.9,4.0,0.2,0.9,2014,IN,8
37.1,3.3,90.1,2.8,0.1,2.0,2014,IN,9
38.6,3.6,89.6,3.6,0.2,1.3,2014,IA,1
37.9,5.2,86.9,4.0,0.1,2.2,2014,IA,2
36.7,6.5,84.5,4.0,0.2,2.8,2014,IA,3
39.4,6.2,89.1,1.3,0.3,1.8,2014,IA,4
35.0,14.9,77.8,2.9,0.4,1.5,2014,KS,1
37.1,6.2,83.3,4.3,1.3,1.3,2014,KS,2
36.0,11.6,72.8,8.6,0.4,4.2,2014,KS,3
35.8,11.8,74.5,6.9,0.7,3.0,2014,KS,4
39.9,2.6,88.2,6.7,0.1,0.5,2014,KY,1
38.5,3.3,87.8,5.6,0.2,1.1,2014,KY,2
38.1,4.7,69.3,21.1,0.1,2.2,2014,KY,3
38.4,3.0,90.4,3.4,0.1,1.2,2014,KY,4
40.5,1.2,96.0,1.2,0.2,0.4,2014,KY,5
36.1,4.6,82.7,8.9,0.2,1.7,2014,KY,6
37.9,8.8,74.1,12.5,1.1,2.0,2014,LA,1
35.3,5.8,27.8,62.0,0.1,2.8,2014,LA,2
35.8,3.4,68.5,24.6,0.2,1.2,2014,LA,3
36.0,3.9,59.3,33.5,0.8,0.8,2014,LA,4
36.1,2.3,59.9,35.6,0.4,0.6,2014,LA,5
35.1,4.0,67.9,24.1,0.4,2.0,2014,LA,6
44.0,1.5,93.4,1.4,0.4,1.3,2014,ME,1
44.1,1.3,94.4,0.5,0.8,0.7,2014,ME,2
42.4,3.7,80.6,11.8,0.2,2.0,2014,MD,1
36.8,6.4,52.5,32.6,0.3,5.4,2014,MD,2
37.3,7.8,61.1,21.3,0.1,6.3,2014,MD,3
36.5,15.7,26.9,52.3,0.2,3.1,2014,MD,4
37.8,7.4,47.8,37.7,0.4,4.1,2014,MD,5
38.1,12.5,60.9,12.8,0.2,10.6,2014,MD,6
37.1,3.6,33.7,54.0,0.3,6.3,2014,MD,7
40.3,14.4,61.9,11.2,0.1,9.3,2014,MD,8
40.4,16.3,74.4,5.7,0.1,1.7,2014,MA,1
38.2,9.0,79.4,4.6,0.2,5.2,2014,MA,2
40.0,17.9,69.6,3.0,0.1,7.2,2014,MA,3
40.4,3.6,85.1,2.5,0.0,5.9,2014,MA,4
38.0,8.8,74.4,4.4,0.1,9.7,2014,MA,5
42.4,7.8,82.9,3.0,0.0,4.5,2014,MA,6
32.0,20.2,43.1,22.9,0.3,9.2,2014,MA,7
39.0,5.6,75.7,9.1,0.1,6.9,2014,MA,8
45.4,5.4,87.9,2.2,0.2,1.4,2014,MA,9
45.8,1.6,91.0,1.6,2.5,0.7,2014,MI,1
36.4,9.4,80.4,5.4,0.3,2.0,2014,MI,2
37.1,6.7,79.7,8.6,0.4,1.8,2014,MI,3
40.8,3.0,91.4,2.1,0.5,1.0,2014,MI,4
40.7,4.8,74.3,17.3,0.3,0.8,2014,MI,5
38.8,5.6,81.4,8.3,0.3,1.5,2014,MI,6
41.1,4.1,88.4,4.5,0.3,0.9,2014,MI,7
38.3,5.2,83.0,4.8,0.2,3.7,2014,MI,8
39.9,2.1,79.1,11.6,0.3,4.2,2014,MI,9
42.7,3.0,90.7,2.8,0.2,1.4,2014,MI,10
41.2,3.2,80.4,5.0,0.2,9.4,2014,MI,11
35.8,5.4,76.0,10.1,0.3,5.1,2014,MI,12
36.5,7.1,33.5,55.9,0.4,1.0,2014,MI,13
38.8,4.7,31.4,57.3,0.2,3.7,2014,MI,14
38.3,5.8,87.5,2.4,0.3,2.2,2014,MN,1
37.3,5.6,83.0,4.0,0.4,4.5,2014,MN,2
38.9,3.8,79.8,7.0,0.2,6.5,2014,MN,3
35.7,6.5,69.2,9.3,0.5,11.2,2014,MN,4
34.1,9.5,63.8,15.1,0.8,6.2,2014,MN,5
36.2,2.6,90.7,2.4,0.4,2.1,2014,MN,6
40.9,4.1,90.1,0.9,2.7,0.6,2014,MN,7
42.9,1.3,92.2,1.1,2.7,0.7,2014,MN,8
37.8,2.8,67.7,27.5,0.1,0.9,2014,MS,1
35.4,1.9,31.5,65.1,0.3,0.5,2014,MS,2
37.2,2.2,60.1,35.1,0.9,0.8,2014,MS,3
36.1,3.8,69.2,23.8,0.3,1.5,2014,MS,4
35.5,3.0,42.1,48.7,0.2,2.7,2014,MO,1
42.0,2.7,87.2,4.0,0.2,4.2,2014,MO,2
38.3,2.4,91.7,3.1,0.2,0.9,2014,MO,3
36.6,3.5,87.3,4.1,0.3,1.6,2014,MO,4
36.8,8.4,65.5,21.3,0.3,1.5,2014,MO,5
38.2,4.1,88.0,4.3,0.2,1.1,2014,MO,6
37.6,4.6,89.0,1.8,0.8,1.0,2014,MO,7
40.4,1.7,91.2,4.7,0.3,0.4,2014,MO,8
39.6,3.3,87.0,0.3,6.6,0.6,2014,MT,0
35.2,8.1,83.8,2.8,1.1,2.3,2014,NE,1
34.1,10.6,73.9,9.5,0.3,2.8,2014,NE,2
40.9,10.8,85.4,1.0,0.7,0.8,2014,NE,3
35.7,44.0,34.0,10.5,0.3,7.8,2014,NV,1
38.7,21.4,68.0,1.8,1.9,3.8,2014,NV,2
39.2,15.3,59.6,6.6,0.4,13.4,2014,NV,3
34.8,30.2,46.1,13.3,0.8,5.2,2014,NV,4
41.9,3.2,91.4,1.1,0.2,2.3,2014,NH,1
42.7,3.1,91.3,0.9,0.2,2.4,2014,NH,2
38.6,12.9,64.1,16.0,0.0,4.8,2014,NJ,1
41.2,15.1,66.4,12.2,0.2,3.9,2014,NJ,2
42.9,7.4,76.1,10.3,0.1,3.6,2014,NJ,3
42.3,10.1,78.3,6.0,0.0,4.2,2014,NJ,4
42.8,12.9,70.9,4.9,0.1,9.9,2014,NJ,5
37.2,21.7,49.6,9.3,0.1,17.5,2014,NJ,6
42.2,12.0,73.0,4.4,0.1,9.0,2014,NJ,7
34.3,55.1,25.5,8.4,0.1,8.2,2014,NJ,8
37.2,34.7,40.6,9.7,0.1,13.7,2014,NJ,9
35.2,18.5,20.6,51.7,0.2,6.7,2014,NJ,10
42.6,10.5,75.1,3.2,0.0,9.2,2014,NJ,11
39.2,14.8,48.8,17.3,0.1,16.5,2014,NJ,12
36.9,48.9,40.9,2.5,3.3,2.2,2014,NM,1
35.8,53.1,38.4,1.6,4.7,0.6,2014,NM,2
38.1,40.0,38.5,1.2,17.4,1.0,2014,NM,3
41.0,13.6,76.4,4.4,0.1,4.3,2014,NY,1
40.3,22.1,64.0,9.6,0.2,2.8,2014,NY,2
43.4,10.2,70.1,3.3,0.2,14.3,2014,NY,3
40.5,19.3,59.6,13.0,0.0,6.3,2014,NY,4
36.6,19.1,11.5,47.8,0.4,13.2,2014,NY,5
41.1,18.6,37.6,2.8,0.2,38.7,2014,NY,6
33.4,43.1,28.2,7.3,0.2,18.9,2014,NY,7
36.0,16.8,21.8,54.0,0.3,5.0,2014,NY,8
35.4,10.5,31.3,48.6,0.2,7.4,2014,NY,9
35.0,12.1,63.8,4.1,0.2,17.9,2014,NY,10
39.3,16.2,63.0,7.1,0.2,12.0,2014,NY,11
36.2,13.6,65.5,4.9,0.1,13.0,2014,NY,12
34.4,54.6,14.3,24.8,0.3,4.0,2014,NY,13
35.7,49.8,22.8,9.7,0.0,16.0,2014,NY,14
31.0,64.7,2.9,28.6,0.2,2.2,2014,NY,15
39.4,23.4,39.4,30.3,0.1,4.3,2014,NY,16
38.1,21.9,59.6,10.2,0.1,6.1,2014,NY,17
39.3,16.1,69.9,8.7,0.1,3.0,2014,NY,18
43.9,6.5,85.8,3.8,0.1,1.5,2014,NY,19
38.6,5.9,78.1,8.4,0.2,4.3,2014,NY,20
40.4,3.2,90.2,2.8,0.7,0.8,2014,NY,21
40.8,3.5,88.6,3.6,0.2,2.4,2014,NY,22
40.0,3.6,89.2,2.8,0.5,2.2,2014,NY,23
39.6,4.1,82.6,7.9,0.4,2.5,2014,NY,24
38.2,8.1,70.8,15.0,0.2,3.6,2014,NY,25
38.7,6.0,70.3,18.1,0.3,3.3,2014,NY,26
43.2,2.3,92.2,2.2,0.7,1.2,2014,NY,27
36.2,7.4,34.0,54.1,0.7,1.5,2014,NC,1
36.0,11.9,65.1,15.6,0.8,3.4,2014,NC,2
34.9,7.5,70.5,17.7,0.3,1.5,2014,NC,3
32.7,11.7,48.5,30.9,0.3,5.5,2014,NC,4
40.6,8.2,76.0,12.7,0.2,1.4,2014,NC,5
41.7,6.7,73.5,15.7,0.5,2.0,2014,NC,6
40.3,9.6,68.7,17.5,1.6,0.7,2014,NC,7
38.5,8.5,62.8,18.3,7.1,1.2,2014,NC,8
38.2,7.8,73.2,12.5,0.3,4.2,2014,NC,9
41.2,6.2,79.0,11.0,0.3,1.3,2014,NC,10
44.3,5.4,86.8,2.7,1.5,1.1,2014,NC,11
32.0,14.8,27.7,50.6,0.2,4.6,2014,NC,12
39.4,8.2,69.5,16.9,0.2,2.6,2014,NC,13
35.5,2.4,87.4,1.4,5.5,1.3,2014,ND,0
37.3,2.9,70.0,21.8,0.1,2.9,2014,OH,1
40.0,1.7,86.2,8.3,0.2,1.6,2014,OH,2
32.5,5.9,54.2,32.0,0.1,3.6,2014,OH,3
40.7,3.2,88.9,4.8,0.1,0.7,2014,OH,4
38.6,4.8,88.7,3.0,0.1,1.5,2014,OH,5
42.6,1.0,94.9,2.0,0.1,0.5,2014,OH,6
40.6,1.8,90.9,4.1,0.1,0.7,2014,OH,7
38.7,3.2,87.0,5.7,0.1,1.5,2014,OH,8
38.4,10.2,70.8,14.8,0.2,1.0,2014,OH,9
38.9,2.5,75.6,16.8,0.1,2.0,2014,OH,10
38.1,3.8,37.6,53.5,0.2,2.1,2014,OH,11
37.8,2.8,86.2,4.5,0.2,3.3,2014,OH,12
40.9,3.4,80.9,11.9,0.1,1.3,2014,OH,13
43.3,2.3,89.7,4.2,0.1,2.1,2014,OH,14
38.1,1.6,90.5,3.8,0.1,1.8,2014,OH,15
42.9,1.9,91.8,2.1,0.1,2.5,2014,OH,16
36.0,10.4,65.9,8.4,5.2,2.1,2014,OK,1
39.6,4.7,65.3,3.5,16.1,0.5,2014,OK,2
36.2,9.3,75.1,3.6,5.7,1.4,2014,OK,3
35.4,7.9,72.1,6.4,5.1,2.2,2014,OK,4
34.4,15.5,58.9,13.5,4.2,2.8,2014,OK,5
37.4,14.2,72.9,1.5,0.6,6.7,2014,OR,1
42.1,13.1,80.7,0.5,1.5,1.0,2014,OR,2
36.8,11.0,72.5,5.1,0.5,6.2,2014,OR,3
41.4,7.3,85.0,0.7,1.1,2.1,2014,OR,4
39.2,15.9,76.0,0.8,0.6,3.0,2014,OR,5
32.7,17.1,38.7,34.6,0.1,7.2,2014,PA,1
34.0,5.8,29.8,57.6,0.1,4.6,2014,PA,2
42.5,2.0,90.8,4.7,0.1,0.9,2014,PA,3
40.9,6.5,82.0,7.4,0.1,2.2,2014,PA,4
40.4,1.9,92.5,2.3,0.3,1.6,2014,PA,5
40.6,6.3,84.0,4.0,0.1,3.7,2014,PA,6
41.4,3.0,85.7,5.0,0.0,4.7,2014,PA,7
42.7,4.6,85.2,3.5,0.2,4.6,2014,PA,8
42.7,1.9,93.3,2.9,0.0,0.4,2014,PA,9
42.9,3.3,91.1,3.2,0.2,0.9,2014,PA,10
42.1,5.9,86.1,4.8,0.2,1.4,2014,PA,11
44.7,1.3,92.5,2.9,0.0,1.7,2014,PA,12
39.0,10.3,61.1,18.0,0.0,8.5,2014,PA,13
38.4,1.9,70.9,21.3,0.1,2.8,2014,PA,14
41.3,14.4,77.4,3.9,0.1,2.8,2014,PA,15
37.7,17.3,73.4,5.8,0.1,1.8,2014,PA,16
42.0,8.1,83.0,5.6,0.1,1.4,2014,PA,17
44.5,1.6,92.5,2.4,0.0,2.1,2014,PA,18
39.4,16.3,69.1,7.1,0.4,3.1,2014,RI,1
40.5,10.8,80.2,3.5,0.3,3.1,2014,RI,2
37.7,6.4,70.6,19.0,0.2,1.7,2014,SC,1
38.5,5.3,67.6,23.2,0.2,1.8,2014,SC,2
40.3,4.2,74.8,18.8,0.2,0.7,2014,SC,3
37.8,8.2,68.4,19.2,0.3,2.4,2014,SC,4
39.6,4.1,66.1,26.3,0.3,1.0,2014,SC,5
34.6,4.4,35.3,57.3,0.2,0.9,2014,SC,6
41.5,4.2,63.7,28.8,0.7,0.8,2014,SC,7
36.6,3.2,83.4,1.5,8.2,1.1,2014,SD,0
42.9,3.4,91.7,2.3,0.3,0.6,2014,TN,1
39.5,3.7,86.6,6.5,0.2,1.3,2014,TN,2
41.1,3.2,82.7,11.1,0.2,1.1,2014,TN,3
37.0,5.5,81.8,8.6,0.2,1.5,2014,TN,4
34.7,9.1,60.8,24.7,0.3,2.9,2014,TN,5
40.8,3.8,89.2,4.6,0.1,0.8,2014,TN,6
37.1,4.7,81.6,9.4,0.2,1.6,2014,TN,7
40.4,2.6,73.5,20.3,0.2,2.0,2014,TN,8
32.9,6.7,25.3,64.9,0.1,1.6,2014,TN,9
36.3,16.6,63.3,17.8,0.1,0.8,2014,TX,1
35.1,31.3,51.3,7.9,0.3,7.4,2014,TX,2
35.9,15.1,60.3,8.9,0.3,12.9,2014,TX,3
39.0,12.5,73.0,10.9,0.5,1.0,2014,TX,4
35.8,27.9,54.0,14.3,0.4,1.8,2014,TX,5
34.9,21.1,52.6,19.1,0.3,4.8,2014,TX,6
34.3,28.3,44.0,13.7,0.2,11.2,2014,TX,7
36.1,22.4,65.5,8.4,0.1,2.2,2014,TX,8
32.1,36.8,11.7,38.7,0.1,11.0,2014,TX,9
35.4,28.6,53.1,10.8,0.1,5.3,2014,TX,10
35.6,35.6,58.2,3.4,0.3,0.9,2014,TX,11
35.2,22.4,65.0,6.9,0.5,3.1,2014,TX,12
35.7,25.6,65.0,5.3,0.4,1.8,2014,TX,13
36.6,23.9,52.1,19.5,0.3,3.0,2014,TX,14
30.4,80.7,15.9,1.8,0.1,1.2,2014,TX,15
31.6,79.0,14.9,3.5,0.3,1.2,2014,TX,16
31.7,24.7,56.3,12.6,0.2,4.0,2014,TX,17
32.0,40.4,17.2,37.0,0.0,3.7,2014,TX,18
33.1,35.9,55.3,5.8,0.3,1.2,2014,TX,19
32.6,68.3,21.6,5.3,0.0,3.2,2014,TX,20
37.9,26.9,64.8,3.4,0.1,2.9,2014,TX,21
35.4,24.3,43.2,13.9,0.1,16.7,2014,TX,22
33.0,69.9,24.5,2.7,0.5,1.3,2014,TX,23
35.4,23.7,50.6,10.2,0.2,12.5,2014,TX,24
36.1,18.2,70.3,6.3,0.3,2.5,2014,TX,25
34.4,17.5,66.5,7.0,0.2,5.0,2014,TX,26
36.5,50.6,41.6,5.1,0.1,1.6,2014,TX,27
31.4,77.8,16.8,3.3,0.2,0.6,2014,TX,28
28.4,78.0,10.0,10.4,0.1,1.1,2014,TX,29
32.6,37.9,16.1,42.7,0.1,1.7,2014,TX,30
33.5,23.2,57.9,11.2,0.2,4.2,2014,TX,31
35.7,25.6,50.5,13.2,0.3,7.5,2014,TX,32
28.9,64.6,15.8,16.8,0.1,2.1,2014,TX,33
32.1,83.7,14.3,0.9,0.1,0.7,2014,TX,34
30.4,63.0,24.8,9.4,0.1,1.1,2014,TX,35
37.7,23.2,64.5,8.6,0.3,1.6,2014,TX,36
30.1,12.2,82.3,1.0,0.9,1.6,2014,UT,1
31.9,14.3,77.7,1.1,1.1,2.1,2014,UT,2
27.7,10.4,83.1,0.4,1.6,1.9,2014,UT,3
30.5,16.5,75.2,1.6,0.7,3.0,2014,UT,4
42.5,1.5,94.0,1.1,0.3,1.2,2014,VT,0
38.5,9.2,66.9,17.0,0.3,3.6,2014,VA,1
35.0,7.7,62.3,20.8,0.2,5.2,2014,VA,2
32.9,5.8,32.4,56.3,0.3,1.8,2014,VA,3
38.9,5.1,58.3,31.4,0.2,2.1,2014,VA,4
41.7,3.3,72.9,19.9,0.1,1.4,2014,VA,5
39.9,4.6,80.8,10.3,0.2,1.8,2014,VA,6
39.6,5.5,72.5,14.5,0.1,4.7,2014,VA,7
35.6,18.8,52.6,14.3,0.1,11.1,2014,VA,8
41.9,2.2,89.7,5.2,0.1,1.2,2014,VA,9
36.8,12.3,64.3,6.8,0.2,12.3,2014,VA,10
35.6,18.5,47.4,12.6,0.1,17.9,2014,VA,11
38.4,9.6,74.7,1.1,1.0,9.9,2014,WA,1
37.4,9.5,74.4,2.9,1.2,7.4,2014,WA,2
39.1,8.4,82.0,1.5,0.9,3.2,2014,WA,3
33.5,37.7,55.4,1.0,2.1,1.8,2014,WA,4
37.5,6.2,84.7,1.7,1.3,2.5,2014,WA,5
42.0,7.2,77.9,3.1,1.8,4.4,2014,WA,6
36.9,7.6,71.6,4.0,0.5,10.7,2014,WA,7
38.6,10.1,72.7,3.2,0.8,7.8,2014,WA,8
36.7,12.0,48.5,10.4,0.6,21.9,2014,WA,9
35.3,11.0,67.8,6.7,1.3,6.4,2014,WA,10
40.7,1.4,93.9,2.5,0.1,0.7,2014,WV,1
42.0,1.9,90.7,3.7,0.1,0.6,2014,WV,2
42.2,1.0,93.3,3.9,0.1,0.3,2014,WV,3
39.9,9.6,81.1,5.4,0.2,1.9,2014,WI,1
36.4,6.1,83.2,4.2,0.3,3.9,2014,WI,2
38.7,2.3,92.7,0.9,0.6,2.0,2014,WI,3
32.5,15.9,43.8,33.4,0.5,3.5,2014,WI,4
40.7,5.6,88.5,1.7,0.2,2.4,2014,WI,5
41.7,4.3,90.3,1.3,0.4,2.3,2014,WI,6
