MedianEarnings,year,state_po,district,CollegeGrad,NonCollegeGrad
50808.240000000005,2016,NY,25,36.26,63.75
48921.920000000006,2016,NY,26,29.759999999999998,70.24
55794.00000000001,2016,NY,27,29.29,70.71
36696.880000000005,2016,NC,1,20.67,79.34
49233.36,2016,NC,2,30.99,69.01
43068.48,2016,NC,3,24.54,75.46000000000001
47610.880000000005,2016,NC,4,41.8,58.2
43597.520000000004,2016,NC,5,26.839999999999996,73.16
47757.76,2016,NC,6,29.9,70.1
42406.16,2016,NC,7,24.130000000000003,75.86
43156.880000000005,2016,NC,8,18.0,82.0
62424.00000000001,2016,NC,9,49.519999999999996,50.489999999999995
42442.880000000005,2016,NC,10,23.21,76.78
40556.560000000005,2016,NC,11,23.39,76.62
41052.96000000001,2016,NC,12,25.55,74.44999999999999
55519.280000000006,2016,NC,13,41.34,58.660000000000004
55407.76,2016,ND,0,29.15,70.86
53994.72,2016,OH,1,34.18,65.81
52021.36,2016,OH,2,30.509999999999998,69.49
42723.04,2016,OH,3,27.2,72.80000000000001
45993.840000000004,2016,OH,4,16.98,83.02000000000001
50045.280000000006,2016,OH,5,25.18,74.82000000000001
42572.08,2016,OH,6,15.77,84.22
44306.08,2016,OH,7,19.509999999999998,80.49
49017.12,2016,OH,8,23.689999999999998,76.31
42815.520000000004,2016,OH,9,21.58,78.43
48994.0,2016,OH,10,29.049999999999997,70.94
42750.240000000005,2016,OH,11,25.97,74.02999999999999
61186.4,2016,OH,12,40.0,60.0
42724.4,2016,OH,13,21.419999999999998,78.59
56116.32000000001,2016,OH,14,33.53,66.46000000000001
54591.76,2016,OH,15,30.759999999999998,69.24
55152.08,2016,OH,16,32.26,67.75
48692.08,2016,OK,1,29.37,70.64
41626.880000000005,2016,OK,2,17.32,82.67
43929.36,2016,OK,3,22.1,77.9
47821.68,2016,OK,4,24.07,75.93
44255.76,2016,OK,5,29.9,70.1
55228.240000000005,2016,OR,1,40.42,59.59
40330.8,2016,OR,2,24.009999999999998,75.99999999999999
47799.920000000006,2016,OR,3,39.86,60.13
41708.48,2016,OR,4,25.900000000000002,74.10000000000001
48044.72,2016,OR,5,29.89,70.11000000000001
48520.72,2016,PA,1,25.98,74.01
48504.4,2016,PA,2,35.629999999999995,64.38
46513.36,2016,PA,3,25.11,74.9
50562.08,2016,PA,4,25.48,74.52999999999999
44667.840000000004,2016,PA,5,23.770000000000003,76.23
67148.64,2016,PA,6,42.510000000000005,57.480000000000004
68068.0,2016,PA,7,42.379999999999995,57.620000000000005
67979.6,2016,PA,8,39.07,60.93000000000001
46148.880000000005,2016,PA,9,18.43,81.56
45642.96000000001,2016,PA,10,21.310000000000002,78.69
48730.16,2016,PA,11,22.810000000000002,77.18
53657.44,2016,PA,12,32.44,67.57000000000001
54812.08,2016,PA,13,34.32,65.7
48210.64000000001,2016,PA,14,32.910000000000004,67.09
51591.600000000006,2016,PA,15,28.57,71.43
47636.72,2016,PA,16,25.549999999999997,74.43
47265.44,2016,PA,17,21.67,78.34
56569.200000000004,2016,PA,18,35.36,64.65
54530.560000000005,2016,RI,1,32.71,67.28
57159.44,2016,RI,2,32.71,67.28
52780.240000000005,2016,SC,1,39.6,60.38999999999999
49873.920000000006,2016,SC,2,33.46,66.54
42044.4,2016,SC,3,19.810000000000002,80.19
43949.76,2016,SC,4,30.15,69.85
44413.520000000004,2016,SC,5,23.14,76.87
36986.560000000005,2016,SC,6,19.15,80.85
37842.0,2016,SC,7,20.549999999999997,79.45
46577.280000000006,2016,SD,0,27.5,72.5
38632.16,2016,TN,1,19.21,80.79
45720.48,2016,TN,2,29.92,70.08999999999999
43022.240000000005,2016,TN,3,22.46,77.54
45215.920000000006,2016,TN,4,21.62,78.37
48270.48,2016,TN,5,36.42,63.56999999999999
44799.76,2016,TN,6,21.55,78.44
48519.36,2016,TN,7,28.39,71.61
50919.76,2016,TN,8,28.479999999999997,71.51
39151.68,2016,TN,9,23.25,76.76
43125.600000000006,2016,TX,1,20.27,79.72
63431.76,2016,TX,2,40.1,59.9
70989.28,2016,TX,3,52.55,47.45
47114.48,2016,TX,4,19.47,80.51
42970.560000000005,2016,TX,5,19.98,80.01
54791.68000000001,2016,TX,6,29.82,70.17
64269.520000000004,2016,TX,7,48.620000000000005,51.38
56280.880000000005,2016,TX,8,29.599999999999998,70.39
41277.36,2016,TX,9,25.14,74.86
56537.920000000006,2016,TX,10,38.29,61.720000000000006
50106.48,2016,TX,11,20.990000000000002,79.0
54972.560000000005,2016,TX,12,30.14,69.86
45262.16,2016,TX,13,20.55,79.45
56082.32000000001,2016,TX,14,24.200000000000003,75.79
34776.560000000005,2016,TX,15,18.67,81.33
41743.840000000004,2016,TX,16,24.28,75.71
48681.200000000004,2016,TX,17,30.65,69.33999999999999
42034.880000000005,2016,TX,18,21.009999999999998,78.99000000000001
43364.96000000001,2016,TX,19,20.47,79.52999999999999
43483.280000000006,2016,TX,20,23.26,76.74000000000001
56450.880000000005,2016,TX,21,44.55,55.45
70865.52,2016,TX,22,44.71,55.300000000000004
43838.240000000005,2016,TX,23,21.1,78.92
60479.200000000004,2016,TX,24,44.650000000000006,55.35000000000001
55648.48,2016,TX,25,37.04,62.940000000000005
63165.200000000004,2016,TX,26,41.55,58.44
44042.240000000005,2016,TX,27,19.29,80.71
39157.12,2016,TX,28,18.39,81.61
37005.600000000006,2016,TX,29,9.06,90.94
42600.64000000001,2016,TX,30,20.0,79.99000000000001
55010.64000000001,2016,TX,31,35.19,64.8
56664.4,2016,TX,32,42.97,57.040000000000006
34983.280000000006,2016,TX,33,10.43,89.57
33080.64,2016,TX,34,14.57,85.42
38874.240000000005,2016,TX,35,18.9,81.10000000000001
56313.520000000004,2016,TX,36,18.22,81.77000000000001
50466.880000000005,2016,UT,1,28.740000000000002,71.25
47239.600000000006,2016,UT,2,31.200000000000003,68.8
50581.12,2016,UT,3,39.56,60.42999999999999
50026.240000000005,2016,UT,4,28.63,71.37
49679.44,2016,VT,0,36.95,63.04
61735.840000000004,2016,VA,1,34.96,65.05
52816.96000000001,2016,VA,2,30.910000000000004,69.1
42383.04,2016,VA,3,24.62,75.38
54570.00000000001,2016,VA,4,27.3,72.69000000000001
45424.0,2016,VA,5,26.47,73.52000000000001
44032.72,2016,VA,6,26.22,73.77999999999999
57780.96000000001,2016,VA,7,41.15,58.85
81668.0,2016,VA,8,59.629999999999995,40.37
43521.36,2016,VA,9,20.72,79.28
78522.32,2016,VA,10,54.75,45.25
76052.56000000001,2016,VA,11,54.739999999999995,45.26
69899.92,2016,WA,1,43.13,56.86
55488.00000000001,2016,WA,2,30.980000000000004,69.02
51908.48,2016,WA,3,24.27,75.73
43182.72,2016,WA,4,20.58,79.42
43630.16,2016,WA,5,28.22,71.78999999999999
50710.32000000001,2016,WA,6,28.82,71.19
70941.68000000001,2016,WA,7,59.35,40.650000000000006
63310.72,2016,WA,8,33.300000000000004,66.69
59138.240000000005,2016,WA,9,41.29,58.709999999999994
52455.200000000004,2016,WA,10,26.28,73.72
43415.280000000006,2016,WV,1,22.54,77.47
46325.68,2016,WV,2,21.5,78.5
38942.240000000005,2016,WV,3,14.55,85.46000000000001
53537.76,2016,WI,1,26.86,73.14
54605.36,2016,WI,2,40.04,59.97
47420.48,2016,WI,3,24.450000000000003,75.55000000000001
43779.76,2016,WI,4,27.15,72.85
58592.880000000005,2016,WI,5,35.88,64.14
50194.880000000005,2016,WI,6,24.55,75.44
47175.68,2016,WI,7,22.27,77.73
51397.12,2016,WI,8,25.659999999999997,74.34
51422.96000000001,2016,WY,0,26.240000000000002,73.76
46583.6,2018,AL,1,24.980000000000004,75.03
42079.82,2018,AL,2,23.11,76.9
45062.69,2018,AL,3,21.689999999999998,78.31
45099.37,2018,AL,4,17.87,82.13
48500.130000000005,2018,AL,5,31.94,68.06
59325.97,2018,AL,6,37.63,62.38
39423.14,2018,AL,7,20.67,79.32
58973.58,2018,AK,0,28.799999999999997,71.21000000000001
44386.73,2018,AZ,1,25.33,74.66999999999999
46819.4,2018,AZ,2,35.42,64.58
39852.82,2018,AZ,3,16.76,83.24000000000001
43684.57,2018,AZ,4,19.259999999999998,80.75
58935.590000000004,2018,AZ,5,36.04,63.96
60152.58,2018,AZ,6,44.44,55.55
38849.36,2018,AZ,7,13.76,86.24
54659.75,2018,AZ,8,30.66,69.35000000000001
52765.490000000005,2018,AZ,9,39.66,60.349999999999994
40796.020000000004,2018,AR,1,16.43,83.57
48827.630000000005,2018,AR,2,30.490000000000002,69.51
45894.54,2018,AR,3,28.75,71.24
41557.130000000005,2018,AR,4,17.22,82.79
45119.020000000004,2018,CA,1,24.78,75.23
54980.700000000004,2018,CA,2,42.269999999999996,57.720000000000006
53075.96,2018,CA,3,25.08,74.92
63673.86,2018,CA,4,32.94,67.07
56167.560000000005,2018,CA,5,32.43,67.57
48459.520000000004,2018,CA,6,28.4,71.58999999999999
58684.07,2018,CA,7,33.43,66.57
47497.98,2018,CA,8,15.89,84.12
50550.28,2018,CA,9,21.29,78.71000000000001
51403.090000000004,2018,CA,10,17.93,82.07000000000001
66464.16,2018,CA,11,44.15,55.86
88996.16,2018,CA,12,59.59,40.41
62978.25,2018,CA,13,48.17,51.830000000000005
71846.95,2018,CA,14,48.870000000000005,51.13000000000001
79010.03,2018,CA,15,45.92,54.09
35472.18,2018,CA,16,12.049999999999999,87.94
92072.04000000001,2018,CA,17,56.39,43.61
96672.76000000001,2018,CA,18,64.46,35.55
61512.36,2018,CA,19,36.49,63.5
46596.700000000004,2018,CA,20,28.02,71.98
34424.18,2018,CA,21,8.26,91.73
47771.770000000004,2018,CA,22,25.22,74.78
50404.87,2018,CA,23,20.71,79.29999999999998
53406.08,2018,CA,24,34.95,65.05
57884.97,2018,CA,25,27.590000000000003,72.41
54126.58,2018,CA,26,33.55,66.44000000000001
57564.020000000004,2018,CA,27,43.19,56.81
55807.310000000005,2018,CA,28,45.21,54.790000000000006
40574.630000000005,2018,CA,29,19.78,80.21
60670.03,2018,CA,30,45.1,54.910000000000004
48942.91,2018,CA,31,25.13,74.87
44988.020000000004,2018,CA,32,22.65,77.35000000000001
85739.5,2018,CA,33,63.92,36.08
37217.1,2018,CA,34,27.71,72.29999999999998
42048.380000000005,2018,CA,35,15.93,84.07
41625.25,2018,CA,36,20.63,79.38000000000001
52766.8,2018,CA,37,38.95,61.06
52600.43,2018,CA,38,24.599999999999998,75.41
57000.72,2018,CA,39,41.71,58.29
34722.86,2018,CA,40,10.58,89.42
42378.5,2018,CA,41,17.44,82.55999999999999
58460.060000000005,2018,CA,42,26.64,73.36
43849.630000000005,2018,CA,43,27.58,72.41000000000001
39070.75,2018,CA,44,13.31,86.69
78911.78,2018,CA,45,54.98,45.010000000000005
40520.92,2018,CA,46,19.11,80.89
53354.990000000005,2018,CA,47,33.06,66.92999999999999
64856.79,2018,CA,48,45.15,54.86
63943.72,2018,CA,49,45.879999999999995,54.120000000000005
53451.93,2018,CA,50,29.42,70.58
39710.03,2018,CA,51,14.8,85.21
73067.87000000001,2018,CA,52,59.15,40.85
56540.91,2018,CA,53,38.58,61.440000000000005
61725.89,2018,CO,1,48.82,51.18
62103.170000000006,2018,CO,2,56.440000000000005,43.57
47385.32,2018,CO,3,31.0,69.00999999999999
58712.89,2018,CO,4,36.03,63.96
52635.8,2018,CO,5,37.21,62.79
59834.25,2018,CO,6,43.129999999999995,56.870000000000005
54336.18,2018,CO,7,34.56,65.44
63026.72,2018,CT,1,37.19,62.82000000000001
63614.91,2018,CT,2,34.99,65.03
63246.8,2018,CT,3,35.480000000000004,64.53
66675.07,2018,CT,4,49.17,50.82
61259.530000000006,2018,CT,5,36.54,63.46999999999999
54777.65,2018,DE,0,31.48,68.52
45232.990000000005,2018,FL,1,27.83,72.17
44439.130000000005,2018,FL,2,24.63,75.38
45286.700000000004,2018,FL,3,26.090000000000003,73.9
55177.200000000004,2018,FL,4,39.99,60.019999999999996
40096.48,2018,FL,5,21.29,78.72
42280.25,2018,FL,6,23.740000000000002,76.27
51746.310000000005,2018,FL,7,41.48,58.519999999999996
44280.62,2018,FL,8,30.04,69.96
40059.8,2018,FL,9,23.43,76.56
40228.79,2018,FL,10,30.240000000000002,69.75999999999999
39438.86,2018,FL,11,22.02,77.99000000000001
48318.04,2018,FL,12,27.18,72.82000000000001
46045.19,2018,FL,13,30.46,69.53
48204.07,2018,FL,14,36.400000000000006,63.60000000000001
46685.78,2018,FL,15,25.18,74.83000000000001
46718.53,2018,FL,16,33.59,66.41
40057.18,2018,FL,17,21.689999999999998,78.31
48475.240000000005,2018,FL,18,32.04,67.95
42331.340000000004,2018,FL,19,32.41,67.59
39826.62,2018,FL,20,21.09,78.91
46275.75,2018,FL,21,35.21,64.8
51207.9,2018,FL,22,39.620000000000005,60.38000000000001
53972.0,2018,FL,23,40.57,59.43
36575.200000000004,2018,FL,24,20.43,79.56
36171.72,2018,FL,25,24.09,75.91
41537.48,2018,FL,26,27.540000000000003,72.46000000000001
46713.29,2018,FL,27,40.849999999999994,59.14
46522.03,2018,GA,1,25.18,74.83
40380.75,2018,GA,2,17.169999999999998,82.82999999999998
49546.82,2018,GA,3,27.61,72.41
46587.53,2018,GA,4,30.72,69.30000000000001
50859.44,2018,GA,5,40.95,59.05
71415.96,2018,GA,6,62.010000000000005,37.99
55225.670000000006,2018,GA,7,42.55,57.44
43835.22,2018,GA,8,22.96,77.03999999999999
46269.200000000004,2018,GA,9,23.619999999999997,76.38
48129.4,2018,GA,10,26.18,73.82000000000001
58843.89,2018,GA,11,41.35,58.65
40923.090000000004,2018,GA,12,21.46,78.55
47716.75,2018,GA,13,27.57,72.42999999999999
44898.94,2018,GA,14,17.11,82.89999999999999
55276.76,2018,HI,1,35.6,64.41
53437.520000000004,2018,HI,2,30.13,69.88
42847.48,2018,ID,1,25.38,74.62
42373.26,2018,ID,2,28.35,71.64
49836.33,2018,IL,1,27.560000000000002,72.44
47994.47,2018,IL,2,21.759999999999998,78.22999999999999
54468.490000000005,2018,IL,3,30.03,69.97
41976.33,2018,IL,4,24.900000000000002,75.1
72412.87000000001,2018,IL,5,55.04,44.95
73118.96,2018,IL,6,53.92,46.08
62378.270000000004,2018,IL,7,43.34,56.660000000000004
54308.670000000006,2018,IL,8,33.26,66.74
62620.62,2018,IL,9,54.43,45.57
58441.72,2018,IL,10,45.35,54.66
59432.08,2018,IL,11,35.33,64.68
45763.54,2018,IL,12,23.29,76.71000000000001
51995.21,2018,IL,13,31.42,68.57
66838.82,2018,IL,14,40.36,59.65
46814.16,2018,IL,15,19.53,80.46000000000001
50817.520000000004,2018,IL,16,21.38,78.62
42343.130000000005,2018,IL,17,19.759999999999998,80.24
55274.14,2018,IL,18,33.59,66.39
53442.76,2018,IN,1,23.79,76.22000000000001
46790.58,2018,IN,2,22.65,77.35999999999999
47508.46,2018,IN,3,22.38,77.62
50323.65,2018,IN,4,26.259999999999998,73.74000000000001
61541.18,2018,IN,5,48.019999999999996,51.989999999999995
47881.810000000005,2018,IN,6,22.740000000000002,77.27000000000001
42615.61,2018,IN,7,24.54,75.46
47691.86,2018,IN,8,22.29,77.72
50081.3,2018,IN,9,26.660000000000004,73.33999999999999
50173.0,2018,IA,1,27.61,72.38000000000001
50429.76,2018,IA,2,29.779999999999998,70.21
55309.51,2018,IA,3,32.86,67.13000000000001
49646.380000000005,2018,IA,4,25.060000000000002,74.94
45056.14,2018,KS,1,25.74,74.26
48473.93,2018,KS,2,29.94,70.07
59718.97,2018,KS,3,47.53,52.48
48270.880000000005,2018,KS,4,30.189999999999998,69.81
41536.17,2018,KY,1,16.32,83.68
46764.380000000005,2018,KY,2,19.83,80.17
48784.4,2018,KY,3,32.5,67.51
54075.490000000005,2018,KY,4,29.07,70.92
39070.75,2018,KY,5,13.22,86.78
47095.810000000005,2018,KY,6,31.669999999999998,68.34
53094.3,2018,LA,1,31.14,68.86000000000001
40710.87,2018,LA,2,22.25,77.74
46144.75,2018,LA,3,21.96,78.03
39800.42,2018,LA,4,19.5,80.49
40004.78,2018,LA,5,18.240000000000002,81.77000000000001
58226.880000000005,2018,LA,6,28.75,71.24000000000001
52807.41,2018,ME,1,38.199999999999996,61.8
42421.73,2018,ME,2,25.58,74.42
60100.18,2018,MD,1,31.53,68.47
59201.520000000004,2018,MD,2,32.64,67.36
68345.32,2018,MD,3,48.260000000000005,51.74
62297.05,2018,MD,4,33.05,66.96000000000001
73098.0,2018,MD,5,35.760000000000005,64.24000000000001
61353.850000000006,2018,MD,6,42.07,57.919999999999995
59210.69,2018,MD,7,38.019999999999996,61.970000000000006
75610.58,2018,MD,8,55.07,44.93
54135.75,2018,MA,1,29.5,70.5
61741.61,2018,MA,2,39.74,60.26
63538.93,2018,MA,3,37.959999999999994,62.040000000000006
79239.28,2018,MA,4,52.09,47.91
79341.46,2018,MA,5,57.620000000000005,42.38
67922.19,2018,MA,6,45.13,54.87
58201.990000000005,2018,MA,7,44.9,55.11
72868.75,2018,MA,8,47.21,52.79
59793.64,2018,MA,9,35.65,64.35
40667.64,2018,MI,1,26.25,73.76
47423.310000000005,2018,MI,2,27.18,72.82
51096.55,2018,MI,3,32.62,67.38000000000001
45978.380000000005,2018,MI,4,22.39,77.61999999999999
41031.82,2018,MI,5,19.84,80.14999999999999
47639.46,2018,MI,6,28.049999999999997,71.94
48601.0,2018,MI,7,24.08,75.91000000000001
61334.200000000004,2018,MI,8,41.53,58.48
54006.060000000005,2018,MI,9,30.42,69.57
53858.03,2018,MI,10,23.61,76.39
69445.72,2018,MI,11,48.42,51.59
54295.57,2018,MI,12,34.67,65.32
40489.48,2018,MI,13,16.11,83.89999999999999
48289.22,2018,MI,14,30.689999999999998,69.31
52707.85,2018,MN,1,29.43,70.56
65737.11,2018,MN,2,39.24,60.78
68748.8,2018,MN,3,49.81,50.17999999999999
55627.840000000004,2018,MN,4,43.5,56.510000000000005
55798.14,2018,MN,5,47.01,52.99
61855.58,2018,MN,6,30.979999999999997,69.03
48442.490000000005,2018,MN,7,22.14,77.86
48839.420000000006,2018,MN,8,23.67,76.32
43430.43,2018,MS,1,20.38,79.61999999999999
39486.020000000004,2018,MS,2,19.1,80.89
46829.880000000005,2018,MS,3,25.810000000000002,74.19
42897.26,2018,MS,4,21.95,78.03999999999999
45644.33,2018,MO,1,31.9,68.1
66498.22,2018,MO,2,49.480000000000004,50.51
52130.14,2018,MO,3,27.02,72.97
44276.69,2018,MO,4,26.0,74.0
47778.32,2018,MO,5,27.71,72.30000000000001
50970.79,2018,MO,6,27.64,72.35
41722.19,2018,MO,7,25.04,74.97
39446.72,2018,MO,8,16.34,83.66
43505.1,2018,MT,0,32.31,67.69
52620.08,2018,NE,1,31.9,68.1
55436.58,2018,NE,2,39.980000000000004,60.010000000000005
46449.98,2018,NE,3,22.54,77.44999999999999
39496.5,2018,NV,1,15.71,84.28999999999999
51054.630000000005,2018,NV,2,27.58,72.41
54858.87,2018,NV,3,32.769999999999996,67.22999999999999
48738.55,2018,NV,4,22.21,77.78999999999999
60342.53,2018,NH,1,37.75,62.25
57738.25,2018,NH,2,36.129999999999995,63.870000000000005
60201.05,2018,NJ,1,32.76,67.24
51239.340000000004,2018,NJ,2,28.03,71.97
65965.05,2018,NJ,3,33.79,66.22
67178.11,2018,NJ,4,41.92,58.080000000000005
78489.96,2018,NJ,5,48.17,51.830000000000005
65923.13,2018,NJ,6,41.71,58.3
82641.35,2018,NJ,7,52.44,47.559999999999995
52138.0,2018,NJ,8,34.43,65.57
54738.350000000006,2018,NJ,9,33.910000000000004,66.07000000000001
52468.12,2018,NJ,10,30.59,69.4
81725.66,2018,NJ,11,54.22,45.78
67531.81,2018,NJ,12,44.69,55.32000000000001
45802.840000000004,2018,NM,1,33.99,66.00999999999999
40197.35,2018,NM,2,19.47,80.52
43305.98,2018,NM,3,27.04,72.97
67539.67,2018,NY,1,36.7,63.3
64093.060000000005,2018,NY,2,32.18,67.83000000000001
80206.06,2018,NY,3,52.58,47.42
69588.51000000001,2018,NY,4,41.75,58.25
52586.020000000004,2018,NY,5,26.12,73.88
54178.98,2018,NY,6,34.14,65.86
49037.23,2018,NY,7,32.769999999999996,67.23
54133.130000000005,2018,NY,8,32.62,67.38
55323.920000000006,2018,NY,9,38.57,61.43
85850.85,2018,NY,10,61.45,38.540000000000006
63605.740000000005,2018,NY,11,35.55,64.44
105451.07,2018,NY,12,74.09,25.900000000000002
45094.130000000005,2018,NY,13,31.6,68.4
47027.69,2018,NY,14,26.74,73.25
31679.73,2018,NY,15,13.719999999999999,86.27
61491.4,2018,NY,16,39.56,60.44
67598.62000000001,2018,NY,17,45.9,54.1
66092.12000000001,2018,NY,18,36.5,63.50000000000001
53208.270000000004,2018,NY,19,29.590000000000003,70.41
61277.87,2018,NY,20,38.16,61.84
48257.78,2018,NY,21,24.13,75.86999999999999
47663.04,2018,NY,22,24.36,75.63
45802.840000000004,2018,NY,23,26.47,73.52999999999999
53113.950000000004,2018,NY,24,30.88,69.11999999999999
52286.03,2018,NY,25,37.14,62.85
48665.19,2018,NY,26,32.21,67.78
54464.560000000005,2018,NY,27,30.43,69.57
44420.79,2018,NC,1,28.840000000000003,71.16
54937.47,2018,NC,2,35.36,64.64999999999999
42564.520000000004,2018,NC,3,24.34,75.67
59635.130000000005,2018,NC,4,54.66,45.339999999999996
46153.92,2018,NC,5,27.270000000000003,72.72
45984.93,2018,NC,6,24.700000000000003,75.29
42280.25,2018,NC,7,26.740000000000002,73.25
46553.47,2018,NC,8,27.6,72.41
54182.91,2018,NC,9,34.22,65.78
42231.78,2018,NC,10,24.11,75.89
40915.23,2018,NC,11,26.689999999999998,73.32000000000001
52865.05,2018,NC,12,41.2,58.81
45920.740000000005,2018,NC,13,28.76,71.24
54400.37,2018,ND,0,30.74,69.27
54853.630000000005,2018,OH,1,35.14,64.87
53144.08,2018,OH,2,31.21,68.81
42741.37,2018,OH,3,27.39,72.61
47478.33,2018,OH,4,19.08,80.92
51235.41,2018,OH,5,26.94,73.06
42341.82,2018,OH,6,15.969999999999999,84.03
47197.990000000005,2018,OH,7,19.51,80.5
50788.700000000004,2018,OH,8,24.79,75.21000000000001
44331.71,2018,OH,9,22.07,77.94
48809.29,2018,OH,10,30.29,69.72
41440.54,2018,OH,11,27.2,72.8
60431.61,2018,OH,12,41.26,58.730000000000004
42309.07,2018,OH,13,23.1,76.91
57244.380000000005,2018,OH,14,35.260000000000005,64.75
56360.130000000005,2018,OH,15,32.17,67.82
55164.100000000006,2018,OH,16,34.160000000000004,65.84
47914.560000000005,2018,OK,1,30.35,69.66
40437.08,2018,OK,2,16.759999999999998,83.25
46480.11,2018,OK,3,22.240000000000002,77.75999999999999
47025.07,2018,OK,4,26.35,73.64999999999999
46527.270000000004,2018,OK,5,31.35,68.65
58989.3,2018,OR,1,42.400000000000006,57.60000000000001
42677.18,2018,OR,2,24.97,75.02
52571.61,2018,OR,3,41.68,58.32
41735.29,2018,OR,4,27.31,72.69
50518.840000000004,2018,OR,5,31.52,68.48
48143.810000000005,2018,PA,1,28.380000000000003,71.63
53750.61,2018,PA,2,36.010000000000005,63.980000000000004
47543.83,2018,PA,3,26.47,73.53999999999999
53932.700000000004,2018,PA,4,28.1,71.89
46067.46,2018,PA,5,25.53,74.47
65765.93000000001,2018,PA,6,44.14,55.86
69589.82,2018,PA,7,45.480000000000004,54.519999999999996
66525.73,2018,PA,8,40.620000000000005,59.379999999999995
46401.51,2018,PA,9,20.27,79.72
46053.05,2018,PA,10,22.5,77.50999999999999
49831.090000000004,2018,PA,11,24.65,75.35
55422.170000000006,2018,PA,12,32.629999999999995,67.36999999999999
54845.770000000004,2018,PA,13,36.56,63.42999999999999
48073.07,2018,PA,14,35.66,64.34
53771.57,2018,PA,15,29.31,70.7
50148.11,2018,PA,16,26.990000000000002,73.02
48019.36,2018,PA,17,22.74,77.25
58638.22,2018,PA,18,38.2,61.8
52491.700000000004,2018,RI,1,32.980000000000004,67.02
62390.060000000005,2018,RI,2,33.94,66.06
53047.14,2018,SC,1,39.96,60.04
48612.79,2018,SC,2,33.74,66.27000000000001
41342.29,2018,SC,3,22.04,77.96000000000001
47373.53,2018,SC,4,31.6,68.41
46431.64,2018,SC,5,25.13,74.86
36242.46,2018,SC,6,19.23,80.77000000000001
38659.41,2018,SC,7,21.91,78.10000000000001
47101.05,2018,SD,0,28.15,71.86
40194.73,2018,TN,1,19.93,80.07000000000001
47167.86,2018,TN,2,30.76,69.24
45134.740000000005,2018,TN,3,24.48,75.52
47852.990000000005,2018,TN,4,25.11,74.89
48975.66,2018,TN,5,38.88,61.11999999999999
46780.1,2018,TN,6,22.29,77.72
49313.64,2018,TN,7,30.36,69.64
49791.79,2018,TN,8,29.08,70.93
40941.43,2018,TN,9,24.619999999999997,75.38
43646.58,2018,TX,1,20.84,79.16
63169.51,2018,TX,2,41.32,58.68
74320.23,2018,TX,3,53.96,46.040000000000006
50702.240000000005,2018,TX,4,23.2,76.81
45749.130000000005,2018,TX,5,19.48,80.52
55040.96,2018,TX,6,29.1,70.91
61002.770000000004,2018,TX,7,48.87,51.129999999999995
56485.89,2018,TX,8,30.6,69.39
41605.6,2018,TX,9,25.509999999999998,74.49
62168.670000000006,2018,TX,10,40.19,59.81
50488.71,2018,TX,11,20.78,79.21
54957.12,2018,TX,12,31.590000000000003,68.39999999999999
44190.23,2018,TX,13,20.22,79.78999999999999
54562.810000000005,2018,TX,14,24.32,75.67999999999999
35377.86,2018,TX,15,19.22,80.79
39844.96,2018,TX,16,24.57,75.42
48057.35,2018,TX,17,30.380000000000003,69.61
42031.35,2018,TX,18,22.54,77.46000000000001
43278.47,2018,TX,19,22.89,77.10999999999999
44353.98,2018,TX,20,24.57,75.43
57060.98,2018,TX,21,46.57,53.43000000000001
69144.42,2018,TX,22,47.11,52.88999999999999
40951.91,2018,TX,23,22.38,77.62
64734.96,2018,TX,24,46.31,53.690000000000005
58651.32,2018,TX,25,39.35,60.660000000000004
67539.67,2018,TX,26,45.35,54.64
46064.840000000004,2018,TX,27,20.490000000000002,79.52000000000001
40224.86,2018,TX,28,18.21,81.79
39355.020000000004,2018,TX,29,10.77,89.22999999999999
46184.05,2018,TX,30,20.79,79.21
56479.340000000004,2018,TX,31,36.129999999999995,63.85
56193.76,2018,TX,32,43.18,56.83
37920.57,2018,TX,33,9.93,90.07000000000001
33820.270000000004,2018,TX,34,16.14,83.86999999999999
43587.630000000005,2018,TX,35,23.17,76.83
53102.16,2018,TX,36,17.6,82.41
51091.310000000005,2018,UT,1,31.47,68.52
47694.48,2018,UT,2,33.07,66.94
52533.62,2018,UT,3,42.25,57.75
52849.33,2018,UT,4,32.36,67.64
49051.64,2018,VT,0,38.29,61.72
65860.25,2018,VA,1,36.92,63.08
54720.01,2018,VA,2,35.0,64.99000000000001
47499.29,2018,VA,3,26.64,73.36
49062.12,2018,VA,4,29.759999999999998,70.25
48764.75,2018,VA,5,29.14,70.86000000000001
47522.87,2018,VA,6,27.259999999999998,72.74
60696.23,2018,VA,7,40.34,59.66
80973.72,2018,VA,8,62.2,37.78999999999999
42560.590000000004,2018,VA,9,19.85,80.14000000000001
80747.09,2018,VA,10,56.120000000000005,43.88
79260.24,2018,VA,11,56.83,43.160000000000004
73418.95,2018,WA,1,43.22,56.78
57161.850000000006,2018,WA,2,32.51,67.5
54133.130000000005,2018,WA,3,27.11,72.88
44741.740000000005,2018,WA,4,20.62,79.38000000000001
48665.19,2018,WA,5,29.79,70.2
54420.020000000004,2018,WA,6,30.09,69.91
78664.19,2018,WA,7,60.519999999999996,39.47
65311.36,2018,WA,8,34.04,65.96
61221.54,2018,WA,9,43.019999999999996,56.980000000000004
53838.380000000005,2018,WA,10,28.16,71.85
43252.270000000004,2018,WV,1,23.130000000000003,76.86
