MedianEarnings,year,state_po,district,CollegeGrad,NonCollegeGrad
56951.219999999994,2014,IL,10,42.9,57.099999999999994
55204.13999999999,2014,IL,11,35.4,64.60000000000001
46541.88,2014,IL,12,22.0,78.0
44753.399999999994,2014,IL,13,29.7,70.4
64001.63999999999,2014,IL,14,37.7,62.3
44148.96,2014,IL,15,17.9,82.0
48752.64,2014,IL,16,21.6,78.4
42310.799999999996,2014,IL,17,18.299999999999997,81.7
52842.96,2014,IL,18,31.299999999999997,68.7
49260.479999999996,2014,IN,1,20.5,79.5
41838.84,2014,IN,2,20.2,79.69999999999999
44351.82,2014,IN,3,21.1,78.89999999999999
48817.49999999999,2014,IN,4,23.7,76.2
56879.46,2014,IN,5,42.3,57.800000000000004
43819.14,2014,IN,6,19.9,80.1
39680.52,2014,IN,7,21.0,78.99999999999999
43964.03999999999,2014,IN,8,20.3,79.8
47306.399999999994,2014,IN,9,24.5,75.5
48827.159999999996,2014,IA,1,23.8,76.2
48698.82,2014,IA,2,27.9,72.2
51171.78,2014,IA,3,31.3,68.7
44703.719999999994,2014,IA,4,22.5,77.5
43283.7,2014,KS,1,23.8,76.2
46194.119999999995,2014,KS,2,27.1,72.9
56385.42,2014,KS,3,44.7,55.300000000000004
46692.299999999996,2014,KS,4,27.9,72.2
39070.56,2014,KY,1,15.5,84.4
43503.119999999995,2014,KY,2,19.8,80.2
48549.78,2014,KY,3,30.3,69.8
48638.1,2014,KY,4,26.299999999999997,73.70000000000002
37945.86,2014,KY,5,13.399999999999999,86.60000000000001
44482.92,2014,KY,6,30.1,69.89999999999999
50485.92,2014,LA,1,27.5,72.5
41936.82,2014,LA,2,21.799999999999997,78.00000000000001
48553.92,2014,LA,3,20.0,80.00000000000001
43479.659999999996,2014,LA,4,20.4,79.5
39121.619999999995,2014,LA,5,16.6,83.5
56722.13999999999,2014,LA,6,28.599999999999998,71.5
47071.799999999996,2014,ME,1,34.5,65.5
40741.74,2014,ME,2,21.7,78.3
57465.96,2014,MD,1,30.3,69.8
58166.99999999999,2014,MD,2,29.4,70.60000000000001
68693.64,2014,MD,3,45.9,54.1
58038.659999999996,2014,MD,4,30.4,69.6
71415.0,2014,MD,5,33.0,67.0
61753.619999999995,2014,MD,6,41.0,58.9
58271.88,2014,MD,7,36.1,63.900000000000006
71644.07999999999,2014,MD,8,52.2,47.699999999999996
52234.38,2014,MA,1,27.8,72.3
57893.759999999995,2014,MA,2,37.0,63.1
57724.02,2014,MA,3,36.1,63.9
71319.78,2014,MA,4,48.4,51.6
70882.31999999999,2014,MA,5,54.5,45.4
66317.28,2014,MA,6,42.2,57.7
52001.159999999996,2014,MA,7,40.3,59.7
69053.81999999999,2014,MA,8,43.400000000000006,56.7
55859.63999999999,2014,MA,9,32.1,67.89999999999999
37515.299999999996,2014,MI,1,22.9,77.0
43765.32,2014,MI,2,24.0,75.9
45308.159999999996,2014,MI,3,29.9,70.1
41190.24,2014,MI,4,20.3,79.8
39864.06,2014,MI,5,18.6,81.5
43664.579999999994,2014,MI,6,25.6,74.3
46225.85999999999,2014,MI,7,23.200000000000003,76.8
56087.34,2014,MI,8,38.5,61.400000000000006
50037.42,2014,MI,9,28.8,71.2
49288.079999999994,2014,MI,10,22.2,77.9
65010.42,2014,MI,11,45.5,54.599999999999994
52168.14,2014,MI,12,32.7,67.2
36945.36,2014,MI,13,14.3,85.8
44271.78,2014,MI,14,28.5,71.60000000000001
49477.14,2014,MN,1,26.299999999999997,73.7
59847.84,2014,MN,2,37.5,62.4
65122.2,2014,MN,3,46.6,53.3
55728.53999999999,2014,MN,4,42.3,57.6
52482.78,2014,MN,5,42.9,57.0
57574.979999999996,2014,MN,6,27.9,72.10000000000001
45230.88,2014,MN,7,20.9,79.10000000000001
43806.719999999994,2014,MN,8,22.4,77.7
41631.84,2014,MS,1,18.0,82.0
36031.799999999996,2014,MS,2,18.9,81.0
42956.64,2014,MS,3,24.9,75.19999999999999
41761.56,2014,MS,4,19.6,80.5
43423.079999999994,2014,MO,1,29.799999999999997,70.1
63384.77999999999,2014,MO,2,48.7,51.3
48276.53999999999,2014,MO,3,23.5,76.5
42069.299999999996,2014,MO,4,23.3,76.60000000000001
44387.7,2014,MO,5,25.3,74.7
47274.659999999996,2014,MO,6,25.799999999999997,74.19999999999999
41482.799999999996,2014,MO,7,22.7,77.3
37743.0,2014,MO,8,15.0,85.0
41783.64,2014,MT,0,29.0,71.1
47345.03999999999,2014,NE,1,30.1,70.0
50364.479999999996,2014,NE,2,36.9,63.1
42735.84,2014,NE,3,21.1,78.9
36756.299999999996,2014,NV,1,14.5,85.5
47356.079999999994,2014,NV,2,24.8,75.1
55030.259999999995,2014,NV,3,30.700000000000003,69.3
43937.82,2014,NV,4,18.9,81.2
56215.67999999999,2014,NH,1,35.3,64.5
54570.719999999994,2014,NH,2,33.7,66.19999999999999
57120.96,2014,NJ,1,28.5,71.5
48334.49999999999,2014,NJ,2,24.099999999999998,75.9
64234.85999999999,2014,NJ,3,31.2,68.8
65265.719999999994,2014,NJ,4,37.4,62.6
71913.18,2014,NJ,5,45.8,54.3
62399.45999999999,2014,NJ,6,38.0,62.1
81268.2,2014,NJ,7,50.3,49.7
48328.979999999996,2014,NJ,8,28.700000000000003,71.5
55780.979999999996,2014,NJ,9,32.1,67.89999999999999
49594.439999999995,2014,NJ,10,27.5,72.5
81218.51999999999,2014,NJ,11,51.6,48.4
64459.799999999996,2014,NJ,12,43.1,56.9
44147.579999999994,2014,NM,1,32.2,67.7
39346.56,2014,NM,2,20.3,79.7
43951.619999999995,2014,NM,3,26.299999999999997,73.79999999999998
66898.26,2014,NY,1,34.900000000000006,65.0
60445.38,2014,NY,2,27.3,72.7
78067.98,2014,NY,3,52.2,47.9
66826.5,2014,NY,4,39.400000000000006,60.5
49105.92,2014,NY,5,23.700000000000003,76.4
55681.619999999995,2014,NY,6,37.0,63.0
44068.92,2014,NY,7,29.9,70.0
52797.42,2014,NY,8,28.9,71.0
49474.38,2014,NY,9,35.1,65.0
82954.56,2014,NY,10,60.7,39.4
62825.88,2014,NY,11,32.8,67.3
90098.81999999999,2014,NY,12,69.1,30.800000000000004
41856.78,2014,NY,13,29.7,70.2
43679.759999999995,2014,NY,14,25.4,74.60000000000001
31745.519999999997,2014,NY,15,13.100000000000001,86.79999999999998
63670.439999999995,2014,NY,16,38.8,61.300000000000004
65901.9,2014,NY,17,44.900000000000006,55.1
58340.88,2014,NY,18,33.8,66.19999999999999
50353.439999999995,2014,NY,19,26.799999999999997,73.1
57039.53999999999,2014,NY,20,36.0,63.9
44481.53999999999,2014,NY,21,20.9,79.10000000000001
44273.159999999996,2014,NY,22,23.3,76.7
43202.28,2014,NY,23,24.2,75.60000000000001
49715.88,2014,NY,24,29.0,71.0
50447.28,2014,NY,25,36.0,64.0
48689.159999999996,2014,NY,26,29.5,70.7
53317.67999999999,2014,NY,27,28.8,71.2
36078.719999999994,2014,NC,1,20.0,80.0
48970.67999999999,2014,NC,2,29.200000000000003,70.8
42778.619999999995,2014,NC,3,21.3,78.8
48897.53999999999,2014,NC,4,42.3,57.7
43519.67999999999,2014,NC,5,26.8,73.1
47812.85999999999,2014,NC,6,29.8,70.1
41435.88,2014,NC,7,23.6,76.3
42323.219999999994,2014,NC,8,17.8,82.30000000000001
60420.53999999999,2014,NC,9,48.4,51.699999999999996
42171.42,2014,NC,10,24.2,75.9
38553.06,2014,NC,11,22.4,77.5
36612.78,2014,NC,12,23.3,76.8
52687.02,2014,NC,13,37.9,62.0
51326.34,2014,ND,0,27.2,72.9
51418.799999999996,2014,OH,1,31.799999999999997,68.3
50552.159999999996,2014,OH,2,30.1,69.9
43660.439999999995,2014,OH,3,26.6,73.49999999999999
43953.0,2014,OH,4,17.2,82.8
48447.659999999996,2014,OH,5,24.700000000000003,75.30000000000001
41420.7,2014,OH,6,15.1,84.8
43504.5,2014,OH,7,20.0,80.0
48207.53999999999,2014,OH,8,22.8,77.20000000000002
42902.82,2014,OH,9,21.4,78.7
44611.259999999995,2014,OH,10,27.4,72.6
44257.979999999996,2014,OH,11,27.299999999999997,72.8
56591.03999999999,2014,OH,12,38.4,61.699999999999996
42495.719999999994,2014,OH,13,21.7,78.3
54265.74,2014,OH,14,33.4,66.7
50923.38,2014,OH,15,28.9,71.1
55723.02,2014,OH,16,31.0,69.0
46615.02,2014,OK,1,28.6,71.5
41442.78,2014,OK,2,16.1,84.0
44005.439999999995,2014,OK,3,22.1,77.9
44654.03999999999,2014,OK,4,23.4,76.6
43351.32,2014,OK,5,28.6,71.4
50941.31999999999,2014,OR,1,36.6,63.300000000000004
37148.219999999994,2014,OR,2,24.2,75.9
48159.24,2014,OR,3,37.7,62.2
38754.53999999999,2014,OR,4,26.200000000000003,73.9
44053.74,2014,OR,5,28.5,71.6
46409.399999999994,2014,PA,1,25.8,74.19999999999999
48892.02,2014,PA,2,32.599999999999994,67.3
44467.74,2014,PA,3,24.1,75.69999999999999
50255.46,2014,PA,4,24.6,75.39999999999999
42861.42,2014,PA,5,22.299999999999997,77.8
61201.619999999995,2014,PA,6,42.2,57.8
67065.23999999999,2014,PA,7,40.6,59.4
61278.899999999994,2014,PA,8,37.1,62.9
44260.74,2014,PA,9,17.3,82.6
43855.02,2014,PA,10,20.3,79.6
46958.64,2014,PA,11,23.2,76.8
52147.439999999995,2014,PA,12,31.8,68.3
54240.899999999994,2014,PA,13,32.1,68.0
44187.6,2014,PA,14,32.1,67.9
50841.96,2014,PA,15,27.8,72.2
47638.979999999996,2014,PA,16,26.0,74.10000000000001
44292.479999999996,2014,PA,17,20.7,79.3
55800.299999999996,2014,PA,18,34.7,65.3
50222.34,2014,RI,1,31.5,68.60000000000001
57419.03999999999,2014,RI,2,33.3,66.6
49893.899999999994,2014,SC,1,38.4,61.8
48789.899999999994,2014,SC,2,32.3,67.7
41618.03999999999,2014,SC,3,20.200000000000003,79.80000000000001
44524.32,2014,SC,4,29.9,70.10000000000001
43819.14,2014,SC,5,22.1,77.9
35991.78,2014,SC,6,18.0,82.0
36429.24,2014,SC,7,20.4,79.6
43285.079999999994,2014,SD,0,26.5,73.4
36906.719999999994,2014,TN,1,18.5,81.5
44391.84,2014,TN,2,28.700000000000003,71.4
43236.78,2014,TN,3,20.7,79.39999999999999
44200.02,2014,TN,4,21.1,79.0
44776.85999999999,2014,TN,5,35.0,65.0
43355.46,2014,TN,6,19.5,80.39999999999999
48745.74,2014,TN,7,27.799999999999997,72.1
48362.1,2014,TN,8,28.4,71.5
41064.659999999996,2014,TN,9,23.0,77.0
42123.119999999995,2014,TX,1,19.7,80.4
61767.42,2014,TX,2,39.5,60.5
69772.79999999999,2014,TX,3,51.4,48.5
43824.659999999996,2014,TX,4,19.3,80.8
42363.24,2014,TX,5,19.4,80.5
54794.28,2014,TX,6,29.4,70.6
64041.659999999996,2014,TX,7,49.9,50.2
56499.96,2014,TX,8,27.099999999999998,72.9
39180.96,2014,TX,9,26.799999999999997,73.3
57018.84,2014,TX,10,36.7,63.300000000000004
45022.5,2014,TX,11,20.1,79.8
55972.799999999996,2014,TX,12,31.3,68.8
43598.34,2014,TX,13,20.0,80.0
50243.03999999999,2014,TX,14,22.1,77.7
35806.86,2014,TX,15,17.8,82.3
37567.74,2014,TX,16,22.799999999999997,77.2
43958.52,2014,TX,17,27.900000000000002,72.10000000000001
41520.06,2014,TX,18,20.3,79.7
41957.52,2014,TX,19,21.2,78.8
42084.479999999996,2014,TX,20,24.0,76.0
56700.06,2014,TX,21,44.8,55.2
69658.26,2014,TX,22,43.5,56.599999999999994
40730.7,2014,TX,23,20.0,80.0
57454.92,2014,TX,24,42.9,57.00000000000001
55431.84,2014,TX,25,35.6,64.3
63974.03999999999,2014,TX,26,40.5,59.50000000000001
42726.18,2014,TX,27,17.1,83.0
37420.079999999994,2014,TX,28,16.5,83.39999999999999
34264.02,2014,TX,29,9.0,91.0
42495.719999999994,2014,TX,30,20.1,79.9
55262.1,2014,TX,31,33.1,66.9
56055.6,2014,TX,32,42.7,57.2
33180.719999999994,2014,TX,33,9.6,90.49999999999999
34236.42,2014,TX,34,14.6,85.39999999999999
37054.38,2014,TX,35,18.6,81.39999999999999
51380.159999999996,2014,TX,36,18.7,81.4
49405.38,2014,UT,1,28.8,71.2
44896.92,2014,UT,2,31.9,68.19999999999999
49990.49999999999,2014,UT,3,38.5,61.49999999999999
49071.42,2014,UT,4,26.9,73.10000000000001
47983.979999999996,2014,VT,0,35.7,64.2
60260.45999999999,2014,VA,1,35.8,64.2
51893.52,2014,VA,2,32.4,67.60000000000001
41504.88,2014,VA,3,22.0,78.1
51363.6,2014,VA,4,24.7,75.2
44811.35999999999,2014,VA,5,26.9,73.0
42962.159999999996,2014,VA,6,25.299999999999997,74.6
56820.119999999995,2014,VA,7,38.4,61.5
81776.04,2014,VA,8,61.400000000000006,38.7
42532.979999999996,2014,VA,9,19.0,81.0
80394.65999999999,2014,VA,10,53.8,46.300000000000004
75335.57999999999,2014,VA,11,53.5,46.5
65732.15999999999,2014,WA,1,40.3,59.599999999999994
51981.84,2014,WA,2,29.8,70.2
49049.34,2014,WA,3,22.5,77.6
41485.56,2014,WA,4,19.1,81.0
44202.78,2014,WA,5,26.900000000000002,73.1
50231.99999999999,2014,WA,6,28.400000000000002,71.7
66074.4,2014,WA,7,57.5,42.5
60943.56,2014,WA,8,32.0,67.9
54926.759999999995,2014,WA,9,39.9,60.19999999999999
53405.99999999999,2014,WA,10,26.200000000000003,73.7
43253.34,2014,WV,1,21.1,78.9
45196.38,2014,WV,2,20.5,79.5
41277.18,2014,WV,3,15.200000000000001,84.9
51442.259999999995,2014,WI,1,26.1,73.9
51243.53999999999,2014,WI,2,39.2,61.0
44093.759999999995,2014,WI,3,23.5,76.5
42617.159999999996,2014,WI,4,26.799999999999997,73.2
56193.6,2014,WI,5,35.2,64.7
48932.03999999999,2014,WI,6,24.4,75.60000000000001
43025.64,2014,WI,7,21.2,78.80000000000001
48397.979999999996,2014,WI,8,25.3,74.6
50429.34,2014,WY,0,26.6,73.4
42785.600000000006,2016,AL,1,23.86,76.13
42633.280000000006,2016,AL,2,21.38,78.63
44744.0,2016,AL,3,20.79,79.2
41730.240000000005,2016,AL,4,16.07,83.92999999999999
48652.64000000001,2016,AL,5,31.33,68.67
56513.44,2016,AL,6,35.29,64.7
40166.240000000005,2016,AL,7,19.55,80.45
57076.48,2016,AK,0,29.69,70.3
43555.36,2016,AZ,1,23.22,76.78
44141.520000000004,2016,AZ,2,33.05,66.95
39121.76,2016,AZ,3,15.579999999999998,84.42
41818.64,2016,AZ,4,18.560000000000002,81.44
56755.520000000004,2016,AZ,5,35.15,64.85000000000001
57529.36,2016,AZ,6,41.97,58.03
36993.36,2016,AZ,7,13.82,86.18
51943.840000000004,2016,AZ,8,27.67,72.33
50166.32000000001,2016,AZ,9,36.93,63.06
39661.68,2016,AR,1,15.379999999999999,84.62
46569.12,2016,AR,2,29.0,71.00999999999999
43154.16,2016,AR,3,26.53,73.46000000000001
38784.48,2016,AR,4,15.91,84.1
43363.600000000006,2016,CA,1,24.22,75.77999999999999
50966.00000000001,2016,CA,2,40.68,59.32
48376.560000000005,2016,CA,3,24.869999999999997,75.13000000000001
60294.240000000005,2016,CA,4,32.05,67.95
52221.280000000006,2016,CA,5,30.33,69.66999999999999
45275.76,2016,CA,6,26.65,73.37
56678.00000000001,2016,CA,7,33.400000000000006,66.6
43488.72,2016,CA,8,17.36,82.64000000000001
48484.0,2016,CA,9,19.130000000000003,80.88
48919.200000000004,2016,CA,10,17.87,82.13000000000001
63294.4,2016,CA,11,42.959999999999994,57.050000000000004
82856.64,2016,CA,12,56.57,43.43
56299.920000000006,2016,CA,13,47.459999999999994,52.540000000000006
68338.64,2016,CA,14,44.92,55.059999999999995
73199.28,2016,CA,15,43.62,56.36
33779.68,2016,CA,16,12.11,87.87
86819.68000000001,2016,CA,17,55.120000000000005,44.88
94802.88,2016,CA,18,61.09,38.910000000000004
56902.4,2016,CA,19,34.15,65.85
42109.68,2016,CA,20,26.1,73.89999999999999
30326.640000000003,2016,CA,21,9.12,90.89
44138.8,2016,CA,22,23.54,76.46000000000001
52989.68,2016,CA,23,20.46,79.55
48390.16,2016,CA,24,33.64,66.35
57829.920000000006,2016,CA,25,27.03,72.96000000000001
51255.68,2016,CA,26,32.410000000000004,67.58999999999999
54034.16,2016,CA,27,41.78,58.21999999999999
56178.880000000005,2016,CA,28,45.06,54.94
36688.72,2016,CA,29,19.66,80.34
57366.16,2016,CA,30,42.73,57.29
44712.72,2016,CA,31,22.189999999999998,77.82
43008.64000000001,2016,CA,32,20.18,79.83000000000001
83740.64,2016,CA,33,62.43,37.58
33162.240000000005,2016,CA,34,24.13,75.87
41126.4,2016,CA,35,14.879999999999999,85.12
37348.32,2016,CA,36,19.58,80.43
48337.12,2016,CA,37,37.7,62.300000000000004
49373.44,2016,CA,38,22.3,77.69999999999999
57494.00000000001,2016,CA,39,41.07,58.940000000000005
33243.840000000004,2016,CA,40,9.49,90.51
43196.32,2016,CA,41,16.990000000000002,83.01
55758.64000000001,2016,CA,42,24.12,75.88999999999999
43101.12,2016,CA,43,23.990000000000002,76.01
37590.4,2016,CA,44,13.41,86.6
79934.0,2016,CA,45,54.730000000000004,45.28
37333.36,2016,CA,46,16.79,83.21
50211.200000000004,2016,CA,47,30.240000000000002,69.76
63660.240000000005,2016,CA,48,44.3,55.7
62615.76,2016,CA,49,43.53,56.47
50484.560000000005,2016,CA,50,27.7,72.31
35334.16,2016,CA,51,13.639999999999999,86.36
69808.8,2016,CA,52,57.54,42.47
54737.280000000006,2016,CA,53,36.739999999999995,63.260000000000005
56392.4,2016,CO,1,46.68,53.33
57144.48,2016,CO,2,54.64,45.370000000000005
43163.68,2016,CO,3,30.22,69.77000000000001
56301.280000000006,2016,CO,4,33.97,66.03
49864.4,2016,CO,5,34.77,65.23
58927.44,2016,CO,6,41.129999999999995,58.87
54644.8,2016,CO,7,32.11,67.89
62966.64000000001,2016,CT,1,36.66,63.34
62715.04,2016,CT,2,34.86,65.14
61519.600000000006,2016,CT,3,35.89,64.12
69836.0,2016,CT,4,48.58,51.41
61039.520000000004,2016,CT,5,35.58,64.43
55398.240000000005,2016,DE,0,30.939999999999998,69.05
43989.200000000004,2016,FL,1,26.8,73.21000000000001
43252.08,2016,FL,2,26.560000000000002,73.44
45463.44,2016,FL,3,25.8,74.2
50704.880000000005,2016,FL,4,32.46,67.54
35252.560000000005,2016,FL,5,17.41,82.6
43056.240000000005,2016,FL,6,29.18,70.83000000000001
48739.68,2016,FL,7,34.56,65.44000000000001
43340.48,2016,FL,8,27.81,72.19
41058.4,2016,FL,9,24.7,75.28999999999999
46929.520000000004,2016,FL,10,30.33,69.67
37746.8,2016,FL,11,20.810000000000002,79.19
50416.560000000005,2016,FL,12,28.769999999999996,71.22999999999999
44401.280000000006,2016,FL,13,28.66,71.35
42826.4,2016,FL,14,28.830000000000002,71.19
48271.840000000004,2016,FL,15,29.18,70.82
43405.76,2016,FL,16,31.299999999999997,68.69
38987.12,2016,FL,17,19.21,80.78
45126.16,2016,FL,18,30.57,69.41999999999999
42330.0,2016,FL,19,31.009999999999998,68.98
35845.520000000004,2016,FL,20,19.61,80.4
50855.840000000004,2016,FL,21,37.86,62.14
48889.280000000006,2016,FL,22,38.879999999999995,61.12
49142.240000000005,2016,FL,23,39.37,60.62
38643.04,2016,FL,24,22.490000000000002,77.51999999999998
41131.840000000004,2016,FL,25,26.61,73.39999999999999
41866.240000000005,2016,FL,26,26.93,73.08
37446.240000000005,2016,FL,27,29.939999999999998,70.05
42366.72,2016,GA,1,24.34,75.66999999999999
38598.16,2016,GA,2,17.88,82.12
48935.520000000004,2016,GA,3,25.799999999999997,74.21
43200.4,2016,GA,4,30.46,69.54
50558.0,2016,GA,5,40.58,59.42
69003.68000000001,2016,GA,6,59.459999999999994,40.54
52986.96000000001,2016,GA,7,40.0,60.00999999999999
42313.68,2016,GA,8,19.939999999999998,80.06
43084.8,2016,GA,9,22.96,77.05000000000001
43831.44,2016,GA,10,25.02,74.98
56955.44,2016,GA,11,41.21,58.79
43004.560000000005,2016,GA,12,20.79,79.21
43957.920000000006,2016,GA,13,29.270000000000003,70.73
42652.32,2016,GA,14,17.01,82.99
54628.48,2016,HI,1,34.349999999999994,65.65
50566.16,2016,HI,2,28.28,71.72000000000001
43350.0,2016,ID,1,24.68,75.32
41386.16,2016,ID,2,27.43,72.56
50613.76,2016,IL,1,26.92,73.07000000000001
48490.8,2016,IL,2,22.05,77.96000000000001
52388.560000000005,2016,IL,3,26.16,73.85000000000001
41413.36,2016,IL,4,23.439999999999998,76.55999999999999
70185.52,2016,IL,5,52.0,48.0
70434.40000000001,2016,IL,6,49.53,50.470000000000006
57125.44,2016,IL,7,40.64,59.37
54274.880000000005,2016,IL,8,33.29,66.7
61805.200000000004,2016,IL,9,51.41,48.59
59532.64000000001,2016,IL,10,44.349999999999994,55.65
55035.12,2016,IL,11,33.41,66.59
46979.840000000004,2016,IL,12,22.45,77.55
49814.08,2016,IL,13,30.75,69.25
65183.44,2016,IL,14,40.0,59.99
47084.560000000005,2016,IL,15,19.02,80.97999999999999
48829.44,2016,IL,16,21.7,78.3
42762.48,2016,IL,17,18.38,81.61999999999999
54978.00000000001,2016,IL,18,32.019999999999996,67.98
50568.880000000005,2016,IN,1,22.68,77.32000000000001
44363.200000000004,2016,IN,2,20.96,79.04
45583.12,2016,IN,3,22.39,77.61
49472.72,2016,IN,4,25.75,74.24
57446.4,2016,IN,5,43.97,56.029999999999994
47620.4,2016,IN,6,19.759999999999998,80.24000000000001
41482.72,2016,IN,7,22.17,77.83
43767.520000000004,2016,IN,8,19.67,80.33000000000001
49188.48,2016,IN,9,25.810000000000002,74.19
49671.280000000006,2016,IA,1,25.57,74.43
48690.72,2016,IA,2,26.24,73.77000000000001
53552.72,2016,IA,3,31.259999999999998,68.72000000000001
47613.600000000006,2016,IA,4,23.970000000000002,76.03
43772.96000000001,2016,KS,1,23.7,76.3
47945.44,2016,KS,2,27.730000000000004,72.28
57721.12,2016,KS,3,47.0,52.99
49400.64000000001,2016,KS,4,27.259999999999998,72.73
41485.44,2016,KY,1,16.87,83.13
43582.560000000005,2016,KY,2,19.78,80.22
48859.36,2016,KY,3,32.69,67.28999999999999
50655.920000000006,2016,KY,4,26.53,73.48
37043.68,2016,KY,5,13.23,86.77000000000001
46539.200000000004,2016,KY,6,30.080000000000002,69.92
50753.840000000004,2016,LA,1,29.39,70.61
42104.240000000005,2016,LA,2,22.75,77.25
48844.4,2016,LA,3,20.18,79.83
43377.200000000004,2016,LA,4,19.310000000000002,80.67999999999999
41250.16,2016,LA,5,17.59,82.41
56873.840000000004,2016,LA,6,29.28,70.71
49276.880000000005,2016,ME,1,37.32,62.68
42347.68,2016,ME,2,22.75,77.25999999999999
58452.8,2016,MD,1,31.0,69.0
57698.00000000001,2016,MD,2,31.08,68.92
69014.56000000001,2016,MD,3,47.33,52.669999999999995
61210.880000000005,2016,MD,4,33.04,66.95
72818.48000000001,2016,MD,5,34.93,65.06
63846.560000000005,2016,MD,6,40.95,59.05
57551.12,2016,MD,7,37.04,62.96
73010.24,2016,MD,8,53.93,46.07000000000001
53789.36,2016,MA,1,29.060000000000002,70.94
57555.200000000004,2016,MA,2,36.7,63.300000000000004
62357.36000000001,2016,MA,3,37.41,62.59
73590.96,2016,MA,4,49.879999999999995,50.11000000000001
71008.32,2016,MA,5,55.879999999999995,44.11
68998.24,2016,MA,6,42.44,57.55
55694.72,2016,MA,7,42.22,57.77
68976.48000000001,2016,MA,8,45.34,54.660000000000004
56332.560000000005,2016,MA,9,33.06,66.92999999999999
39498.48,2016,MI,1,24.9,75.10000000000001
44520.96000000001,2016,MI,2,25.049999999999997,74.94
47915.520000000004,2016,MI,3,30.18,69.82000000000001
43521.36,2016,MI,4,20.68,79.32000000000001
41854.0,2016,MI,5,19.51,80.49000000000001
47636.72,2016,MI,6,28.07,71.92
48942.32000000001,2016,MI,7,23.36,76.63
57451.840000000004,2016,MI,8,39.019999999999996,60.96999999999999
49963.68,2016,MI,9,28.830000000000002,71.17
51920.72,2016,MI,10,22.810000000000002,77.19
68285.6,2016,MI,11,46.019999999999996,53.98
52160.08,2016,MI,12,34.269999999999996,65.72
38063.68,2016,MI,13,15.29,84.69999999999999
42917.520000000004,2016,MI,14,29.72,70.29
50498.16,2016,MN,1,28.21,71.78
62516.48,2016,MN,2,37.82,62.18
66588.32,2016,MN,3,47.980000000000004,52.01
55429.520000000004,2016,MN,4,43.19,56.809999999999995
55041.920000000006,2016,MN,5,45.13,54.86
57587.840000000004,2016,MN,6,29.259999999999998,70.74
48934.16,2016,MN,7,21.65,78.35
47545.600000000006,2016,MN,8,22.310000000000002,77.69
43158.240000000005,2016,MS,1,19.85,80.15
37459.840000000004,2016,MS,2,17.69,82.31
44102.08,2016,MS,3,25.23,74.76
41994.08,2016,MS,4,20.36,79.64
43282.0,2016,MO,1,30.549999999999997,69.46
64310.32000000001,2016,MO,2,47.22,52.779999999999994
49861.68,2016,MO,3,24.5,75.5
42684.96000000001,2016,MO,4,25.189999999999998,74.80999999999999
47730.560000000005,2016,MO,5,27.240000000000002,72.76
50589.280000000006,2016,MO,6,27.32,72.69
42634.64000000001,2016,MO,7,23.97,76.03
40081.920000000006,2016,MO,8,15.57,84.42
43313.280000000006,2016,MT,0,30.61,69.4
48969.520000000004,2016,NE,1,29.9,70.09
55347.920000000006,2016,NE,2,38.47,61.540000000000006
43813.76,2016,NE,3,21.869999999999997,78.13
38090.880000000005,2016,NV,1,15.36,84.63
48338.48,2016,NV,2,26.0,74.0
55058.240000000005,2016,NV,3,31.83,68.17
45995.200000000004,2016,NV,4,19.84,80.15
57643.600000000006,2016,NH,1,36.26,63.74
57042.48,2016,NH,2,35.08,64.93
58320.880000000005,2016,NJ,1,30.93,69.06
48602.32000000001,2016,NJ,2,25.339999999999996,74.64999999999999
62445.76,2016,NJ,3,32.34,67.67
67379.84000000001,2016,NJ,4,38.67,61.33
71289.84000000001,2016,NJ,5,46.06,53.94
63226.4,2016,NJ,6,38.489999999999995,61.51
81971.28,2016,NJ,7,52.23,47.77
48810.4,2016,NJ,8,31.89,68.12
55376.48,2016,NJ,9,32.05,67.94
46948.560000000005,2016,NJ,10,27.78,72.22
82464.96,2016,NJ,11,51.989999999999995,48.0
65282.72,2016,NJ,12,43.29,56.7
43343.200000000004,2016,NM,1,31.57,68.42999999999999
37496.560000000005,2016,NM,2,20.08,79.92
43718.560000000005,2016,NM,3,27.39,72.61
68361.76000000001,2016,NY,1,34.28,65.72
61563.12,2016,NY,2,29.990000000000002,70.02
77948.40000000001,2016,NY,3,51.79,48.21
69293.36,2016,NY,4,40.7,59.3
49252.4,2016,NY,5,24.32,75.67
53336.48,2016,NY,6,36.2,63.8
48414.64000000001,2016,NY,7,32.980000000000004,67.02
50805.520000000004,2016,NY,8,30.95,69.06
51994.16,2016,NY,9,37.34,62.66
82815.84000000001,2016,NY,10,60.29,39.71
62821.12,2016,NY,11,34.37,65.63
96098.96,2016,NY,12,71.5,28.5
42693.12,2016,NY,13,31.54,68.46000000000001
45978.880000000005,2016,NY,14,25.56,74.46000000000001
34686.8,2016,NY,15,13.86,86.13000000000001
61030.00000000001,2016,NY,16,38.67,61.330000000000005
68217.6,2016,NY,17,44.370000000000005,55.64
62901.36000000001,2016,NY,18,34.58,65.42
50344.48,2016,NY,19,28.28,71.72
57528.00000000001,2016,NY,20,36.39,63.620000000000005
44268.0,2016,NY,21,22.58,77.41999999999999
48092.32000000001,2016,NY,22,23.43,76.57
46430.4,2016,NY,23,26.28,73.72
52712.240000000005,2016,NY,24,30.52,69.49000000000001
